step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
10,4.0183650000e+06,1.4024345374e+04,6.6040467399e+00,1.5146992981e-03,2.0091824951e+03,7.0121562265e+00,-6.3335269418e-03,5.3639419795e-03,4.0034160000e+06,4.0371275000e+06,4.0145515000e+06,2.0017080078e+03,2.0185637207e+03,2.0072757568e+03,-5.6628073798e-04,-1.3484697789e-02,-4.9496022984e-03
11,4.0183790000e+06,1.4031027386e+04,6.6040482504e+00,1.5154151890e-03,2.0091895345e+03,7.0155278027e+00,-6.3390723662e-03,5.3662430245e-03,4.0034230000e+06,4.0371505000e+06,4.0145635000e+06,2.0017115479e+03,2.0185753174e+03,2.0072817383e+03,-5.6937511545e-04,-1.3493322767e-02,-4.9545192160e-03
12,4.0183936667e+06,1.4036660691e+04,6.6040498335e+00,1.5160178263e-03,2.0091968180e+03,7.0183762494e+00,-6.3445849810e-03,5.3685089991e-03,4.0034312500e+06,4.0371725000e+06,4.0145772500e+06,2.0017155762e+03,2.0185863037e+03,2.0072885742e+03,-5.7246792130e-04,-1.3501864858e-02,-4.9594221637e-03
13,4.0184080833e+06,1.4042630265e+04,6.6040513893e+00,1.5166566281e-03,2.0092040202e+03,7.0213455182e+00,-6.3500680262e-03,5.3707441363e-03,4.0034395000e+06,4.0371950000e+06,4.0145897500e+06,2.0017197266e+03,2.0185975342e+03,2.0072947998e+03,-5.7556049433e-04,-1.3510334305e-02,-4.9643092789e-03
14,4.0184221667e+06,1.4048756655e+04,6.6040529091e+00,1.5173123856e-03,2.0092111003e+03,7.0243802924e+00,-6.3555195229e-03,5.3729473196e-03,4.0034475000e+06,4.0372175000e+06,4.0146015000e+06,2.0017237549e+03,2.0186087646e+03,2.0073007812e+03,-5.7865155395e-04,-1.3518727385e-02,-4.9691796303e-03
15,4.0184362500e+06,1.4054879412e+04,6.6040544289e+00,1.5179681083e-03,2.0092180583e+03,7.0274132937e+00,-6.3609416635e-03,5.3751198165e-03,4.0034545000e+06,4.0372395000e+06,4.0146147500e+06,2.0017271729e+03,2.0186196289e+03,2.0073073730e+03,-5.8174162405e-04,-1.3527047820e-02,-4.9740355462e-03
16,4.0184502500e+06,1.4059957090e+04,6.6040559400e+00,1.5185108921e-03,2.0092251383e+03,7.0299581290e+00,-6.3663342735e-03,5.3772616880e-03,4.0034630000e+06,4.0372602500e+06,4.0146275000e+06,2.0017315674e+03,2.0186301270e+03,2.0073137207e+03,-5.8483064640e-04,-1.3535295613e-02,-4.9788765609e-03
17,4.0184643333e+06,1.4065614861e+04,6.6040574600e+00,1.5191161471e-03,2.0092321370e+03,7.0328185235e+00,-6.3716971199e-03,5.3793741722e-03,4.0034712500e+06,4.0372820000e+06,4.0146397500e+06,2.0017355957e+03,2.0186409912e+03,2.0073198242e+03,-5.8791792253e-04,-1.3543472625e-02,-4.9837008119e-03
18,4.0184775833e+06,1.4071896242e+04,6.6040588896e+00,1.5197890191e-03,2.0092387695e+03,7.0359400415e+00,-6.3770291939e-03,5.3814537547e-03,4.0034780000e+06,4.0373037500e+06,4.0146510000e+06,2.0017390137e+03,2.0186518555e+03,2.0073254395e+03,-5.9100461658e-04,-1.3551572338e-02,-4.9885106273e-03
19,4.0184914167e+06,1.4077416273e+04,6.6040603826e+00,1.5203799077e-03,2.0092457275e+03,7.0386787420e+00,-6.3823324357e-03,5.3835040768e-03,4.0034850000e+06,4.0373245000e+06,4.0146647500e+06,2.0017425537e+03,2.0186622314e+03,2.0073323975e+03,-5.9409003006e-04,-1.3559602201e-02,-4.9933050759e-03
20,4.0185046667e+06,1.4082964344e+04,6.6040618125e+00,1.5209734555e-03,2.0092524007e+03,7.0414966353e+00,-6.3876069423e-03,5.3855255284e-03,4.0034930000e+06,4.0373455000e+06,4.0146755000e+06,2.0017465820e+03,2.0186728516e+03,2.0073377686e+03,-5.9717445401e-04,-1.3567563146e-02,-4.9980832264e-03
21,4.0185189167e+06,1.4088174371e+04,6.6040633506e+00,1.5215305377e-03,2.0092594401e+03,7.0440839669e+00,-6.3928524032e-03,5.3875168344e-03,4.0035012500e+06,4.0373665000e+06,4.0146890000e+06,2.0017506104e+03,2.0186832275e+03,2.0073444824e+03,-6.0025742278e-04,-1.3575452380e-02,-5.0028474070e-03
22,4.0185323333e+06,1.4093074389e+04,6.6040647987e+00,1.5220542906e-03,2.0092661133e+03,7.0465743649e+00,-6.3980692066e-03,5.3894786924e-03,4.0035095000e+06,4.0373865000e+06,4.0147010000e+06,2.0017546387e+03,2.0186932373e+03,2.0073504639e+03,-6.0333963484e-04,-1.3583271764e-02,-5.0075962208e-03
23,4.0185451667e+06,1.4098395914e+04,6.6040661836e+00,1.5226239222e-03,2.0092726237e+03,7.0491727664e+00,-6.4032574883e-03,5.3914121982e-03,4.0035162500e+06,4.0374062500e+06,4.0147130000e+06,2.0017581787e+03,2.0187031250e+03,2.0073565674e+03,-6.0642056633e-04,-1.3591023162e-02,-5.0123287365e-03
24,4.0185590833e+06,1.4103496248e+04,6.6040676857e+00,1.5231691110e-03,2.0092795003e+03,7.0517065400e+00,-6.4084168019e-03,5.3933154752e-03,4.0035247500e+06,4.0374270000e+06,4.0147255000e+06,2.0017623291e+03,2.0187133789e+03,2.0073627930e+03,-6.0950027546e-04,-1.3598702848e-02,-5.0170472823e-03
25,4.0185721667e+06,1.4108685416e+04,6.6040690977e+00,1.5237242251e-03,2.0092860514e+03,7.0542947494e+00,-6.4135489714e-03,5.3951920364e-03,4.0035322500e+06,4.0374470000e+06,4.0147372500e+06,2.0017661133e+03,2.0187233887e+03,2.0073686523e+03,-6.1257864581e-04,-1.3606318273e-02,-5.0217499956e-03
26,4.0185855833e+06,1.4113183031e+04,6.6040705460e+00,1.5242046882e-03,2.0092928060e+03,7.0565997217e+00,-6.4186521146e-03,5.3970387987e-03,4.0035405000e+06,4.0374662500e+06,4.0147500000e+06,2.0017702637e+03,2.0187331543e+03,2.0073750000e+03,-6.1565608485e-04,-1.3613862917e-02,-5.0264373422e-03
27,4.0185984167e+06,1.4118640466e+04,6.6040719309e+00,1.5247887389e-03,2.0092992350e+03,7.0593189206e+00,-6.4237284241e-03,5.3988587652e-03,4.0035477500e+06,4.0374865000e+06,4.0147610000e+06,2.0017739258e+03,2.0187432861e+03,2.0073804932e+03,-6.1873218510e-04,-1.3621343300e-02,-5.0311097875e-03
28,4.0186116667e+06,1.4123385466e+04,6.6040733610e+00,1.5252957107e-03,2.0093058268e+03,7.0617336272e+00,-6.4287765223e-03,5.4006498059e-03,4.0035562500e+06,4.0375062500e+06,4.0147725000e+06,2.0017780762e+03,2.0187531738e+03,2.0073862305e+03,-6.2180700479e-04,-1.3628754765e-02,-5.0357677974e-03
29,4.0186242500e+06,1.4128304609e+04,6.6040747191e+00,1.5258221427e-03,2.0093120931e+03,7.0641355522e+00,-6.4337974375e-03,5.4024140460e-03,4.0035627500e+06,4.0375250000e+06,4.0147850000e+06,2.0017813721e+03,2.0187624512e+03,2.0073924561e+03,-6.2488083495e-04,-1.3636101969e-02,-5.0404095091e-03
30,4.0186368333e+06,1.4132758691e+04,6.6040760773e+00,1.5262981059e-03,2.0093184408e+03,7.0663537749e+00,-6.4387902579e-03,5.4041499830e-03,4.0035705000e+06,4.0375435000e+06,4.0147965000e+06,2.0017852783e+03,2.0187717285e+03,2.0073983154e+03,-6.2795280246e-04,-1.3643381186e-02,-5.0450367853e-03
31,4.0186495000e+06,1.4137057743e+04,6.6040774445e+00,1.5267572114e-03,2.0093247477e+03,7.0684529210e+00,-6.4437582041e-03,5.4058608827e-03,4.0035787500e+06,4.0375620000e+06,4.0148077500e+06,2.0017894287e+03,2.0187808838e+03,2.0074039307e+03,-6.3102418790e-04,-1.3650600798e-02,-5.0496496260e-03
32,4.0186628333e+06,1.4141576293e+04,6.6040788838e+00,1.5272400887e-03,2.0093314616e+03,7.0707681136e+00,-6.4486976092e-03,5.4075429580e-03,4.0035865000e+06,4.0375810000e+06,4.0148210000e+06,2.0017933350e+03,2.0187905273e+03,2.0074105225e+03,-6.3409423456e-04,-1.3657751493e-02,-5.0542470999e-03
33,4.0186753333e+06,1.4146653987e+04,6.6040802327e+00,1.5277833773e-03,2.0093376872e+03,7.0733452697e+00,-6.4536118298e-03,5.4091998363e-03,4.0035935000e+06,4.0376002500e+06,4.0148322500e+06,2.0017967529e+03,2.0188001709e+03,2.0074161377e+03,-6.3716276782e-04,-1.3664841652e-02,-5.0588310696e-03
34,4.0186881667e+06,1.4150975669e+04,6.6040816180e+00,1.5282448131e-03,2.0093440755e+03,7.0755532797e+00,-6.4584984017e-03,5.4108295407e-03,4.0036020000e+06,4.0376190000e+06,4.0148435000e+06,2.0018009033e+03,2.0188095703e+03,2.0074217529e+03,-6.4023031155e-04,-1.3671866618e-02,-5.0633982755e-03
35,4.0187009167e+06,1.4154515272e+04,6.6040829945e+00,1.5286221459e-03,2.0093504639e+03,7.0772382217e+00,-6.4633592265e-03,5.4124337788e-03,4.0036105000e+06,4.0376362500e+06,4.0148560000e+06,2.0018052979e+03,2.0188181152e+03,2.0074279785e+03,-6.4329605084e-04,-1.3678830117e-02,-5.0679515116e-03
36,4.0187133333e+06,1.4159681812e+04,6.6040843344e+00,1.5291750709e-03,2.0093566488e+03,7.0798587601e+00,-6.4681943040e-03,5.4140116762e-03,4.0036172500e+06,4.0376555000e+06,4.0148672500e+06,2.0018085938e+03,2.0188277588e+03,2.0074335938e+03,-6.4636138268e-04,-1.3685731217e-02,-5.0724903122e-03
37,4.0187254167e+06,1.4163467028e+04,6.6040856388e+00,1.5295790940e-03,2.0093627116e+03,7.0817614431e+00,-6.4730032464e-03,5.4155635234e-03,4.0036250000e+06,4.0376725000e+06,4.0148787500e+06,2.0018125000e+03,2.0188363037e+03,2.0074393311e+03,-6.4942560857e-04,-1.3692569919e-02,-5.0770142116e-03
38,4.0187378333e+06,1.4167896823e+04,6.6040869790e+00,1.5300526963e-03,2.0093688965e+03,7.0840222428e+00,-6.4777865773e-03,5.4170908733e-03,4.0036320000e+06,4.0376905000e+06,4.0148910000e+06,2.0018159180e+03,2.0188453369e+03,2.0074454346e+03,-6.5248797182e-04,-1.3699349016e-02,-5.0815227441e-03
39,4.0187505833e+06,1.4171237810e+04,6.6040883556e+00,1.5304083874e-03,2.0093753255e+03,7.0855991519e+00,-6.4825438506e-03,5.4185922168e-03,4.0036412500e+06,4.0377077500e+06,4.0149027500e+06,2.0018206787e+03,2.0188538818e+03,2.0074514160e+03,-6.5554899629e-04,-1.3706065714e-02,-5.0860168412e-03
40,4.0187623333e+06,1.4175846983e+04,6.6040896236e+00,1.5309014662e-03,2.0093811849e+03,7.0879475410e+00,-6.4872765021e-03,5.4200685069e-03,4.0036477500e+06,4.0377255000e+06,4.0149137500e+06,2.0018238525e+03,2.0188627930e+03,2.0074569092e+03,-6.5860926406e-04,-1.3712722808e-02,-5.0904974341e-03
41,4.0187745000e+06,1.4179477147e+04,6.6040909371e+00,1.5312886222e-03,2.0093872477e+03,7.0897200822e+00,-6.4919841049e-03,5.4215210635e-03,4.0036560000e+06,4.0377425000e+06,4.0149250000e+06,2.0018280029e+03,2.0188712158e+03,2.0074625244e+03,-6.6166796023e-04,-1.3719322160e-02,-5.0949621946e-03
42,4.0187862500e+06,1.4183952236e+04,6.6040922052e+00,1.5317672769e-03,2.0093931478e+03,7.0919596156e+00,-6.4966662903e-03,5.4229484210e-03,4.0036625000e+06,4.0377600000e+06,4.0149362500e+06,2.0018312988e+03,2.0188800049e+03,2.0074681396e+03,-6.6472537583e-04,-1.3725860976e-02,-5.0994125195e-03
43,4.0187988333e+06,1.4187669650e+04,6.6040935636e+00,1.5321638942e-03,2.0093994141e+03,7.0937747584e+00,-6.5013237763e-03,5.4243513028e-03,4.0036705000e+06,4.0377772500e+06,4.0149487500e+06,2.0018353271e+03,2.0188885498e+03,2.0074743652e+03,-6.6778180189e-04,-1.3732341118e-02,-5.1038484089e-03
44,4.0188104167e+06,1.4191860429e+04,6.6040948138e+00,1.5326113354e-03,2.0094051921e+03,7.0959188541e+00,-6.5059573196e-03,5.4257311384e-03,4.0036787500e+06,4.0377950000e+06,4.0149575000e+06,2.0018393555e+03,2.0188974609e+03,2.0074787598e+03,-6.7083671456e-04,-1.3738765381e-02,-5.1082698628e-03
45,4.0188229167e+06,1.4194931592e+04,6.6040961634e+00,1.5329382747e-03,2.0094114583e+03,7.0974728765e+00,-6.5105652126e-03,5.4270854050e-03,4.0036872500e+06,4.0378112500e+06,4.0149702500e+06,2.0018436279e+03,2.0189056396e+03,2.0074851074e+03,-6.7389011383e-04,-1.3745128177e-02,-5.1126773469e-03
46,4.0188343333e+06,1.4198627999e+04,6.6040973958e+00,1.5333329184e-03,2.0094171143e+03,7.0993211501e+00,-6.5151496868e-03,5.4284173039e-03,4.0036945000e+06,4.0378275000e+06,4.0149810000e+06,2.0018471680e+03,2.0189136963e+03,2.0074904785e+03,-6.7694263998e-04,-1.3751436956e-02,-5.1170694642e-03
47,4.0188462500e+06,1.4202190325e+04,6.6040986822e+00,1.5337129515e-03,2.0094230957e+03,7.1011149976e+00,-6.5197107421e-03,5.4297259745e-03,4.0037022500e+06,4.0378440000e+06,4.0149925000e+06,2.0018510742e+03,2.0189219971e+03,2.0074962158e+03,-6.7999382736e-04,-1.3757689856e-02,-5.1214485429e-03
48,4.0188580833e+06,1.4205374608e+04,6.6040999598e+00,1.5340521503e-03,2.0094290771e+03,7.1026808638e+00,-6.5242483785e-03,5.4310124046e-03,4.0037105000e+06,4.0378600000e+06,4.0150037500e+06,2.0018553467e+03,2.0189300537e+03,2.0075018311e+03,-6.8304367596e-04,-1.3763888739e-02,-5.1258127205e-03
49,4.0188694167e+06,1.4209226148e+04,6.6041011831e+00,1.5344636524e-03,2.0094346924e+03,7.1046048863e+00,-6.5287601901e-03,5.4322733272e-03,4.0037172500e+06,4.0378762500e+06,4.0150147500e+06,2.0018586426e+03,2.0189381104e+03,2.0075073242e+03,-6.8609195296e-04,-1.3770026155e-02,-5.1301624626e-03
50,4.0188805000e+06,1.4213011443e+04,6.6041023793e+00,1.5348680330e-03,2.0094402669e+03,7.1064421374e+00,-6.5332496112e-03,5.4335131467e-03,4.0037240000e+06,4.0378922500e+06,4.0150252500e+06,2.0018620605e+03,2.0189460449e+03,2.0075126953e+03,-6.8913918221e-04,-1.3776112348e-02,-5.1344973035e-03
51,4.0188922500e+06,1.4215683603e+04,6.6041036481e+00,1.5351519765e-03,2.0094461670e+03,7.1078013310e+00,-6.5377145268e-03,5.4347285372e-03,4.0037327500e+06,4.0379075000e+06,4.0150365000e+06,2.0018664551e+03,2.0189537354e+03,2.0075183105e+03,-6.9218507269e-04,-1.3782139868e-02,-5.1388186403e-03
52,4.0189038333e+06,1.4219134506e+04,6.6041048985e+00,1.5355201142e-03,2.0094519043e+03,7.1095297353e+00,-6.5421577116e-03,5.4359237377e-03,4.0037402500e+06,4.0379235000e+06,4.0150477500e+06,2.0018701172e+03,2.0189616699e+03,2.0075239258e+03,-6.9522956619e-04,-1.3788118027e-02,-5.1431255415e-03
53,4.0189154167e+06,1.4222585422e+04,6.6041061489e+00,1.5358882511e-03,2.0094577230e+03,7.1112691811e+00,-6.5465771477e-03,5.4370958117e-03,4.0037477500e+06,4.0379395000e+06,4.0150590000e+06,2.0018739014e+03,2.0189697266e+03,2.0075295410e+03,-6.9827266270e-04,-1.3794040307e-02,-5.1474184729e-03
54,4.0189265833e+06,1.4225680863e+04,6.6041073544e+00,1.5362180781e-03,2.0094632568e+03,7.1127916594e+00,-6.5509736305e-03,5.4382460200e-03,4.0037555000e+06,4.0379547500e+06,4.0150695000e+06,2.0018778076e+03,2.0189772949e+03,2.0075346680e+03,-7.0131442044e-04,-1.3799909502e-02,-5.1516969688e-03
55,4.0189377500e+06,1.4229243261e+04,6.6041085598e+00,1.5365983878e-03,2.0094689128e+03,7.1146723273e+00,-6.5553474900e-03,5.4393742619e-03,4.0037625000e+06,4.0379705000e+06,4.0150802500e+06,2.0018812256e+03,2.0189853516e+03,2.0075401611e+03,-7.0435489761e-04,-1.3805725612e-02,-5.1559619606e-03
56,4.0189492500e+06,1.4231380706e+04,6.6041098017e+00,1.5368247389e-03,2.0094746094e+03,7.1156615755e+00,-6.5596982022e-03,5.4404807201e-03,4.0037715000e+06,4.0379847500e+06,4.0150915000e+06,2.0018857422e+03,2.0189923096e+03,2.0075457764e+03,-7.0739391958e-04,-1.3811488636e-02,-5.1602120511e-03
57,4.0189601667e+06,1.4234408392e+04,6.6041109802e+00,1.5371474621e-03,2.0094800618e+03,7.1171399385e+00,-6.5640274358e-03,5.4415663510e-03,4.0037787500e+06,4.0379995000e+06,4.0151022500e+06,2.0018894043e+03,2.0189996338e+03,2.0075511475e+03,-7.1043183561e-04,-1.3817201369e-02,-5.1644491032e-03
58,4.0189706667e+06,1.4237413512e+04,6.6041121137e+00,1.5374679471e-03,2.0094853516e+03,7.1186617076e+00,-6.5683340848e-03,5.4426310887e-03,4.0037855000e+06,4.0380137500e+06,4.0151127500e+06,2.0018928223e+03,2.0190068359e+03,2.0075563965e+03,-7.1346812183e-04,-1.3822862878e-02,-5.1686712541e-03
59,4.0189825000e+06,1.4240731891e+04,6.6041133912e+00,1.5378215423e-03,2.0094912516e+03,7.1203798332e+00,-6.5726179358e-03,5.4436739214e-03,4.0037937500e+06,4.0380300000e+06,4.0151237500e+06,2.0018968506e+03,2.0190150146e+03,2.0075618896e+03,-7.1650306927e-04,-1.3828471303e-02,-5.1728794351e-03
60,4.0189932500e+06,1.4243068280e+04,6.6041145520e+00,1.5380698404e-03,2.0094966227e+03,7.1215206487e+00,-6.5768807544e-03,5.4446968157e-03,4.0038012500e+06,4.0380435000e+06,4.0151350000e+06,2.0019006348e+03,2.0190217285e+03,2.0075675049e+03,-7.1953685256e-04,-1.3834031299e-02,-5.1770741120e-03
61,4.0190039167e+06,1.4246496722e+04,6.6041157033e+00,1.5384359262e-03,2.0095019531e+03,7.1231946924e+00,-6.5811210467e-03,5.4456982609e-03,4.0038077500e+06,4.0380585000e+06,4.0151455000e+06,2.0019039307e+03,2.0190291748e+03,2.0075727539e+03,-7.2256918065e-04,-1.3839539140e-02,-5.1812548190e-03
62,4.0190151667e+06,1.4248566513e+04,6.6041169182e+00,1.5386551813e-03,2.0095075684e+03,7.1243031583e+00,-6.5853402290e-03,5.4466803451e-03,4.0038162500e+06,4.0380722500e+06,4.0151570000e+06,2.0019080811e+03,2.0190361328e+03,2.0075784912e+03,-7.2560011176e-04,-1.3844999485e-02,-5.1854210906e-03
63,4.0190260000e+06,1.4251886274e+04,6.6041180876e+00,1.5390091168e-03,2.0095130208e+03,7.1259785576e+00,-6.5895376611e-03,5.4476412746e-03,4.0038240000e+06,4.0380877500e+06,4.0151662500e+06,2.0019119873e+03,2.0190439453e+03,2.0075831299e+03,-7.2862958768e-04,-1.3850408606e-02,-5.1895747893e-03
64,4.0190365833e+06,1.4253463784e+04,6.6041192307e+00,1.5391758154e-03,2.0095182699e+03,7.1266944041e+00,-6.5937136533e-03,5.4485829439e-03,4.0038315000e+06,4.0380997500e+06,4.0151785000e+06,2.0019157715e+03,2.0190498047e+03,2.0075892334e+03,-7.3165760841e-04,-1.3855770230e-02,-5.1937131211e-03
65,4.0190472500e+06,1.4255959554e+04,6.6041203824e+00,1.5394408778e-03,2.0095236410e+03,7.1279674628e+00,-6.5978689624e-03,5.4495051747e-03,4.0038400000e+06,4.0381140000e+06,4.0151877500e+06,2.0019200439e+03,2.0190570068e+03,2.0075938721e+03,-7.3468411574e-04,-1.3861084357e-02,-5.1978384145e-03
66,4.0190574167e+06,1.4258785684e+04,6.6041214799e+00,1.5397422934e-03,2.0095286865e+03,7.1293908157e+00,-6.6020026570e-03,5.4504059781e-03,4.0038462500e+06,4.0381275000e+06,4.0151985000e+06,2.0019230957e+03,2.0190637207e+03,2.0075992432e+03,-7.3771004099e-04,-1.3866347261e-02,-5.2019506693e-03
67,4.0190689167e+06,1.4261257562e+04,6.6041227216e+00,1.5400046791e-03,2.0095344238e+03,7.1305977878e+00,-6.6061159402e-03,5.4512884193e-03,4.0038550000e+06,4.0381422500e+06,4.0152095000e+06,2.0019274902e+03,2.0190710449e+03,2.0076047363e+03,-7.4073387077e-04,-1.3871564530e-02,-5.2060494199e-03
68,4.0190793333e+06,1.4263149637e+04,6.6041238465e+00,1.5402050148e-03,2.0095396729e+03,7.1315760716e+00,-6.6102082686e-03,5.4521519538e-03,4.0038630000e+06,4.0381550000e+06,4.0152200000e+06,2.0019315186e+03,2.0190775146e+03,2.0076099854e+03,-7.4375630356e-04,-1.3876735233e-02,-5.2101332694e-03
69,4.0190898333e+06,1.4266355300e+04,6.6041249799e+00,1.5405471367e-03,2.0095449219e+03,7.1331737402e+00,-6.6142803213e-03,5.4529963597e-03,4.0038695000e+06,4.0381695000e+06,4.0152305000e+06,2.0019346924e+03,2.0190847168e+03,2.0076153564e+03,-7.4677751400e-04,-1.3881859370e-02,-5.2142040804e-03
70,4.0191001667e+06,1.4268604292e+04,6.6041260957e+00,1.5407859388e-03,2.0095501302e+03,7.1343262995e+00,-6.6183309730e-03,5.4538209709e-03,4.0038772500e+06,4.0381827500e+06,4.0152405000e+06,2.0019385986e+03,2.0190914307e+03,2.0076203613e+03,-7.4979738565e-04,-1.3886935078e-02,-5.2182604559e-03
71,4.0191104167e+06,1.4271141312e+04,6.6041272023e+00,1.5410560773e-03,2.0095552165e+03,7.1355760849e+00,-6.6223619312e-03,5.4546274501e-03,4.0038840000e+06,4.0381960000e+06,4.0152512500e+06,2.0019420166e+03,2.0190980225e+03,2.0076256104e+03,-7.5281545287e-04,-1.3891966082e-02,-5.2223042585e-03
72,4.0191206667e+06,1.4272878156e+04,6.6041283092e+00,1.5412396287e-03,2.0095603027e+03,7.1364675671e+00,-6.6263731957e-03,5.4554161638e-03,4.0038922500e+06,4.0382085000e+06,4.0152612500e+06,2.0019460449e+03,2.0191042480e+03,2.0076306152e+03,-7.5583218131e-04,-1.3896953315e-02,-5.2263340913e-03
73,4.0191313333e+06,1.4274770298e+04,6.6041294611e+00,1.5414398703e-03,2.0095657145e+03,7.1374024663e+00,-6.6303630786e-03,5.4561840754e-03,4.0039005000e+06,4.0382215000e+06,4.0152720000e+06,2.0019503174e+03,2.0191108398e+03,2.0076359863e+03,-7.5884762919e-04,-1.3901890256e-02,-5.2303513512e-03
74,4.0191416667e+06,1.4276818952e+04,6.6041305769e+00,1.5416570357e-03,2.0095708008e+03,7.1383917848e+00,-6.6343344903e-03,5.4569358974e-03,4.0039085000e+06,4.0382345000e+06,4.0152820000e+06,2.0019542236e+03,2.0191171875e+03,2.0076409912e+03,-7.6186168008e-04,-1.3906787150e-02,-5.2343546413e-03
75,4.0191513333e+06,1.4278777506e+04,6.6041316208e+00,1.5418648909e-03,2.0095756836e+03,7.1394025256e+00,-6.6382851607e-03,5.4576683449e-03,4.0039155000e+06,4.0382465000e+06,4.0152920000e+06,2.0019577637e+03,2.0191232910e+03,2.0076459961e+03,-7.6487404294e-04,-1.3911636546e-02,-5.2383448929e-03
76,4.0191615000e+06,1.4281337176e+04,6.6041327184e+00,1.5421374600e-03,2.0095807292e+03,7.1406957832e+00,-6.6422173986e-03,5.4583845340e-03,4.0039222500e+06,4.0382597500e+06,4.0153025000e+06,2.0019610596e+03,2.0191298828e+03,2.0076512451e+03,-7.6788559090e-04,-1.3916445896e-02,-5.2423207089e-03
