noise_var,Q_Y_mean,Q_Y_std,replica_0,replica_1,replica_2,replica_3,replica_4,replica_5,replica_6,replica_7,replica_8,replica_9
0.0,0.8919576440006495,0.3125588389622056,0.9963976144790649,0.9920387268066406,0.9925159215927124,0.9966021180152893,1.0009057521820068,0.9997423887252808,0.9899911284446716,0.9964001774787903,1.000641942024231,-0.04565932974219322
0.002,0.8918892100453377,0.3125354068936805,0.9964476227760315,0.9920797944068909,0.9924739003181458,0.9966400861740112,1.0005990266799927,0.9997031092643738,0.9897626042366028,0.9963763952255249,1.0004678964614868,-0.04565833508968353
0.004,0.8918215680867434,0.312511974170147,0.9963223934173584,0.992031991481781,0.9924203753471375,0.9965068101882935,1.0005979537963867,0.9995595812797546,0.9898592233657837,0.9963046908378601,1.0002700090408325,-0.04565734788775444
0.006,0.8917690966278314,0.31249418067516715,0.9962671995162964,0.9921329021453857,0.9923567175865173,0.9964396953582764,1.0005296468734741,0.9994966983795166,0.9896649718284607,0.9962704181671143,1.0001890659332275,-0.04565634950995445
0.008,0.8917177453637123,0.3124767101651171,0.9963008165359497,0.9920688271522522,0.9923136234283447,0.9963850975036621,1.0004615783691406,0.999431312084198,0.9895994067192078,0.9961490035057068,1.000123143196106,-0.04565535485744476
0.01,0.8916811104863882,0.31246415516258563,0.9962425827980042,0.992019772529602,0.992254912853241,0.9963176846504211,1.0003938674926758,0.9993621706962585,0.9895340204238892,0.9962838292121887,1.0000566244125366,-0.045654360204935074
