replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,36.1878,1.0044914484e+00,2,5.0005096197e-01
2,101,35.9990,1.0004600286e+00,2,4.9949046969e-01
3,102,35.9812,1.0024008751e+00,2,5.0091701746e-01
