alpha,Q_Y_mean,Q_Y_std,Loss_mean,Loss_std,Steps_mean,qy_replica_0,qy_replica_1,qy_replica_2,qy_replica_3,qy_replica_4,qy_replica_5,qy_replica_6,qy_replica_7,qy_replica_8,qy_replica_9
0.5,0.0003046283916773973,0.000144154996553576,0.0287161884829402,0.00037966894596888227,500.0,0.00032420107163488865,0.0004418009193614125,0.0005415668711066246,0.0003818355908151716,0.0002986019535455853,0.00044348635128699243,0.00019980451907031238,0.00014415067562367767,5.422954200184904e-05,0.00021660642232745886
1.0,0.0010061081731691957,0.00031521505956161864,0.0819266527891159,0.0011010398278189113,500.0,0.0010217209346592426,0.0011922100093215704,0.0012368265306577086,0.0008068750030361116,0.0005058603128418326,0.0009834649972617626,0.0007349267252720892,0.0016863755881786346,0.0007571866735816002,0.001135634956881404
1.5,0.005558836739510298,0.0018993851723882688,0.1440720945596695,0.001202924432332525,500.0,0.006556106265634298,0.0066476259380578995,0.00584805803373456,0.0037710145115852356,0.0036423387937247753,0.009752239100635052,0.0027130255475640297,0.005930849816650152,0.006086666602641344,0.004640442784875631
2.0,0.055004173517227174,0.017289033487490543,0.2078536868095398,0.0021201895606144366,500.0,0.07999081164598465,0.0803961306810379,0.029933638870716095,0.06832485646009445,0.046266451478004456,0.05682442709803581,0.026918940246105194,0.05492210388183594,0.04879806563258171,0.05766630917787552
2.5,0.7967905640602112,0.0028351874813081213,0.18940175622701644,0.0013322580727749835,475.4,0.7967175245285034,0.7934670448303223,0.798731803894043,0.7905194163322449,0.7967625856399536,0.8006733059883118,0.7983983159065247,0.7983898520469666,0.7988252639770508,0.7954205274581909
3.0,0.8587333858013153,0.0026916458223690634,0.20173330903053283,0.0013660651434623233,241.0,0.8593394756317139,0.8568720817565918,0.8589968681335449,0.8516275882720947,0.861153781414032,0.8612402677536011,0.8586334586143494,0.8596145510673523,0.8609939813613892,0.8588618040084839
3.5,0.8920606791973114,0.0029922283449847448,0.20979399234056473,0.001504085360318765,191.0,0.8925813436508179,0.8901792168617249,0.8923259377479553,0.883878231048584,0.8943364024162292,0.8946822881698608,0.8923709392547607,0.8928730487823486,0.8942306041717529,0.8931487798690796
4.0,0.9127411603927612,0.0028961412640087555,0.21574731022119523,0.0014028064703458841,151.0,0.9125070571899414,0.9106466174125671,0.9122658967971802,0.9055148959159851,0.9155484437942505,0.915929913520813,0.9121211767196655,0.9137774109840393,0.9152349233627319,0.9138652682304382
4.5,0.9269371628761292,0.0031054695446040264,0.22010993361473083,0.0015108591116991935,151.0,0.9270558953285217,0.9240236282348633,0.9265309572219849,0.9193737506866455,0.9297604560852051,0.9299311637878418,0.925936222076416,0.9286090135574341,0.9296632409095764,0.9284873008728027
5.0,0.9371248245239258,0.0031323016579927632,0.22337759137153626,0.0013492072027417948,106.0,0.9368182420730591,0.93453049659729,0.9367964863777161,0.9293406009674072,0.9405450820922852,0.9399539232254028,0.9372766613960266,0.9377343058586121,0.9402395486831665,0.9380128979682922
