step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,mse_replica_1,cosine_similarity_replica_1
1300,1.6674219072e-01,0.0000000000e+00,-7.7795449688e-01,0.0000000000e+00,1.6674218932e-03,0.0000000000e+00,1.2605279684e-01,0.0000000000e+00,1.6674219072e-01,1.6674218932e-03,1.2605279684e-01
1400,1.2762808800e-01,0.0000000000e+00,-8.9405373690e-01,0.0000000000e+00,1.2762808474e-03,0.0000000000e+00,1.2656857073e-01,0.0000000000e+00,1.2762808800e-01,1.2762808474e-03,1.2656857073e-01
1500,9.7992382944e-02,0.0000000000e+00,-1.0088076812e+00,0.0000000000e+00,9.7992387600e-04,0.0000000000e+00,1.2697899342e-01,0.0000000000e+00,9.7992382944e-02,9.7992387600e-04,1.2697899342e-01
1600,7.5919091702e-02,0.0000000000e+00,-1.1196489965e+00,0.0000000000e+00,7.5919087976e-04,0.0000000000e+00,1.2735742331e-01,0.0000000000e+00,7.5919091702e-02,7.5919087976e-04,1.2735742331e-01
1700,5.8612044901e-02,0.0000000000e+00,-1.2320131264e+00,0.0000000000e+00,5.8612046996e-04,0.0000000000e+00,1.2766624987e-01,0.0000000000e+00,5.8612044901e-02,5.8612046996e-04,1.2766624987e-01
1800,4.5853693038e-02,0.0000000000e+00,-1.3386256807e+00,0.0000000000e+00,4.5853690244e-04,0.0000000000e+00,1.2793989480e-01,0.0000000000e+00,4.5853693038e-02,4.5853690244e-04,1.2793989480e-01
1900,3.5922694951e-02,0.0000000000e+00,-1.4446310896e+00,0.0000000000e+00,3.5922694951e-04,0.0000000000e+00,1.2819595635e-01,0.0000000000e+00,3.5922694951e-02,3.5922694951e-04,1.2819595635e-01
2000,2.8299637139e-02,0.0000000000e+00,-1.5482191330e+00,0.0000000000e+00,2.8299636324e-04,0.0000000000e+00,1.2840643525e-01,0.0000000000e+00,2.8299637139e-02,2.8299636324e-04,1.2840643525e-01
2100,2.2279759869e-02,0.0000000000e+00,-1.6520894943e+00,0.0000000000e+00,2.2279760742e-04,0.0000000000e+00,1.2859436870e-01,0.0000000000e+00,2.2279759869e-02,2.2279760742e-04,1.2859436870e-01
2200,1.7586527392e-02,0.0000000000e+00,-1.7548199072e+00,0.0000000000e+00,1.7586529430e-04,0.0000000000e+00,1.2875740230e-01,0.0000000000e+00,1.7586527392e-02,1.7586529430e-04,1.2875740230e-01
2300,1.3973658904e-02,0.0000000000e+00,-1.8546898620e+00,0.0000000000e+00,1.3973658497e-04,0.0000000000e+00,1.2888765335e-01,0.0000000000e+00,1.3973658904e-02,1.3973658497e-04,1.2888765335e-01
2400,1.1087286286e-02,0.0000000000e+00,-1.9551747384e+00,0.0000000000e+00,1.1087286839e-04,0.0000000000e+00,1.2902240455e-01,0.0000000000e+00,1.1087286286e-02,1.1087286839e-04,1.2902240455e-01
2500,8.7626390159e-03,0.0000000000e+00,-2.0573650791e+00,0.0000000000e+00,8.7626387540e-05,0.0000000000e+00,1.2913596630e-01,0.0000000000e+00,8.7626390159e-03,8.7626387540e-05,1.2913596630e-01
2600,6.9974418730e-03,0.0000000000e+00,-2.1550607005e+00,0.0000000000e+00,6.9974419603e-05,0.0000000000e+00,1.2923477590e-01,0.0000000000e+00,6.9974418730e-03,6.9974419603e-05,1.2923477590e-01
2700,5.5839838460e-03,0.0000000000e+00,-2.2530558468e+00,0.0000000000e+00,5.5839838751e-05,0.0000000000e+00,1.2931597233e-01,0.0000000000e+00,5.5839838460e-03,5.5839838751e-05,1.2931597233e-01
2800,4.4524152763e-03,0.0000000000e+00,-2.3514043358e+00,0.0000000000e+00,4.4524153054e-05,0.0000000000e+00,1.2939390540e-01,0.0000000000e+00,4.4524152763e-03,4.4524153054e-05,1.2939390540e-01
2900,3.5504295956e-03,0.0000000000e+00,-2.4497190949e+00,0.0000000000e+00,3.5504297557e-05,0.0000000000e+00,1.2946385145e-01,0.0000000000e+00,3.5504295956e-03,3.5504297557e-05,1.2946385145e-01
3000,2.8407170903e-03,0.0000000000e+00,-2.5465720159e+00,0.0000000000e+00,2.8407173886e-05,0.0000000000e+00,1.2952798605e-01,0.0000000000e+00,2.8407170903e-03,2.8407173886e-05,1.2952798605e-01
