step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,loss_replica_4,loss_replica_5,qy_replica_1,qy_replica_2,qy_replica_3,qy_replica_4,qy_replica_5
74,9.9950803518e-01,4.5530208107e-03,-2.1822338652e-04,1.9807319106e-03,8.8955022097e-01,3.7864051433e-03,9.9248343706e-01,1.0036799908e+00,1.0033446550e+00,9.9572241306e-01,1.0023096800e+00,8.9043307304e-01,8.8971382380e-01,8.9576584101e-01,8.8420522213e-01,8.8763314486e-01
75,9.9951581955e-01,4.5528592006e-03,-2.1484063797e-04,1.9806463204e-03,9.0744853020e-01,3.7945922101e-03,9.9249124527e-01,1.0036878586e+00,1.0033518076e+00,9.9573063850e-01,1.0023175478e+00,9.0840786695e-01,9.0750199556e-01,9.1373610497e-01,9.0223467350e-01,9.0536201000e-01
76,9.9952200651e-01,4.5527778907e-03,-2.1215216474e-04,1.9805988943e-03,9.2461615801e-01,3.8024396323e-03,9.9249738455e-01,1.0036941767e+00,1.0033571720e+00,9.9573707581e-01,1.0023242235e+00,9.2565292120e-01,9.2456424236e-01,9.3096727133e-01,9.1953921318e-01,9.2235714197e-01
77,9.9952664375e-01,4.5526276307e-03,-2.1013693897e-04,1.9805245763e-03,9.4105948210e-01,3.8104862043e-03,9.9250197411e-01,1.0036989450e+00,1.0033609867e+00,9.9574220181e-01,1.0023291111e+00,9.4217282534e-01,9.4090712070e-01,9.4746708870e-01,9.3612402678e-01,9.3862634897e-01
78,9.9952989817e-01,4.5524763572e-03,-2.0872256940e-04,1.9804525124e-03,9.5678974390e-01,3.8189406223e-03,9.9250519276e-01,1.0037024021e+00,1.0033634901e+00,9.9574595690e-01,1.0023324490e+00,9.5797693729e-01,9.5654165745e-01,9.6324801445e-01,9.5200002193e-01,9.5418208838e-01
79,9.9953168631e-01,4.5523955214e-03,-2.0794545027e-04,1.9804140818e-03,9.7182164192e-01,3.8279850043e-03,9.9250686169e-01,1.0037044287e+00,1.0033643246e+00,9.9574810266e-01,1.0023347139e+00,9.7307902575e-01,9.7148215771e-01,9.7832554579e-01,9.6718102694e-01,9.6904045343e-01
80,9.9953205585e-01,4.5522600637e-03,-2.0778461111e-04,1.9803546987e-03,9.8617281914e-01,3.8375860746e-03,9.9250715971e-01,1.0037049055e+00,1.0033638477e+00,9.9574893713e-01,1.0023354292e+00,9.8749458790e-01,9.8574656248e-01,9.9271827936e-01,9.8168438673e-01,9.8322027922e-01
81,9.9953107834e-01,4.5520817867e-03,-2.0820899622e-04,1.9802793420e-03,9.9986375570e-01,3.8478222431e-03,9.9250614643e-01,1.0037041903e+00,1.0033618212e+00,9.9574851990e-01,1.0023347139e+00,1.0012432337e+00,9.9935489893e-01,1.0064475536e+00,9.9552983046e-01,9.9674326181e-01
82,9.9952868223e-01,4.5519294834e-03,-2.0924982245e-04,1.9802181965e-03,1.0129165649e+00,3.8587125949e-03,9.9250364304e-01,1.0037019253e+00,1.0033583641e+00,9.9574667215e-01,1.0023328066e+00,1.0143456459e+00,1.0123295784e+00,1.0195363760e+00,1.0087386370e+00,1.0096325874e+00
83,9.9952496290e-01,4.5517459671e-03,-2.1086554231e-04,1.9801460268e-03,1.0253548145e+00,3.8698236190e-03,9.9249988794e-01,1.0036984682e+00,1.0033534765e+00,9.9574351311e-01,1.0023294687e+00,1.0268241167e+00,1.0246937275e+00,1.0320086479e+00,1.0213346481e+00,1.0219129324e+00
84,9.9951987267e-01,4.5515390152e-03,-2.1307689711e-04,1.9800664216e-03,1.0372033358e+00,3.8811788549e-03,9.9249476194e-01,1.0036935806e+00,1.0033471584e+00,9.9573904276e-01,1.0023248196e+00,1.0387027264e+00,1.0364725590e+00,1.0438898802e+00,1.0333416462e+00,1.0336098671e+00
85,9.9951345921e-01,4.5513518789e-03,-2.1586326262e-04,1.9799981816e-03,1.0484870672e+00,3.8922923242e-03,9.9248820543e-01,1.0036872625e+00,1.0033395290e+00,9.9573332071e-01,1.0023189783e+00,1.0500054359e+00,1.0476907492e+00,1.0552051067e+00,1.0447844267e+00,1.0447496176e+00
86,9.9950566292e-01,4.5511068982e-03,-2.1925039462e-04,1.9799074101e-03,1.0592317581e+00,3.9030501115e-03,9.9248039722e-01,1.0036796331e+00,1.0033304691e+00,9.9572622776e-01,1.0023115873e+00,1.0607572794e+00,1.0583740473e+00,1.0659806728e+00,1.0556882620e+00,1.0553585291e+00
87,9.9949641228e-01,4.5508953194e-03,-2.2326956802e-04,1.9798341294e-03,1.0694627285e+00,3.9132079871e-03,9.9247103930e-01,1.0036706924e+00,1.0033197403e+00,9.9571770430e-01,1.0023028851e+00,1.0709831715e+00,1.0685482025e+00,1.0762419701e+00,1.0660779476e+00,1.0654623508e+00
88,9.9948587418e-01,4.5506555675e-03,-2.2784815856e-04,1.9797511350e-03,1.0792050123e+00,3.9222935367e-03,9.9246042967e-01,1.0036604404e+00,1.0033077002e+00,9.9570792913e-01,1.0022928715e+00,1.0807076693e+00,1.0782378912e+00,1.0860139132e+00,1.0759783983e+00,1.0750871897e+00
89,9.9947383404e-01,4.5504440182e-03,-2.3307953605e-04,1.9796833522e-03,1.0884834290e+00,3.9302956455e-03,9.9244832993e-01,1.0036487579e+00,1.0032941103e+00,9.9569654465e-01,1.0022814274e+00,1.0899552107e+00,1.0874681473e+00,1.0953217745e+00,1.0854142904e+00,1.0842577219e+00
90,9.9946036339e-01,4.5501439810e-03,-2.3893241280e-04,1.9795800441e-03,1.0973218203e+00,3.9368338918e-03,9.9243479967e-01,1.0036354065e+00,1.0032789707e+00,9.9568396807e-01,1.0022686720e+00,1.0987495184e+00,1.0962630510e+00,1.1041890383e+00,1.0944088697e+00,1.0929986238e+00
91,9.9944534302e-01,4.5498465069e-03,-2.4545879533e-04,1.9794808059e-03,1.1057436943e+00,3.9418376862e-03,9.9241977930e-01,1.0036208630e+00,1.0032620430e+00,9.9566978216e-01,1.0022542477e+00,1.1071140766e+00,1.1046463251e+00,1.1126393080e+00,1.1029852629e+00,1.1013334990e+00
92,9.9942877293e-01,4.5495004044e-03,-2.5265861322e-04,1.9793635746e-03,1.1137712240e+00,3.9452331486e-03,9.9240320921e-01,1.0036045313e+00,1.0032435656e+00,9.9565416574e-01,1.0022383928e+00,1.1150709391e+00,1.1126400232e+00,1.1206948757e+00,1.1111656427e+00,1.1092846394e+00
93,9.9941056967e-01,4.5492114302e-03,-2.6056837180e-04,1.9792744671e-03,1.1214258909e+00,3.9467313935e-03,9.9238491058e-01,1.0035867691e+00,1.0032233000e+00,9.9563688040e-01,1.0022209883e+00,1.1226418018e+00,1.1202656031e+00,1.1283767223e+00,1.1189713478e+00,1.1168739796e+00
94,9.9939073324e-01,4.5488329557e-03,-2.6918781900e-04,1.9791495778e-03,1.1287282467e+00,3.9465892641e-03,9.9236512184e-01,1.0035673380e+00,1.0032013655e+00,9.9561804533e-01,1.0022017956e+00,1.1298476458e+00,1.1275442839e+00,1.1357055902e+00,1.1264221668e+00,1.1241215467e+00
95,9.9936916828e-01,4.5484762373e-03,-2.7855866250e-04,1.9790376418e-03,1.1356977940e+00,3.9445937918e-03,9.9234354496e-01,1.0035462379e+00,1.0031775236e+00,9.9559748173e-01,1.0021810532e+00,1.1367082596e+00,1.1344950199e+00,1.1427005529e+00,1.1335378885e+00,1.1310472488e+00
96,9.9934570789e-01,4.5480114724e-03,-2.8875322330e-04,1.9788824618e-03,1.1423530579e+00,3.9410520718e-03,9.9232017994e-01,1.0035231113e+00,1.0031516552e+00,9.9557518959e-01,1.0021584034e+00,1.1432422400e+00,1.1411368847e+00,1.1493804455e+00,1.1403366327e+00,1.1376690865e+00
97,9.9932042360e-01,4.5475389123e-03,-2.9974067294e-04,1.9787274629e-03,1.1487114429e+00,3.9358573282e-03,9.9229502678e-01,1.0034983158e+00,1.0031237602e+00,9.9555104971e-01,1.0021339655e+00,1.1494678259e+00,1.1474869251e+00,1.1557620764e+00,1.1468356848e+00,1.1440047026e+00
98,9.9929306507e-01,4.5471201078e-03,-3.1162999395e-04,1.9785999895e-03,1.1547894001e+00,3.9293772189e-03,9.9226772785e-01,1.0034716129e+00,1.0030936003e+00,9.9552476406e-01,1.0021076202e+00,1.1554019451e+00,1.1535620689e+00,1.1618620157e+00,1.1530512571e+00,1.1500697136e+00
99,9.9926366806e-01,4.5465872038e-03,-3.2440538455e-04,1.9784269377e-03,1.1606027365e+00,3.9217214746e-03,9.9223846197e-01,1.0034427643e+00,1.0030612946e+00,9.9549669027e-01,1.0020791292e+00,1.1610606909e+00,1.1593776941e+00,1.1676959991e+00,1.1589992046e+00,1.1558800936e+00
100,9.9923201799e-01,4.5460748752e-03,-3.3816045243e-04,1.9782672231e-03,1.1661660194e+00,3.9130850905e-03,9.9220699072e-01,1.0034118891e+00,1.0030264854e+00,9.9546623230e-01,1.0020484924e+00,1.1664594412e+00,1.1649489403e+00,1.1732782125e+00,1.1646937132e+00,1.1614497900e+00
101,9.9919795990e-01,4.5454598325e-03,-3.5296240595e-04,1.9780676799e-03,1.1714929104e+00,3.9039196665e-03,9.9217313528e-01,1.0033783913e+00,1.0029891729e+00,9.9543362856e-01,1.0020154715e+00,1.1716123819e+00,1.1702888012e+00,1.1786227226e+00,1.1701484919e+00,1.1667921543e+00
102,9.9916149378e-01,4.5448295850e-03,-3.6881152509e-04,1.9778662497e-03,1.1765964508e+00,3.8943723279e-03,9.9213689566e-01,1.0033427477e+00,1.0029491186e+00,9.9539864063e-01,1.0019800663e+00,1.1765333414e+00,1.1754106283e+00,1.1837420464e+00,1.1753766537e+00,1.1719195843e+00
103,9.9912235737e-01,4.5441014915e-03,-3.8582176140e-04,1.9776274606e-03,1.1814885855e+00,3.8849982929e-03,9.9209815264e-01,1.0033043623e+00,1.0029062033e+00,9.9536103010e-01,1.0019420385e+00,1.1812349558e+00,1.1803263426e+00,1.1886485815e+00,1.1803896427e+00,1.1768434048e+00
104,9.9908041954e-01,4.5433635351e-03,-4.0405042866e-04,1.9773899746e-03,1.1861807585e+00,3.8757109534e-03,9.9205654860e-01,1.0032633543e+00,1.0028601885e+00,9.9532073736e-01,1.0019012690e+00,1.1857292652e+00,1.1850472689e+00,1.1933530569e+00,1.1851990223e+00,1.1815751791e+00
105,9.9903563261e-01,4.5425965511e-03,-4.2351837111e-04,1.9771454076e-03,1.1906836033e+00,3.8672712143e-03,9.9201220274e-01,1.0032196045e+00,1.0028110743e+00,9.9527752399e-01,1.0018577576e+00,1.1900277138e+00,1.1895836592e+00,1.1978667974e+00,1.1898155212e+00,1.1861243248e+00
106,9.9898750782e-01,4.5416912073e-03,-4.4443802341e-04,1.9768471485e-03,1.1950069189e+00,3.8597399493e-03,9.9196469784e-01,1.0031725168e+00,1.0027583838e+00,9.9523115158e-01,1.0018107891e+00,1.1941405535e+00,1.1939456463e+00,1.2021992207e+00,1.1942485571e+00,1.1905006170e+00
107,9.9893614054e-01,4.5408555357e-03,-4.6676854502e-04,1.9765856637e-03,1.1991599798e+00,3.8534940696e-03,9.9191385508e-01,1.0031223297e+00,1.0027022362e+00,9.9518144131e-01,1.0017608404e+00,1.1980780363e+00,1.1981420517e+00,1.2063596249e+00,1.1985076666e+00,1.1947125196e+00
108,9.9888111353e-01,4.5398064130e-03,-4.9069100133e-04,1.9762384635e-03,1.2031516314e+00,3.8489028854e-03,9.9185955524e-01,1.0030685663e+00,1.0026419163e+00,9.9512845278e-01,1.0017070770e+00,1.2018500566e+00,1.2021816969e+00,1.2103569508e+00,1.2026014328e+00,1.1987680197e+00
109,9.9882239103e-01,4.5387388530e-03,-5.1622159146e-04,1.9758904195e-03,1.2069896460e+00,3.8461937129e-03,9.9180167913e-01,1.0030112267e+00,1.0025776625e+00,9.9507164955e-01,1.0016497374e+00,1.2054644823e+00,1.2060723305e+00,1.2141990662e+00,1.2065376043e+00,1.2026747465e+00
110,9.9875949621e-01,4.5375828422e-03,-5.4356781004e-04,1.9755121241e-03,1.2106818914e+00,3.8455266655e-03,9.9173969030e-01,1.0029498339e+00,1.0025087595e+00,9.9501085281e-01,1.0015883446e+00,1.2089301348e+00,1.2098214626e+00,1.2178937197e+00,1.2103240490e+00,1.2064400911e+00
111,9.9869227409e-01,4.5363228056e-03,-5.7279736199e-04,1.9750970040e-03,1.2142352819e+00,3.8474046077e-03,9.9167352915e-01,1.0028841496e+00,1.0024352074e+00,9.9494582415e-01,1.0015226603e+00,1.2122546434e+00,1.2134358883e+00,1.2214483023e+00,1.2139678001e+00,1.2100697756e+00
112,9.9862039089e-01,4.5349772430e-03,-6.0405582855e-04,1.9746536665e-03,1.2176563501e+00,3.8519013009e-03,9.9160289764e-01,1.0028141737e+00,1.0023564100e+00,9.9487614632e-01,1.0014523268e+00,1.2154451609e+00,1.2169218063e+00,1.2248693705e+00,1.2174751759e+00,1.2135702372e+00
113,9.9854350090e-01,4.5335420439e-03,-6.3749400095e-04,1.9741811863e-03,1.2209512472e+00,3.8589681708e-03,9.9152731895e-01,1.0027391911e+00,1.0022722483e+00,9.9480164051e-01,1.0013771057e+00,1.2185086012e+00,1.2202854156e+00,1.2281626463e+00,1.2208526134e+00,1.2169469595e+00
114,9.9846130610e-01,4.5319335319e-03,-6.7324184818e-04,1.9736433982e-03,1.2241257429e+00,3.8688641902e-03,9.9144679308e-01,1.0026592016e+00,1.0021822453e+00,9.9472188950e-01,1.0012964010e+00,1.2214512825e+00,1.2235323191e+00,1.2313344479e+00,1.2241053581e+00,1.2202053070e+00
115,9.9837344885e-01,4.5302516114e-03,-7.1145571143e-04,1.9730848935e-03,1.2271850824e+00,3.8816392573e-03,9.9136060476e-01,1.0025734901e+00,1.0020860434e+00,9.9463665485e-01,1.0012104511e+00,1.2242790461e+00,1.2266672850e+00,1.2343900204e+00,1.2272391319e+00,1.2233499289e+00
116,9.9827944040e-01,4.5283708028e-03,-7.5234862739e-04,1.9724515677e-03,1.2301343918e+00,3.8972955668e-03,9.9126863480e-01,1.0024820566e+00,1.0019829273e+00,9.9454540014e-01,1.0011181831e+00,1.2269979715e+00,1.2296954393e+00,1.2373346090e+00,1.2302587032e+00,1.2263852358e+00
117,9.9817893505e-01,4.5263704994e-03,-7.9607192565e-04,1.9717787366e-03,1.2329781055e+00,3.9157659200e-03,9.9117040634e-01,1.0023844242e+00,1.0018727779e+00,9.9444770813e-01,1.0010193586e+00,1.2296125889e+00,1.2326209545e+00,1.2401727438e+00,1.2331684828e+00,1.2293157578e+00
118,9.9807145596e-01,4.5241633376e-03,-8.4283378087e-04,1.9710293904e-03,1.2357205153e+00,3.9370832311e-03,9.9106544256e-01,1.0022798777e+00,1.0017549992e+00,9.9434334040e-01,1.0009136200e+00,1.2321282625e+00,1.2354477644e+00,1.2429090738e+00,1.2359726429e+00,1.2321448326e+00
119,9.9795645475e-01,4.5218710433e-03,-8.9287405809e-04,1.9702575041e-03,1.2383658409e+00,3.9611779046e-03,9.9095314741e-01,1.0021681786e+00,1.0016289949e+00,9.9423146248e-01,1.0008004904e+00,1.2345492840e+00,1.2381800413e+00,1.2455478907e+00,1.2386755943e+00,1.2348763943e+00
120,9.9783335924e-01,4.5193683874e-03,-9.4644269280e-04,1.9694095904e-03,1.2409174204e+00,3.9877780523e-03,9.9083310366e-01,1.0020486116e+00,1.0014940500e+00,9.9411165714e-01,1.0006793737e+00,1.2368799448e+00,1.2408206463e+00,1.2480925322e+00,1.2412805557e+00,1.2375134230e+00
121,9.9770178795e-01,4.5165971446e-03,-1.0037069306e-03,1.9684609124e-03,1.2433789015e+00,4.0168377367e-03,9.9070501328e-01,1.0019209385e+00,1.0013495684e+00,9.9398362637e-01,1.0005497932e+00,1.2391241789e+00,1.2433730364e+00,1.2505470514e+00,1.2437909842e+00,1.2400592566e+00
122,9.9756101370e-01,4.5135859042e-03,-1.0649848770e-03,1.9674252796e-03,1.2457533598e+00,4.0480404545e-03,9.9056810141e-01,1.0017844439e+00,1.0011950731e+00,9.9384665489e-01,1.0004107952e+00,1.2412858009e+00,1.2458400726e+00,1.2529144287e+00,1.2462099791e+00,1.2425165176e+00
123,9.9741039276e-01,4.5104507545e-03,-1.1305587597e-03,1.9663545427e-03,1.2480436802e+00,4.0813946766e-03,9.9042165279e-01,1.0016384125e+00,1.0010298491e+00,9.9369978905e-01,1.0002622604e+00,1.2433676720e+00,1.2482244968e+00,1.2551981211e+00,1.2485401630e+00,1.2448879480e+00
124,9.9724923372e-01,4.5069224925e-03,-1.2007311046e-03,1.9651326106e-03,1.2502524614e+00,4.1163775503e-03,9.9026519060e-01,1.0014822483e+00,1.0008527040e+00,9.9354290962e-01,1.0001031160e+00,1.2453732491e+00,1.2505284548e+00,1.2574003935e+00,1.2507841587e+00,1.2471760511e+00
125,9.9707692862e-01,4.5031812338e-03,-1.2757693118e-03,1.9638390525e-03,1.2523821831e+00,4.1530803207e-03,9.9009799957e-01,1.0013154745e+00,1.0006631613e+00,9.9337500334e-01,9.9993300438e-01,1.2473051548e+00,1.2527542114e+00,1.2595244646e+00,1.2529444695e+00,1.2493826151e+00
126,9.9689259529e-01,4.4991403880e-03,-1.3560600457e-03,1.9624376431e-03,1.2544351101e+00,4.1911215140e-03,9.8991936445e-01,1.0011371374e+00,1.0004603863e+00,9.9319523573e-01,9.9975085258e-01,1.2491662502e+00,1.2549036741e+00,1.2615727186e+00,1.2550228834e+00,1.2515100241e+00
127,9.9669549465e-01,4.4946725536e-03,-1.4419280250e-03,1.9608742185e-03,1.2564131021e+00,4.2302442384e-03,9.8972856998e-01,1.0009464025e+00,1.0002435446e+00,9.9300324917e-01,9.9955570698e-01,1.2509585619e+00,1.2569783926e+00,1.2635470629e+00,1.2570214272e+00,1.2535600662e+00
128,9.9648476839e-01,4.4899056308e-03,-1.5337508890e-03,1.9592061090e-03,1.2583179235e+00,4.2701897291e-03,9.8952466249e-01,1.0007426739e+00,1.0000113249e+00,9.9279791117e-01,9.9934726954e-01,1.2526844740e+00,1.2589797974e+00,1.2654496431e+00,1.2589414120e+00,1.2555342913e+00
129,9.9625961781e-01,4.4847482622e-03,-1.6318804143e-03,1.9573947238e-03,1.2601511955e+00,4.3107021033e-03,9.8930698633e-01,1.0005252361e+00,9.9976301193e-01,9.9257856607e-01,9.9912428856e-01,1.2543456554e+00,1.2609094381e+00,1.2672820091e+00,1.2607846260e+00,1.2574342489e+00
130,9.9601898193e-01,4.4792044744e-03,-1.7367835032e-03,1.9554437643e-03,1.2619143724e+00,4.3515426031e-03,9.8907446861e-01,1.0002928972e+00,9.9949747324e-01,9.9234414101e-01,9.9888592958e-01,1.2559441328e+00,1.2627679110e+00,1.2690461874e+00,1.2625521421e+00,1.2592614889e+00
131,9.9576213360e-01,4.4732229535e-03,-1.8487821204e-03,1.9533321251e-03,1.2636083603e+00,4.3927353678e-03,9.8882633448e-01,1.0000449419e+00,9.9921375513e-01,9.9209415913e-01,9.9863147736e-01,1.2574808598e+00,1.2645561695e+00,1.2707437277e+00,1.2642445564e+00,1.2610164881e+00
132,9.9548791647e-01,4.4666951903e-03,-1.9683860128e-03,1.9510141897e-03,1.2652343273e+00,4.4337447632e-03,9.8856168985e-01,9.9978041649e-01,9.9891042709e-01,9.9182748795e-01,9.9835956097e-01,1.2589573860e+00,1.2662749290e+00,1.2723753452e+00,1.2658630610e+00,1.2627009153e+00
133,9.9519554377e-01,4.4596845405e-03,-2.0959449368e-03,1.9485191643e-03,1.2667928457e+00,4.4745663431e-03,9.8827946186e-01,9.9949830770e-01,9.9858665466e-01,9.9154353142e-01,9.9806976318e-01,1.2603743076e+00,1.2679243088e+00,1.2739423513e+00,1.2674077749e+00,1.2643154860e+00
134,9.9488393068e-01,4.4521275753e-03,-2.2319393283e-03,1.9458207755e-03,1.2682847977e+00,4.5150317456e-03,9.8797887564e-01,9.9919784069e-01,9.9824106693e-01,9.9124103785e-01,9.9776083231e-01,1.2617329359e+00,1.2695049047e+00,1.2754459381e+00,1.2688795328e+00,1.2658606768e+00
135,9.9455208778e-01,4.4440225949e-03,-2.3768091725e-03,1.9429200294e-03,1.2697104692e+00,4.5549107431e-03,9.8765873909e-01,9.9887800217e-01,9.9787247181e-01,9.9091935158e-01,9.9743187428e-01,1.2630336285e+00,1.2710164785e+00,1.2768865824e+00,1.2702782154e+00,1.2673374414e+00
136,9.9419921637e-01,4.4352673659e-03,-2.5309120467e-03,1.9397733184e-03,1.2710700035e+00,4.5941007212e-03,9.8731833696e-01,9.9853801727e-01,9.9747979641e-01,9.9057793617e-01,9.9708199501e-01,1.2642768621e+00,1.2724589109e+00,1.2782648802e+00,1.2716035843e+00,1.2687457800e+00
137,9.9382420778e-01,4.4259356968e-03,-2.6947423949e-03,1.9364146232e-03,1.2723635674e+00,4.6324986365e-03,9.8695647717e-01,9.9817669392e-01,9.9706196785e-01,9.9021559954e-01,9.9671030045e-01,1.2654626369e+00,1.2738317251e+00,1.2795811892e+00,1.2728558779e+00,1.2700864077e+00
138,9.9342631102e-01,4.4158477138e-03,-2.8686391911e-03,1.9327661686e-03,1.2735911131e+00,4.6699940621e-03,9.8657250404e-01,9.9779331684e-01,9.9661761522e-01,9.8983210325e-01,9.9631601572e-01,1.2665913105e+00,1.2751348019e+00,1.2808357477e+00,1.2740347385e+00,1.2713589668e+00
139,9.9300465584e-01,4.4051960164e-03,-3.0529954936e-03,1.9289133657e-03,1.2747523546e+00,4.7065541907e-03,9.8616528511e-01,9.9738717079e-01,9.9614584446e-01,9.8942643404e-01,9.9589854479e-01,1.2676625252e+00,1.2763671875e+00,1.2820287943e+00,1.2751392126e+00,1.2725640535e+00
140,9.9255867004e-01,4.3937541949e-03,-3.2480745372e-03,1.9247576803e-03,1.2758467436e+00,4.7421718946e-03,9.8573428392e-01,9.9695748091e-01,9.9564564228e-01,9.8899877071e-01,9.9545717239e-01,1.2686756849e+00,1.2775279284e+00,1.2831599712e+00,1.2761689425e+00,1.2737011909e+00
141,9.9208753109e-01,4.3815538440e-03,-3.4542508937e-03,1.9203136579e-03,1.2768739700e+00,4.7767639785e-03,9.8527872562e-01,9.9650341272e-01,9.9511605501e-01,9.8854821920e-01,9.9499124289e-01,1.2696306705e+00,1.2786165476e+00,1.2842291594e+00,1.2771229744e+00,1.2747704983e+00
142,9.9159090519e-01,4.3686309743e-03,-3.6716866057e-03,1.9155972116e-03,1.2778333902e+00,4.8103038139e-03,9.8479789495e-01,9.9602460861e-01,9.9455636740e-01,9.8807501793e-01,9.9450063705e-01,1.2705268860e+00,1.2796319723e+00,1.2852358818e+00,1.2780004740e+00,1.2757717371e+00
143,9.9106850624e-01,4.3549737582e-03,-3.9005239033e-03,1.9106027674e-03,1.2787240982e+00,4.8428934988e-03,9.8429155350e-01,9.9552071095e-01,9.9396604300e-01,9.8757898808e-01,9.9398523569e-01,1.2713633776e+00,1.2805727720e+00,1.2861796618e+00,1.2788002491e+00,1.2767044306e+00
144,9.9052013159e-01,4.3406163567e-03,-4.1408696921e-03,1.9053449197e-03,1.2795455217e+00,4.8744667678e-03,9.8375928402e-01,9.9499148130e-01,9.9334478378e-01,9.8706030846e-01,9.9344480038e-01,1.2721397877e+00,1.2814383507e+00,1.2870597839e+00,1.2795214653e+00,1.2775682211e+00
145,9.8994594812e-01,4.3254973355e-03,-4.3926696956e-03,1.8997957577e-03,1.2802966118e+00,4.9052885342e-03,9.8320102692e-01,9.9443668127e-01,9.9269241095e-01,9.8651981354e-01,9.9287980795e-01,1.2728546858e+00,1.2822271585e+00,1.2878756523e+00,1.2801629305e+00,1.2783626318e+00
146,9.8934624195e-01,4.3097315472e-03,-4.6558184074e-03,1.8940041539e-03,1.2809766293e+00,4.9352621269e-03,9.8261690140e-01,9.9385666847e-01,9.9200898409e-01,9.8595792055e-01,9.9229073524e-01,1.2735072374e+00,1.2829383612e+00,1.2886259556e+00,1.2807238102e+00,1.2790877819e+00
147,9.8872147799e-01,4.2933966627e-03,-4.9301323203e-03,1.8880028069e-03,1.2815846920e+00,4.9643554536e-03,9.8200696707e-01,9.9325156212e-01,9.9129498005e-01,9.8537564278e-01,9.9167823792e-01,1.2740970850e+00,1.2835708857e+00,1.2893097401e+00,1.2812030315e+00,1.2797427177e+00
148,9.8807262182e-01,4.2764935001e-03,-5.2152080891e-03,1.8817894035e-03,1.2821200609e+00,4.9928975906e-03,9.8137217760e-01,9.9262195826e-01,9.9055147171e-01,9.8477417231e-01,9.9104332924e-01,1.2746227980e+00,1.2841242552e+00,1.2899261713e+00,1.2815995216e+00,1.2803275585e+00
149,9.8740062714e-01,4.2590917659e-03,-5.5106474782e-03,1.8753921800e-03,1.2825820446e+00,5.0206875970e-03,9.8071312904e-01,9.9196863174e-01,9.8977893591e-01,9.8415511847e-01,9.9038732052e-01,1.2750841379e+00,1.2845971584e+00,1.2904739380e+00,1.2819129229e+00,1.2808420658e+00
150,9.8670686483e-01,4.2414409874e-03,-5.8158685945e-03,1.8689179687e-03,1.2829700232e+00,5.0478254070e-03,9.8003083467e-01,9.9129259586e-01,9.8897945881e-01,9.8351979256e-01,9.8971164227e-01,1.2754802704e+00,1.2849894762e+00,1.2909517288e+00,1.2821426392e+00,1.2812860012e+00
151,9.8599290848e-01,4.2235519704e-03,-6.1301988466e-03,1.8623683442e-03,1.2832836866e+00,5.0743340435e-03,9.7932666540e-01,9.9059492350e-01,9.8815459013e-01,9.8287034035e-01,9.8901802301e-01,1.2758109570e+00,1.2853007317e+00,1.2913587093e+00,1.2822884321e+00,1.2816596031e+00
152,9.8526054621e-01,4.2056560434e-03,-6.4528700983e-03,1.8558417781e-03,1.2835230350e+00,5.1001297170e-03,9.7860211134e-01,9.8987710476e-01,9.8730653524e-01,9.8220854998e-01,9.8830842972e-01,1.2760759592e+00,1.2855314016e+00,1.2916935682e+00,1.2823508978e+00,1.2819633484e+00
153,9.8451191187e-01,4.1878608243e-03,-6.7829596715e-03,1.8493819802e-03,1.2836880922e+00,5.1251265439e-03,9.7785913944e-01,9.8914062977e-01,9.8643791676e-01,9.8153668642e-01,9.8758518696e-01,1.2762756348e+00,1.2856817245e+00,1.2919554710e+00,1.2823302746e+00,1.2821973562e+00
154,9.8374909163e-01,4.1703708334e-03,-7.1195636985e-03,1.8430757765e-03,1.2837794542e+00,5.1489454339e-03,9.7709959745e-01,9.8838716745e-01,9.8555147648e-01,9.8085677624e-01,9.8685044050e-01,1.2764106989e+00,1.2857525349e+00,1.2921432257e+00,1.2822278738e+00,1.2823629379e+00
155,9.8297460079e-01,4.1534612841e-03,-7.4615863214e-03,1.8370408906e-03,1.2837979078e+00,5.1715131763e-03,9.7632563114e-01,9.8761898279e-01,9.8465043306e-01,9.8017126322e-01,9.8610669374e-01,1.2764816284e+00,1.2857453823e+00,1.2922562361e+00,1.2820454836e+00,1.2824608088e+00
156,9.8219074011e-01,4.1372161816e-03,-7.8080229569e-03,1.8313112987e-03,1.2837447166e+00,5.1923292997e-03,9.7553956509e-01,9.8683768511e-01,9.8373812437e-01,9.7948217392e-01,9.8535615206e-01,1.2764902115e+00,1.2856620550e+00,1.2922939062e+00,1.2817850113e+00,1.2824923992e+00
157,9.8140009642e-01,4.1219142660e-03,-8.1577397037e-03,1.8260069332e-03,1.2836215496e+00,5.2109689194e-03,9.7474372387e-01,9.8604542017e-01,9.8281800747e-01,9.7879165411e-01,9.8460167646e-01,1.2764382362e+00,1.2855046988e+00,1.2922561169e+00,1.2814494371e+00,1.2824592590e+00
158,9.8060523272e-01,4.1075845519e-03,-8.5096091747e-03,1.8211372928e-03,1.2834303379e+00,5.2268794797e-03,9.7394084930e-01,9.8524445295e-01,9.8189377785e-01,9.7810184956e-01,9.8384523392e-01,1.2763278484e+00,1.2852755785e+00,1.2921428680e+00,1.2810418606e+00,1.2823635340e+00
