step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
43,1.4662452936e+00,1.5280583799e-03,1.6620639517e-01,4.5275795741e-04,1.1541970074e-01,4.4418001381e-04,1.4670767784e+00,1.4675569534e+00,1.4641021490e+00,1.1557973921e-01,1.1481362581e-01,1.1586573720e-01
44,1.4565920432e+00,1.5315704887e-03,1.6333769306e-01,4.5681067707e-04,1.1687575777e-01,4.4397142407e-04,1.4574615955e+00,1.4578752518e+00,1.4544392824e+00,1.1702978611e-01,1.1627160758e-01,1.1732587963e-01
45,1.4469895760e+00,1.5352762488e-03,1.6046515794e-01,4.6095902615e-04,1.1832964669e-01,4.4404039996e-04,1.4478965998e+00,1.4482444525e+00,1.4448276758e+00,1.1847875267e-01,1.1772681028e-01,1.1878337711e-01
46,1.4374398390e+00,1.5380535647e-03,1.5758942855e-01,4.6486461464e-04,1.1978221933e-01,4.4512118555e-04,1.4383835793e+00,1.4386651516e+00,1.4352707863e+00,1.1992780119e-01,1.1917904764e-01,1.2023980916e-01
47,1.4279404879e+00,1.5417214257e-03,1.5470985451e-01,4.6907650868e-04,1.2123317520e-01,4.4606346475e-04,1.4289209843e+00,1.4291367531e+00,1.4257637262e+00,1.2137469649e-01,1.2063002586e-01,1.2169480324e-01
48,1.4184923172e+00,1.5451012161e-03,1.5182673015e-01,4.7323897735e-04,1.2268212189e-01,4.4726460985e-04,1.4195075035e+00,1.4196604490e+00,1.4163089991e+00,1.2281940132e-01,1.2207875401e-01,1.2314821035e-01
49,1.4090977510e+00,1.5498298103e-03,1.4894085892e-01,4.7785470347e-04,1.2412849317e-01,4.4934875916e-04,1.4101473093e+00,1.4102393389e+00,1.4069066048e+00,1.2426210195e-01,1.2352365255e-01,1.2459972501e-01
50,1.3997575839e+00,1.5521887309e-03,1.4605256204e-01,4.8177745924e-04,1.2557258209e-01,4.5068207838e-04,1.4008427858e+00,1.4008674622e+00,1.3975625038e+00,1.2570327520e-01,1.2496699393e-01,1.2604747713e-01
51,1.3904707034e+00,1.5539315749e-03,1.4316157157e-01,4.8554121981e-04,1.2701425950e-01,4.5182717777e-04,1.3915898800e+00,1.3915489912e+00,1.3882732391e+00,1.2714217603e-01,1.2640812993e-01,1.2749247253e-01
52,1.3812364340e+00,1.5546643105e-03,1.4026775032e-01,4.8901866983e-04,1.2845375637e-01,4.5252857857e-04,1.3823856115e+00,1.3822851181e+00,1.3790385723e+00,1.2857888639e-01,1.2784765661e-01,1.2893472612e-01
53,1.3720593452e+00,1.5527448889e-03,1.3737261793e-01,4.9168188442e-04,1.2989029785e-01,4.5328656640e-04,1.3732347488e+00,1.3730779886e+00,1.3698652983e+00,1.3001258671e-01,1.2928418815e-01,1.3037411869e-01
54,1.3629411062e+00,1.5495734185e-03,1.3447680917e-01,4.9395999753e-04,1.3132315377e-01,4.5442648580e-04,1.3641405106e+00,1.3639297485e+00,1.3607530594e+00,1.3144382834e-01,1.3071615994e-01,1.3180947304e-01
55,1.3538798889e+00,1.5453866432e-03,1.3157985401e-01,4.9592168317e-04,1.3275305430e-01,4.5580751782e-04,1.3551006317e+00,1.3548394442e+00,1.3516995907e+00,1.3287241757e-01,1.3214477897e-01,1.3324196637e-01
56,1.3448760112e+00,1.5393707175e-03,1.2868196242e-01,4.9729708888e-04,1.3418111205e-01,4.5663080190e-04,1.3461164236e+00,1.3458051682e+00,1.3427064419e+00,1.3429917395e-01,1.3357225060e-01,1.3467191160e-01
57,1.3359307051e+00,1.5335852357e-03,1.2578364550e-01,4.9874379837e-04,1.3560601572e-01,4.5679491376e-04,1.3371907473e+00,1.3368294239e+00,1.3337719440e+00,1.3572293520e-01,1.3499733806e-01,1.3609777391e-01
58,1.3270448446e+00,1.5275999170e-03,1.2288531127e-01,5.0012184850e-04,1.3702719907e-01,4.5668393572e-04,1.3283237219e+00,1.3279132843e+00,1.3248975277e+00,1.3714399934e-01,1.3641870022e-01,1.3751889765e-01
59,1.3182187478e+00,1.5204864367e-03,1.1998719486e-01,5.0112372926e-04,1.3844471673e-01,4.5639261347e-04,1.3195129633e+00,1.3190587759e+00,1.3160845041e+00,1.3856227696e-01,1.3783632219e-01,1.3893555105e-01
60,1.3094531298e+00,1.5134087765e-03,1.1708966781e-01,5.0212759661e-04,1.3985851407e-01,4.5652394741e-04,1.3107620478e+00,1.3102651834e+00,1.3073321581e+00,1.3997736573e-01,1.3924951851e-01,1.4034865797e-01
61,1.3007501364e+00,1.5053169830e-03,1.1419358914e-01,5.0278183623e-04,1.4126847684e-01,4.5566937012e-04,1.3020714521e+00,1.3015350103e+00,1.2986439466e+00,1.4138783514e-01,1.4066037536e-01,1.4175722003e-01
62,1.2921086550e+00,1.4959906399e-03,1.1129874432e-01,5.0300541202e-04,1.4267460008e-01,4.5426875307e-04,1.2934411764e+00,1.2928655148e+00,1.2900192738e+00,1.4279362559e-01,1.4206835628e-01,1.4316181839e-01
63,1.2835261822e+00,1.4867677676e-03,1.0840444061e-01,5.0324388179e-04,1.4407715201e-01,4.5331851420e-04,1.2848685980e+00,1.2842564583e+00,1.2814534903e+00,1.4419636130e-01,1.4347203076e-01,1.4456306398e-01
64,1.2750060558e+00,1.4782732224e-03,1.0551195548e-01,5.0370915486e-04,1.4547574023e-01,4.5264225099e-04,1.2763580084e+00,1.2757110596e+00,1.2729490995e+00,1.4559602737e-01,1.4487110078e-01,1.4596009254e-01
65,1.2665469249e+00,1.4708711714e-03,1.0262099182e-01,5.0453097105e-04,1.4686957995e-01,4.5152379735e-04,1.2679097652e+00,1.2672264576e+00,1.2645045519e+00,1.4698900282e-01,1.4626662433e-01,1.4735311270e-01
66,1.2581505378e+00,1.4637597173e-03,9.9732313534e-02,5.0543890880e-04,1.4825813472e-01,4.5029402261e-04,1.2595238686e+00,1.2588052750e+00,1.2561224699e+00,1.4837765694e-01,1.4765667915e-01,1.4874006808e-01
67,1.2498207092e+00,1.4547842819e-03,9.6847422207e-02,5.0568393977e-04,1.4964271088e-01,4.4901710578e-04,1.2512017488e+00,1.2504508495e+00,1.2478095293e+00,1.4976367354e-01,1.4904236794e-01,1.5012209117e-01
68,1.2415552537e+00,1.4453353135e-03,9.3965757577e-02,5.0574033811e-04,1.5102263292e-01,4.4775430568e-04,1.2429424524e+00,1.2421617508e+00,1.2395615578e+00,1.5114498138e-01,1.5042340755e-01,1.5149950981e-01
69,1.2333521048e+00,1.4377477902e-03,9.1086784106e-02,5.0642764566e-04,1.5239870548e-01,4.4584774630e-04,1.2347471714e+00,1.2339355946e+00,1.2313735485e+00,1.5252211690e-01,1.5180151165e-01,1.5287248790e-01
70,1.2252119780e+00,1.4290568983e-03,8.8210938384e-02,5.0670697520e-04,1.5377072990e-01,4.4353666168e-04,1.2266122103e+00,1.2257739305e+00,1.2232497931e+00,1.5389633179e-01,1.5317571163e-01,1.5424014628e-01
71,1.2171361049e+00,1.4198197599e-03,8.5338849838e-02,5.0676787907e-04,1.5513751407e-01,4.4109221635e-04,1.2185416222e+00,1.2176752090e+00,1.2151914835e+00,1.5526448190e-01,1.5454511344e-01,1.5560294688e-01
