replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,189.7636,9.3184165657e-02,1394,6.3206195831e-01
2,101,189.8299,9.7625225782e-02,1551,6.2085622549e-01
3,102,189.3511,9.1112345457e-02,1722,6.3751411438e-01
