lambda	t	m_w	m_x	m_y
2.	0	1.	1.	1.
2.	1	0.8648648648648648	0.8648648648648648	0.7479912344777209
2.	2	0.7337942788526718	0.7337942788526718	0.5384540436769126
2.	3	0.6226455155764046	0.6226455155764046	0.3876874380674067
2.	4	0.5360282465892005	0.5360282465892005	0.28732628114149267
2.	5	0.4711510649198434	0.4711510649198434	0.22198332597510248
2.	6	0.4230648817116454	0.4230648817116454	0.17898389413768853
2.	7	0.38726248514574946	0.38726248514574946	0.1499722324012618
2.	8	0.36031796538312155	0.36031796538312155	0.12982903617783237
2.	9	0.3397864321396908	0.3397864321396908	0.11545481946622069
2.	10	0.32395254836973847	0.32395254836973847	0.10494525359524774
2.	11	0.31160915960719593	0.31160915960719593	0.0971002683511029
2.	12	0.3018966926099543	0.3018966926099543	0.09114161300882923
2.	13	0.2941937630395892	0.2941937630395892	0.08654997021139398
2.	14	0.28804401421730563	0.28804401421730563	0.08296935412641937
2.	15	0.2831071443045476	0.2831071443045476	0.08014965515627594
2.	16	0.27912580275997045	0.27912580275997045	0.07791121376639792
2.	17	0.2759028998285871	0.2759028998285871	0.07612241013382338
2.	18	0.27328580740033703	0.27328580740033703	0.0746851325264541
2.	19	0.2711551785853283	0.2711551785853283	0.07352513087364128
2.	20	0.2694169082934578	0.2694169082934578	0.07258547047440546
2.	21	0.2679962629851495	0.2679962629851495	0.07182199697400542
2.	22	0.26683353190037234	0.26683353190037234	0.07120013374642703
2.	23	0.26588076193366394	0.26588076193366394	0.07069257956642568
2.	24	0.26509927585666376	0.26509927585666376	0.07027762605972751
2.	25	0.2644577649027662	0.2644577649027662	0.06993790941736674
2.	26	0.2639308081687409	0.2639308081687409	0.06965947150060472
2.	27	0.26349771318772625	0.26349771318772625	0.06943104485516124
2.	28	0.26314160098736744	0.26314160098736744	0.0692435021701949
2.	29	0.2628486792306167	0.2628486792306167	0.06908942817327965
2.	30	0.26260766143203645	0.26260766143203645	0.06896278384280309
2.	31	0.26240930059197204	0.26240930059197204	0.06885864103716793
