lambda	t	m_w	m_x	m_y
3.	0	1.	1.	1.
3.	1	0.935064935064935	0.935064935064935	0.8743464327879912
3.	2	0.8633683582141204	0.8633683582141204	0.7454049219653457
3.	3	0.7906776268913641	0.7906776268913641	0.6251711096665592
3.	4	0.7224824190300485	0.7224824190300485	0.5219808458075106
3.	5	0.6624092921358778	0.6624092921358778	0.43878607030795475
3.	6	0.6118618870866454	0.6118618870866454	0.3743749688692307
3.	7	0.5705953069953635	0.5705953069953635	0.32557900436513315
3.	8	0.5375100205798901	0.5375100205798901	0.28891702222379384
3.	9	0.5112417419054928	0.5112417419054928	0.26136811866656245
3.	10	0.4904792113847701	0.4904792113847701	0.24056985680062598
3.	11	0.47409107051916205	0.47409107051916205	0.22476234314600507
3.	12	0.46115159463827177	0.46115159463827177	0.21266079323742093
3.	13	0.4509232822967502	0.4509232822967502	0.2033318065172747
3.	14	0.4428260539439812	0.4428260539439812	0.19609491405159776
3.	15	0.4364060078719768	0.4364060078719768	0.1904502037067559
3.	16	0.4313083422271979	0.4313083422271979	0.18602688607477366
3.	17	0.4272554047742967	0.4272554047742967	0.1825471809088481
3.	18	0.42402944761304395	0.42402944761304395	0.17980097244302318
3.	19	0.4214592691769097	0.4214592691769097	0.1776279155751348
3.	20	0.4194099205796511	0.4194099205796511	0.17590468148062924
3.	21	0.4177747755511697	0.4177747755511697	0.17453576308683022
3.	22	0.41646940714081787	0.41646940714081787	0.17344676708422432
3.	23	0.4154268427314281	0.4154268427314281	0.17257946166180269
3.	24	0.414593872382567	0.414593872382567	0.17188807901717226
3.	25	0.41392816519146136	0.41392816519146136	0.17133652593876972
3.	26	0.4133960083957236	0.4133960083957236	0.17089625975751718
3.	27	0.4129705287865544	0.4129705287865544	0.17054465764624635
3.	28	0.41263028944643737	0.41263028944643737	0.1702637557686507
3.	29	0.41235817983577067	0.41235817983577067	0.17003926847746978
3.	30	0.41214053605078466	0.41214053605078466	0.16985982145622813
3.	31	0.41196644229295043	0.41196644229295043	0.16971634957551085
3.	32	0.41182717541662517	0.41182717541662517	0.16960162241163576
3.	33	0.41171576272113225	0.41171576272113225	0.16950986927304368
3.	34	0.41162662955593743	0.41162662955593743	0.16943648215958093
3.	35	0.4115553182750534	0.4115553182750534	0.16937778000048048
3.	36	0.4114982639505573	0.4114982639505573	0.1693308212343225
