lambda	t	m_w	m_x	m_y
1.	0	1.	1.	1.
1.	1	0.6153846153846154	0.6153846153846154	0.37869822485207105
1.	2	0.37783832879200735	0.37783832879200735	0.14276180270433705
1.	3	0.24557086462454106	0.24557086462454106	0.06030504955244467
1.	4	0.1684437878824229	0.1684437878824229	0.02837330967617868
1.	5	0.12025596407687007	0.12025596407687007	0.014461496896057465
1.	6	0.08834441340753191	0.08834441340753191	0.007804735380320903
1.	7	0.06625169546344258	0.06625169546344258	0.004389287151780738
1.	8	0.05043873028730916	0.05043873028730916	0.002544065512995918
1.	9	0.03883341508615119	0.03883341508615119	0.0015080341272533152
1.	10	0.03015272122382894	0.03015272122382894	0.0009091865972019441
1.	11	0.023564463077296087	0.023564463077296087	0.0005552839201212505
1.	12	0.018507807763709118	0.018507807763709118	0.0003425389482184115
1.	13	0.014592682640002505	0.014592682640002505	0.0002129463866318305
1.	14	0.01154064767443435	0.01154064767443435	0.00013318654874542696
1.	15	0.009148662189303458	0.009148662189303458	0.00008369801985399075
1.	16	0.007266054089163702	0.007266054089163702	0.00005279554202665255
1.	17	0.005779401081945807	0.005779401081945807	0.000033401476865996365
1.	18	0.004602318810628403	0.004602318810628403	0.00002118133843466404
1.	19	0.0036683874284073933	0.0036683874284073933	0.000013457066324897407
1.	20	0.002926142252608539	0.002926142252608539	8.562308482500976e-6
1.	21	0.0023354566977193112	0.0023354566977193112	5.45435798692199e-6
1.	22	0.001864886155364174	0.001864886155364174	3.4778003724689704e-6
1.	23	0.0014896890343471172	0.0014896890343471172	2.2191734190540463e-6
1.	24	0.001190333966291007	0.001190333966291007	1.4168949513060804e-6
1.	25	0.0009513618963192004	0.0009513618963192004	9.050894577680649e-7
1.	26	0.0007605110442372508	0.0007605110442372508	5.783770484068335e-7
1.	27	0.0006080390748823027	0.0006080390748823027	3.6971151658372655e-7
1.	28	0.0004861948494086023	0.0004861948494086023	2.3638543159145344e-7
1.	29	0.00038880469760764285	0.00038880469760764285	1.511690928817706e-7
1.	30	0.00031094706344572703	0.00031094706344572703	9.668807626552099e-8
1.	31	0.00024869579779712773	0.00024869579779712773	6.184959984194984e-8
1.	32	0.00019891706851793233	0.00019891706851793233	3.9568000147767784e-8
1.	33	0.00015910833847073295	0.00015910833847073295	2.531546337091732e-8
1.	34	0.00012727047255280246	0.00012727047255280246	1.6197773183813645e-8
1.	35	0.0001018060133472154	0.0001018060133472154	1.0364464353653401e-8
1.	36	0.00008143817838278356	0.00008143817838278356	6.632176898306076e-9
1.	37	0.00006514629860554829	0.00006514629860554829	4.2440402220032634e-9
1.	38	0.00005211432295083061	0.00005211432295083061	2.71590265662347e-9
1.	39	0.00004168972031203864	0.00004168972031203864	1.7380327796960072e-9
1.	40	0.00003335066397473052	0.00003335066397473052	1.1122667875553882e-9
1.	41	0.000026679819362869572	0.000026679819362869572	7.118127612353501e-10
1.	42	0.00002134339994744776	0.00002134339994744776	4.555407213167131e-10
1.	43	0.000017074428420763536	0.000017074428420763536	2.9153610589577754e-10
1.	44	0.00001365935615804273	0.00001365935615804273	1.8657801065225987e-10
1.	45	0.000010927365518831596	0.000010927365518831596	1.1940731718214972e-10
1.	46	8.741815995572249e-6	8.741815995572249e-6	7.641934690044283e-11
1.	47	6.993403888685034e-6	6.993403888685034e-6	4.8907697950274953e-11
1.	48	5.59469181033327e-6	5.59469181033327e-6	3.130057645261016e-11
1.	49	4.475733416057393e-6	4.475733416057393e-6	2.0032189611612777e-11
1.	50	3.5805739123263316e-6	3.5805739123263316e-6	1.2820509541631893e-11
1.	51	2.8644509247768238e-6	2.8644509247768238e-6	8.2050791004548e-12
1.	52	2.2915554885922697e-6	2.2915554885922697e-6	5.251226557297356e-12
1.	53	1.8332410300997937e-6	1.8332410300997937e-6	3.3607726744413525e-12
1.	54	1.4665906731909424e-6	1.4665906731909424e-6	2.1508882026906615e-12
1.	55	1.1732711619871813e-6	1.1732711619871813e-6	1.3765652195507505e-12
1.	56	9.386160485894776e-7	9.386160485894776e-7	8.810000866697247e-13
1.	57	7.50892275032281e-7	7.50892275032281e-7	5.638392087031547e-13
1.	58	6.007134591691174e-7	6.007134591691174e-7	3.6085666002692685e-13
1.	59	4.805705363872292e-7	4.805705363872292e-7	2.309480404435092e-13
1.	60	3.844562813031387e-7	3.844562813031387e-7	1.478066322334381e-13
1.	61	3.075649304463182e-7	3.075649304463182e-7	9.459618644044856e-14
