step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
47,1.0186846654e+05,3.7522501132e+02,5.0080368173e+00,1.6017789496e-03,1.6924696167e-01,1.3576054342e-03,1.0212111473e+05,1.0214626789e+05,1.0133801699e+05,1.7104904354e-01,1.6777232289e-01,1.6891951859e-01
48,9.9121332169e+04,3.3936954452e+02,4.9961645807e+00,1.4887302419e-03,1.8613631527e-01,1.5119260384e-03,9.9349170923e+04,9.9373233318e+04,9.8641592264e+04,1.8812699616e-01,1.8446512520e-01,1.8581682444e-01
49,9.9428417285e+04,2.9363663540e+02,4.9975086298e+00,1.2839232204e-03,2.0395974318e-01,1.6667372827e-03,9.9633640051e+04,9.9638450146e+04,9.9013161659e+04,2.0614008605e-01,2.0209394395e-01,2.0364519954e-01
50,1.0270316601e+05,2.4165228146e+02,5.0115826282e+00,1.0227032996e-03,2.2265208761e-01,1.8189574580e-03,1.0288863182e+05,1.0285902023e+05,1.0236184597e+05,2.2501957417e-01,2.2059704363e-01,2.2233964503e-01
51,1.0873330037e+05,1.8830412588e+02,5.0363619186e+00,7.5251652536e-04,2.4213730295e-01,1.9655508486e-03,1.0890259743e+05,1.0882667303e+05,1.0847063065e+05,2.4468579888e-01,2.3990182579e-01,2.4182428420e-01
52,1.1721955538e+05,1.4063958364e+02,5.0689997571e+00,5.2115167691e-04,2.6233092944e-01,2.1035949368e-03,1.1737699509e+05,1.1724609137e+05,1.1703557968e+05,2.6505064964e-01,2.5992703438e-01,2.6201510429e-01
53,1.2782138586e+05,1.1029470109e+02,5.1066033603e+00,3.7466249933e-04,2.8314187129e-01,2.2303515202e-03,1.2797229290e+05,1.2778010368e+05,1.2771176100e+05,2.8601956367e-01,2.8058460355e-01,2.8282144666e-01
54,1.4020003478e+05,1.0993135809e+02,5.1467479879e+00,3.4046078244e-04,3.0447406570e-01,2.3435373578e-03,1.4035109282e+05,1.4009267092e+05,1.4015634060e+05,3.0749353766e-01,3.0178096890e-01,3.0414769053e-01
55,1.5405126413e+05,1.3448419145e+02,5.1876651009e+00,3.7915072663e-04,3.2622772455e-01,2.4412690570e-03,1.5421065092e+05,1.5388170481e+05,1.5406143665e+05,3.2937031984e-01,3.2341837883e-01,3.2589447498e-01
56,1.6912417014e+05,1.6839996238e+02,5.2282054633e+00,4.3252316631e-04,3.4830029806e-01,2.5221538940e-03,1.6930172443e+05,1.6889793873e+05,1.6917284727e+05,3.5154545307e-01,3.4539568424e-01,3.4795975685e-01
57,1.8522766431e+05,2.0297578165e+02,5.2677055895e+00,4.7603051597e-04,3.7058803439e-01,2.5853472464e-03,1.8543454409e+05,1.8495188951e+05,1.8529655933e+05,3.7391391397e-01,3.6760982871e-01,3.7024036050e-01
58,2.0222661495e+05,2.3556693425e+02,5.3058380176e+00,5.0601635328e-04,3.9298708240e-01,2.6304544226e-03,2.0247480869e+05,2.0191006660e+05,2.0229496956e+05,3.9637118578e-01,3.8995718956e-01,3.9263287187e-01
59,2.2003282706e+05,2.6666522274e+02,5.3424871598e+00,5.2641583196e-04,4.1539521019e-01,2.6575943521e-03,2.2033457756e+05,2.1968605518e+05,2.2007784843e+05,4.1881486773e-01,4.1233494878e-01,4.1503581405e-01
60,2.3859385649e+05,2.9842988900e+02,5.3776589172e+00,5.4320630605e-04,4.3771333496e-01,2.6671680573e-03,2.3896043301e+05,2.3822944164e+05,2.3859169483e+05,4.4114607573e-01,4.3464311957e-01,4.3735080957e-01
61,2.5788198312e+05,3.3407875651e+02,5.4114206370e+00,5.6250037608e-04,4.5984705289e-01,2.6601508686e-03,2.5832288265e+05,2.5751450062e+05,2.5780856609e+05,4.6327120066e-01,4.5678552985e-01,4.5948442817e-01
62,2.7788488865e+05,3.7664087681e+02,5.4438645318e+00,5.8840513558e-04,4.8170807958e-01,2.6376412975e-03,2.7840662003e+05,2.7753109932e+05,2.7771694660e+05,4.8510292172e-01,4.7867199779e-01,4.8134931922e-01
63,2.9859871070e+05,4.2814477486e+02,5.4750874820e+00,6.2239853447e-04,5.0321531296e-01,2.6010428399e-03,2.9920380116e+05,2.9827716351e+05,2.9831516743e+05,5.0656139851e-01,5.0021904707e-01,5.0286549330e-01
64,3.2002282143e+05,4.8889715031e+02,5.5051804433e+00,6.6313618349e-04,5.2429590623e-01,2.5519757333e-03,3.2070894241e+05,3.1975364685e+05,3.1960587502e+05,5.2757531404e-01,5.2135121822e-01,5.2396118641e-01
65,3.4215581417e+05,5.5719356049e+02,5.5342233487e+00,7.0696232425e-04,5.4488553603e-01,2.4921184626e-03,3.4291462898e+05,3.4196038246e+05,3.4159243107e+05,5.4808193445e-01,5.4200154543e-01,5.4457312822e-01
66,3.6499375502e+05,6.3006880931e+02,5.5622847869e+00,7.4954905735e-04,5.6492920717e-01,2.4232346852e-03,3.6581044197e+05,3.6489403248e+05,3.6427679062e+05,5.6802791357e-01,5.6211233139e-01,5.6464737654e-01
67,3.8852806091e+05,7.0376038230e+02,5.5894216781e+00,7.8668799164e-04,5.8438076576e-01,2.3471868200e-03,3.8938090801e+05,3.8854594231e+05,3.8765733242e+05,5.8736890554e-01,5.8163481951e-01,5.8413857222e-01
68,4.1274507840e+05,7.7431387319e+02,5.6156811389e+00,8.1496768856e-04,6.0320319732e-01,2.2659216571e-03,4.1360545158e+05,4.1290154457e+05,4.1172823906e+05,6.0606968403e-01,6.0052937269e-01,6.0301053524e-01
69,4.3762515386e+05,8.3809396881e+02,5.6411014795e+00,8.3212366212e-04,6.2136799097e-01,2.1813110254e-03,4.3845725060e+05,4.3794007301e+05,4.3647813797e+05,6.2410354614e-01,6.1876541376e-01,6.2123501301e-01
70,4.6314276059e+05,8.9219166447e+02,5.6657140735e+00,8.3715097606e-04,6.3885464271e-01,2.0953373172e-03,4.6390423775e+05,4.6363329887e+05,4.6189074516e+05,6.4145159721e-01,6.3632023335e-01,6.3879209757e-01
71,4.8926642736e+05,9.3526884240e+02,5.6895446220e+00,8.3074783272e-04,6.5565013885e-01,2.0100383129e-03,4.8990888596e+05,4.8994646072e+05,4.8794393539e+05,6.5810257196e-01,6.5317910910e-01,6.5566873550e-01
72,5.1595915159e+05,9.6862865494e+02,5.7126145541e+00,8.1578764034e-04,6.7174826066e-01,1.9274143475e-03,5.1642904282e+05,5.1683855057e+05,5.1460986137e+05,6.7405158281e-01,6.6933429241e-01,6.7185890675e-01
73,5.4317838351e+05,9.9733069150e+02,5.7349417459e+00,7.9766418995e-04,6.8714861075e-01,1.8497232995e-03,5.4341826439e+05,5.4426212311e+05,5.4185476303e+05,6.8930000067e-01,6.8478417397e-01,6.8736165762e-01
74,5.7087677320e+05,1.0312749970e+03,5.7565416650e+00,7.8449160845e-04,7.0185619593e-01,1.7789229309e-03,5.7082600594e+05,5.7216444016e+05,5.6963987350e+05,7.0385378599e-01,6.9953298569e-01,7.0218181610e-01
75,5.9900237719e+05,1.0857846722e+03,5.7774278329e+00,7.8686626750e-04,7.1588031451e-01,1.7172686019e-03,5.9859876633e+05,6.0048723221e+05,5.9792113304e+05,7.1772354841e-01,7.1358925104e-01,7.1632814407e-01
76,6.2749981880e+05,1.1800443137e+03,5.7976128375e+00,8.1617087229e-04,7.2923413912e-01,1.6667614144e-03,6.2668089867e+05,6.2916855812e+05,6.2664999962e+05,7.3092335463e-01,7.2696578503e-01,7.2981327772e-01
77,6.5631003380e+05,1.3324103662e+03,5.8171081496e+00,8.8120439203e-04,7.4193402131e-01,1.6292959507e-03,6.5501399040e+05,6.5814261436e+05,6.5577349663e+05,7.4347054958e-01,7.3967874050e-01,7.4265277386e-01
78,6.8537119230e+05,1.5551284733e+03,5.8359247283e+00,9.8528348063e-04,7.5399847825e-01,1.6064586171e-03,6.8353877068e+05,6.8734064102e+05,6.8523416519e+05,7.5538450480e-01,7.5174653530e-01,7.5486439466e-01
79,7.1461958885e+05,1.8531582936e+03,5.8540734558e+00,1.1266275394e-03,7.6544817289e-01,1.5990635946e-03,7.1219425201e+05,7.1669225693e+05,7.1497225761e+05,7.6668626070e-01,7.6319026947e-01,7.6646798849e-01
80,7.4398978551e+05,2.2257572537e+03,5.8715650274e+00,1.3003432948e-03,7.7630505959e-01,1.6076432567e-03,7.4091949463e+05,7.4612574577e+05,7.4492411613e+05,7.7739834785e-01,7.7403205633e-01,7.7748477459e-01
81,7.7341529528e+05,2.6693512196e+03,5.8884101658e+00,1.5006971154e-03,7.8659206629e-01,1.6319793123e-03,7.6965336800e+05,7.7556843758e+05,7.7502408028e+05,7.8754413128e-01,7.8429526091e-01,7.8793680668e-01
82,8.0282928149e+05,3.1801003411e+03,5.9046197906e+00,1.7227021646e-03,7.9633261760e-01,1.6711299710e-03,7.9833436012e+05,8.0494899750e+05,8.0520448685e+05,7.9714727402e-01,7.9400402308e-01,7.9784655571e-01
83,8.3216476440e+05,3.7535263497e+03,5.9202048963e+00,1.9618162531e-03,8.0555041631e-01,1.7238993442e-03,8.2690191269e+05,8.3419599533e+05,8.3539638519e+05,8.0623173714e-01,8.0318254232e-01,8.0723696947e-01
84,8.6135552724e+05,4.3853350981e+03,5.9351768055e+00,2.2142929807e-03,8.1426920493e-01,1.7886000479e-03,8.5529623032e+05,8.6324043274e+05,8.6552991867e+05,8.1482136250e-01,8.1185537577e-01,8.1613087654e-01
85,8.9033679962e+05,5.0705399336e+03,5.9495472687e+00,2.4766274776e-03,8.2251246770e-01,1.8634728896e-03,8.8345985413e+05,8.9201564789e+05,8.9553489685e+05,8.2293981314e-01,8.2004672289e-01,8.2455086708e-01
86,9.1904487610e+05,5.8051665941e+03,5.9633280412e+00,2.7463282370e-03,8.3030317227e-01,1.9468522036e-03,9.1133470535e+05,9.2045764923e+05,9.2534227371e+05,8.3060991764e-01,8.2778024673e-01,8.3251935244e-01
87,9.4741888046e+05,6.5832666142e+03,5.9765315384e+00,3.0203840172e-03,8.3766384919e-01,2.0369344655e-03,9.3886766434e+05,9.4850597382e+05,9.5488300323e+05,8.3785426617e-01,8.3507937193e-01,8.4005790949e-01
88,9.7540006638e+05,7.4001307819e+03,5.9891702725e+00,3.2967713253e-03,8.4461637338e-01,2.1321119223e-03,9.6600494385e+05,9.7610492706e+05,9.8409032822e+05,8.4469455481e-01,8.4196686745e-01,8.4718769789e-01
89,1.0029331525e+06,8.2494023784e+03,6.0012572916e+00,3.5730436150e-03,8.5118188461e-01,2.2311647495e-03,9.9269838333e+05,1.0032011986e+06,1.0128998756e+06,8.5115206242e-01,8.4846431017e-01,8.5392928123e-01
90,1.0299658140e+06,9.1251102750e+03,6.0128057682e+00,3.8472467109e-03,8.5738062859e-01,2.3326097045e-03,1.0189002037e+06,1.0297483444e+06,1.0412488937e+06,8.5724669695e-01,8.5459309816e-01,8.6030209064e-01
91,1.0564501762e+06,1.0020894038e+04,6.0238294948e+00,4.1175067474e-03,8.6323207617e-01,2.4354729624e-03,1.0445673943e+06,1.0557037354e+06,1.0690793991e+06,8.6299806833e-01,8.6037313938e-01,8.6632502079e-01
92,1.0823426565e+06,1.0929747823e+04,6.0343426563e+00,4.3819074441e-03,8.6875506242e-01,2.5386828781e-03,1.0696607590e+06,1.0810307503e+06,1.0963364601e+06,8.6842465401e-01,8.6582422256e-01,8.7201631069e-01
93,1.1076041222e+06,1.1845100636e+04,6.0443597684e+00,4.6388973119e-03,8.7396736940e-01,2.6414952644e-03,1.0941443443e+06,1.1056977272e+06,1.1229702950e+06,8.7354415655e-01,8.7096464634e-01,8.7739330530e-01
94,1.1322001457e+06,1.2760230529e+04,6.0538956817e+00,4.8870051449e-03,8.7888610363e-01,2.7431740289e-03,1.1179864883e+06,1.1296781540e+06,1.1489357948e+06,8.7837350368e-01,8.7581217289e-01,8.8247263432e-01
95,1.1561009089e+06,1.3668095037e+04,6.0629654678e+00,5.1247524645e-03,8.8352735837e-01,2.8430647186e-03,1.1411597252e+06,1.1529509544e+06,1.1741920471e+06,8.8292866945e-01,8.8038349152e-01,8.8726991415e-01
96,1.1792826653e+06,1.4562283698e+04,6.0715849010e+00,5.3509768996e-03,8.8790657123e-01,2.9406238815e-03,1.1636420250e+06,1.1755004883e+06,1.1987054825e+06,8.8722485304e-01,8.8469463587e-01,8.9180022478e-01
97,1.2017266909e+06,1.5436857551e+04,6.0797699959e+00,5.5647364104e-03,8.9203858376e-01,3.0354330839e-03,1.1854148865e+06,1.1973172188e+06,1.2224479675e+06,8.9127677679e-01,8.8876086473e-01,8.9607810974e-01
98,1.2234195391e+06,1.6285515076e+04,6.0875370777e+00,5.7649747624e-03,8.9593730370e-01,3.1268284953e-03,1.2064656258e+06,1.2183964729e+06,1.2453965187e+06,8.9509832859e-01,8.9259678125e-01,9.0011680126e-01
99,1.2443523089e+06,1.7103838748e+04,6.0949024985e+00,5.9512986881e-03,8.9961584409e-01,3.2149405900e-03,1.2267852783e+06,1.2387357712e+06,1.2675358772e+06,8.9870238304e-01,8.9621537924e-01,9.0392976999e-01
100,1.2645221710e+06,1.7886891746e+04,6.1018831892e+00,6.1230949127e-03,9.0308692058e-01,3.2992302133e-03,1.2463702202e+06,1.2583406448e+06,1.2888556480e+06,9.0210157633e-01,8.9963001013e-01,9.0752917528e-01
101,1.2839309374e+06,1.8631405109e+04,6.1084961490e+00,6.2802730503e-03,9.0636249383e-01,3.3797144407e-03,1.2652207375e+06,1.2772192955e+06,1.3093527794e+06,9.0530753136e-01,9.0285277367e-01,9.1092717648e-01
102,1.3025851885e+06,1.9333921931e+04,6.1147585288e+00,6.4226076710e-03,9.0945404768e-01,3.4560044487e-03,1.2833426476e+06,1.2953840256e+06,1.3290288925e+06,9.0833181143e-01,9.0589553118e-01,9.1413480043e-01
103,1.3204955101e+06,1.9992853221e+04,6.1206874034e+00,6.5504199383e-03,9.1237217188e-01,3.5281906794e-03,1.3007445335e+06,1.3128497124e+06,1.3478922844e+06,9.1118466854e-01,9.0876895189e-01,9.1716289520e-01
104,1.3376770020e+06,2.0606789599e+04,6.1262999983e+00,6.6639940868e-03,9.1512699922e-01,3.5961578093e-03,1.3174397469e+06,1.3296352386e+06,1.3659560204e+06,9.1387647390e-01,9.1148310900e-01,9.2002141476e-01
105,1.3541486740e+06,2.1175219707e+04,6.1316135357e+00,6.7638114843e-03,9.1772858302e-01,3.6599378753e-03,1.3334454536e+06,1.3457621574e+06,1.3832384109e+06,9.1641682386e-01,9.1404831409e-01,9.2272061110e-01
106,1.3699330012e+06,2.1698887647e+04,6.1366451468e+00,6.8506559856e-03,9.2018598318e-01,3.7195873041e-03,1.3487817764e+06,1.3612542152e+06,1.3997630119e+06,9.1881489754e-01,9.1647344828e-01,9.2526960373e-01
107,1.3850540479e+06,2.2178550335e+04,6.1414113517e+00,6.9252239945e-03,9.2250778278e-01,3.7750889314e-03,1.3634710312e+06,1.3761361122e+06,1.4155550003e+06,9.2107903957e-01,9.1876727343e-01,9.2767703533e-01
108,1.3995401700e+06,2.2616683667e+04,6.1459289787e+00,6.9886461953e-03,9.2470254501e-01,3.8266868768e-03,1.3775387764e+06,1.3904355049e+06,1.4306462288e+06,9.2321783304e-01,9.2093801498e-01,9.2995178699e-01
109,1.4134207408e+06,2.3015228311e+04,6.1502142085e+00,7.0417982636e-03,9.2677809795e-01,3.8743407777e-03,1.3910132408e+06,1.4041799545e+06,1.4450690269e+06,9.2523902655e-01,9.2299360037e-01,9.3210166693e-01
110,1.4267268817e+06,2.3377579003e+04,6.1542828728e+00,7.0859220563e-03,9.2874183257e-01,3.9183722676e-03,1.4039224625e+06,1.4173990250e+06,1.4588591576e+06,9.2714977264e-01,9.2494118214e-01,9.3413454294e-01
111,1.4394902865e+06,2.3706875759e+04,6.1581501743e+00,7.1221007306e-03,9.3060074250e-01,3.9588486733e-03,1.4162973404e+06,1.4301203728e+06,1.4720531464e+06,9.2895728350e-01,9.2678749561e-01,9.3605744839e-01
112,1.4517451286e+06,2.4006845845e+04,6.1618313292e+00,7.1515225453e-03,9.3236176173e-01,3.9960634714e-03,1.4281696320e+06,1.4423753738e+06,1.4846903801e+06,9.3066817522e-01,9.2853933573e-01,9.3787777424e-01
113,1.4635244370e+06,2.4281812965e+04,6.1653405352e+00,7.1754949621e-03,9.3403120836e-01,4.0301791975e-03,1.4395705223e+06,1.4541925430e+06,1.4968102455e+06,9.3228864670e-01,9.3020290136e-01,9.3960207701e-01
