step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
50,6.1428549805e+03,4.9712050484e+02,3.7869186551e+00,3.5689153727e-02,7.6785686115e-02,6.2140070769e-03,5.6581163406e-01,3.2633526389e-02,5.4907216797e+03,6.2414687500e+03,6.6963745117e+03,6.8634018302e-02,7.8018359840e-02,8.3704680204e-02,5.9588378668e-01,5.8109337091e-01,5.2045774460e-01
55,5.5626160482e+03,4.4279210034e+02,3.7438822347e+00,3.4963046272e-02,6.9532699883e-02,5.5349002695e-03,5.7514123122e-01,3.3560184059e-02,4.9936025391e+03,5.6207050781e+03,6.0735405273e+03,6.2420032918e-02,7.0258811116e-02,7.5919255614e-02,6.0415256023e-01,5.9316533804e-01,5.2810579538e-01
60,5.0965748698e+03,4.1346888893e+02,3.7058368618e+00,3.5461397799e-02,6.3707186530e-02,5.1683609307e-03,5.8283567429e-01,3.4726052301e-02,4.5811088867e+03,5.1152348633e+03,5.5933808594e+03,5.7263862342e-02,6.3940435648e-02,6.9917261600e-02,6.1083132029e-01,6.0378110409e-01,5.3389459848e-01
65,4.7097337240e+03,3.7878937840e+02,3.6715908968e+00,3.4944652424e-02,5.8871671557e-02,4.7348671618e-03,5.9015107155e-01,3.5393909575e-02,4.2561445312e+03,4.6897192383e+03,5.1833374023e+03,5.3201805800e-02,5.8621492237e-02,6.4791716635e-02,6.1783802509e-01,6.1242085695e-01,5.4019433260e-01
70,4.3779191081e+03,3.6665835485e+02,3.6397495097e+00,3.6284395063e-02,5.4723989218e-02,4.5832314369e-03,5.9669758876e-01,3.6108478753e-02,3.9486206055e+03,4.3407060547e+03,4.8444306641e+03,4.9357756972e-02,5.4258823395e-02,6.0555387288e-02,6.2298148870e-01,6.2147134542e-01,5.4563993216e-01
75,4.1041169434e+03,3.4211296322e+02,3.6117289528e+00,3.5874270145e-02,5.1301463197e-02,4.2764125849e-03,6.0270003478e-01,3.6351126938e-02,3.7259008789e+03,4.0319274902e+03,4.5545224609e+03,4.6573761851e-02,5.0399094820e-02,5.6931532919e-02,6.2695479393e-01,6.2982678413e-01,5.5131852627e-01
80,3.8455010579e+03,3.2535578797e+02,3.5834188453e+00,3.6381549478e-02,4.8068764309e-02,4.0669474355e-03,6.0851995150e-01,3.6757395021e-02,3.4883986816e+03,3.7727695312e+03,4.2753349609e+03,4.3604984879e-02,4.7159619629e-02,5.3441688418e-02,6.3179391623e-01,6.3713717461e-01,5.5662876368e-01
85,3.6263844401e+03,3.0449639649e+02,3.5579682684e+00,3.6008711937e-02,4.5329804222e-02,3.8062046272e-03,6.1316142480e-01,3.7075591876e-02,3.3017749023e+03,3.5436411133e+03,4.0337373047e+03,4.1272185743e-02,4.4295512140e-02,5.0421714783e-02,6.3504976034e-01,6.4347952604e-01,5.6095498800e-01
90,3.4352006836e+03,2.8665171406e+02,3.5344691509e+00,3.5712658596e-02,4.2940008144e-02,3.5831468787e-03,6.1809047063e-01,3.7042042610e-02,3.1371447754e+03,3.3462668457e+03,3.8221904297e+03,3.9214309305e-02,4.1828334332e-02,4.7777380794e-02,6.3845896721e-01,6.4970350266e-01,5.6610894203e-01
95,3.2594034831e+03,2.8074651131e+02,3.5115661190e+00,3.6720252853e-02,4.0742542595e-02,3.5093326200e-03,6.2205467621e-01,3.6613390024e-02,2.9813056641e+03,3.1530463867e+03,3.6438583984e+03,3.7266317755e-02,3.9413079619e-02,4.5548230410e-02,6.4062201977e-01,6.5463089943e-01,5.7091110945e-01
100,3.1058531901e+03,2.6370905287e+02,3.4906507496e+00,3.6244730747e-02,3.8823164999e-02,3.2963618907e-03,6.2596184015e-01,3.7066684556e-02,2.8402675781e+03,3.0119040527e+03,3.4653879395e+03,3.5503346473e-02,3.7648800761e-02,4.3317347765e-02,6.4330697060e-01,6.6012930870e-01,5.7444924116e-01
105,2.9690256348e+03,2.5687600432e+02,3.4710306356e+00,3.6835326290e-02,3.7112820894e-02,3.2109510387e-03,6.3002341986e-01,3.7080016220e-02,2.7196887207e+03,2.8648901367e+03,3.3224980469e+03,3.3996108919e-02,3.5811126232e-02,4.1531227529e-02,6.4634799957e-01,6.6501808167e-01,5.7870417833e-01
110,2.8387086589e+03,2.4498616919e+02,3.4515490956e+00,3.6677935522e-02,3.5483859479e-02,3.0623269164e-03,6.3303283850e-01,3.6996121812e-02,2.6088310547e+03,2.7291601562e+03,3.1781347656e+03,3.2610390335e-02,3.4114502370e-02,3.9726685733e-02,6.4812463522e-01,6.6887181997e-01,5.8210206032e-01
115,2.7177682292e+03,2.3848403715e+02,3.4325902849e+00,3.7244621422e-02,3.3972101907e-02,2.9810501044e-03,6.3652942578e-01,3.6224126893e-02,2.4987170410e+03,2.6052028809e+03,3.0493847656e+03,3.1233962625e-02,3.2565034926e-02,3.8117308170e-02,6.5051460266e-01,6.7221695185e-01,5.8685672283e-01
120,2.6201136068e+03,2.2891607374e+02,3.4167127423e+00,3.7070706553e-02,3.2751419271e-02,2.8614511164e-03,6.3968382279e-01,3.6243361642e-02,2.4118720703e+03,2.5095708008e+03,2.9388979492e+03,3.0148399994e-02,3.1369633973e-02,3.6736223847e-02,6.5225684643e-01,6.7642998695e-01,5.9036463499e-01
125,2.5242564290e+03,2.3186576447e+02,3.4003634828e+00,3.8861591364e-02,3.1553204482e-02,2.8983208858e-03,6.4289246003e-01,3.5825355084e-02,2.3236315918e+03,2.3999472656e+03,2.8491904297e+03,2.9045395553e-02,2.9999339953e-02,3.5614877939e-02,6.5455198288e-01,6.7976194620e-01,5.9436345100e-01
130,2.4374545898e+03,2.1553472964e+02,3.3852928108e+00,3.7470576817e-02,3.0468182017e-02,2.6941841239e-03,6.4533005158e-01,3.5494157146e-02,2.2466921387e+03,2.3269472656e+03,2.7387243652e+03,2.8083652258e-02,2.9086839408e-02,3.4234054387e-02,6.5585064888e-01,6.8257552385e-01,5.9756398201e-01
135,2.3627617188e+03,2.1024327747e+02,3.3717565180e+00,3.7688003481e-02,2.9534521823e-02,2.6280417018e-03,6.4766893784e-01,3.5351509188e-02,2.1785458984e+03,2.2527514648e+03,2.6569877930e+03,2.7231823653e-02,2.8159392998e-02,3.3212348819e-02,6.5719741583e-01,6.8540763855e-01,6.0040175915e-01
140,2.2778327637e+03,2.0383760354e+02,3.3558409555e+00,3.7876569098e-02,2.8472909704e-02,2.5479707058e-03,6.5056381623e-01,3.5203823218e-02,2.1023110352e+03,2.1675563965e+03,2.5636308594e+03,2.6278886944e-02,2.7094455436e-02,3.2045386732e-02,6.5919435024e-01,6.8871146441e-01,6.0378563404e-01
145,2.2097672119e+03,2.0718782283e+02,3.3425031966e+00,3.9653684317e-02,2.7622090032e-02,2.5898486614e-03,6.5256845951e-01,3.5079357611e-02,2.0298436279e+03,2.0994521484e+03,2.5000058594e+03,2.5373045355e-02,2.6243150234e-02,3.1250074506e-02,6.6029173136e-01,6.9114625454e-01,6.0626739264e-01
150,2.1474343669e+03,1.9658286251e+02,3.3301634455e+00,3.8703785249e-02,2.6842929423e-02,2.4572862299e-03,6.5491628647e-01,3.5169734610e-02,1.9816741943e+03,2.0370273438e+03,2.4236015625e+03,2.4770926684e-02,2.5462841615e-02,3.0295019969e-02,6.6234135628e-01,6.9379502535e-01,6.0861247778e-01
155,2.0845615234e+03,1.9728005032e+02,3.3171405478e+00,3.9962086950e-02,2.6057019209e-02,2.4660001414e-03,6.5733689070e-01,3.4665647824e-02,1.9213215332e+03,1.9702385254e+03,2.3621245117e+03,2.4016520008e-02,2.4627981707e-02,2.9526555911e-02,6.6354358196e-01,6.9634848833e-01,6.1211860180e-01
160,2.0259013672e+03,1.8241446855e+02,3.3049199586e+00,3.8052544933e-02,2.5323767215e-02,2.2801799451e-03,6.5933632851e-01,3.4031076287e-02,1.8775942383e+03,1.9172536621e+03,2.2828562012e+03,2.3469928652e-02,2.3965671659e-02,2.8535701334e-02,6.6531527042e-01,6.9770336151e-01,6.1499035358e-01
165,1.9733795166e+03,1.8415183047e+02,3.2933879548e+00,3.9411679398e-02,2.4667244405e-02,2.3018980422e-03,6.6102113326e-01,3.3834678052e-02,1.8220810547e+03,1.8654547119e+03,2.2326027832e+03,2.2776013240e-02,2.3318184540e-02,2.7907535434e-02,6.6655761003e-01,6.9941341877e-01,6.1709237099e-01
170,1.9339775391e+03,1.7583595819e+02,3.2847195537e+00,3.8427764642e-02,2.4174719428e-02,2.1979504412e-03,6.6302307447e-01,3.3502006340e-02,1.7886413574e+03,1.8319016113e+03,2.1813896484e+03,2.2358017042e-02,2.2898769006e-02,2.7267372236e-02,6.6847711802e-01,7.0105469227e-01,6.1953741312e-01
175,1.8830187174e+03,1.7622178345e+02,3.2730212468e+00,3.9529183075e-02,2.3537734523e-02,2.2027718494e-03,6.6457176208e-01,3.3294969093e-02,1.7369899902e+03,1.7811391602e+03,2.1309270020e+03,2.1712375805e-02,2.2264240310e-02,2.6636587456e-02,6.6884499788e-01,7.0304471254e-01,6.2182557583e-01
180,1.8404662272e+03,1.7269914414e+02,3.2630863431e+00,3.9606995653e-02,2.3005828261e-02,2.1587393821e-03,6.6616113981e-01,3.2587167485e-02,1.7017207031e+03,1.7357707520e+03,2.0839072266e+03,2.1271510050e-02,2.1697133780e-02,2.6048840955e-02,6.6998827457e-01,7.0402067900e-01,6.2447446585e-01
185,1.7998666585e+03,1.5798708953e+02,3.2536250667e+00,3.7118006591e-02,2.2498333827e-02,1.9748390856e-03,6.6805620988e-01,3.2234237096e-02,1.6714526367e+03,1.7057314453e+03,2.0224158936e+03,2.0893158391e-02,2.1321643144e-02,2.5280199945e-02,6.7108076811e-01,7.0593565702e-01,6.2715220451e-01
190,1.7623167725e+03,1.6220903548e+02,3.2443113925e+00,3.8862950607e-02,2.2028960288e-02,2.0276126640e-03,6.6975855827e-01,3.2326996688e-02,1.6333105469e+03,1.6625466309e+03,1.9910931396e+03,2.0416382700e-02,2.0781833678e-02,2.4888664484e-02,6.7273044586e-01,7.0778119564e-01,6.2876403332e-01
195,1.7236261800e+03,1.5856833812e+02,3.2346715151e+00,3.8856262904e-02,2.1545326958e-02,1.9821043625e-03,6.7130569617e-01,3.1960764292e-02,1.5951657715e+03,1.6286730957e+03,1.9470396729e+03,1.9939571619e-02,2.0358413458e-02,2.4337995797e-02,6.7391258478e-01,7.0908087492e-01,6.3092362881e-01
200,1.6967253825e+03,1.5171624417e+02,3.2279374785e+00,3.7775010440e-02,2.1209066734e-02,1.8964528382e-03,6.7290788889e-01,3.1519216432e-02,1.5773980713e+03,1.6019627686e+03,1.9108153076e+03,1.9717475399e-02,2.0024534315e-02,2.3885190487e-02,6.7477899790e-01,7.1054130793e-01,6.3340336084e-01
205,1.6581767578e+03,1.4678082160e+02,3.2179886720e+00,3.7422296020e-02,2.0727209747e-02,1.8347599977e-03,6.7431443930e-01,3.1186659857e-02,1.5392480469e+03,1.5703017578e+03,1.8649804688e+03,1.9240600988e-02,1.9628772512e-02,2.3312255740e-02,6.7613726854e-01,7.1156609058e-01,6.3523995876e-01
210,1.6238840739e+03,1.4231220850e+02,3.2089455451e+00,3.7047590368e-02,2.0298550526e-02,1.7789029784e-03,6.7565635840e-01,3.0638671368e-02,1.5105334473e+03,1.5365355225e+03,1.8245832520e+03,1.8881667405e-02,1.9206693396e-02,2.2807290778e-02,6.7739593983e-01,7.1228086948e-01,6.3729226589e-01
215,1.5968728027e+03,1.4058942119e+02,3.2016478253e+00,3.7185975520e-02,1.9960910082e-02,1.7573679459e-03,6.7691948016e-01,3.0622150357e-02,1.4936004639e+03,1.5013723145e+03,1.7956456299e+03,1.8670005724e-02,1.8767153844e-02,2.2445570678e-02,6.7854076624e-01,7.1358686686e-01,6.3863080740e-01
220,1.5706533203e+03,1.4219855602e+02,3.1943656560e+00,3.8221379759e-02,1.9633165871e-02,1.7774814614e-03,6.7816179991e-01,3.0329701083e-02,1.4624624023e+03,1.4779438477e+03,1.7715537109e+03,1.8280779943e-02,1.8474297598e-02,2.2144420072e-02,6.7959380150e-01,7.1457123756e-01,6.4032036066e-01
225,1.5480892334e+03,1.3825945490e+02,3.1881269412e+00,3.7712152812e-02,1.9351114829e-02,1.7282429708e-03,6.7955017090e-01,2.9801972739e-02,1.4447116699e+03,1.4560479736e+03,1.7435080566e+03,1.8058894202e-02,1.8200600520e-02,2.1793849766e-02,6.8050676584e-01,7.1556228399e-01,6.4258146286e-01
230,1.5204596354e+03,1.3476496188e+02,3.1803298279e+00,3.7447332567e-02,1.9005745649e-02,1.6845622683e-03,6.8083556493e-01,2.9572451636e-02,1.4155983887e+03,1.4350661621e+03,1.7107143555e+03,1.7694979906e-02,1.7938327044e-02,2.1383929998e-02,6.8145239353e-01,7.1674191952e-01,6.4431238174e-01
235,1.4953235677e+03,1.3088522071e+02,3.1731304959e+00,3.6987113543e-02,1.8691544731e-02,1.6360650234e-03,6.8232440948e-01,2.9063989730e-02,1.3947072754e+03,1.4110817871e+03,1.6801816406e+03,1.7433840781e-02,1.7638523132e-02,2.1002270281e-02,6.8271392584e-01,7.1772402525e-01,6.4653527737e-01
240,1.4677951253e+03,1.2233437592e+02,3.1652085078e+00,3.5256223599e-02,1.8347438425e-02,1.5291795585e-03,6.8345773220e-01,2.9102730964e-02,1.3750266113e+03,1.3877117920e+03,1.6406469727e+03,1.7187831923e-02,1.7346397042e-02,2.0508086309e-02,6.8415921926e-01,7.1874523163e-01,6.4746874571e-01
245,1.4437276611e+03,1.2438498244e+02,3.1579303726e+00,3.6410325847e-02,1.8046595777e-02,1.5548115233e-03,6.8461469809e-01,2.8613324215e-02,1.3516845703e+03,1.3599282227e+03,1.6195701904e+03,1.6896057874e-02,1.6999103129e-02,2.0244626328e-02,6.8536889553e-01,7.1927553415e-01,6.4919966459e-01
250,1.4285347087e+03,1.1605191594e+02,3.1535055264e+00,3.4385371214e-02,1.7856683582e-02,1.4506484999e-03,6.8536539872e-01,2.8383227455e-02,1.3405251465e+03,1.3525694580e+03,1.5925095215e+03,1.6756564379e-02,1.6907118261e-02,1.9906368107e-02,6.8618011475e-01,7.1971309185e-01,6.5020298958e-01
255,1.4024240723e+03,1.1943240351e+02,3.1453593726e+00,3.6003933495e-02,1.7530300344e-02,1.4929042591e-03,6.8677687645e-01,2.8237101080e-02,1.3125205078e+03,1.3235446777e+03,1.5712070312e+03,1.6406506300e-02,1.6544308513e-02,1.9640086219e-02,6.8764007092e-01,7.2092044353e-01,6.5177011490e-01
260,1.3795179850e+03,1.1326841460e+02,3.1383132196e+00,3.4735960235e-02,1.7243974532e-02,1.4158551051e-03,6.8768149614e-01,2.7923827721e-02,1.2988127441e+03,1.3000390625e+03,1.5397021484e+03,1.6235159710e-02,1.6250487417e-02,1.9246276468e-02,6.8849241734e-01,7.2146838903e-01,6.5308368206e-01
265,1.3675903727e+03,1.0821564819e+02,3.1346410006e+00,3.3507655724e-02,1.7094879722e-02,1.3526960974e-03,6.8874339263e-01,2.7748139114e-02,1.2946176758e+03,1.2875770264e+03,1.5205764160e+03,1.6182720661e-02,1.6094712541e-02,1.9007205963e-02,6.8968731165e-01,7.2224599123e-01,6.5429687500e-01
270,1.3490795492e+03,1.0892443848e+02,3.1286694243e+00,3.4170843074e-02,1.6863493870e-02,1.3615546378e-03,6.8961536884e-01,2.7631414095e-02,1.2725080566e+03,1.2716094971e+03,1.5031210938e+03,1.5906350687e-02,1.5895118937e-02,1.8789011985e-02,6.9015443325e-01,7.2318404913e-01,6.5550762415e-01
275,1.3273646647e+03,1.0536039273e+02,3.1216672402e+00,3.3607507278e-02,1.6592058664e-02,1.3170044284e-03,6.9068751733e-01,2.7392015581e-02,1.2510878906e+03,1.2546535645e+03,1.4763525391e+03,1.5638599172e-02,1.5683170408e-02,1.8454406410e-02,6.9121867418e-01,7.2396701574e-01,6.5687686205e-01
280,1.3098310140e+03,1.0681935364e+02,3.1158198952e+00,3.4506533759e-02,1.6372888039e-02,1.3352416949e-03,6.9174627463e-01,2.7165519270e-02,1.2338211670e+03,1.2347764893e+03,1.4608953857e+03,1.5422765166e-02,1.5434706584e-02,1.8261192366e-02,6.9260483980e-01,7.2457951307e-01,6.5805447102e-01
285,1.2922159017e+03,1.0290633567e+02,3.1100035626e+00,3.3714208974e-02,1.6152698857e-02,1.2863296333e-03,6.9266462326e-01,2.6996287951e-02,1.2190852051e+03,1.2198156738e+03,1.4377468262e+03,1.5238564461e-02,1.5247696079e-02,1.7971836030e-02,6.9338798523e-01,7.2536057234e-01,6.5924531221e-01
290,1.2722485352e+03,1.0241625833e+02,3.1032115827e+00,3.4076160855e-02,1.5903106891e-02,1.2802035654e-03,6.9370692968e-01,2.6742334572e-02,1.2037401123e+03,1.1959876709e+03,1.4170178223e+03,1.5046751127e-02,1.4949846081e-02,1.7712723464e-02,6.9445806742e-01,7.2607743740e-01,6.6058528423e-01
295,1.2591029460e+03,9.8856637049e+01,3.0987662199e+00,3.3254107476e-02,1.5738786819e-02,1.2357078041e-03,6.9466181596e-01,2.6579637511e-02,1.1929545898e+03,1.1855129395e+03,1.3988413086e+03,1.4911931939e-02,1.4818912372e-02,1.7485516146e-02,6.9530445337e-01,7.2688901424e-01,6.6179198027e-01
300,1.2424731445e+03,9.5895913684e+01,3.0930333686e+00,3.2733670686e-02,1.5530913758e-02,1.1986985329e-03,6.9541462262e-01,2.6475452089e-02,1.1856450195e+03,1.1642478027e+03,1.3775266113e+03,1.4820562676e-02,1.4553097077e-02,1.7219081521e-02,6.9605284929e-01,7.2751647234e-01,6.6267454624e-01
305,1.2299040934e+03,9.5402336472e+01,3.0886053002e+00,3.2891768754e-02,1.5373800881e-02,1.1925297843e-03,6.9632025560e-01,2.6181597389e-02,1.1729318848e+03,1.1524749756e+03,1.3643054199e+03,1.4661647379e-02,1.4405936934e-02,1.7053818330e-02,6.9683241844e-01,7.2812688351e-01,6.6400146484e-01
310,1.2143490804e+03,9.2498231311e+01,3.0831222070e+00,3.2311405048e-02,1.5179363390e-02,1.1562278105e-03,6.9738868872e-01,2.6025809452e-02,1.1590905762e+03,1.1392955322e+03,1.3446611328e+03,1.4488631859e-02,1.4241194353e-02,1.6808263958e-02,6.9786810875e-01,7.2902125120e-01,6.6527670622e-01
315,1.1980500081e+03,9.1390309389e+01,3.0772509548e+00,3.2339986359e-02,1.4975624469e-02,1.1423782519e-03,6.9818605979e-01,2.5602549185e-02,1.1400162354e+03,1.1270551758e+03,1.3270786133e+03,1.4250203036e-02,1.4088189229e-02,1.6588481143e-02,6.9897782803e-01,7.2913926840e-01,6.6644108295e-01
320,1.1878755290e+03,8.8531724831e+01,3.0736008186e+00,3.1632662830e-02,1.4848444300e-02,1.1066468037e-03,6.9881320000e-01,2.5343049624e-02,1.1354976807e+03,1.1155798340e+03,1.3125490723e+03,1.4193721116e-02,1.3944747858e-02,1.6406863928e-02,6.9937574863e-01,7.2956687212e-01,6.6749697924e-01
325,1.1711217041e+03,8.5327203306e+01,3.0674819756e+00,3.0961611484e-02,1.4639021829e-02,1.0665902709e-03,6.9971495867e-01,2.5313583837e-02,1.1238946533e+03,1.0985671387e+03,1.2909033203e+03,1.4048683457e-02,1.3732089661e-02,1.6136292368e-02,7.0033168793e-01,7.3040467501e-01,6.6840851307e-01
330,1.1564242350e+03,8.5460893045e+01,3.0619659035e+00,3.1382879145e-02,1.4455303239e-02,1.0682608959e-03,7.0070501169e-01,2.5319691448e-02,1.1075197754e+03,1.0851601562e+03,1.2765927734e+03,1.3843998313e-02,1.3564501889e-02,1.5957409516e-02,7.0151519775e-01,7.3130214214e-01,6.6929769516e-01
335,1.1442242839e+03,8.1823281436e+01,3.0574314506e+00,3.0404556848e-02,1.4302803514e-02,1.0227905170e-03,7.0140655835e-01,2.5082994365e-02,1.0995900879e+03,1.0740837402e+03,1.2589990234e+03,1.3744876720e-02,1.3426046818e-02,1.5737487003e-02,7.0203769207e-01,7.3180639744e-01,6.7037558556e-01
340,1.1330610352e+03,8.6826728555e+01,3.0530130356e+00,3.2589517092e-02,1.4163262521e-02,1.0853337712e-03,7.0210142930e-01,2.5012939823e-02,1.0906127930e+03,1.0545007324e+03,1.2540695801e+03,1.3632659800e-02,1.3181258924e-02,1.5675868839e-02,7.0268571377e-01,7.3243957758e-01,6.7117899656e-01
345,1.1183322347e+03,7.9603486182e+01,3.0475007263e+00,3.0271619074e-02,1.3979152155e-02,9.9504385215e-04,7.0318102837e-01,2.4702628257e-02,1.0754111328e+03,1.0496628418e+03,1.2299227295e+03,1.3442638330e-02,1.3120784424e-02,1.5374033712e-02,7.0445740223e-01,7.3277705908e-01,6.7230862379e-01
350,1.1078923747e+03,7.9739399277e+01,3.0434035947e+00,3.0606307150e-02,1.3848654615e-02,9.9674275252e-04,7.0361210903e-01,2.4676570596e-02,1.0652955322e+03,1.0387657471e+03,1.2196158447e+03,1.3316194527e-02,1.2984571047e-02,1.5245198272e-02,7.0487755537e-01,7.3318201303e-01,6.7277675867e-01
355,1.0961357829e+03,7.8146010533e+01,3.0387901634e+00,3.0334465429e-02,1.3701697501e-02,9.7682522311e-04,7.0457005501e-01,2.4510451281e-02,1.0556848145e+03,1.0272939453e+03,1.2054285889e+03,1.3196060434e-02,1.2841174379e-02,1.5067857690e-02,7.0538461208e-01,7.3417353630e-01,6.7415201664e-01
360,1.0820865479e+03,7.6107179367e+01,3.0332153425e+00,2.9951794716e-02,1.3526082039e-02,9.5133995244e-04,7.0527476072e-01,2.4316905295e-02,1.0443719482e+03,1.0136417236e+03,1.1882459717e+03,1.3054649346e-02,1.2670521624e-02,1.4853075147e-02,7.0595455170e-01,7.3471105099e-01,6.7515867949e-01
365,1.0725952148e+03,7.3677966810e+01,3.0294364864e+00,2.9275244956e-02,1.3407439925e-02,9.2097467666e-04,7.0616571109e-01,2.4196389742e-02,1.0370600586e+03,1.0055358887e+03,1.1751896973e+03,1.2963250279e-02,1.2569198385e-02,1.4689871110e-02,7.0731151104e-01,7.3521059752e-01,6.7597502470e-01
370,1.0602384440e+03,7.0717196866e+01,3.0244592296e+00,2.8473783835e-02,1.3252980697e-02,8.8396460269e-04,7.0676765839e-01,2.3950813703e-02,1.0289284668e+03,9.9363684082e+02,1.1581500244e+03,1.2861606665e-02,1.2420460582e-02,1.4476874843e-02,7.0785200596e-01,7.3554408550e-01,6.7690688372e-01
375,1.0509355062e+03,7.2883834427e+01,3.0205537405e+00,2.9637131153e-02,1.3136693897e-02,9.1104851230e-04,7.0753822724e-01,2.3671786403e-02,1.0220916748e+03,9.7965966797e+02,1.1510551758e+03,1.2776145712e-02,1.2245745398e-02,1.4388190582e-02,7.0840841532e-01,7.3608523607e-01,6.7812103033e-01
380,1.0406614380e+03,7.6813423436e+01,3.0161534073e+00,3.1501675746e-02,1.3008267929e-02,9.6016803569e-04,7.0820881923e-01,2.3631674778e-02,1.0093975220e+03,9.6619689941e+02,1.1463898926e+03,1.2617468834e-02,1.2077460997e-02,1.4329873957e-02,7.0919311047e-01,7.3664689064e-01,6.7878645658e-01
385,1.0304303182e+03,7.3828298605e+01,3.0119274397e+00,3.0619241518e-02,1.2880378713e-02,9.2285358164e-04,7.0902776718e-01,2.3493442641e-02,1.0021172485e+03,9.5755407715e+02,1.1316196289e+03,1.2526465580e-02,1.1969425716e-02,1.4145244844e-02,7.1012908220e-01,7.3723477125e-01,6.7971944809e-01
390,1.0182412313e+03,7.0602678739e+01,3.0068283547e+00,2.9640114086e-02,1.2728015271e-02,8.8253359888e-04,7.0974151293e-01,2.3389616811e-02,9.9085137939e+02,9.4878295898e+02,1.1150893555e+03,1.2385642156e-02,1.1859786697e-02,1.3938616961e-02,7.1130603552e-01,7.3757350445e-01,6.8034499884e-01
