step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,loss_replica_4,loss_replica_5,qy_replica_1,qy_replica_2,qy_replica_3,qy_replica_4,qy_replica_5
13,1.9792953730e+00,5.5845088587e-03,2.9650888122e-01,1.2251091494e-03,1.4472010662e-03,7.4353492885e-04,1.9794315100e+00,1.9722162485e+00,1.9830354452e+00,1.9743133783e+00,1.9874802828e+00,1.3903069776e-03,2.4630536791e-03,9.1654970311e-04,4.0972704301e-04,2.0563679282e-03
14,1.9747360468e+00,5.5569788295e-03,2.9550733476e-01,1.2218743752e-03,1.9034682773e-03,7.4314726900e-04,1.9748607874e+00,1.9677081108e+00,1.9784367085e+00,1.9697734118e+00,1.9829012156e+00,1.8524419283e-03,2.9123169370e-03,1.3743775198e-03,8.6172181182e-04,2.5164831895e-03
15,1.9691133976e+00,5.5232517998e-03,2.9426901911e-01,1.2179137810e-03,2.4675377412e-03,7.4271144187e-04,1.9692238569e+00,1.9621484280e+00,1.9727654457e+00,1.9641746283e+00,1.9772546291e+00,2.4237749167e-03,3.4677062649e-03,1.9403784536e-03,1.4205005718e-03,3.0853284989e-03
16,1.9622883558e+00,5.4823326347e-03,2.9276113231e-01,1.2130803671e-03,3.1544071157e-03,7.4225041135e-04,1.9623820782e+00,1.9553998709e+00,1.9658811092e+00,1.9573783875e+00,1.9704003334e+00,3.1195012853e-03,4.1439831257e-03,2.6295990683e-03,2.1009102929e-03,3.7780418061e-03
17,1.9541186333e+00,5.4330456916e-03,2.9094924788e-01,1.2071825622e-03,3.9797825739e-03,7.4179912486e-04,1.9541925192e+00,1.9473218918e+00,1.9576402903e+00,1.9492437840e+00,1.9621946812e+00,3.9555369876e-03,4.9566011876e-03,3.4577988554e-03,2.9184983578e-03,4.6104774810e-03
18,1.9444611788e+00,5.3751447934e-03,2.8879761809e-01,1.2002276082e-03,4.9600197468e-03,7.4141401905e-04,1.9445120096e+00,1.9377729893e+00,1.9478987455e+00,1.9396271706e+00,1.9524949789e+00,4.9484539777e-03,5.9216525406e-03,4.4413851574e-03,3.8894487079e-03,5.5991583504e-03
19,1.9331744194e+00,5.3073873510e-03,2.8626940362e-01,1.1919919766e-03,6.1120509170e-03,7.4117175203e-04,1.9331990480e+00,1.9266128540e+00,1.9365137815e+00,1.9283887148e+00,1.9411576986e+00,6.1154123396e-03,7.0557906292e-03,5.5973464623e-03,5.0305151381e-03,6.7611900158e-03
20,1.9201202631e+00,5.2292426984e-03,2.8332682087e-01,1.1823965329e-03,7.4533197097e-03,7.4118627095e-04,1.9201149940e+00,1.9137055874e+00,1.9233454466e+00,1.9153902531e+00,1.9280450344e+00,7.4740885757e-03,8.3761774004e-03,6.9431802258e-03,6.3589401543e-03,8.1142121926e-03
21,1.9051661968e+00,5.1397504610e-03,2.7993128754e-01,1.1712496530e-03,9.0017041191e-03,7.4160436413e-04,1.9051281214e+00,1.8989197016e+00,1.9082604647e+00,1.9005002975e+00,1.9130223989e+00,9.0426066890e-03,9.9003920332e-03,8.4968172014e-03,7.8923944384e-03,9.6763102338e-03
22,1.8881895304e+00,5.0383906283e-03,2.7604403985e-01,1.1584363750e-03,1.0775443725e-02,7.4261940198e-04,1.8881155252e+00,1.8821340799e+00,1.8911349773e+00,1.8835965395e+00,1.8959665298e+00,1.0839453898e-02,1.1646368541e-02,1.0276556015e-02,9.6488902345e-03,1.1465949938e-02
23,1.8690793753e+00,4.9245978924e-03,2.7162623857e-01,1.1438062108e-03,1.2793063559e-02,7.4448350503e-04,1.8689664602e+00,1.8632395267e+00,1.8718566895e+00,1.8645684719e+00,1.8767657280e+00,1.2883405201e-02,1.3632325456e-02,1.2300966308e-02,1.1646708474e-02,1.3501912355e-02
24,1.8477401972e+00,4.7979745944e-03,2.6663944360e-01,1.1272174709e-03,1.5073291957e-02,7.4750437615e-04,1.8475862741e+00,1.8421409130e+00,1.8503291607e+00,1.8433215618e+00,1.8553230762e+00,1.5193452127e-02,1.5876667574e-02,1.4588834718e-02,1.3904313557e-02,1.5803191811e-02
25,1.8240958691e+00,4.6583948397e-03,2.6104624453e-01,1.1085574827e-03,1.7634980381e-02,7.5206537468e-04,1.8238998652e+00,1.8187632561e+00,1.8264757395e+00,1.8197792768e+00,1.8315612078e+00,1.7788710073e-02,1.8397925422e-02,1.7159057781e-02,1.6440268606e-02,1.8388940021e-02
26,1.7980934620e+00,4.5058727992e-03,2.5481089930e-01,1.0877087793e-03,2.0497024432e-02,7.5862600271e-04,1.7978549004e+00,1.7930543423e+00,1.8002426624e+00,1.7938891649e+00,1.8054262400e+00,2.0688334480e-02,2.1214677021e-02,2.0030578598e-02,1.9273154438e-02,2.1278377622e-02
27,1.7697070360e+00,4.3407040646e-03,2.4790007224e-01,1.0645807038e-03,2.3678267747e-02,7.6772295125e-04,1.7694265842e+00,1.7649881840e+00,1.7716035843e+00,1.7656258345e+00,1.7768909931e+00,2.3911437020e-02,2.4345440790e-02,2.3222280666e-02,2.2421475500e-02,2.4490704760e-02
28,1.7389418364e+00,4.1639753154e-03,2.4028381212e-01,1.0392360968e-03,2.7197418362e-02,7.7997154562e-04,1.7386218309e+00,1.7345695496e+00,1.7405641079e+00,1.7349936962e+00,1.7459599972e+00,2.7476990595e-02,2.7808606625e-02,2.6752907783e-02,2.5903567672e-02,2.8045019135e-02
29,1.7058393002e+00,3.9765053443e-03,2.3193693690e-01,1.0116345253e-03,3.1072966754e-02,7.9605674883e-04,1.7054834366e+00,1.7018396854e+00,1.7071655989e+00,1.7020344734e+00,1.7126733065e+00,3.1403739005e-02,3.1622365117e-02,3.0640987679e-02,2.9737511650e-02,3.1960230321e-02
30,1.6704807281e+00,3.7803173701e-03,2.2284035883e-01,9.8200653980e-04,3.5323084891e-02,8.1671855804e-04,1.6700959206e+00,1.6668778658e+00,1.6714899540e+00,1.6668283939e+00,1.6771115065e+00,3.5710133612e-02,3.5804580897e-02,3.4904710948e-02,3.3941034228e-02,3.6254964769e-02
31,1.6329912186e+00,3.5778030512e-03,2.1298280820e-01,9.5066350694e-04,3.9965531230e-02,8.4272639646e-04,1.6325852871e+00,1.6298079491e+00,1.6336640120e+00,1.6294996738e+00,1.6393991709e+00,4.0414165705e-02,4.0372751653e-02,3.9561863989e-02,3.8531411439e-02,4.0947463363e-02
32,1.5935436726e+00,3.3724085029e-03,2.0236299894e-01,9.1820179213e-04,4.5017562062e-02,8.7486693382e-04,1.5931278467e+00,1.5907996893e+00,1.5938622952e+00,1.5902194977e+00,1.5997090340e+00,4.5533351600e-02,4.5343860984e-02,4.4629715383e-02,4.3525360525e-02,4.6055521816e-02
33,1.5523614168e+00,3.1681948969e-03,1.9099193681e-01,8.8542632099e-04,5.0495825708e-02,9.1388660019e-04,1.5519497395e+00,1.5500727892e+00,1.5523103476e+00,1.5492098331e+00,1.5582643747e+00,5.1084559411e-02,5.0734356046e-02,5.0124913454e-02,4.8938978463e-02,5.1596321166e-02
34,1.5097212553e+00,2.9704522790e-03,1.7889593009e-01,8.5356869876e-04,5.6416282058e-02,9.6049940348e-04,1.5093302727e+00,1.5079003572e+00,1.5092880726e+00,1.5067447424e+00,1.5153428316e+00,5.7083990425e-02,5.6559994817e-02,5.6063428521e-02,5.4787594825e-02,5.7586401701e-02
35,1.4659531355e+00,2.7855731588e-03,1.6611930383e-01,8.2432792638e-04,6.2794079632e-02,1.0153385065e-03,1.4656034708e+00,1.4646064043e+00,1.4651287794e+00,1.4631512165e+00,1.4712758064e+00,6.3546970487e-02,6.2835797668e-02,6.2460388988e-02,6.1085715890e-02,6.4041525126e-02
36,1.4214404821e+00,2.6204872332e-03,1.5272794289e-01,7.9978331782e-04,6.9643472135e-02,1.0789597311e-03,1.4211553335e+00,1.4205696583e+00,1.4202202559e+00,1.4188086987e+00,1.4264484644e+00,7.0487953722e-02,6.9575957954e-02,6.9330029190e-02,6.7846879363e-02,7.0976540446e-02
37,1.3766178608e+00,2.4820997907e-03,1.3881269495e-01,7.8228614111e-04,7.6977719367e-02,1.1518006570e-03,1.3764234781e+00,1.3762173653e+00,1.3750025034e+00,1.3741484880e+00,1.3812974691e+00,7.7920347452e-02,7.6793715358e-02,7.6685599983e-02,7.5083643198e-02,7.8405290842e-02
38,1.3319666147e+00,2.3775711910e-03,1.2449264839e-01,7.7459029975e-04,8.4808969498e-02,1.2342245187e-03,1.3318924904e+00,1.3320240974e+00,1.3299618959e+00,1.3296461105e+00,1.3363084793e+00,8.5856437683e-02,8.4501281381e-02,8.4539212286e-02,8.2807399333e-02,8.6340516806e-02
39,1.2880074501e+00,2.3113701095e-03,1.0991767633e-01,7.7890368992e-04,9.3148167431e-02,1.3265032985e-03,1.2880853415e+00,1.2885028124e+00,1.2856254578e+00,1.2858173847e+00,1.2920062542e+00,9.4307258725e-02,9.2709727585e-02,9.2901758850e-02,9.1028340161e-02,9.4793751836e-02
40,1.2452925920e+00,2.2851646407e-03,9.5270673670e-02,7.9670622675e-04,1.0200493634e-01,1.4287910714e-03,1.2455568314e+00,1.2461985350e+00,1.2425513268e+00,1.2432084084e+00,1.2489478588e+00,1.0328248143e-01,1.0142897069e-01,1.0178281367e-01,9.9755346775e-02,1.0377506912e-01
41,1.2043939590e+00,2.2968445229e-03,8.0767778818e-02,8.2820516965e-04,1.1138748676e-01,1.5411606836e-03,1.2048796415e+00,1.2056754827e+00,1.2013182640e+00,1.2023851871e+00,1.2077112198e+00,1.1279025674e-01,1.1066755652e-01,1.1119055748e-01,1.0899592936e-01,1.1329313368e-01
42,1.1658901453e+00,2.3411554016e-03,6.6656755576e-02,8.7228602906e-04,1.2130244225e-01,1.6636034644e-03,1.1666338444e+00,1.1675050259e+00,1.1625109911e+00,1.1639200449e+00,1.1688808203e+00,1.2283720076e-01,1.2043256313e-01,1.2113151699e-01,1.1875606328e-01,1.2335486710e-01
43,1.1303519487e+00,2.4110936091e-03,5.3212698796e-02,9.2677985254e-04,1.3175475895e-01,1.7960132628e-03,1.1313897371e+00,1.1322516203e+00,1.1267063618e+00,1.1283779144e+00,1.1330341101e+00,1.3342805207e-01,1.3072952628e-01,1.3161061704e-01,1.2904012203e-01,1.3396547735e-01
44,1.0983273745e+00,2.4995810035e-03,4.0730682437e-02,9.8895309329e-04,1.4274752140e-01,1.9381656566e-03,1.0996949673e+00,1.1004579067e+00,1.0944572687e+00,1.0963016748e+00,1.1007250547e+00,1.4456573129e-01,1.4156225324e-01,1.4263078570e-01,1.3985078037e-01,1.4512805641e-01
45,1.0703268290e+00,2.6008318652e-03,2.9515128319e-02,1.0560242739e-03,1.5428186357e-01,2.0897572209e-03,1.0720585585e+00,1.0726301670e+00,1.0662784576e+00,1.0681971312e+00,1.0724698305e+00,1.5625101328e-01,1.5293264389e-01,1.5419310331e-01,1.5118886530e-01,1.5684369206e-01
46,1.0468094349e+00,2.7112941800e-03,1.9866170201e-02,1.1256408810e-03,1.6635667980e-01,2.2503617038e-03,1.0489374399e+00,1.0492247343e+00,1.0426317453e+00,1.0445202589e+00,1.0487329960e+00,1.6848236322e-01,1.6484051943e-01,1.6629636288e-01,1.6305314004e-01,1.6911101341e-01
47,1.0281718493e+00,2.8298739891e-03,1.2064062497e-02,1.1961409598e-03,1.7896846831e-01,2.4193731874e-03,1.0307257175e+00,1.0306372643e+00,1.0239143372e+00,1.0256668329e+00,1.0299150944e+00,1.8125563860e-01,1.7728348076e-01,1.7893683910e-01,1.7544029653e-01,1.8192608654e-01
48,1.0147404909e+00,2.9580226509e-03,6.3531435252e-03,1.2667697865e-03,1.9211112857e-01,2.5961575751e-03,1.0177479982e+00,1.0171940327e+00,1.0104511976e+00,1.0119637251e+00,1.0163455009e+00,1.9456413388e-01,1.9025640190e-01,1.9210833311e-01,1.8834455311e-01,1.9528222084e-01
49,1.0067679644e+00,3.0990110240e-03,2.9273288204e-03,1.3375152882e-03,2.0577576160e-01,2.7798681942e-03,1.0102547407e+00,1.0091494322e+00,1.0024912357e+00,1.0036664009e+00,1.0082780123e+00,2.0839807391e-01,2.0375168324e-01,2.0580172539e-01,2.0175762475e-01,2.0916970074e-01
50,1.0044327259e+00,3.2573780914e-03,1.9185693365e-03,1.4089454267e-03,2.1995036006e-01,2.9695924084e-03,1.0084233284e+00,1.0066843033e+00,1.0002061129e+00,1.0009589195e+00,1.0058909655e+00,2.2274447978e-01,2.1775852144e-01,2.2000472248e-01,2.1566839516e-01,2.2357568145e-01
51,1.0078434229e+00,3.4380963067e-03,3.3905382334e-03,1.4818572815e-03,2.3461970389e-01,3.1642357496e-03,1.0123622417e+00,1.0099103451e+00,1.0036948919e+00,1.0039573908e+00,1.0092922449e+00,2.3758697510e-01,2.3226293921e-01,2.3470184207e-01,2.3006290197e-01,2.3848386109e-01
52,1.0170470953e+00,3.6454186045e-03,7.3382737889e-03,1.5567504179e-03,2.4976511300e-01,3.3626554704e-03,1.0221194029e+00,1.0188784599e+00,1.0129921436e+00,1.0127190351e+00,1.0185264349e+00,2.5290560722e-01,2.4724754691e-01,2.4987411499e-01,2.4492384493e-01,2.5387445092e-01
53,1.0320391893e+00,3.8831433878e-03,1.3693115164e-02,1.6339171139e-03,2.6536432505e-01,3.5636408476e-03,1.0376936197e+00,1.0335876942e+00,1.0280772448e+00,1.0272505283e+00,1.0335868597e+00,2.6867675781e-01,2.6269134879e-01,2.6549890637e-01,2.6023057103e-01,2.6972404122e-01
54,1.0527758360e+00,4.1529873497e-03,2.2332530217e-02,1.7127599148e-03,2.8139150739e-01,3.7658693888e-03,1.0590447187e+00,1.0539969206e+00,1.0488883257e+00,1.0475217104e+00,1.0544275045e+00,2.8487297893e-01,2.7856966853e-01,2.8155004978e-01,2.7595919371e-01,2.8600564599e-01
55,1.0791856527e+00,4.4558692254e-03,3.3092463163e-02,1.7923965119e-03,2.9781704545e-01,3.9680215003e-03,1.0861068964e+00,1.0800377131e+00,1.0753334761e+00,1.0734755993e+00,1.0809745789e+00,3.0146312714e-01,2.9485407472e-01,2.9799759388e-01,2.9208204150e-01,3.0268839002e-01
56,1.1111829281e+00,4.7926692177e-03,4.5781524099e-02,1.8720191297e-03,3.1460795999e-01,4.1687961570e-03,1.1188013554e+00,1.1116259098e+00,1.1073033810e+00,1.1050412655e+00,1.1131427288e+00,3.1841248274e-01,3.1151264906e-01,3.1480810046e-01,3.0856823921e-01,3.1973832846e-01
57,1.1486768723e+00,5.1638858713e-03,6.0193493260e-02,1.9507886730e-03,3.3172774911e-01,4.3668582470e-03,1.1570442915e+00,1.1486717463e+00,1.1446830034e+00,1.1421439648e+00,1.1508413553e+00,3.3568283916e-01,3.2850980759e-01,3.3194482327e-01,3.2538348436e-01,3.3711779118e-01
58,1.1915809155e+00,5.5715554858e-03,7.6118797943e-02,2.0285688168e-03,3.4913688898e-01,4.5610301606e-03,1.2007565498e+00,1.1910870075e+00,1.1873615980e+00,1.1847120523e+00,1.1939873695e+00,3.5323294997e-01,3.4580671787e-01,3.4936800599e-01,3.4249034524e-01,3.5478642583e-01
59,1.2398191214e+00,6.0190130061e-03,9.3353220800e-02,2.1057358238e-03,3.6679313779e-01,4.7501220644e-03,1.2498676777e+00,1.2387943268e+00,1.2352380753e+00,1.2326853275e+00,1.2425101995e+00,3.7101879716e-01,3.6336183548e-01,3.6703526974e-01,3.5984867811e-01,3.7270110846e-01
60,1.2933304310e+00,6.5122552812e-03,1.1170400170e-01,2.1835275864e-03,3.8465182781e-01,4.9331450961e-03,1.3043223619e+00,1.2917288542e+00,1.2882283926e+00,1.2860174179e+00,1.2963551283e+00,3.8899412751e-01,3.8113096356e-01,3.8490185142e-01,3.7741568685e-01,3.9081650972e-01
61,1.3520723820e+00,7.0597638789e-03,1.3099403505e-01,2.2637805406e-03,4.0266665220e-01,5.1091738312e-03,1.3640812635e+00,1.3498418331e+00,1.3462678194e+00,1.3446806669e+00,1.3554903269e+00,4.0711104870e-01,3.9906796813e-01,4.0292155743e-01,3.9514696598e-01,4.0908572078e-01
62,1.4160209179e+00,7.6711488628e-03,1.5106331199e-01,2.3483304966e-03,4.2078986764e-01,5.2774175308e-03,1.4291199446e+00,1.4131025076e+00,1.4093151093e+00,1.4086654186e+00,1.4199016094e+00,4.2532032728e-01,4.1712525487e-01,4.2104685307e-01,4.1299641132e-01,4.2746049166e-01
63,1.4851711035e+00,8.3580611646e-03,1.7176963172e-01,2.4392071325e-03,4.3897317648e-01,5.4372641810e-03,1.4994312525e+00,1.4814941883e+00,1.4773519039e+00,1.4779815674e+00,1.4895966053e+00,4.4357240200e-01,4.3525430560e-01,4.3923005462e-01,4.3091711402e-01,4.4589200616e-01
64,1.5595363379e+00,9.1319667598e-03,1.9298807303e-01,2.5379032858e-03,4.5716822147e-01,5.5882061725e-03,1.5750211477e+00,1.5550183058e+00,1.5503824949e+00,1.5526576042e+00,1.5646021366e+00,4.6181768179e-01,4.5340657234e-01,4.5742312074e-01,4.4886204600e-01,4.6433168650e-01
65,1.6391462088e+00,1.0004526393e-02,2.1460962532e-01,2.6455298346e-03,4.7532700300e-01,5.7299370640e-03,1.6559095383e+00,1.6336858273e+00,1.6284334660e+00,1.6327400208e+00,1.6449621916e+00,4.8000735044e-01,4.7153320909e-01,4.7557896376e-01,4.6678432822e-01,4.8273116350e-01
66,1.7240452528e+00,1.0985213646e-02,2.3653986606e-01,2.7622569194e-03,4.9340272546e-01,5.8622080034e-03,1.7421252728e+00,1.7175221443e+00,1.7115525007e+00,1.7182910442e+00,1.7307353020e+00,4.9809375405e-01,4.8958683014e-01,4.9365147948e-01,4.8463812470e-01,5.0104343891e-01
67,1.8142917395e+00,1.2081187287e-02,2.5869751448e-01,2.8874687807e-03,5.1135015488e-01,5.9849903836e-03,1.8337072134e+00,1.8065618277e+00,1.7998102903e+00,1.8093872070e+00,1.8219921589e+00,5.1603102684e-01,5.0752145052e-01,5.1159662008e-01,5.0237864256e-01,5.1922303438e-01
68,1.9099534750e+00,1.3298290241e-02,2.8101227835e-01,3.0201799152e-03,5.2912609577e-01,6.0982104897e-03,1.9306995869e+00,1.9008433819e+00,1.8932906389e+00,1.9061208963e+00,1.9188128710e+00,5.3377574682e-01,5.2529245615e-01,5.2937209606e-01,5.1996374130e-01,5.3722643852e-01
69,2.0111083508e+00,1.4639589229e-02,3.0342397539e-01,3.1588146186e-03,5.4668980837e-01,6.2020990083e-03,2.0331509113e+00,2.0004110336e+00,1.9920990467e+00,2.0085937977e+00,2.0212869644e+00,5.5128681660e-01,5.4285800457e-01,5.4693841934e-01,5.3735285997e-01,5.5501294136e-01
70,2.1178400993e+00,1.6107895766e-02,3.2588061182e-01,3.3018973124e-03,5.6400352716e-01,6.2968285094e-03,2.1411125660e+00,2.1053104401e+00,2.0963516235e+00,2.1169188023e+00,2.1295070648e+00,5.6852656603e-01,5.6017887592e-01,5.6425881386e-01,5.5450880527e-01,5.7254457474e-01
71,2.2302382946e+00,1.7704631363e-02,3.4833758313e-01,3.4478397857e-03,5.8103249073e-01,6.3826411578e-03,2.2546355724e+00,2.2155892849e+00,2.2061800957e+00,2.2312180996e+00,2.2435684204e+00,5.8546030521e-01,5.7721894979e-01,5.8129984140e-01,5.7139706612e-01,5.8978629112e-01
72,2.3483956814e+00,1.9433511765e-02,3.7075639300e-01,3.5956871641e-03,5.9774532318e-01,6.4599718507e-03,2.3737709522e+00,2.3312928677e+00,2.3217256069e+00,2.3516209126e+00,2.3635680676e+00,6.0205703974e-01,5.9394514561e-01,5.9803122282e-01,5.8798646927e-01,6.0670673847e-01
73,2.4724059105e+00,2.1301846998e-02,3.9310363407e-01,3.7452276128e-03,6.1411404610e-01,6.5292072391e-03,2.4985673428e+00,2.4524629116e+00,2.4431364536e+00,2.4782602787e+00,2.4896025658e+00,6.1828935146e-01,6.1032801867e-01,6.1442571878e-01,6.0424929857e-01,6.2327784300e-01
74,2.6023648739e+00,2.3320180925e-02,4.1535072105e-01,3.8967685170e-03,6.3011447191e-01,6.5908471502e-03,2.6290698051e+00,2.5791373253e+00,2.5705740452e+00,2.6112775803e+00,2.6217656136e+00,6.3413351774e-01,6.2634158134e-01,6.3046038151e-01,6.2016147375e-01,6.3947540522e-01
75,2.7383666039e+00,2.5506999626e-02,4.3747270909e-01,4.0517707218e-03,6.4572576284e-01,6.6454199286e-03,2.7653203011e+00,2.7113518715e+00,2.7041993141e+00,2.7508146763e+00,2.7601468563e+00,6.4956951141e-01,6.4196354151e-01,6.4611488581e-01,6.3570225239e-01,6.5527862310e-01
76,2.8805043697e+00,2.7888967301e-02,4.5944813262e-01,4.2125970096e-03,6.6093068123e-01,6.6935858112e-03,2.9073562622e+00,2.8491349220e+00,2.8441812992e+00,2.8970155716e+00,2.9048337936e+00,6.6458094120e-01,6.5717518330e-01,6.6137278080e-01,6.5085417032e-01,6.7067033052e-01
77,3.0288687229e+00,3.0502869348e-02,4.8125836778e-01,4.3825530452e-03,6.7571536303e-01,6.7359368758e-03,3.0552105904e+00,2.9925074577e+00,2.9906926155e+00,3.0500278473e+00,3.0559051037e+00,6.7915481329e-01,6.7196094990e-01,6.7622065544e-01,6.6560357809e-01,6.8563681841e-01
78,3.1835481644e+00,3.3397056481e-02,5.0288745849e-01,4.5658169098e-03,6.9006938934e-01,6.7730800034e-03,3.2089118958e+00,3.1414875984e+00,3.1439063549e+00,3.2099981308e+00,3.2134368420e+00,6.9328159094e-01,6.8630927801e-01,6.9064849615e-01,6.7993992567e-01,7.0016765594e-01
79,3.3446289539e+00,3.6630986159e-02,5.2432182030e-01,4.7671144528e-03,7.0398534536e-01,6.8058578400e-03,3.3684856892e+00,3.2960891724e+00,3.3039982319e+00,3.3770716190e+00,3.3775000572e+00,7.0695489645e-01,7.0021152496e-01,7.0464897156e-01,6.9385546446e-01,7.1425586939e-01
80,3.5121921539e+00,4.0276264086e-02,5.4554962545e-01,4.9916527119e-03,7.1745868921e-01,6.8351037990e-03,3.5339531898e+00,3.4563150406e+00,3.4711434841e+00,3.5513916016e+00,3.5481574535e+00,7.2017127275e-01,7.1366190910e-01,7.1821761131e-01,7.0734536648e-01,7.2789728642e-01
81,3.6863182545e+00,4.4414564969e-02,5.6656120725e-01,5.2446723924e-03,7.3048760891e-01,6.8615221016e-03,3.7053344250e+00,3.6221668720e+00,3.6455180645e+00,3.7331037521e+00,3.7254681587e+00,7.3293006420e-01,7.2665762901e-01,7.3135274649e-01,7.2040754557e-01,7.4109005928e-01
82,3.8670827866e+00,4.9133979134e-02,5.8734830483e-01,5.5309421688e-03,7.4307284355e-01,6.8860242666e-03,3.8826434612e+00,3.7936406136e+00,3.8272984028e+00,3.9223477840e+00,3.9094836712e+00,7.4523293972e-01,7.3919874430e-01,7.4405479431e-01,7.3304224014e-01,7.5383549929e-01
83,4.0545589447e+00,5.4529577694e-02,6.0790421637e-01,5.8548335222e-03,7.5521718264e-01,6.9095217061e-03,4.0658974648e+00,3.9707260132e+00,4.0166573524e+00,4.1192617416e+00,4.1002521515e+00,7.5708383322e-01,7.5128704309e-01,7.5632637739e-01,7.4525183439e-01,7.6613682508e-01
84,4.2488159180e+00,6.0696292900e-02,6.2822345383e-01,6.2195933477e-03,7.6692537069e-01,6.9327551339e-03,4.2551102638e+00,4.1534123421e+00,4.2137651443e+00,4.3239789009e+00,4.2978129387e+00,7.6848846674e-01,7.6292717457e-01,7.6817184687e-01,7.5704050064e-01,7.7799886465e-01
