step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3
111,3.9873576864e+02,1.1105168788e+01,2.6005148801e+00,1.2196363674e-02,9.9683942002e-06,2.7762907235e-07,4.0927200317e+02,3.8338162231e+02,4.0355368042e+02,1.0231799934e-05,9.5845407486e-06,1.0088841918e-05
112,3.7313805135e+02,1.0541213795e+01,2.5716942651e+00,1.2373333845e-02,9.3284512938e-06,2.6353028386e-07,3.8310827637e+02,3.5855493164e+02,3.7775094604e+02,9.5777068054e-06,8.9638733698e-06,9.4437737062e-06
113,3.4919201660e+02,9.9825565223e+00,2.5428847811e+00,1.2523146980e-02,8.7298003564e-06,2.4956417804e-07,3.5860000610e+02,3.3537240601e+02,3.5360363770e+02,8.9650002337e-06,8.3843096945e-06,8.8400911409e-06
114,3.2680828857e+02,9.4681285131e+00,2.5141086428e+00,1.2693411459e-02,8.1702073658e-06,2.3670334456e-07,3.3570700073e+02,3.1369418335e+02,3.3102368164e+02,8.3926752268e-06,7.8423545347e-06,8.2755923358e-06
115,3.0587531535e+02,8.9800606995e+00,2.4853550054e+00,1.2865236085e-02,7.6468830533e-06,2.2450150664e-07,3.1428753662e+02,2.9342977905e+02,3.0990863037e+02,7.8571883932e-06,7.3357446126e-06,7.7477161540e-06
116,2.8630283610e+02,8.5030407778e+00,2.4566317648e+00,1.3016429761e-02,7.1575709626e-06,2.1257595168e-07,2.9425283813e+02,2.7451434326e+02,2.9014132690e+02,7.3563210208e-06,6.8628587542e-06,7.2535331128e-06
117,2.6799903361e+02,8.0572451329e+00,2.4279345022e+00,1.3178651524e-02,6.6999755290e-06,2.0143127850e-07,2.7550588989e+02,2.5682171631e+02,2.7166949463e+02,6.8876470323e-06,6.4205423769e-06,6.7917371780e-06
118,2.5086990865e+02,7.6405500244e+00,2.3992445822e+00,1.3352862501e-02,6.2717476794e-06,1.9101395974e-07,2.5796102905e+02,2.4026361084e+02,2.5438508606e+02,6.4490259319e-06,6.0065899561e-06,6.3596271502e-06
119,2.3485487366e+02,7.2392219343e+00,2.3705905868e+00,1.3516193827e-02,5.8713717408e-06,1.8098064992e-07,2.4156164551e+02,2.2480268860e+02,2.3820028687e+02,6.0390411818e-06,5.6200669860e-06,5.9550070546e-06
120,2.1987098185e+02,6.8609777916e+00,2.3419536853e+00,1.3685402857e-02,5.4967745200e-06,1.7152453650e-07,2.2620477295e+02,2.1033840942e+02,2.2306976318e+02,5.6551193666e-06,5.2584600780e-06,5.5767441154e-06
121,2.0586019389e+02,6.5032623889e+00,2.3133527646e+00,1.3857000105e-02,5.1465047666e-06,1.6258165635e-07,2.1184942627e+02,1.9682112122e+02,2.0891003418e+02,5.2962354857e-06,4.9205277719e-06,5.2227510423e-06
122,1.9274253845e+02,6.1525140280e+00,2.2847533041e+00,1.4003810988e-02,4.8185635630e-06,1.5381289295e-07,1.9839706421e+02,1.8418815613e+02,1.9564239502e+02,4.9599266276e-06,4.6047039177e-06,4.8910601436e-06
123,1.8047747803e+02,5.8314353549e+00,2.2561931711e+00,1.4177542398e-02,4.5119368224e-06,1.4578589468e-07,1.8581958008e+02,1.7236538696e+02,1.8324746704e+02,4.6454892981e-06,4.3091345105e-06,4.5811866585e-06
124,1.6899246724e+02,5.5217585330e+00,2.2276322570e+00,1.4339170190e-02,4.2248116188e-06,1.3804401086e-07,1.7404090881e+02,1.6130882263e+02,1.7162767029e+02,4.3510226533e-06,4.0327204260e-06,4.2906917770e-06
125,1.5824918111e+02,5.2318175512e+00,2.1991007373e+00,1.4511126659e-02,3.9562294963e-06,1.3079552238e-07,1.6301779175e+02,1.5096557617e+02,1.6076417542e+02,4.0754448491e-06,3.7741392589e-06,4.0191043809e-06
126,1.4819847616e+02,4.9562559063e+00,2.1705973455e+00,1.4681446553e-02,3.7049620308e-06,1.2390650238e-07,1.5270687866e+02,1.4129643250e+02,1.5059211731e+02,3.8176722228e-06,3.5324108012e-06,3.7648030684e-06
127,1.3879040019e+02,4.6918957192e+00,2.1421076170e+00,1.4842746286e-02,3.4697601829e-06,1.1729739422e-07,1.4304948425e+02,1.3225450134e+02,1.4106721497e+02,3.5762373045e-06,3.3063627143e-06,3.5266805298e-06
128,1.2998444112e+02,4.4440690213e+00,2.1136337516e+00,1.5013836837e-02,3.2496110786e-06,1.1110172942e-07,1.3400566101e+02,1.2379089355e+02,1.3215676880e+02,3.3501416965e-06,3.0947724099e-06,3.3039191294e-06
129,1.2174251811e+02,4.2058427733e+00,2.0851791831e+00,1.5173425135e-02,3.0435630075e-06,1.0514609413e-07,1.2553758240e+02,1.1587865448e+02,1.2381131744e+02,3.1384397516e-06,2.8969664072e-06,3.0952828638e-06
130,1.1402453359e+02,3.9799890931e+00,2.0567296781e+00,1.5332783413e-02,2.8506133276e-06,9.9499702226e-08,1.1760933685e+02,1.0847415924e+02,1.1599010468e+02,2.9402333439e-06,2.7118539947e-06,2.8997526442e-06
131,1.0680260213e+02,3.7721875935e+00,2.0283067280e+00,1.5517439348e-02,2.6700650627e-06,9.4304736254e-08,1.1019522858e+02,1.0154094696e+02,1.0867163086e+02,2.7548808248e-06,2.5385236313e-06,2.7167907319e-06
132,1.0004359182e+02,3.5714739005e+00,1.9999081547e+00,1.5687039845e-02,2.5010897389e-06,8.9286910031e-08,1.0324685669e+02,9.5060028076e+01,1.0182389069e+02,2.5811714295e-06,2.3765005608e-06,2.5455972263e-06
133,9.3713521322e+01,3.3749025610e+00,1.9715161177e+00,1.5827177258e-02,2.3428379639e-06,8.4372480494e-08,9.6733436584e+01,8.9002777100e+01,9.5404350281e+01,2.4183357255e-06,2.2250694656e-06,2.3851087008e-06
134,8.7787572225e+01,3.1965322232e+00,1.9431404510e+00,1.6005468053e-02,2.1946893109e-06,7.9913276293e-08,9.0639755249e+01,8.3324127197e+01,8.9398834229e+01,2.2659939987e-06,2.0831032543e-06,2.2349706796e-06
135,8.2239201864e+01,3.0249110730e+00,1.9147802655e+00,1.6170467599e-02,2.0559800760e-06,7.5622674682e-08,8.4933662415e+01,7.8014465332e+01,8.3769477844e+01,2.1233415737e-06,1.9503618205e-06,2.0942368337e-06
136,7.7042599996e+01,2.8645632579e+00,1.8864257136e+00,1.6349001804e-02,1.9260649348e-06,7.1614067145e-08,7.9588363647e+01,7.3040634155e+01,7.8498802185e+01,1.9897090624e-06,1.8260158186e-06,1.9624699235e-06
137,7.2180389404e+01,2.7102525248e+00,1.8581078905e+00,1.6512713804e-02,1.8045097553e-06,6.7756391148e-08,7.4585792542e+01,6.8393363953e+01,7.3562011719e+01,1.8646449007e-06,1.7098340095e-06,1.8390503556e-06
138,6.7625211080e+01,2.5670197558e+00,1.8297903661e+00,1.6696722683e-02,1.6906302941e-06,6.4175523239e-08,6.9896095276e+01,6.4036872864e+01,6.8942665100e+01,1.7474023934e-06,1.6009217916e-06,1.7235666974e-06
139,6.3358042399e+01,2.4260932588e+00,1.8014778248e+00,1.6845255926e-02,1.5839510373e-06,6.0652282733e-08,6.5500656128e+01,5.9966003418e+01,6.4607467651e+01,1.6375163341e-06,1.4991501303e-06,1.6151866475e-06
140,5.9364710490e+01,2.2952353143e+00,1.7731980399e+00,1.7011484240e-02,1.4841177745e-06,5.7380865115e-08,6.1386974335e+01,5.6154716492e+01,6.0552440643e+01,1.5346743112e-06,1.4038679410e-06,1.5138110712e-06
141,5.5623498281e+01,2.1708058342e+00,1.7449216855e+00,1.7173671447e-02,1.3905874236e-06,5.4270148445e-08,5.7535827637e+01,5.2587467194e+01,5.6747200012e+01,1.4383956568e-06,1.3146866422e-06,1.4186799717e-06
142,5.2119776408e+01,2.0581133709e+00,1.7166578207e+00,1.7380588626e-02,1.3029944057e-06,5.1452844373e-08,5.3925056458e+01,4.9239898682e+01,5.3194374084e+01,1.3481263750e-06,1.2309974409e-06,1.3298594013e-06
143,4.8835909526e+01,1.9431568944e+00,1.6883892120e+00,1.7515597696e-02,1.2208977296e-06,4.8578884970e-08,5.0536979675e+01,4.6116268158e+01,4.9854480743e+01,1.2634244513e-06,1.1529067478e-06,1.2463619896e-06
144,4.5764850616e+01,1.8395154899e+00,1.6601747386e+00,1.7696714053e-02,1.1441212564e-06,4.5987825363e-08,4.7374752045e+01,4.3190185547e+01,4.6729614258e+01,1.1843687844e-06,1.0797547247e-06,1.1682402601e-06
145,4.2886463165e+01,1.7393918199e+00,1.6319563630e+00,1.7859254105e-02,1.0721615430e-06,4.3484804921e-08,4.4406654358e+01,4.0451557159e+01,4.3801177979e+01,1.1101662949e-06,1.0112888731e-06,1.0950294609e-06
146,4.0188194275e+01,1.6446011555e+00,1.6037279861e+00,1.8022258532e-02,1.0047048325e-06,4.1115038996e-08,4.1624591827e+01,3.7885810852e+01,4.1054180145e+01,1.0406147339e-06,9.4714522447e-07,1.0263545391e-06
147,3.7659942627e+01,1.5561609338e+00,1.5755017931e+00,1.8201360858e-02,9.4149855083e-07,3.8904020465e-08,3.9014690399e+01,3.5480587006e+01,3.8484550476e+01,9.7536724297e-07,8.8701466439e-07,9.6211374512e-07
148,3.5294356028e+01,1.4718714737e+00,1.5473203104e+00,1.8372329897e-02,8.8235888522e-07,3.6796816412e-08,3.6573432922e+01,3.3232643127e+01,3.6076992035e+01,9.1433582838e-07,8.3081602043e-07,9.0192480684e-07
149,3.3079305649e+01,1.3894523822e+00,1.5191657733e+00,1.8507866952e-02,8.2698265184e-07,3.4736342551e-08,3.4282218933e+01,3.1132257462e+01,3.3823440552e+01,8.5705551101e-07,7.7830640066e-07,8.4558604385e-07
150,3.1001105626e+01,1.3168400668e+00,1.4909776343e+00,1.8719308864e-02,7.7502765331e-07,3.2921009121e-08,3.2143135071e+01,2.9156148911e+01,3.1704032898e+01,8.0357841625e-07,7.2890372849e-07,7.9260081520e-07
151,2.9054510752e+01,1.2448694579e+00,1.4628069519e+00,1.8885226445e-02,7.2636277082e-07,3.1121764215e-08,3.0130535126e+01,2.7309776306e+01,2.9723220825e+01,7.5326340720e-07,6.8274437126e-07,7.4308053399e-07
152,2.7231071472e+01,1.1764514362e+00,1.4346512337e+00,1.9045325521e-02,6.8077677421e-07,2.9411306958e-08,2.8246128082e+01,2.5581920624e+01,2.7865165710e+01,7.0615323011e-07,6.3954797724e-07,6.9662911528e-07
153,2.5521890004e+01,1.1113320034e+00,1.4064926909e+00,1.9198625942e-02,6.3804725414e-07,2.7783298457e-08,2.6479843140e+01,2.3963871002e+01,2.6121955872e+01,6.6199606863e-07,5.9909677930e-07,6.5304891450e-07
154,2.3921524684e+01,1.0509646766e+00,1.3783610766e+00,1.9373322307e-02,5.9803810852e-07,2.6274102555e-08,2.4826902390e+01,2.2448047638e+01,2.4489624023e+01,6.2067255158e-07,5.6120120462e-07,6.1224056935e-07
155,2.2423022588e+01,9.9265601362e-01,1.3502597128e+00,1.9524673268e-02,5.6057554805e-07,2.4816420611e-08,2.3275121689e+01,2.1030797958e+01,2.2963148117e+01,5.8187805507e-07,5.2576990583e-07,5.7407868326e-07
156,2.1019192378e+01,9.3943551375e-01,1.3221731109e+00,1.9715198668e-02,5.2547983387e-07,2.3485881866e-08,2.1825202942e+01,1.9701545715e+01,2.1530828476e+01,5.4563008689e-07,4.9253867473e-07,5.3827073998e-07
157,1.9701635361e+01,8.8833287484e-01,1.2940513917e+00,1.9892939236e-02,4.9254089163e-07,2.2208312480e-08,2.0462242126e+01,1.8455415726e+01,2.0187248230e+01,5.1155603842e-07,4.6138541165e-07,5.0468122481e-07
158,1.8467542013e+01,8.3917284668e-01,1.2659510723e+00,2.0050731576e-02,4.6168853866e-07,2.0979325834e-08,1.9185329437e+01,1.7290172577e+01,1.8927124023e+01,4.7963322913e-07,4.3225429636e-07,4.7317809049e-07
159,1.7312153498e+01,7.9262090435e-01,1.2378860175e+00,2.0205573464e-02,4.3280383011e-07,1.9815521394e-08,1.7988533020e+01,1.6199848175e+01,1.7748079300e+01,4.4971332613e-07,4.0499620013e-07,4.4370196406e-07
160,1.6229224523e+01,7.5000588150e-01,1.2098238327e+00,2.0398144241e-02,4.0573061710e-07,1.8750149783e-08,1.6869518280e+01,1.5176765442e+01,1.6641389847e+01,4.2173795123e-07,3.7941913433e-07,4.1603476575e-07
161,1.5212591489e+01,7.0891897117e-01,1.1817211786e+00,2.0572586757e-02,3.8031478766e-07,1.7722975042e-08,1.5816863060e+01,1.4217641830e+01,1.5603269577e+01,3.9542157992e-07,3.5544104549e-07,3.9008173758e-07
162,1.4261522929e+01,6.6971798125e-01,1.1536763133e+00,2.0734580300e-02,3.5653807610e-07,1.6742945555e-08,1.4830835342e+01,1.3321354866e+01,1.4632378578e+01,3.7077089132e-07,3.3303388136e-07,3.6580945562e-07
163,1.3371350288e+01,6.3242117057e-01,1.1256785084e+00,2.0886960544e-02,3.3428375446e-07,1.5810526543e-08,1.3907032013e+01,1.2483252525e+01,1.3723766327e+01,3.4767577972e-07,3.1208131190e-07,3.4309417174e-07
164,1.2534171422e+01,5.9772754723e-01,1.0975905413e+00,2.1062200518e-02,3.1335429185e-07,1.4943178189e-08,1.3041545868e+01,1.1694953918e+01,1.2866014481e+01,3.2603864497e-07,2.9237386912e-07,3.2165036146e-07
165,1.1751340548e+01,5.6528952137e-01,1.0695733063e+00,2.1250956071e-02,2.9378351959e-07,1.4132242384e-08,1.2228534698e+01,1.0957277298e+01,1.2068209648e+01,3.0571337106e-07,2.7393193136e-07,3.0170525633e-07
166,1.1015269915e+01,5.3413521359e-01,1.0414726397e+00,2.1424919066e-02,2.7538174171e-07,1.3353368556e-08,1.1465771675e+01,1.0264912605e+01,1.1315125465e+01,2.8664427987e-07,2.5662282610e-07,2.8287811915e-07
167,1.0327327092e+01,5.0350715159e-01,1.0134596639e+00,2.1543294222e-02,2.5818317795e-07,1.2587682856e-08,1.0752931595e+01,9.6201314926e+00,1.0608918190e+01,2.6882329962e-07,2.4050328307e-07,2.6522295116e-07
168,9.6827303569e+00,4.7683017819e-01,9.8545871316e-01,2.1765208929e-02,2.4206825344e-07,1.1920742509e-08,1.0084197044e+01,9.0127754211e+00,9.9512186050e+00,2.5210491117e-07,2.2531939692e-07,2.4878045224e-07
169,9.0792258581e+00,4.5029719355e-01,9.5750186667e-01,2.1923788643e-02,2.2698064583e-07,1.1257436167e-08,9.4576358795e+00,8.4464492798e+00,9.3335924149e+00,2.3644089708e-07,2.1116122184e-07,2.3333981858e-07
170,8.5119344393e+00,4.2533513736e-01,9.2947294644e-01,2.2092025599e-02,2.1279835967e-07,1.0633380005e-08,8.8689908981e+00,7.9141831398e+00,8.7526292801e+00,2.2172477543e-07,1.9785457539e-07,2.1881572820e-07
171,7.9805270831e+00,4.0214312790e-01,9.0146669416e-01,2.2282818536e-02,1.9951318109e-07,1.0053585512e-08,8.3169422150e+00,7.4152083397e+00,8.2094306946e+00,2.0792356281e-07,1.8538020186e-07,2.0523577859e-07
172,7.4819238981e+00,3.7975326704e-01,8.7344007923e-01,2.2447379904e-02,1.8704809672e-07,9.4938307097e-09,7.7998652458e+00,6.9481148720e+00,7.6977915764e+00,1.9499663040e-07,1.7370287253e-07,1.9244478722e-07
173,7.0160357157e+00,3.5786667673e-01,8.4551283793e-01,2.2560230483e-02,1.7540088966e-07,8.9466608816e-09,7.3159308434e+00,6.5130300522e+00,7.2191462517e+00,1.8289826187e-07,1.6282575643e-07,1.8047865069e-07
174,6.5791780154e+00,3.3889034296e-01,8.1758101232e-01,2.2788440150e-02,1.6447944517e-07,8.4722570250e-09,6.8616228104e+00,6.1026368141e+00,6.7732744217e+00,1.7154056309e-07,1.5256591723e-07,1.6933185520e-07
175,6.1685991287e+00,3.2095745631e-01,7.8958374013e-01,2.3023817893e-02,1.5421498271e-07,8.0239304953e-09,6.4359807968e+00,5.7172594070e+00,6.3525571823e+00,1.6089951771e-07,1.4293149775e-07,1.5881393267e-07
176,5.7842659950e+00,3.0218567486e-01,7.6164046755e-01,2.3119306273e-02,1.4460664962e-07,7.5546420751e-09,6.0361347198e+00,5.3593401909e+00,5.9573230743e+00,1.5090337513e-07,1.3398350518e-07,1.4893306854e-07
177,5.4229346911e+00,2.8519453998e-01,7.3361839188e-01,2.3275314370e-02,1.3557336350e-07,7.1298621295e-09,5.6614542007e+00,5.0220098495e+00,5.5853400230e+00,1.4153634709e-07,1.2555024398e-07,1.3963349943e-07
178,5.0857418378e+00,2.6926755495e-01,7.0572979179e-01,2.3437758005e-02,1.2714354132e-07,6.7316877168e-09,5.3093523979e+00,4.7069978714e+00,5.2408752441e+00,1.3273380262e-07,1.1767494357e-07,1.3102187779e-07
179,4.7687575022e+00,2.5384701708e-01,6.7777386223e-01,2.3566980572e-02,1.1921894109e-07,6.3461814832e-09,4.9794502258e+00,4.4116892815e+00,4.9151329994e+00,1.2448626308e-07,1.1029222691e-07,1.2287833329e-07
180,4.4714185397e+00,2.4058613718e-01,6.4980005158e-01,2.3826723229e-02,1.1178546326e-07,6.0146520587e-09,4.6709008217e+00,4.1329774857e+00,4.6103773117e+00,1.1677251877e-07,1.0332443878e-07,1.1525943222e-07
181,4.1936089993e+00,2.2733617545e-01,6.2193281454e-01,2.4008795351e-02,1.0484022065e-07,5.6834021299e-09,4.3827185631e+00,3.8738858700e+00,4.3242225647e+00,1.0956795649e-07,9.6847145414e-08,1.0810556006e-07
182,3.9326451619e+00,2.1478195918e-01,5.9401958403e-01,2.4194421376e-02,9.8316130940e-08,5.3695510185e-09,4.1098260880e+00,3.6303911209e+00,4.0577182770e+00,1.0274565199e-07,9.0759776583e-08,1.0144296425e-07
183,3.6875600020e+00,2.0252299416e-01,5.6606633754e-01,2.4332917284e-02,9.2188997769e-08,5.0630776334e-09,3.8544640541e+00,3.4025375843e+00,3.8056783676e+00,9.6361603141e-08,8.5063433630e-08,9.5141956535e-08
184,3.4578107198e+00,1.9125541399e-01,5.3811874731e-01,2.4508853793e-02,8.6445268721e-08,4.7813829118e-09,3.6158733368e+00,3.1887001991e+00,3.5688586235e+00,9.0396831354e-08,7.9717509038e-08,8.9221465771e-08
185,3.2426385880e+00,1.7957774338e-01,5.1021433612e-01,2.4540428039e-02,8.1065965200e-08,4.4894428903e-09,3.3908803463e+00,2.9899384975e+00,3.3470969200e+00,8.4772004527e-08,7.4748463419e-08,8.3677427654e-08
186,3.0417718887e+00,1.7038263385e-01,4.8242642225e-01,2.4828011188e-02,7.6044296785e-08,4.2595672836e-09,3.1822211742e+00,2.8019864559e+00,3.1411080360e+00,7.9555526611e-08,7.0049658518e-08,7.8527705227e-08
187,2.8519697189e+00,1.6081716123e-01,4.5443512370e-01,2.4998648037e-02,7.1299242658e-08,4.0204291088e-09,2.9839620590e+00,2.6255779266e+00,2.9463691711e+00,7.4599050492e-08,6.5639447655e-08,7.3659229827e-08
188,2.6745885213e+00,1.5195040788e-01,4.2653631736e-01,2.5190612754e-02,6.6864712286e-08,3.7987601463e-09,2.7994880676e+00,2.4607007504e+00,2.7635767460e+00,6.9987201812e-08,6.1517518191e-08,6.9089416854e-08
189,2.5088424683e+00,1.4339571231e-01,3.9874387394e-01,2.5345981302e-02,6.2721061530e-08,3.5848912080e-09,2.6268477440e+00,2.3070127964e+00,2.5926668644e+00,6.5671194704e-08,5.7675322296e-08,6.4816667589e-08
190,2.3520858288e+00,1.3551175051e-01,3.7071165352e-01,2.5555738661e-02,5.8802145967e-08,3.3877949951e-09,2.4627256393e+00,2.1612510681e+00,2.4322807789e+00,6.1568144361e-08,5.4031275454e-08,6.0807018087e-08
191,2.2056051095e+00,1.2811250321e-01,3.4277386700e-01,2.5769789788e-02,5.5140128315e-08,3.2028113604e-09,2.3101696968e+00,2.0251865387e+00,2.2814590931e+00,5.7754242277e-08,5.0629665793e-08,5.7036476875e-08
192,2.0688082377e+00,1.2098609162e-01,3.1495597672e-01,2.5946807557e-02,5.1720205600e-08,3.0246516641e-09,2.1684441566e+00,1.8985288143e+00,2.1394517422e+00,5.4211103162e-08,4.7463220909e-08,5.3486292728e-08
193,1.9402309656e+00,1.1375440011e-01,2.8708513539e-01,2.6016502597e-02,4.8505774212e-08,2.8438598855e-09,2.0331959724e+00,1.7800461054e+00,2.0074508190e+00,5.0829900289e-08,4.4501152985e-08,5.0186269362e-08
194,1.8198712667e+00,1.0775760767e-01,2.5925672949e-01,2.6282471479e-02,4.5496780861e-08,2.6939415085e-09,1.9075002670e+00,1.6680825949e+00,1.8840309381e+00,4.7687507276e-08,4.1702062248e-08,4.7100773060e-08
195,1.7071084976e+00,1.0159855081e-01,2.3146903166e-01,2.6419618845e-02,4.2677712031e-08,2.5399640872e-09,1.7899141312e+00,1.5640158653e+00,1.7673954964e+00,4.4747853423e-08,3.9100395810e-08,4.4184886860e-08
196,1.6012206475e+00,9.6045911178e-02,2.0364639868e-01,2.6631900191e-02,4.0030517567e-08,2.4011472598e-09,1.6795996428e+00,1.4659594297e+00,1.6581028700e+00,4.1989991928e-08,3.6648987845e-08,4.1452572930e-08
197,1.5010283391e+00,8.9954522383e-02,1.7558554894e-01,2.6608195795e-02,3.7525708763e-08,2.2488615149e-09,1.5741993189e+00,1.3743194342e+00,1.5545662642e+00,3.9354983272e-08,3.4357988454e-08,3.8864154561e-08
198,1.4076897701e+00,8.5238813414e-02,1.4768656279e-01,2.6890967649e-02,3.5192244970e-08,2.1309693734e-09,1.4772050381e+00,1.2876431942e+00,1.4582210779e+00,3.6930124736e-08,3.2191081800e-08,3.6455528374e-08
199,1.3209757010e+00,8.0273532216e-02,1.2006843480e-01,2.6990235725e-02,3.3024392110e-08,2.0068369798e-09,1.3862373829e+00,1.2078995705e+00,1.3687901497e+00,3.4655933234e-08,3.0197490730e-08,3.4219752365e-08
200,1.2390036980e+00,7.5662573292e-02,9.2237981400e-02,2.7124859668e-02,3.0975093305e-08,1.8915642970e-09,1.3007808924e+00,1.1324518919e+00,1.2837783098e+00,3.2519523074e-08,2.8311298195e-08,3.2094458646e-08
