step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,loss_replica_4,loss_replica_5,qy_replica_1,qy_replica_2,qy_replica_3,qy_replica_4,qy_replica_5
83,4.1749495506e+00,3.2143314056e-02,6.2063840665e-01,3.3346459219e-03,8.0592429638e-01,5.2991150985e-03,4.1345095634e+00,4.1709794998e+00,4.1769819260e+00,4.1599946022e+00,4.2322821617e+00,8.0623173714e-01,8.0318254232e-01,8.0723702908e-01,7.9840922356e-01,8.1456094980e-01
84,4.3207217216e+00,3.3532192759e-02,6.3554325345e-01,3.3635278519e-03,8.1468924284e-01,5.2920791492e-03,4.2764811516e+00,4.3162016869e+00,4.3276495934e+00,4.3047504425e+00,4.3785257339e+00,8.1482136250e-01,8.1185525656e-01,8.1613087654e-01,8.0728477240e-01,8.2335394621e-01
85,4.4653752327e+00,3.5040567086e-02,6.4984461305e-01,3.4031489729e-03,8.2297959328e-01,5.2845748816e-03,4.4172983170e+00,4.4600791931e+00,4.4776749611e+00,4.4484620094e+00,4.5233616829e+00,8.2293969393e-01,8.2004672289e-01,8.2455086708e-01,8.1569349766e-01,8.3166718483e-01
86,4.6085979462e+00,3.6688649953e-02,6.6355507508e-01,3.4545467586e-03,8.3081810474e-01,5.2770425835e-03,4.5566744804e+00,4.6022891998e+00,4.6267118454e+00,4.5908312798e+00,4.6664829254e+00,8.3060991764e-01,8.2778030634e-01,8.3251935244e-01,8.2365709543e-01,8.3952385187e-01
87,4.7500930786e+00,3.8490202217e-02,6.7668786774e-01,3.5180556807e-03,8.3822705746e-01,5.2695007216e-03,4.6943383217e+00,4.7425308228e+00,4.7744154930e+00,4.7315783501e+00,4.8076024055e+00,8.3785426617e-01,8.3507943153e-01,8.4005790949e-01,8.3119744062e-01,8.4694623947e-01
88,4.8895758629e+00,4.0453218287e-02,6.8925632300e-01,3.5934963886e-03,8.4522804022e-01,5.2622453481e-03,4.8300256729e+00,4.8805241585e+00,4.9204516411e+00,4.8704309464e+00,4.9464468956e+00,8.4469461441e-01,8.4196686745e-01,8.4718769789e-01,8.3833485842e-01,8.5395616293e-01
89,5.0267810822e+00,4.2578809615e-02,7.0127438368e-01,3.6801573736e-03,8.5184208155e-01,5.2554115321e-03,4.9634919167e+00,5.0160064697e+00,5.0644984245e+00,5.0071387291e+00,5.0827698708e+00,8.5115206242e-01,8.4846448898e-01,8.5392922163e-01,8.4508973360e-01,8.6057490110e-01
90,5.1614614487e+00,4.4860593370e-02,7.1275627168e-01,3.7768338078e-03,8.5808920860e-01,5.2489459417e-03,5.0945010185e+00,5.1487426758e+00,5.2062449455e+00,5.1414761543e+00,5.2163424492e+00,8.5724669695e-01,8.5459309816e-01,8.6030209064e-01,8.5148173571e-01,8.6682242155e-01
91,5.2933903694e+00,4.7285267868e-02,7.2371658086e-01,3.8819333752e-03,8.6398888826e-01,5.2428752335e-03,5.2228379250e+00,5.2785201073e+00,5.3453969955e+00,5.2732357979e+00,5.3469610214e+00,8.6299818754e-01,8.6037325859e-01,8.6632502079e-01,8.5752958059e-01,8.7271839380e-01
92,5.4223631859e+00,4.9836179474e-02,7.3417024623e-01,3.9938062502e-03,8.6955956221e-01,5.2374262223e-03,5.3483037949e+00,5.4051551819e+00,5.4816832542e+00,5.4022250175e+00,5.4744486809e+00,8.6842465401e-01,8.6582422256e-01,8.7201631069e-01,8.6325085163e-01,8.7828177214e-01
93,5.5481990814e+00,5.2489051338e-02,7.4413259002e-01,4.1104083625e-03,8.7481913567e-01,5.2323927859e-03,5.4707217216e+00,5.5284881592e+00,5.6148514748e+00,5.5282855034e+00,5.5986485481e+00,8.7354415655e-01,8.7096464634e-01,8.7739336491e-01,8.6866319180e-01,8.8353031874e-01
94,5.6707420349e+00,5.5219084703e-02,7.5361929572e-01,4.2298731980e-03,8.7978451252e-01,5.2277629859e-03,5.5899324417e+00,5.6483898163e+00,5.7446775436e+00,5.6512789726e+00,5.7194314003e+00,8.7837344408e-01,8.7581217289e-01,8.8247263432e-01,8.7378305197e-01,8.8848125935e-01
95,5.7898578644e+00,5.7999011891e-02,7.6264611325e-01,4.3503305907e-03,8.8447175026e-01,5.2234716897e-03,5.7057986259e+00,5.7647538185e+00,5.8709602356e+00,5.7710862160e+00,5.8366904259e+00,8.8292866945e-01,8.8038349152e-01,8.8726991415e-01,8.7862592936e-01,8.9315074682e-01
96,5.9054429054e+00,6.0800583459e-02,7.7122946664e-01,4.4699958643e-03,8.8889623880e-01,5.2195411106e-03,5.8182101250e+00,5.8775038719e+00,5.9935274124e+00,5.8876204491e+00,5.9503526688e+00,8.8722485304e-01,8.8469469547e-01,8.9180016518e-01,8.8320678473e-01,8.9755469561e-01
97,6.0174144745e+00,6.3596960864e-02,7.7938568987e-01,4.5873200818e-03,8.9307272434e-01,5.2156970729e-03,5.9270744324e+00,5.9865889549e+00,6.1122398376e+00,6.0008139610e+00,6.0603551865e+00,8.9127677679e-01,8.8876104355e-01,8.9607810974e-01,8.8754016161e-01,9.0170753002e-01
98,6.1257164955e+00,6.6361976875e-02,7.8713143741e-01,4.7008970751e-03,8.9701496363e-01,5.2120530181e-03,6.0323286057e+00,6.0919818878e+00,6.2269825935e+00,6.1106166840e+00,6.1666727066e+00,8.9509832859e-01,8.9259672165e-01,9.0011674166e-01,8.9163917303e-01,9.0562385321e-01
99,6.2303184509e+00,6.9074480758e-02,7.9448359275e-01,4.8097409826e-03,9.0073632002e-01,5.2084500268e-03,6.1339263916e+00,6.1936798096e+00,6.3376798630e+00,6.2170124054e+00,6.2692937851e+00,8.9870238304e-01,8.9621537924e-01,9.0392976999e-01,8.9551717043e-01,9.0931689739e-01
100,6.3312119484e+00,7.1712569419e-02,8.0145904118e-01,4.9128440221e-03,9.0424931049e-01,5.2047365430e-03,6.2318511009e+00,6.2917056084e+00,6.4442782402e+00,6.3199949265e+00,6.3682298660e+00,9.0210157633e-01,8.9963018894e-01,9.0752929449e-01,8.9918613434e-01,9.1279935837e-01
101,6.4284132004e+00,7.4263262566e-02,8.0807486087e-01,5.0098205729e-03,9.0756579638e-01,5.2009668663e-03,6.3261041641e+00,6.3860955238e+00,6.5467638969e+00,6.4195837975e+00,6.4635186195e+00,9.0530759096e-01,9.0285277367e-01,9.1092711687e-01,9.0265792608e-01,9.1608357430e-01
102,6.5219612122e+00,7.6712234506e-02,8.1434823314e-01,5.1001736081e-03,9.1069740057e-01,5.1971262288e-03,6.4167132378e+00,6.4769191742e+00,6.6451454163e+00,6.5158138275e+00,6.5552144051e+00,9.0833181143e-01,9.0589553118e-01,9.1413486004e-01,9.0594333410e-01,9.1918146610e-01
103,6.6119106293e+00,7.9051587731e-02,8.2029600344e-01,5.1838090081e-03,9.1365464926e-01,5.1929885632e-03,6.5037226677e+00,6.5642499924e+00,6.7394614220e+00,6.6087388992e+00,6.6433801651e+00,9.1118472815e-01,9.0876895189e-01,9.1716289520e-01,9.0905314684e-01,9.2210352421e-01
104,6.6983391762e+00,8.1278826310e-02,8.2593523424e-01,5.2609381569e-03,9.1644781828e-01,5.1887458682e-03,6.5871992111e+00,6.6481776237e+00,6.8297791481e+00,6.6984267235e+00,6.7281131744e+00,9.1387647390e-01,9.1148322821e-01,9.2002141476e-01,9.1199719906e-01,9.2486077547e-01
105,6.7813375473e+00,8.3393033251e-02,8.3128259700e-01,5.3318139428e-03,9.1908663511e-01,5.1842545259e-03,6.6672282219e+00,6.7288098335e+00,6.9161911011e+00,6.7849550247e+00,6.8095035553e+00,9.1641682386e-01,9.1404813528e-01,9.2272055149e-01,9.1478496790e-01,9.2746269703e-01
106,6.8610177040e+00,8.5398556535e-02,8.3635497040e-01,5.3969681774e-03,9.2158056498e-01,5.1795679521e-03,6.7439088821e+00,6.8062710762e+00,6.9988131523e+00,6.8684229851e+00,6.8876724243e+00,9.1881489754e-01,9.1647344828e-01,9.2526954412e-01,9.1742557287e-01,9.2991936207e-01
107,6.9374956131e+00,8.7301641019e-02,8.4116840352e-01,5.4569885614e-03,9.2393797636e-01,5.1746563079e-03,6.8173551559e+00,6.8806805611e+00,7.0777750015e+00,6.9489297867e+00,6.9627375603e+00,9.2107903957e-01,9.1876721382e-01,9.2767703533e-01,9.1992741823e-01,9.3223917484e-01
108,7.0109044075e+00,8.9112339431e-02,8.4573902752e-01,5.5126340581e-03,9.2616745234e-01,5.1695994962e-03,6.8876938820e+00,6.9521780014e+00,7.1532311440e+00,7.0265841484e+00,7.0348348618e+00,9.2321783304e-01,9.2093807459e-01,9.2995166779e-01,9.2229855061e-01,9.3443113565e-01
109,7.0813854218e+00,9.0841101262e-02,8.5008255498e-01,5.5646279137e-03,9.2827686071e-01,5.1643931926e-03,6.9550666809e+00,7.0208997726e+00,7.2253451347e+00,7.1015119553e+00,7.1041035652e+00,9.2523902655e-01,9.2299360037e-01,9.3210160732e-01,9.2454689741e-01,9.3650317192e-01
110,7.1490843773e+00,9.2502633933e-02,8.5421411563e-01,5.6139001630e-03,9.3027366400e-01,5.1592470811e-03,7.0196123123e+00,7.0869941711e+00,7.2942957878e+00,7.1738286018e+00,7.1706910133e+00,9.2714977264e-01,9.2494118214e-01,9.3413454294e-01,9.2667949200e-01,9.3846333027e-01
111,7.2141530991e+00,9.4109012216e-02,8.5814843910e-01,5.6611674247e-03,9.3216488361e-01,5.1541416032e-03,7.0814867020e+00,7.1506037712e+00,7.3602647781e+00,7.2436666489e+00,7.2347435951e+00,9.2895728350e-01,9.2678749561e-01,9.3605744839e-01,9.2870336771e-01,9.4031882286e-01
112,7.2767481804e+00,9.5676506929e-02,8.6189983170e-01,5.7073523981e-03,9.3395731449e-01,5.1490143265e-03,7.1408462524e+00,7.2118768692e+00,7.4234514236e+00,7.3111562729e+00,7.2964100838e+00,9.3066805601e-01,9.2853933573e-01,9.3787777424e-01,9.3062525988e-01,9.4207614660e-01
113,7.3370277405e+00,9.7217742909e-02,8.6548204924e-01,5.7531230046e-03,9.3565741777e-01,5.1441140925e-03,7.1978530884e+00,7.2709627151e+00,7.4840517044e+00,7.3764238358e+00,7.3558473587e+00,9.3228870630e-01,9.3020290136e-01,9.3960207701e-01,9.3245095015e-01,9.4374245405e-01
114,7.3951446533e+00,9.8747289482e-02,8.6890795492e-01,5.7992417735e-03,9.3727095127e-01,5.1395218672e-03,7.2526588440e+00,7.3280005455e+00,7.5422563553e+00,7.4396038055e+00,7.4132037163e+00,9.3382465839e-01,9.3178349733e-01,9.4123631716e-01,9.3418657780e-01,9.4532370567e-01
115,7.4512571335e+00,1.0027700195e-01,8.7219020837e-01,5.8462773406e-03,9.3880385160e-01,5.1352384357e-03,7.3054275513e+00,7.3831348419e+00,7.5982656479e+00,7.5008263588e+00,7.4686312675e+00,9.3528193235e-01,9.3328690529e-01,9.4278669357e-01,9.3583786488e-01,9.4682586193e-01
116,7.5055175781e+00,1.0181733852e-01,8.7534065664e-01,5.8947051473e-03,9.4026141167e-01,5.1314230296e-03,7.3563151360e+00,7.4365077019e+00,7.6522736549e+00,7.5602164268e+00,7.5222749710e+00,9.3666559458e-01,9.3471825123e-01,9.4425904751e-01,9.3740975857e-01,9.4825440645e-01
117,7.5580738068e+00,1.0337821111e-01,8.7837046090e-01,5.9449611689e-03,9.4164869785e-01,5.1280753028e-03,7.4054732323e+00,7.4882493019e+00,7.7044663429e+00,7.6179032326e+00,7.5742769241e+00,9.3798077106e-01,9.3608206511e-01,9.4565856457e-01,9.3890768290e-01,9.4961440563e-01
118,7.6090680122e+00,1.0496563353e-01,8.8129008639e-01,5.9972510400e-03,9.4297031164e-01,5.1253513056e-03,7.4530510902e+00,7.5384874344e+00,7.7550239563e+00,7.6739993095e+00,7.6247782707e+00,9.3923205137e-01,9.3738287687e-01,9.4699007273e-01,9.4033569098e-01,9.5091086626e-01
119,7.6586403847e+00,1.0658675427e-01,8.8410954755e-01,6.0518430233e-03,9.4423099756e-01,5.1233141839e-03,7.4991927147e+00,7.5873460770e+00,7.8041238785e+00,7.7286310196e+00,7.6739082336e+00,9.4042402506e-01,9.3862497807e-01,9.4825869799e-01,9.4169878960e-01,9.5214849710e-01
120,7.7069231987e+00,1.0824508416e-01,8.8683811052e-01,6.1088044828e-03,9.4543483257e-01,5.1219622689e-03,7.5440325737e+00,7.6349463463e+00,7.8519301414e+00,7.7819075584e+00,7.7217993736e+00,9.4156062603e-01,9.3981242180e-01,9.4946879148e-01,9.4300097227e-01,9.5333135128e-01
121,7.7540385246e+00,1.0994343985e-01,8.8948420124e-01,6.1681703091e-03,9.4658581018e-01,5.1214460221e-03,7.5876975060e+00,7.6813945770e+00,7.8985948563e+00,7.8339362144e+00,7.7685694695e+00,9.4264584780e-01,9.4094872475e-01,9.5062440634e-01,9.4424629211e-01,9.5446377993e-01
122,7.8001052856e+00,1.1168102047e-01,8.9205583871e-01,6.2297726613e-03,9.4768751860e-01,5.1217978688e-03,7.6303186417e+00,7.7267932892e+00,7.9442682266e+00,7.8848152161e+00,7.8143310547e+00,9.4368344545e-01,9.4203710556e-01,9.5172977448e-01,9.4543814659e-01,9.5554912090e-01
123,7.8452329636e+00,1.1345872388e-01,8.9456030476e-01,6.2935589287e-03,9.4874356985e-01,5.1229804732e-03,7.6720013618e+00,7.7712483406e+00,7.9890837669e+00,7.9346399307e+00,7.8591914177e+00,9.4467663765e-01,9.4308143854e-01,9.5278841257e-01,9.4658023119e-01,9.5659112930e-01
124,7.8895248413e+00,1.1527784812e-01,8.9700435347e-01,6.3595028106e-03,9.4975709915e-01,5.1252283182e-03,7.7128500938e+00,7.8148455620e+00,8.0331649780e+00,7.9835085869e+00,7.9032549858e+00,9.4562834501e-01,9.4408410788e-01,9.5380383730e-01,9.4767606258e-01,9.5759314299e-01
125,7.9330751419e+00,1.1713253038e-01,8.9939408263e-01,6.4271867418e-03,9.5073111057e-01,5.1283966544e-03,7.7529730797e+00,7.8576698303e+00,8.0766286850e+00,8.0314960480e+00,7.9466080666e+00,9.4654214382e-01,9.4504809380e-01,9.5477926731e-01,9.4872814417e-01,9.5855790377e-01
126,7.9759707451e+00,1.1902164500e-01,9.0173504146e-01,6.4964747799e-03,9.5166850090e-01,5.1325679887e-03,7.7924551964e+00,7.8997998238e+00,8.1195726395e+00,8.0786867142e+00,7.9893393517e+00,9.4742041826e-01,9.4597601891e-01,9.5571768284e-01,9.4973999262e-01,9.5948839188e-01
127,8.0182910919e+00,1.2094252488e-01,9.0403224982e-01,6.5671505766e-03,9.5257169008e-01,5.1377079840e-03,7.8313789368e+00,7.9413089752e+00,8.1620950699e+00,8.1251478195e+00,8.0315246582e+00,9.4826561213e-01,9.4687038660e-01,9.5662176609e-01,9.5071375370e-01,9.6038693190e-01
128,8.0601058960e+00,1.2289196038e-01,9.0629009169e-01,6.6389809747e-03,9.5344324112e-01,5.1439958500e-03,7.8698182106e+00,7.9822564125e+00,8.2042741776e+00,8.1709451675e+00,8.0732355118e+00,9.4908034801e-01,9.4773310423e-01,9.5749425888e-01,9.5165216923e-01,9.6125632524e-01
129,8.1014805794e+00,1.2486656967e-01,9.0851262564e-01,6.7117329716e-03,9.5428521633e-01,5.1512094866e-03,7.9078364372e+00,8.0227108002e+00,8.2461795807e+00,8.2161426544e+00,8.1145334244e+00,9.4986641407e-01,9.4856673479e-01,9.5833718777e-01,9.5255744457e-01,9.6209830046e-01
130,8.1424723625e+00,1.2686421110e-01,9.1070338570e-01,6.7852436930e-03,9.5509979725e-01,5.1594896174e-03,7.9454960823e+00,8.0627183914e+00,8.2878828049e+00,8.2607898712e+00,8.1554746628e+00,9.5062613487e-01,9.4937282801e-01,9.5915311575e-01,9.5343184471e-01,9.6291506290e-01
131,8.1831327438e+00,1.2888043977e-01,9.1286553068e-01,6.8592383632e-03,9.5588880777e-01,5.1687317005e-03,7.9828519821e+00,8.1023273468e+00,8.3294286728e+00,8.3049440384e+00,8.1961116791e+00,9.5136135817e-01,9.5015311241e-01,9.5994365215e-01,9.5427757502e-01,9.6370834112e-01
132,8.2235017776e+00,1.3091176849e-01,9.1500154993e-01,6.9335039731e-03,9.5665390491e-01,5.1789164139e-03,8.0199460983e+00,8.1415796280e+00,8.3708648682e+00,8.3486375809e+00,8.2364807129e+00,9.5207357407e-01,9.5090949535e-01,9.6071088314e-01,9.5509594679e-01,9.6447962523e-01
133,8.2636226654e+00,1.3295760134e-01,9.1711404599e-01,7.0079812763e-03,9.5739679337e-01,5.1900513271e-03,8.0568189621e+00,8.1805171967e+00,8.4122371674e+00,8.3919153214e+00,8.2766246796e+00,9.5276445150e-01,9.5164334774e-01,9.6145647764e-01,9.5588910580e-01,9.6523058414e-01
134,8.3035224915e+00,1.3501522638e-01,9.1920472897e-01,7.0825121772e-03,9.5811883211e-01,5.2021598638e-03,8.0935010910e+00,8.2191610336e+00,8.4535617828e+00,8.4348144531e+00,8.3165740967e+00,9.5343518257e-01,9.5235592127e-01,9.6218162775e-01,9.5665872097e-01,9.6596270800e-01
135,8.3432300568e+00,1.3708150135e-01,9.2127536555e-01,7.1569163317e-03,9.5882142782e-01,5.2151211840e-03,8.1300210953e+00,8.2575483322e+00,8.4948720932e+00,8.4773559570e+00,8.3563528061e+00,9.5408737659e-01,9.5304864645e-01,9.6288818121e-01,9.5740598440e-01,9.6667695045e-01
136,8.3827646255e+00,1.3915386254e-01,9.2332719411e-01,7.2310529260e-03,9.5950567722e-01,5.2287884131e-03,8.1664009094e+00,8.2956981659e+00,8.5361766815e+00,8.5195684433e+00,8.3959789276e+00,9.5472210646e-01,9.5372277498e-01,9.6357679367e-01,9.5813232660e-01,9.6737438440e-01
137,8.4221422195e+00,1.4123117996e-01,9.2536126117e-01,7.3048592980e-03,9.6017268896e-01,5.2433530444e-03,8.2026576996e+00,8.3336248398e+00,8.5774888992e+00,8.5614700317e+00,8.4354696274e+00,9.5534032583e-01,9.5437902212e-01,9.6424913406e-01,9.5883882046e-01,9.6805614233e-01
138,8.4613748550e+00,1.4331269722e-01,9.2737838781e-01,7.3782970111e-03,9.6082338095e-01,5.2586112564e-03,8.2388010025e+00,8.3713464737e+00,8.6188154221e+00,8.6030778885e+00,8.4748334885e+00,9.5594286919e-01,9.5501857996e-01,9.6490573883e-01,9.5952677727e-01,9.6872293949e-01
139,8.5004707336e+00,1.4539619583e-01,9.2937918629e-01,7.4512571089e-03,9.6145877838e-01,5.2745051243e-03,8.2748384476e+00,8.4088764191e+00,8.6601495743e+00,8.6444091797e+00,8.5140800476e+00,9.5653080940e-01,9.5564240217e-01,9.6554762125e-01,9.6019738913e-01,9.6937566996e-01
140,8.5394323349e+00,1.4747991476e-01,9.3136396633e-01,7.5236574603e-03,9.6207953691e-01,5.2910920167e-03,8.3107748032e+00,8.4462184906e+00,8.7014923096e+00,8.6854639053e+00,8.5532121658e+00,9.5710462332e-01,9.5625120401e-01,9.6617561579e-01,9.6085119247e-01,9.7001504898e-01
141,8.5782590866e+00,1.4956419331e-01,9.3333287575e-01,7.5955237556e-03,9.6268645525e-01,5.3081754048e-03,8.3466119766e+00,8.4833707809e+00,8.7428331375e+00,8.7262573242e+00,8.5922222137e+00,9.5766562223e-01,9.5684546232e-01,9.6679055691e-01,9.6148926020e-01,9.7064137459e-01
142,8.6169492722e+00,1.5164496721e-01,9.3528600584e-01,7.6666682041e-03,9.6328001022e-01,5.3257580349e-03,8.3823451996e+00,8.5203466415e+00,8.7841558456e+00,8.7667865753e+00,8.6311120987e+00,9.5821374655e-01,9.5742607117e-01,9.6739256382e-01,9.6211230755e-01,9.7125536203e-01
143,8.6554973602e+00,1.5372416867e-01,9.3722324969e-01,7.7372041312e-03,9.6386096478e-01,5.3438254179e-03,8.4179677963e+00,8.5571384430e+00,8.8254528046e+00,8.8070535660e+00,8.6698741913e+00,9.5874977112e-01,9.5799368620e-01,9.6798288822e-01,9.6272104979e-01,9.7185742855e-01
144,8.6938949585e+00,1.5579697407e-01,9.3914436528e-01,7.8069095911e-03,9.6442973614e-01,5.3621746545e-03,8.4534749985e+00,8.5937490463e+00,8.8666963577e+00,8.8470582962e+00,8.7084960938e+00,9.5927441120e-01,9.5854890347e-01,9.6856135130e-01,9.6331602335e-01,9.7244799137e-01
145,8.7321327209e+00,1.5786641320e-01,9.4104906042e-01,7.8759599451e-03,9.6498681307e-01,5.3809685220e-03,8.4888515472e+00,8.6301679611e+00,8.9078722000e+00,8.8867998123e+00,8.7469720840e+00,9.5978766680e-01,9.5909202099e-01,9.6912878752e-01,9.6389806271e-01,9.7302752733e-01
146,8.7701971054e+00,1.5992920400e-01,9.4293684568e-01,7.9442139649e-03,9.6553251743e-01,5.3998935748e-03,8.5240898132e+00,8.6663866043e+00,8.9489555359e+00,8.9262714386e+00,8.7852821350e+00,9.6029037237e-01,9.5962351561e-01,9.6968525648e-01,9.6446752548e-01,9.7359591722e-01
147,8.8080762863e+00,1.6198362037e-01,9.4480732319e-01,8.0116154240e-03,9.6606721878e-01,5.4190775559e-03,8.5591735840e+00,8.7024040222e+00,8.9899244308e+00,8.9654617310e+00,8.8234176636e+00,9.6078258753e-01,9.6014386415e-01,9.7023117542e-01,9.6502465010e-01,9.7415381670e-01
148,8.8457561493e+00,1.6403083730e-01,9.4665998666e-01,8.0782484940e-03,9.6659129858e-01,5.4384833526e-03,8.5940885544e+00,8.7382049561e+00,9.0307559967e+00,9.0043697357e+00,8.8613615036e+00,9.6126461029e-01,9.6065330505e-01,9.7076702118e-01,9.6557021141e-01,9.7470134497e-01
149,8.8832191467e+00,1.6606690710e-01,9.4849417475e-01,8.1439515759e-03,9.6710497141e-01,5.4579003899e-03,8.6288185120e+00,8.7737827301e+00,9.0714197159e+00,9.0429801941e+00,8.8990945816e+00,9.6173697710e-01,9.6115231514e-01,9.7129261494e-01,9.6610432863e-01,9.7523862123e-01
150,8.9204536438e+00,1.6809169036e-01,9.5030952135e-01,8.2087437697e-03,9.6760861874e-01,5.4773950249e-03,8.6633529663e+00,8.8091259003e+00,9.1118946075e+00,9.0812921524e+00,8.9366025925e+00,9.6219986677e-01,9.6164113283e-01,9.7180855274e-01,9.6662759781e-01,9.7576594353e-01
151,8.9574405670e+00,1.7010665548e-01,9.5210530353e-01,8.2727330904e-03,9.6810231209e-01,5.4969108543e-03,8.6976661682e+00,8.8442211151e+00,9.1521577835e+00,9.1192903519e+00,8.9738674164e+00,9.6265321970e-01,9.6211999655e-01,9.7231501341e-01,9.6714013815e-01,9.7628319263e-01
152,8.9941658020e+00,1.7210592720e-01,9.5388105584e-01,8.3356662319e-03,9.6858639717e-01,5.5164157197e-03,8.7317476273e+00,8.8790645599e+00,9.1921768188e+00,9.1569633484e+00,9.0108766556e+00,9.6309733391e-01,9.6258938313e-01,9.7281193733e-01,9.6764242649e-01,9.7679090500e-01
153,9.0306106567e+00,1.7409154677e-01,9.5563609219e-01,8.3976743929e-03,9.6906087399e-01,5.5357409131e-03,8.7655792236e+00,8.9136333466e+00,9.2319307327e+00,9.1943035126e+00,9.0476064682e+00,9.6353274584e-01,9.6304911375e-01,9.7329926491e-01,9.6813446283e-01,9.7728878260e-01
154,9.0667627335e+00,1.7606249834e-01,9.5737004084e-01,8.4587399699e-03,9.6952612400e-01,5.5549902769e-03,8.7991447449e+00,8.9479246140e+00,9.2714004517e+00,9.2313013077e+00,9.0840425491e+00,9.6395921707e-01,9.6349978447e-01,9.7377765179e-01,9.6861678362e-01,9.7777718306e-01
155,9.1026033401e+00,1.7801584124e-01,9.5908223626e-01,8.5187592503e-03,9.6998207569e-01,5.5741306701e-03,8.8324270248e+00,8.9819231033e+00,9.3105573654e+00,9.2679386139e+00,9.1201705933e+00,9.6437698603e-01,9.6394127607e-01,9.7424685955e-01,9.6908909082e-01,9.7825616598e-01
156,9.1381223679e+00,1.7995271211e-01,9.6077242641e-01,8.5778135806e-03,9.7042914629e-01,5.5930886119e-03,8.8654155731e+00,9.0156173706e+00,9.3493833542e+00,9.3042201996e+00,9.1559753418e+00,9.6478623152e-01,9.6437406540e-01,9.7470718622e-01,9.6955233812e-01,9.7872591019e-01
157,9.1733057022e+00,1.8187039889e-01,9.6244017561e-01,8.6358079121e-03,9.7086739540e-01,5.6118126059e-03,8.8980941772e+00,9.0490045547e+00,9.3878612518e+00,9.3401260376e+00,9.1914424896e+00,9.6518719196e-01,9.6479833126e-01,9.7515881062e-01,9.7000622749e-01,9.7918641567e-01
158,9.2081378937e+00,1.8376854162e-01,9.6408498817e-01,8.6927566037e-03,9.7129691839e-01,5.6302427546e-03,8.9304513931e+00,9.0820636749e+00,9.4259700775e+00,9.3756484985e+00,9.2265558243e+00,9.6558010578e-01,9.6521407366e-01,9.7560161352e-01,9.7045105696e-01,9.7963774204e-01
159,9.2426097870e+00,1.8564776534e-01,9.6570666908e-01,8.7487214257e-03,9.7171779871e-01,5.6485455716e-03,8.9624700546e+00,9.1147937775e+00,9.4636945724e+00,9.4107828140e+00,9.2613077164e+00,9.6596461535e-01,9.6562141180e-01,9.7603583336e-01,9.7088694572e-01,9.8008018732e-01
160,9.2767112732e+00,1.8750493272e-01,9.6730498337e-01,8.8035810431e-03,9.7213028669e-01,5.6663893871e-03,8.9941453934e+00,9.1471872330e+00,9.5010185242e+00,9.4455213547e+00,9.2956838608e+00,9.6634143591e-01,9.6602088213e-01,9.7646141052e-01,9.7131413221e-01,9.8051357269e-01
161,9.3104303360e+00,1.8934103370e-01,9.6887960473e-01,8.8574117842e-03,9.7253441811e-01,5.6840473218e-03,9.0254659653e+00,9.1792259216e+00,9.5379295349e+00,9.4798545837e+00,9.3296756744e+00,9.6671038866e-01,9.6641206741e-01,9.7687864304e-01,9.7173273563e-01,9.8093825579e-01
162,9.3437644958e+00,1.9115559420e-01,9.7043065432e-01,8.9102144140e-03,9.7293047905e-01,5.7013641531e-03,9.0564241409e+00,9.2109184265e+00,9.5744228363e+00,9.5137815475e+00,9.3632755280e+00,9.6707165241e-01,9.6679568291e-01,9.7728770971e-01,9.7214305401e-01,9.8135429621e-01
163,9.3767028809e+00,1.9294753096e-01,9.7195786125e-01,8.9619655969e-03,9.7331846952e-01,5.7184406585e-03,9.0870141983e+00,9.2422466278e+00,9.6104831696e+00,9.5472946167e+00,9.3964757919e+00,9.6742546558e-01,9.6717137098e-01,9.7768861055e-01,9.7254496813e-01,9.8176193237e-01
164,9.4092393875e+00,1.9471676830e-01,9.7346117549e-01,9.0126867592e-03,9.7369860411e-01,5.7350590965e-03,9.1172266006e+00,9.2732114792e+00,9.6461038589e+00,9.5803890228e+00,9.4292659760e+00,9.6777182817e-01,9.6753984690e-01,9.7808158398e-01,9.7293889523e-01,9.8216086626e-01
165,9.4413732529e+00,1.9646637829e-01,9.7494078813e-01,9.0625408130e-03,9.7407101393e-01,5.7515700203e-03,9.1470546722e+00,9.3038072586e+00,9.6812839508e+00,9.6130676270e+00,9.4616527557e+00,9.6811074018e-01,9.6790069342e-01,9.7846674919e-01,9.7332495451e-01,9.8255193233e-01
166,9.4730972290e+00,1.9818925434e-01,9.7639659782e-01,9.1112185755e-03,9.7443575859e-01,5.7675820258e-03,9.1765041351e+00,9.3340339661e+00,9.7160110474e+00,9.6453199387e+00,9.4936170578e+00,9.6844273806e-01,9.6825438738e-01,9.7884386778e-01,9.7370314598e-01,9.8293465376e-01
167,9.5044116974e+00,1.9989217883e-01,9.7782883768e-01,9.1590502063e-03,9.7479302883e-01,5.7832955089e-03,9.2055664062e+00,9.3638820648e+00,9.7502927780e+00,9.6771516800e+00,9.5251655579e+00,9.6876758337e-01,9.6860098839e-01,9.7921359539e-01,9.7407370806e-01,9.8330926895e-01
