alpha,replica,seed,runtime_sec,final_loss,steps_taken,cosine_similarity
1.5000000000000002,1,100,22.3281,5.1911005974e+00,6000,2.3839786649e-01
1.5000000000000002,2,101,21.8913,5.2291631699e+00,6000,2.3412996531e-01
1.5000000000000002,3,102,21.3685,5.1558117867e+00,6000,2.3845997453e-01
1.5000000000000002,4,103,21.4700,5.1807608604e+00,6000,2.3775747418e-01
1.5000000000000002,5,104,21.9520,5.1701550484e+00,6000,2.3577989638e-01
1.5000000000000002,6,105,21.8485,5.2122421265e+00,6000,2.3546560109e-01
1.5000000000000002,7,106,21.2788,5.1225876808e+00,6000,2.3862463236e-01
1.5000000000000002,8,107,21.4352,5.2032012939e+00,6000,2.3675049841e-01
1.5000000000000002,9,108,21.4855,5.1669468880e+00,6000,2.3814930022e-01
1.5000000000000002,10,109,21.5835,5.1922168732e+00,6000,2.3879782856e-01
1.7000000000000004,1,100,21.8129,9.7640256882e+00,6000,2.9122394323e-01
1.7000000000000004,2,101,21.2765,9.7452373505e+00,6000,2.8936147690e-01
1.7000000000000004,3,102,22.4939,9.6402120590e+00,6000,2.9206854105e-01
1.7000000000000004,4,103,22.5327,9.6968517303e+00,6000,2.9278630018e-01
1.7000000000000004,5,104,23.4586,9.7318792343e+00,6000,2.8921157122e-01
1.7000000000000004,6,105,22.7009,9.7741966248e+00,6000,2.8796073794e-01
1.7000000000000004,7,106,22.9623,9.7504892349e+00,6000,2.9122260213e-01
1.7000000000000004,8,107,22.9653,9.6982145309e+00,6000,2.9108545184e-01
1.7000000000000004,9,108,23.4226,9.6305723190e+00,6000,2.9272001982e-01
1.7000000000000004,10,109,22.9050,9.7391414642e+00,6000,2.9238620400e-01
1.9000000000000004,1,100,24.3078,1.4827112198e+01,6000,3.5095059872e-01
1.9000000000000004,2,101,23.0353,1.4754470825e+01,6000,3.5024183989e-01
1.9000000000000004,3,102,23.3975,1.4763559341e+01,6000,3.5095468163e-01
1.9000000000000004,4,103,22.9004,1.4757765770e+01,6000,3.5139501095e-01
1.9000000000000004,5,104,23.4282,1.4782283783e+01,6000,3.5007029772e-01
1.9000000000000004,6,105,23.7499,1.4811301231e+01,6000,3.4970283508e-01
1.9000000000000004,7,106,25.5230,1.4765336990e+01,6000,3.5162070394e-01
1.9000000000000004,8,107,25.1408,1.4836812019e+01,6000,3.4985131025e-01
1.9000000000000004,9,108,24.8730,1.4720351219e+01,6000,3.5368272662e-01
1.9000000000000004,10,109,24.3015,1.4789078712e+01,6000,3.5279831290e-01
2.1000000000000005,1,100,24.4329,1.9742853165e+01,6000,4.1792479157e-01
2.1000000000000005,2,101,24.7099,1.9696531296e+01,6000,4.1505441070e-01
2.1000000000000005,3,102,24.6965,1.9605316162e+01,6000,4.1824418306e-01
2.1000000000000005,4,103,24.6579,1.9597166061e+01,6000,4.1725555062e-01
2.1000000000000005,5,104,24.7434,1.9739603043e+01,6000,4.1431689262e-01
2.1000000000000005,6,105,25.0506,1.9688663483e+01,6000,4.1411790252e-01
2.1000000000000005,7,106,25.9281,1.9513557434e+01,6000,4.2053699493e-01
2.1000000000000005,8,107,26.4655,1.9712038040e+01,6000,4.1727754474e-01
2.1000000000000005,9,108,26.5142,1.9600654602e+01,6000,4.1831970215e-01
2.1000000000000005,10,109,26.8850,1.9569368362e+01,6000,4.2025405169e-01
2.3000000000000003,1,100,27.8260,2.3830432892e+01,6000,4.8956069350e-01
2.3000000000000003,2,101,26.8416,2.3962652206e+01,6000,4.8474866152e-01
2.3000000000000003,3,102,29.2666,2.3802995682e+01,6000,4.8947146535e-01
2.3000000000000003,4,103,27.5565,2.3902841568e+01,6000,4.8641893268e-01
2.3000000000000003,5,104,28.2041,2.3926950455e+01,6000,4.8674112558e-01
2.3000000000000003,6,105,27.3799,2.3823661804e+01,6000,4.8727786541e-01
2.3000000000000003,7,106,27.1616,2.3799028397e+01,6000,4.8970499635e-01
2.3000000000000003,8,107,27.8604,2.3811952591e+01,6000,4.8845210671e-01
2.3000000000000003,9,108,39.0524,2.3826074600e+01,6000,4.8943188787e-01
2.3000000000000003,10,109,43.0036,2.3839981079e+01,6000,4.8922964931e-01
2.5000000000000004,1,100,40.6443,2.6668865204e+01,6000,5.6709700823e-01
2.5000000000000004,2,101,34.9088,2.6806489944e+01,6000,5.6229299307e-01
2.5000000000000004,3,102,34.5596,2.6711334229e+01,6000,5.6650918722e-01
2.5000000000000004,4,103,34.7104,2.7015649796e+01,6000,5.6052589417e-01
2.5000000000000004,5,104,34.3003,2.6839143753e+01,6000,5.6159049273e-01
2.5000000000000004,6,105,34.4939,2.6678787231e+01,6000,5.6428337097e-01
2.5000000000000004,7,106,34.5512,2.6736204147e+01,6000,5.6595087051e-01
2.5000000000000004,8,107,34.6408,2.6612850189e+01,6000,5.6568527222e-01
2.5000000000000004,9,108,34.4998,2.6895738602e+01,6000,5.6228154898e-01
2.5000000000000004,10,109,34.5012,2.6828477859e+01,6000,5.6464129686e-01
2.7000000000000006,1,100,38.3434,2.7960895538e+01,6000,6.4480483532e-01
2.7000000000000006,2,101,35.0966,2.7895366669e+01,6000,6.4438813925e-01
2.7000000000000006,3,102,34.4766,2.7835889816e+01,6000,6.4734148979e-01
2.7000000000000006,4,103,34.3218,2.8091585159e+01,6000,6.4292323589e-01
2.7000000000000006,5,104,34.5562,2.7963497162e+01,6000,6.4363777637e-01
2.7000000000000006,6,105,34.8883,2.8108478546e+01,6000,6.4316183329e-01
2.7000000000000006,7,106,34.4139,2.7886274338e+01,6000,6.4627718925e-01
2.7000000000000006,8,107,34.5554,2.7877130508e+01,6000,6.4549255371e-01
2.7000000000000006,9,108,34.7762,2.8233037949e+01,6000,6.4274704456e-01
2.7000000000000006,10,109,34.1703,2.8144397736e+01,6000,6.4345192909e-01
2.9000000000000004,1,100,39.7738,2.7528131485e+01,6000,7.2117280960e-01
2.9000000000000004,2,101,34.3887,2.7754693985e+01,6000,7.1672016382e-01
2.9000000000000004,3,102,34.3315,2.7179227829e+01,6000,7.2314703465e-01
2.9000000000000004,4,103,34.5482,2.7692840576e+01,6000,7.1736568213e-01
2.9000000000000004,5,104,34.6229,2.7438316345e+01,6000,7.1919035912e-01
2.9000000000000004,6,105,34.4811,2.7621191025e+01,6000,7.1783906221e-01
2.9000000000000004,7,106,34.4041,2.7496719360e+01,6000,7.2041505575e-01
2.9000000000000004,8,107,34.3468,2.7569314957e+01,6000,7.1889460087e-01
2.9000000000000004,9,108,34.4648,2.7811939240e+01,6000,7.1709674597e-01
2.9000000000000004,10,109,34.4191,2.7284746170e+01,6000,7.2127771378e-01
3.1000000000000005,1,100,41.0518,2.5225999832e+01,6000,7.8814852238e-01
3.1000000000000005,2,101,34.6162,2.5830478668e+01,6000,7.8242009878e-01
3.1000000000000005,3,102,34.5730,2.5631900787e+01,6000,7.8492665291e-01
3.1000000000000005,4,103,34.6430,2.5921754837e+01,6000,7.8223633766e-01
3.1000000000000005,5,104,34.5360,2.5510850906e+01,6000,7.8625983000e-01
3.1000000000000005,6,105,34.4651,2.5628808975e+01,6000,7.8454995155e-01
3.1000000000000005,7,106,34.3489,2.5713518143e+01,6000,7.8533655405e-01
3.1000000000000005,8,107,34.5795,2.5660388947e+01,6000,7.8501170874e-01
3.1000000000000005,9,108,34.5198,2.5883176804e+01,6000,7.8279280663e-01
3.1000000000000005,10,109,35.2395,2.5231084824e+01,6000,7.8832250834e-01
3.3000000000000007,1,100,34.1784,2.2720205307e+01,6000,8.3863782883e-01
3.3000000000000007,2,101,32.5481,2.3103042603e+01,6000,8.3587265015e-01
3.3000000000000007,3,102,35.1116,2.3222103119e+01,6000,8.3514189720e-01
3.3000000000000007,4,103,32.5317,2.3113021851e+01,6000,8.3532428741e-01
3.3000000000000007,5,104,32.3439,2.2883649826e+01,6000,8.3717334270e-01
3.3000000000000007,6,105,33.4153,2.2750062943e+01,6000,8.3773916960e-01
3.3000000000000007,7,106,33.8516,2.2726207733e+01,6000,8.3840572834e-01
3.3000000000000007,8,107,33.3953,2.3011116028e+01,6000,8.3680635691e-01
3.3000000000000007,9,108,33.1465,2.2757570267e+01,6000,8.3792650700e-01
3.3000000000000007,10,109,33.1360,2.2493278503e+01,6000,8.3917915821e-01
3.500000000000001,1,100,34.9991,2.0290843964e+01,6000,8.7367284298e-01
3.500000000000001,2,101,32.5584,2.0381145477e+01,6000,8.7320852280e-01
3.500000000000001,3,102,32.7182,2.0312051773e+01,6000,8.7390702963e-01
3.500000000000001,4,103,32.6138,1.9915794373e+01,6000,8.7598955631e-01
3.500000000000001,5,104,32.4666,2.0184722900e+01,6000,8.7405145168e-01
3.500000000000001,6,105,32.2009,2.0277387619e+01,6000,8.7366175652e-01
3.500000000000001,7,106,35.5451,2.0479808807e+01,6000,8.7263399363e-01
3.500000000000001,8,107,33.0399,2.0355278015e+01,6000,8.7323981524e-01
3.500000000000001,9,108,32.3472,2.0503713608e+01,6000,8.7232130766e-01
3.500000000000001,10,109,32.5342,1.9986392975e+01,6000,8.7554669380e-01
3.7000000000000006,1,100,29.3345,1.7922559738e+01,6000,9.0001100302e-01
3.7000000000000006,2,101,27.1900,1.8478906631e+01,6000,8.9728987217e-01
3.7000000000000006,3,102,28.6436,1.8128553391e+01,6000,8.9926999807e-01
3.7000000000000006,4,103,29.1806,1.8279764175e+01,6000,8.9821290970e-01
3.7000000000000006,5,104,27.9003,1.7737241745e+01,6000,9.0100198984e-01
3.7000000000000006,6,105,27.8834,1.8360969543e+01,6000,8.9780968428e-01
3.7000000000000006,7,106,28.4660,1.8257398605e+01,6000,8.9827990532e-01
3.7000000000000006,8,107,28.4757,1.8146516800e+01,6000,8.9901280403e-01
3.7000000000000006,9,108,28.2668,1.8042833328e+01,6000,8.9938700199e-01
3.7000000000000006,10,109,28.6186,1.8304244995e+01,6000,8.9798122644e-01
3.900000000000001,1,100,36.2838,1.6036491394e+01,6000,9.1874450445e-01
3.900000000000001,2,101,34.1738,1.6589380264e+01,6000,9.1585272551e-01
3.900000000000001,3,102,38.4944,1.6612356186e+01,6000,9.1570901871e-01
3.900000000000001,4,103,56.7265,1.6184082031e+01,6000,9.1799461842e-01
3.900000000000001,5,104,61.9371,1.6434617996e+01,6000,9.1643202305e-01
3.900000000000001,6,105,34.3321,1.6537265778e+01,6000,9.1615134478e-01
3.900000000000001,7,106,33.9985,1.6104158401e+01,6000,9.1812473536e-01
3.900000000000001,8,107,32.3318,1.6223554611e+01,6000,9.1743588448e-01
3.900000000000001,9,108,39.3570,1.6134824753e+01,6000,9.1800874472e-01
3.900000000000001,10,109,44.8841,1.6164924622e+01,6000,9.1773319244e-01
4.1000000000000005,1,100,36.0816,1.4387206078e+01,6000,9.3221324682e-01
4.1000000000000005,2,101,31.3175,1.4882619858e+01,6000,9.2998212576e-01
4.1000000000000005,3,102,31.0374,1.5107363701e+01,6000,9.2887693644e-01
4.1000000000000005,4,103,31.0672,1.4704540253e+01,6000,9.3089729548e-01
4.1000000000000005,5,104,31.5992,1.4667491913e+01,6000,9.3094766140e-01
4.1000000000000005,6,105,31.4361,1.5059405327e+01,6000,9.2904025316e-01
4.1000000000000005,7,106,31.3128,1.4948206902e+01,6000,9.2974692583e-01
4.1000000000000005,8,107,31.6710,1.4947353363e+01,6000,9.2980188131e-01
4.1000000000000005,9,108,31.1657,1.4808899879e+01,6000,9.3024259806e-01
4.1000000000000005,10,109,30.9191,1.4725965500e+01,6000,9.3080163002e-01
4.300000000000001,1,100,32.8086,1.3607217789e+01,6000,9.4001823664e-01
4.300000000000001,2,101,31.0988,1.3655410767e+01,6000,9.3977123499e-01
4.300000000000001,3,102,31.0224,1.3721399307e+01,6000,9.3953329325e-01
4.300000000000001,4,103,30.9855,1.3876231194e+01,6000,9.3891018629e-01
4.300000000000001,5,104,31.1180,1.3851034164e+01,6000,9.3907052279e-01
4.300000000000001,6,105,31.3266,1.3808591843e+01,6000,9.3912798166e-01
4.300000000000001,7,106,31.0097,1.3761374474e+01,6000,9.3914908171e-01
4.300000000000001,8,107,31.1125,1.3813158035e+01,6000,9.3900567293e-01
4.300000000000001,9,108,30.9524,1.3881558418e+01,6000,9.3883180618e-01
4.300000000000001,10,109,30.9099,1.3427563667e+01,6000,9.4071274996e-01
4.500000000000001,1,100,31.9712,1.2932153702e+01,6000,9.4619518518e-01
