step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,cosine_similarity_replica_1,cosine_similarity_replica_2
35,4.3162500858e+06,3.8044452667e+03,6.6351064313e+00,3.8279756295e-04,3.4393709153e-02,3.9872527122e-04,4.3200545311e+06,4.3124456406e+06,3.3994983882e-02,3.4792434424e-02
36,4.2546522617e+06,3.5807132721e+03,6.6288639166e+00,3.6550211083e-04,3.9355285466e-02,3.3899769187e-04,4.2582329750e+06,4.2510715485e+06,3.9016287774e-02,3.9694283158e-02
37,4.1862180233e+06,3.3306598663e+03,6.6218217057e+00,3.4553563580e-04,4.5043773949e-02,2.7118623257e-04,4.1895486832e+06,4.1828873634e+06,4.4772587717e-02,4.5314960182e-02
38,4.1100700378e+06,3.0501365662e+03,6.6138491030e+00,3.2229565694e-04,5.1605703309e-02,1.9368343055e-04,4.1131201744e+06,4.1070199013e+06,5.1412019879e-02,5.1799386740e-02
39,4.0251437187e+06,2.7308464050e+03,6.6047812916e+00,2.9464580385e-04,5.9234352782e-02,1.0423921049e-04,4.0278745651e+06,4.0224128723e+06,5.9130113572e-02,5.9338591993e-02
40,3.9301288605e+06,2.3617744446e+03,6.5944067118e+00,2.6098526757e-04,6.8190608174e-02,3.5390257835e-07,3.9324906349e+06,3.9277670860e+06,6.8190962076e-02,6.8190254271e-02
41,3.8233757973e+06,1.9289016724e+03,6.5824469314e+00,2.1910255960e-04,7.8836884350e-02,1.2474879622e-04,3.8253046989e+06,3.8214468956e+06,7.8961633146e-02,7.8712135553e-02
42,3.7027575016e+06,1.4066219330e+03,6.5685252391e+00,1.6498195541e-04,9.1693397611e-02,2.7636066079e-04,3.7041641235e+06,3.7013508797e+06,9.1969758272e-02,9.1417036951e-02
43,3.5654409885e+06,7.5659751892e+02,6.5521132431e+00,9.2158623148e-05,1.0753828660e-01,4.6710297465e-04,3.5661975861e+06,3.5646843910e+06,1.0800538957e-01,1.0707118362e-01
44,3.4074780464e+06,7.8964233398e+01,6.5324330663e+00,1.0064255843e-05,1.2759894133e-01,7.1750581264e-04,3.4073990822e+06,3.4075570107e+06,1.2831644714e-01,1.2688143551e-01
45,3.2230869770e+06,1.1954784393e+03,6.5082719955e+00,1.6108461141e-04,1.5394779295e-01,1.0663345456e-03,3.2218914986e+06,3.2242824554e+06,1.5501412749e-01,1.5288145840e-01
46,3.0032714367e+06,2.7178287506e+03,6.4775944078e+00,3.9301753979e-04,1.9043441862e-01,1.5895292163e-03,3.0005536079e+06,3.0059892654e+06,1.9202394783e-01,1.8884488940e-01
47,2.7339165688e+06,4.7618865967e+03,6.4367845982e+00,7.5644706477e-04,2.4519875646e-01,2.4641901255e-03,2.7291546822e+06,2.7386784554e+06,2.4766294658e-01,2.4273456633e-01
48,2.4042853832e+06,6.2749385834e+03,6.3809845370e+00,1.1334666873e-03,3.3830545843e-01,4.1124373674e-03,2.3980104446e+06,2.4105603218e+06,3.4241789579e-01,3.3419302106e-01
49,2.2683511019e+06,1.8216347694e+04,6.3556962722e+00,3.4877446237e-03,5.1559799910e-01,5.9568881989e-03,2.2865674496e+06,2.2501347542e+06,5.2155488729e-01,5.0964111090e-01
50,4.1191313267e+06,1.4174795151e+04,6.6148030670e+00,1.4945043330e-03,1.0938838869e-01,1.4390803874e-02,4.1333061218e+06,4.1049565315e+06,9.4997584820e-02,1.2377919257e-01
51,2.3532420158e+06,8.8075160980e+03,6.3716635521e+00,1.6254484135e-03,3.6308827996e-01,9.2259943485e-03,2.3444344997e+06,2.3620495319e+06,3.7231427431e-01,3.5386228561e-01
52,3.1269939423e+06,5.6032562256e+04,6.4950573049e+00,7.7829500416e-03,5.0625461340e-01,1.0473310947e-02,3.1830265045e+06,3.0709613800e+06,4.9578130245e-01,5.1672792435e-01
53,2.8820757866e+06,2.2899341583e+04,6.4596916878e+00,3.4507305533e-03,1.6093569249e-01,8.6734816432e-03,2.8591764450e+06,2.9049751282e+06,1.6960917413e-01,1.5226221085e-01
54,2.6727207184e+06,1.4391803741e+04,6.4269472840e+00,2.3385688286e-03,4.9515052140e-01,5.6888908148e-03,2.6871125221e+06,2.6583289146e+06,5.0083941221e-01,4.8946163058e-01
55,3.6532200336e+06,2.7000474930e+04,6.5626639686e+00,3.2098725736e-03,3.1245996244e-02,8.7842997164e-04,3.6262195587e+06,3.6802205086e+06,3.2124426216e-02,3.0367566273e-02
56,3.1339911461e+06,1.0222434998e+03,6.4960977421e+00,1.4165793908e-04,2.1574623883e-01,6.7219287157e-03,3.1350133896e+06,3.1329689026e+06,2.2246816754e-01,2.0902431011e-01
57,3.5787637711e+06,5.2783012390e+03,6.5537325598e+00,6.4053927858e-04,3.2112288475e-01,3.1915307045e-04,3.5840420723e+06,3.5734854698e+06,3.2080373168e-01,3.2144203782e-01
58,3.6894156933e+06,6.4411640167e+03,6.5669569289e+00,7.5821351243e-04,9.9853221327e-02,4.3269284070e-03,3.6958568573e+06,3.6829745293e+06,1.0418014973e-01,9.5526292920e-02
59,3.8465805531e+06,4.1068553925e+03,6.5850745841e+00,4.6368073878e-04,1.8543390185e-01,5.9123560786e-03,3.8506874084e+06,3.8424736977e+06,1.9134625793e-01,1.7952154577e-01
60,5.9499501228e+06,4.4415950775e+04,6.7745012242e+00,3.2420373699e-03,2.0388406701e-02,9.5741050318e-03,5.9055341721e+06,5.9943660736e+06,2.9962511733e-02,1.0814301670e-02
61,4.6097212315e+06,2.3608160019e+04,6.6636689671e+00,2.2242089598e-03,1.0241837054e-01,1.5429109335e-03,4.6333293915e+06,4.5861130714e+06,1.0396128148e-01,1.0087545961e-01
62,4.7602901459e+06,1.3170719147e+04,6.6776317620e+00,1.2016043284e-03,1.7725088447e-01,5.9393867850e-03,4.7734608650e+06,4.7471194267e+06,1.8319027126e-01,1.7131149769e-01
63,9.1570475578e+06,3.9018144608e+05,6.9613608569e+00,1.8516482918e-02,9.1012194753e-02,1.7924681306e-03,8.7668661118e+06,9.5472290039e+06,8.9219726622e-02,9.2804662883e-02
64,5.8591896057e+06,4.3516159058e+03,6.7678374324e+00,3.2255025864e-04,3.5299163312e-02,2.1237842739e-03,5.8548379898e+06,5.8635412216e+06,3.7422947586e-02,3.3175379038e-02
65,5.1364482880e+06,3.9525604248e+04,6.7106500614e+00,3.3420156675e-03,2.0346489549e-01,6.5604895353e-03,5.1759738922e+06,5.0969226837e+06,2.1002538502e-01,1.9690440595e-01
66,1.4102502823e+07,1.7004547119e+06,7.1461158924e+00,5.2622480661e-02,7.2932370007e-02,3.1475201249e-03,1.2402048111e+07,1.5802957535e+07,7.6079890132e-02,6.9784849882e-02
67,7.1622147560e+06,4.0680799484e+05,6.8543456574e+00,2.4694153227e-02,1.8090345256e-03,1.1212550744e-03,6.7554067612e+06,7.5690227509e+06,6.8777945125e-04,2.9302896000e-03
68,1.5471663666e+07,3.2886760712e+06,7.1794972504e+00,9.3743448452e-02,2.5278651156e-02,6.1610182747e-03,1.2182987595e+07,1.8760339737e+07,3.1439669430e-02,1.9117632881e-02
69,9.2578491211e+06,7.9822998047e+05,6.9648897460e+00,3.7538934853e-02,1.6317876987e-02,2.0301705226e-03,8.4596191406e+06,1.0056079102e+07,1.4287706465e-02,1.8348047510e-02
70,1.2667349052e+07,3.0466844559e+06,7.0897463745e+00,1.0654130035e-01,2.8676086105e-02,9.7694527358e-04,9.6206645966e+06,1.5714033508e+07,2.9653031379e-02,2.7699140832e-02
71,4.9173012543e+07,9.9938987732e+06,7.6825667532e+00,8.9512145199e-02,-2.6732624508e-02,2.0881081000e-03,3.9179113770e+07,5.9166911316e+07,-2.8820732608e-02,-2.4644516408e-02
72,7.5418647766e+06,8.2125949860e+05,6.8748884695e+00,4.7480080859e-02,-1.0806818958e-02,2.0318808965e-03,6.7206052780e+06,8.3631242752e+06,-1.2838699855e-02,-8.7749380618e-03
73,2.7472944260e+07,7.3931888580e+06,7.4225811011e+00,1.1982268287e-01,1.7708884552e-02,1.6750320792e-03,2.0079755402e+07,3.4866133118e+07,1.9383916631e-02,1.6033852473e-02
74,1.7986788368e+07,1.8784841537e+06,7.2525721751e+00,4.5522352198e-02,-8.2401889376e-03,1.8336162902e-03,1.6108304214e+07,1.9865272522e+07,-6.4065726474e-03,-1.0073805228e-02
75,1.3457792473e+07,5.4338207245e+05,7.1286195266e+00,1.7544943125e-02,-8.6057530716e-03,9.0818479657e-04,1.2914410400e+07,1.4001174545e+07,-7.6975682750e-03,-9.5139378682e-03
76,2.0389018250e+07,4.7527976990e+06,7.2972642152e+00,1.0313242761e-01,-2.7385255089e-03,7.0807768498e-04,1.5636220551e+07,2.5141815948e+07,-3.4466031939e-03,-2.0304478239e-03
77,1.7323609543e+07,4.1630550385e+06,7.2257215962e+00,1.0644740808e-01,8.2949690986e-03,2.2351050284e-03,1.3160554504e+07,2.1486664581e+07,1.0530074127e-02,6.0598640703e-03
78,1.0197962952e+07,3.6452751160e+05,7.0082358003e+00,1.5530529502e-02,3.3289969433e-03,9.1926192399e-03,9.8334354401e+06,1.0562490463e+07,1.2521616183e-02,-5.8636222966e-03
79,1.5297851372e+07,1.2206628799e+06,7.1832434541e+00,3.4727528287e-02,-2.3502438329e-02,1.1761402711e-03,1.4077188492e+07,1.6518514252e+07,-2.2326298058e-02,-2.4678578600e-02
80,2.3190776253e+07,9.0744123459e+06,7.3292285268e+00,1.7950568124e-01,3.4320319537e-04,4.1205504676e-03,1.4116363907e+07,3.2265188599e+07,4.4637536630e-03,-3.7773472723e-03
81,8.8914130211e+06,9.7009477615e+05,6.9463703921e+00,4.7572930347e-02,-2.0911302418e-02,3.8309991360e-03,7.9213182449e+06,9.8615077972e+06,-1.7080303282e-02,-2.4742301553e-02
82,1.0379917145e+07,1.5285072327e+05,7.0161467947e+00,6.3957181509e-03,-2.5409283116e-02,5.7985559106e-03,1.0227066422e+07,1.0532767868e+07,-1.9610727206e-02,-3.1207839027e-02
83,3.3369623566e+07,1.1260059357e+07,7.4971019919e+00,1.5252180943e-01,-1.5180907678e-02,1.4033694752e-03,2.2109564209e+07,4.4629682922e+07,-1.6584277153e-02,-1.3777538203e-02
84,1.3617411232e+07,2.3538110733e+06,7.1275076900e+00,7.5830464733e-02,-3.6186182871e-02,2.5555137545e-03,1.1263600159e+07,1.5971222305e+07,-3.8741696626e-02,-3.3630669117e-02
85,1.3421756744e+07,2.0351016998e+06,7.1227586968e+00,6.6362532800e-02,-1.8770196941e-02,6.3390065916e-03,1.1386655045e+07,1.5456858444e+07,-1.2431190349e-02,-2.5109203532e-02
86,2.7668513489e+07,2.3976928711e+06,7.4403489894e+00,3.7729644479e-02,-2.4702428840e-02,6.2220264226e-04,2.5270820618e+07,3.0066206360e+07,-2.5324631482e-02,-2.4080226198e-02
87,2.3651760292e+07,8.7158666611e+06,7.3421710361e+00,1.6793982402e-01,-3.1762572005e-02,2.1461676806e-03,3.2367626953e+07,1.4935893631e+07,-2.9616404325e-02,-3.3908739686e-02
88,3.7552585602e+07,1.9798793793e+07,7.5039174953e+00,2.5462637253e-01,-3.2894914970e-02,1.6727546230e-02,5.7351379395e+07,1.7753791809e+07,-1.6167368740e-02,-4.9622461200e-02
89,2.4645260239e+07,4.3234325409e+06,7.3849458314e+00,7.6983066592e-02,-3.3605419099e-02,2.2751875222e-03,2.8968692780e+07,2.0321827698e+07,-3.1330231577e-02,-3.5880606622e-02
90,3.0819530869e+07,6.6720600128e+06,7.4784027599e+00,9.5531109330e-02,-1.0252976092e-02,5.3904342931e-03,3.7491590881e+07,2.4147470856e+07,-1.5643410385e-02,-4.8625417985e-03
91,5.6375658417e+07,2.2520642853e+07,7.7133398307e+00,1.8371681289e-01,-4.1107540950e-02,2.0591126755e-02,7.8896301270e+07,3.3855015564e+07,-2.0516414195e-02,-6.1698667705e-02
92,3.0872708702e+07,1.2170141029e+07,7.4529011259e+00,1.8099989101e-01,-3.6731966771e-02,5.9114648029e-03,4.3042849731e+07,1.8702567673e+07,-3.0820501968e-02,-4.2643431574e-02
93,2.1305153847e+07,3.1197652817e+06,7.3237778597e+00,6.4055274712e-02,-2.0839475095e-02,1.3708353043e-02,2.4424919128e+07,1.8185388565e+07,-7.1311220527e-03,-3.4547828138e-02
94,5.7957691956e+07,3.2382247925e+06,7.7624321524e+00,2.4290292697e-02,-3.9969174191e-02,1.1892186478e-02,6.1195916748e+07,5.4719467163e+07,-2.8076987714e-02,-5.1861360669e-02
95,4.0061437225e+07,1.7264028168e+07,7.5581165406e+00,2.0023104865e-01,-6.0402695090e-04,2.0524137653e-02,2.2797409058e+07,5.7325465393e+07,-2.1128164604e-02,1.9920110703e-02
96,8.4432152367e+07,6.5949384499e+07,7.7219807640e+00,4.5521375491e-01,-4.2137075216e-02,5.6718178093e-03,1.8482767868e+07,1.5038153687e+08,-4.7808893025e-02,-3.6465257406e-02
97,5.0395889282e+07,2.1327424622e+07,7.6595412206e+00,1.9611912685e-01,-4.0262974799e-02,3.9382427931e-03,2.9068464661e+07,7.1723313904e+07,-4.4201217592e-02,-3.6324732006e-02
98,4.8680554962e+07,1.6732601166e+07,7.6600540758e+00,1.5561102815e-01,-5.5448673666e-03,1.8226282671e-02,6.5413156128e+07,3.1947953796e+07,1.2681415305e-02,-2.3771150038e-02
99,1.2290327110e+08,9.1867395401e+07,7.9119194844e+00,4.2005548052e-01,-4.8592340201e-02,1.7226431519e-02,3.1035875702e+07,2.1477066650e+08,-6.5818771720e-02,-3.1365908682e-02
100,8.3564206696e+07,6.1110115814e+07,7.7558434667e+00,4.0454799060e-01,-4.6265220270e-02,3.9768116549e-02,2.2454090881e+07,1.4467432251e+08,-8.6033336818e-02,-6.4971037209e-03
101,2.9536483955e+08,2.7145359306e+08,8.0660230906e+00,6.8742087420e-01,-7.3826320004e-03,1.2262682663e-02,2.3911246490e+07,5.6681843262e+08,4.8800506629e-03,-1.9645314664e-02
102,3.5371925354e+07,1.0261665344e+07,7.5295679262e+00,1.2971671651e-01,-4.3124763295e-02,1.6311610118e-02,2.5110260010e+07,4.5633590698e+07,-5.9436373413e-02,-2.6813153177e-02
103,1.3136242218e+08,1.0912676239e+08,7.8640727852e+00,5.1702276458e-01,1.0607937118e-02,4.1024724487e-03,2.2235659790e+07,2.4048918457e+08,6.5054646693e-03,1.4710409567e-02
104,3.7948718948e+08,3.4670778122e+08,8.1883271731e+00,6.7272606373e-01,-3.3949118108e-02,1.5541225672e-02,3.2779408264e+07,7.2619497070e+08,-4.9490343779e-02,-1.8407892436e-02
105,3.6623438530e+08,3.3809405708e+08,8.1485521925e+00,6.9922303400e-01,-1.4711924829e-02,3.2548042946e-02,2.8140328217e+07,7.0432844238e+08,-4.7259967774e-02,1.7836118117e-02
106,3.7522879486e+08,3.1387574615e+08,8.3130606300e+00,5.2522448180e-01,-1.3584139291e-02,5.0618718378e-03,6.1353048706e+07,6.8910454102e+08,-8.5222674534e-03,-1.8646011129e-02
107,4.1945320129e+08,3.4957233582e+08,8.3651495184e+00,5.2079124330e-01,-2.8858031146e-02,1.1207384057e-02,6.9880865479e+07,7.6902553711e+08,-4.0065415204e-02,-1.7650647089e-02
108,2.4778992920e+08,1.6039606934e+08,8.2761695123e+00,3.3468859133e-01,1.0299318470e-02,5.0539700314e-03,8.7393859863e+07,4.0818599854e+08,5.2453484386e-03,1.5353288502e-02
109,8.4012609100e+07,4.6070240021e+07,7.8466722423e+00,2.6754779808e-01,-3.5755244084e-02,8.0090006813e-03,1.3008284912e+08,3.7942369080e+07,-2.7746243402e-02,-4.3764244765e-02
110,4.2267902985e+08,3.3483591156e+08,8.4115494738e+00,4.6784172963e-01,-1.8353670835e-02,1.4469176531e-03,8.7843118286e+07,7.5751494141e+08,-1.9800588489e-02,-1.6906753182e-02
111,4.1590466309e+08,2.7625312500e+08,8.4926254166e+00,3.4757969331e-01,-1.1437465437e-02,3.6271670833e-03,1.3965153809e+08,6.9215778809e+08,-7.8102983534e-03,-1.5064632520e-02
112,3.6720642700e+08,1.4232024536e+08,8.5295648468e+00,1.7760207625e-01,-1.4079885557e-02,4.2499210685e-03,2.2488618164e+08,5.0952667236e+08,-1.8329806626e-02,-9.8299644887e-03
113,2.3753838501e+08,3.6089611816e+07,8.3706625790e+00,6.6497952082e-02,3.5159428371e-03,6.3953065546e-03,2.0144877319e+08,2.7362799683e+08,9.9112493917e-03,-2.8793637175e-03
114,5.5646298981e+07,3.2510707855e+07,7.6547687184e+00,2.9048811795e-01,2.9098842060e-03,2.5808054488e-04,8.8157006836e+07,2.3135591125e+07,2.6518036611e-03,3.1679647509e-03
115,1.1368786697e+08,6.5011498260e+07,7.9697205910e+00,2.8240241885e-01,2.6236240410e-04,2.0280673743e-04,1.7869936523e+08,4.8676368713e+07,4.6516914153e-04,5.9555666667e-05
116,2.0448702393e+08,1.1741370850e+08,8.2238035230e+00,2.8391844187e-01,-6.8973143352e-03,9.3404586660e-03,8.7073315430e+07,3.2190073242e+08,2.4431443308e-03,-1.6237773001e-02
117,2.2280673981e+08,8.2188468933e+07,8.3161673851e+00,1.6812563183e-01,-1.9534505904e-02,1.7512049526e-03,3.0499520874e+08,1.4061827087e+08,-1.7783300951e-02,-2.1285710856e-02
118,1.3911503220e+08,8.2611920929e+07,8.0489454257e+00,2.9687306342e-01,-7.9807756701e-03,4.0770772612e-03,5.6503111267e+07,2.2172695312e+08,-1.2057852931e-02,-3.9036984090e-03
119,2.2150495605e+08,5.1892163086e+07,8.3331262698e+00,1.0366766418e-01,1.0876165703e-02,6.3186511397e-04,2.7339711914e+08,1.6961279297e+08,1.0244300589e-02,1.1508030817e-02
120,4.6915036926e+08,2.4489452820e+08,8.6022346419e+00,2.5149087818e-01,-1.4984571375e-02,2.5666132569e-04,7.1404489746e+08,2.2425584106e+08,-1.5241232701e-02,-1.4727910049e-02
121,4.7755352783e+08,9.9938488770e+07,8.6692976336e+00,9.2248351217e-02,-7.3456810787e-04,1.4717398677e-02,3.7761503906e+08,5.7749201660e+08,1.3982830569e-02,-1.5451966785e-02
122,4.1003767090e+08,1.5596975098e+08,8.5788859790e+00,1.7393614700e-01,-1.0414980585e-02,5.7557688560e-03,5.6600742188e+08,2.5406791992e+08,-1.6170749441e-02,-4.6592117287e-03
123,4.2443262634e+08,2.4207413635e+08,8.5423652739e+00,2.8143928647e-01,-1.0500768200e-02,3.3002477139e-03,6.6650676270e+08,1.8235848999e+08,-1.3801015913e-02,-7.2005204856e-03
124,3.9352734375e+08,1.2515742188e+08,8.5718186661e+00,1.4308482635e-01,-1.1893894989e-02,4.5044063590e-03,2.6836992188e+08,5.1868476562e+08,-7.3894886300e-03,-1.6398301348e-02
125,9.6266435623e+07,7.5409699631e+07,7.7769781359e+00,4.5773179208e-01,-9.2407222837e-04,8.3875041455e-03,2.0856735992e+07,1.7167613525e+08,7.4634319171e-03,-9.3115763739e-03
126,1.5874421997e+08,1.7182434082e+06,8.2006724791e+00,4.7009760422e-03,-7.3093925603e-03,4.5694564469e-03,1.6046246338e+08,1.5702597656e+08,-2.7399361134e-03,-1.1878849007e-02
127,5.7583526001e+08,1.3711283569e+08,8.7476238732e+00,1.0543404019e-01,-3.6570290104e-03,1.2788035907e-02,4.3872242432e+08,7.1294809570e+08,9.1310068965e-03,-1.6445064917e-02
128,6.0438301392e+08,1.8545546265e+08,8.7598386048e+00,1.3769968157e-01,4.1639292613e-04,1.5658771154e-02,4.1892755127e+08,7.8983847656e+08,-1.5242378227e-02,1.6075164080e-02
129,7.8883326416e+08,1.1834582520e+07,8.8969363352e+00,6.5160532425e-03,-1.3727587648e-03,1.4686794486e-02,7.7699868164e+08,8.0066784668e+08,1.3314035721e-02,-1.6059553251e-02
130,7.6805885010e+08,2.0183093262e+07,8.8852444979e+00,1.1415042580e-02,1.4744548127e-02,1.3024955988e-03,7.8824194336e+08,7.4787575684e+08,1.3442052528e-02,1.6047043726e-02
131,7.9369577637e+08,5.5739501953e+06,8.8996433594e+00,3.0500043996e-03,-1.4883774798e-02,1.2467452325e-03,7.8812182617e+08,7.9926972656e+08,-1.3637029566e-02,-1.6130520031e-02
132,7.9905838623e+08,5.6253662109e+05,8.9025784062e+00,3.0574310336e-04,-1.2894831598e-03,1.4755645767e-02,7.9962092285e+08,7.9849584961e+08,1.3466162607e-02,-1.6045128927e-02
133,7.9233570557e+08,9.1678344727e+06,8.8988801537e+00,5.0252911630e-03,1.2468611822e-03,1.4739981852e-02,8.0150354004e+08,7.8316787109e+08,-1.3493120670e-02,1.5986843035e-02
