step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,cosine_similarity_replica_1,cosine_similarity_replica_2
13,1.9825346470e+00,5.3874254227e-03,2.9721918230e-01,1.1801735196e-03,6.7082437454e-05,8.3409933723e-04,1.9771472216e+00,1.9879220724e+00,-7.6701689977e-04,9.0118177468e-04
14,1.9758073688e+00,5.3789019585e-03,2.9574299143e-01,1.1823183005e-03,8.5715320893e-05,8.3379267016e-04,1.9704284668e+00,1.9811862707e+00,-7.4807734927e-04,9.1950799106e-04
15,1.9673975706e+00,5.3678750992e-03,2.9389051427e-01,1.1849380902e-03,1.0899346671e-04,8.3339193952e-04,1.9620296955e+00,1.9727654457e+00,-7.2439847281e-04,9.4238540623e-04
16,1.9570645690e+00,5.3536295891e-03,2.9160352952e-01,1.1880331519e-03,1.3765349286e-04,8.3287968300e-04,1.9517109394e+00,1.9624181986e+00,-6.9522619015e-04,9.7053317586e-04
17,1.9445578456e+00,5.3363442421e-03,2.8881923150e-01,1.1918136973e-03,1.7248952645e-04,8.3223709953e-04,1.9392215014e+00,1.9498941898e+00,-6.5974757308e-04,1.0047266260e-03
18,1.9296201468e+00,5.3154230118e-03,2.8547017712e-01,1.1963311670e-03,2.1435390227e-04,8.3144474775e-04,1.9243047237e+00,1.9349355698e+00,-6.1709084548e-04,1.0457986500e-03
19,1.9119915962e+00,5.2902698517e-03,2.8148431667e-01,1.2016479947e-03,2.6415934553e-04,8.3048496163e-04,1.9067013264e+00,1.9172818661e+00,-5.6632561609e-04,1.0946443072e-03
20,1.8914118409e+00,5.2610039711e-03,2.7678442350e-01,1.2080028458e-03,3.2287594513e-04,8.2933247904e-04,1.8861508369e+00,1.8966728449e+00,-5.0645653391e-04,1.1522084242e-03
21,1.8676249385e+00,5.2270293236e-03,2.7128796352e-01,1.2154881167e-03,3.9153550460e-04,8.2796586503e-04,1.8623979092e+00,1.8728519678e+00,-4.3643036042e-04,1.2195013696e-03
22,1.8403846622e+00,5.1887631416e-03,2.6490687908e-01,1.2244490065e-03,4.7122019168e-04,8.2635814033e-04,1.8351958990e+00,1.8455734253e+00,-3.5513794865e-04,1.2975783320e-03
23,1.8094593287e+00,5.1453113556e-03,2.5754707006e-01,1.2349469905e-03,5.6307029445e-04,8.2448427565e-04,1.8043140173e+00,1.8146046400e+00,-2.6141398121e-04,1.3875545701e-03
24,1.7746379972e+00,5.0969719887e-03,2.4910798478e-01,1.2473489801e-03,6.6827224509e-04,8.2231454144e-04,1.7695410252e+00,1.7797349691e+00,-1.5404229634e-04,1.4905867865e-03
25,1.7357372642e+00,5.0435662270e-03,2.3948215391e-01,1.2619416495e-03,7.8805926205e-04,8.1981945368e-04,1.7306936979e+00,1.7407808304e+00,-3.1760191632e-05,1.6078787157e-03
26,1.6926091909e+00,4.9847364426e-03,2.2855481145e-01,1.2790015563e-03,9.2369936101e-04,8.1696895722e-04,1.6876244545e+00,1.6975939274e+00,1.0673040379e-04,1.7406683182e-03
27,1.6451472640e+00,4.9211382866e-03,2.1620283652e-01,1.2991114072e-03,1.0764930776e-03,8.1373144349e-04,1.6402261257e+00,1.6500684023e+00,2.6276163408e-04,1.8902245210e-03
28,1.5932962298e+00,4.8516392708e-03,2.0229451504e-01,1.3224450271e-03,1.2477600394e-03,8.1007239351e-04,1.5884445906e+00,1.5981478691e+00,4.3768764590e-04,2.0578324329e-03
29,1.5370607376e+00,4.7769546509e-03,1.8668893179e-01,1.3497265748e-03,1.4388321724e-03,8.0595791223e-04,1.5322837830e+00,1.5418376923e+00,6.3287426019e-04,2.2447900847e-03
30,1.4765122533e+00,4.6967864037e-03,1.6923485817e-01,1.3814956790e-03,1.6510337591e-03,8.0135092139e-04,1.4718154669e+00,1.4812090397e+00,8.4968283772e-04,2.4523846805e-03
31,1.4117987156e+00,4.6110153198e-03,1.4977046610e-01,1.4184356507e-03,1.8856746028e-03,7.9622078920e-04,1.4071877003e+00,1.4164097309e+00,1.0894538136e-03,2.6818953920e-03
32,1.3431521058e+00,4.5195221901e-03,1.2812273869e-01,1.4613467435e-03,2.1440277342e-03,7.9052918591e-04,1.3386325836e+00,1.3476716280e+00,1.3534985483e-03,2.9345569201e-03
33,1.2708958387e+00,4.4225454330e-03,1.0410732815e-01,1.5112920917e-03,2.4273120798e-03,7.8424019739e-04,1.2664732933e+00,1.2753183842e+00,1.6430718824e-03,3.2115522772e-03
34,1.1954508424e+00,4.3198466301e-03,7.7528886878e-02,1.5693608249e-03,2.7366792783e-03,7.7732116915e-04,1.1911309958e+00,1.1997706890e+00,1.9593581092e-03,3.5140004475e-03
35,1.1173406243e+00,4.2114853859e-03,4.8182504144e-02,1.6369524973e-03,3.0731814913e-03,7.6973577961e-04,1.1131291389e+00,1.1215521097e+00,2.3034457117e-03,3.8429172710e-03
36,1.0371939540e+00,4.0976405144e-03,1.5856587252e-02,1.7157754498e-03,3.4377624979e-03,7.6145457570e-04,1.0330963135e+00,1.0412915945e+00,2.6763079222e-03,4.1992170736e-03
37,9.5574605465e-01,3.9782524109e-03,-1.9661248424e-02,1.8077427991e-03,3.8312289398e-03,7.5244647451e-04,9.5176780224e-01,9.5972430706e-01,3.0787824653e-03,4.5836754143e-03
38,8.7383657694e-01,3.8539767265e-03,-5.8574004529e-02,1.9154287226e-03,4.2542391457e-03,7.4268365279e-04,8.6998260021e-01,8.7769055367e-01,3.5115554929e-03,4.9969227985e-03
39,7.9240623116e-01,3.7250816822e-03,-1.0105691683e-01,2.0416224317e-03,4.7072754242e-03,7.3214294389e-04,7.8868114948e-01,7.9613131285e-01,3.9751324803e-03,5.4394183680e-03
40,7.1248877048e-01,3.5925507545e-03,-1.4722749706e-01,2.1898425015e-03,5.1906357985e-03,7.2080385871e-04,7.0889621973e-01,7.1608132124e-01,4.4698319398e-03,5.9114396572e-03
41,6.3520246744e-01,3.4574270248e-03,-1.9709425699e-01,2.3639018805e-03,5.7044192217e-03,7.0864986628e-04,6.3174504042e-01,6.3865989447e-01,4.9957693554e-03,6.4130690880e-03
42,5.6173714995e-01,3.3210813999e-03,-2.5047444375e-01,2.5676495337e-03,6.2485181261e-03,6.9566653110e-04,5.5841606855e-01,5.6505823135e-01,5.5528515950e-03,6.9441846572e-03
43,4.9333982170e-01,3.1853765249e-03,-3.0686288048e-01,2.8041739418e-03,6.8226135336e-03,6.8184593692e-04,4.9015444517e-01,4.9652519822e-01,6.1407675967e-03,7.5044594705e-03
44,4.3129809201e-01,3.0523985624e-03,-3.6523333968e-01,3.0736560398e-03,7.4261727277e-03,6.6718435846e-04,4.2824569345e-01,4.3435049057e-01,6.7589883693e-03,8.0933570862e-03
45,3.7692250311e-01,2.9245465994e-03,-4.2376100658e-01,3.3697641519e-03,8.0584555399e-03,6.5168482251e-04,3.7399795651e-01,3.7984704971e-01,7.4067707174e-03,8.7101403624e-03
46,3.3152739704e-01,2.8045624495e-03,-4.7949611655e-01,3.6740102417e-03,8.7185213342e-03,6.3535105437e-04,3.2872283459e-01,3.3433195949e-01,8.0831702799e-03,9.3538723886e-03
47,2.9641176760e-01,2.6953071356e-03,-5.2812251430e-01,3.9491997552e-03,9.4052352943e-03,6.1819842085e-04,2.9371646047e-01,2.9910707474e-01,8.7870368734e-03,1.0023433715e-02
48,2.7284055948e-01,2.5998950005e-03,-5.6411078681e-01,4.1385130992e-03,1.0117296129e-02,6.0024112463e-04,2.7024066448e-01,2.7544045448e-01,9.5170550048e-03,1.0717537254e-02
49,2.6202586293e-01,2.5213658810e-03,-5.8167594756e-01,4.1791641326e-03,1.0853236541e-02,5.8150198311e-04,2.5950449705e-01,2.6454722881e-01,1.0271734558e-02,1.1434738524e-02
50,2.6511032879e-01,2.4627596140e-03,-5.7659209142e-01,4.0345228472e-03,1.1611452326e-02,5.6200847030e-04,2.6264756918e-01,2.6757308841e-01,1.1049443856e-02,1.2173460796e-02
51,2.8315083683e-01,2.4269968271e-03,-5.4799810464e-01,3.7225994292e-03,1.2390212156e-02,5.4179597646e-04,2.8072384000e-01,2.8557783365e-01,1.1848416179e-02,1.2932008132e-02
52,3.1710493565e-01,2.4167299271e-03,-4.9880961122e-01,3.3099226001e-03,1.3187684584e-02,5.2090035751e-04,3.1468820572e-01,3.1952166557e-01,1.2666784227e-02,1.3708584942e-02
53,3.6781838536e-01,2.4343132973e-03,-4.3437607791e-01,2.8743105575e-03,1.4001955744e-02,4.9936538562e-04,3.6538407207e-01,3.7025269866e-01,1.3502590358e-02,1.4501321130e-02
54,4.3601477146e-01,2.4816095829e-03,-3.6050583168e-01,2.4718451218e-03,1.4831045177e-02,4.7723716125e-04,4.3353316188e-01,4.3849638104e-01,1.4353808016e-02,1.5308282338e-02
55,5.2228796482e-01,2.5599598885e-03,-2.8209519840e-01,2.1286827030e-03,1.5672925394e-02,4.5456970111e-04,5.1972800493e-01,5.2484792471e-01,1.5218355693e-02,1.6127495095e-02
56,6.2709516287e-01,2.6701688766e-03,-2.0267048620e-01,1.8492354684e-03,1.6525536776e-02,4.3141841888e-04,6.2442499399e-01,6.2976533175e-01,1.6094118357e-02,1.6956955194e-02
57,7.5075408816e-01,2.8121173382e-03,-1.2450534091e-01,1.6267547170e-03,1.7386819236e-02,4.0784012526e-04,7.4794197083e-01,7.5356620550e-01,1.6978979111e-02,1.7794659361e-02
58,8.9344069362e-01,2.9855072498e-03,-4.8936695287e-02,1.4512369535e-03,1.8254703842e-02,3.8390140980e-04,8.9045518637e-01,8.9642620087e-01,1.7870802432e-02,1.8638605252e-02
59,1.0551903248e+00,3.1887292862e-03,2.3328817405e-02,1.3124189223e-03,1.9127156585e-02,3.5966373980e-04,1.0520015955e+00,1.0583790541e+00,1.8767492846e-02,1.9486820325e-02
60,1.2358993888e+00,3.4193396568e-03,9.1981455293e-02,1.2015574627e-03,2.0002167672e-02,3.3519603312e-04,1.2324800491e+00,1.2393187284e+00,1.9666971639e-02,2.0337363705e-02
61,1.4353310466e+00,3.6750435829e-03,1.5695065529e-01,1.1119766693e-03,2.0877783187e-02,3.1056534499e-04,1.4316560030e+00,1.4390060902e+00,2.0567217842e-02,2.1188348532e-02
62,1.6531202793e+00,3.9511919022e-03,2.1830321302e-01,1.0380273772e-03,2.1752101369e-02,2.8584804386e-04,1.6491690874e+00,1.6570714712e+00,2.1466253325e-02,2.2037949413e-02
63,1.8887837529e+00,4.2451024055e-03,2.7618114144e-01,9.7609249937e-04,2.2623306140e-02,2.6111304760e-04,1.8845386505e+00,1.8930288553e+00,2.2362193093e-02,2.2884419188e-02
64,2.1417294741e+00,4.5493841171e-03,3.3076363361e-01,9.2251398399e-04,2.3489633575e-02,2.3642741144e-04,2.1371800900e+00,2.1462788582e+00,2.3253206164e-02,2.3726060987e-02
65,2.4112658501e+00,4.8604011536e-03,3.8224421314e-01,8.7541083851e-04,2.4349432439e-02,2.1186843514e-04,2.4064054489e+00,2.4161262512e+00,2.4137564003e-02,2.4561300874e-02
66,2.6966153383e+00,5.1718950272e-03,4.3081820169e-01,8.3294350270e-04,2.5201121345e-02,1.8749944866e-04,2.6914434433e+00,2.7017872334e+00,2.5013621897e-02,2.5388620794e-02
67,2.9969280958e+00,5.4765939713e-03,4.7667559806e-01,7.9363171649e-04,2.6043239981e-02,1.6340054572e-04,2.9914515018e+00,3.0024046898e+00,2.5879839435e-02,2.6206640527e-02
68,3.3112922907e+00,5.7681798935e-03,5.1999685907e-01,7.5652978122e-04,2.6874409989e-02,1.3962388039e-04,3.3055241108e+00,3.3170604706e+00,2.6734786108e-02,2.7014033869e-02
69,3.6387528181e+00,6.0402154922e-03,5.6095195645e-01,7.2091587375e-04,2.7693353593e-02,1.1624768376e-04,3.6327126026e+00,3.6447930336e+00,2.7577105910e-02,2.7809601277e-02
70,3.9783186913e+00,6.2859058380e-03,5.9969902810e-01,6.8620357062e-04,2.8498899192e-02,9.3329697847e-05,3.9720327854e+00,3.9846045971e+00,2.8405569494e-02,2.8592228889e-02
71,4.3289830685e+00,6.4985752106e-03,6.3638539785e-01,6.5195391841e-04,2.9289983213e-02,7.0927664638e-05,4.3224844933e+00,4.3354816437e+00,2.9219055548e-02,2.9360910878e-02
72,4.6897284985e+00,6.6707134247e-03,6.7114726157e-01,6.1774492606e-04,3.0065624975e-02,4.9092806876e-05,4.6830577850e+00,4.6963992119e+00,3.0016532168e-02,3.0114717782e-02
73,5.0595462322e+00,6.7985057831e-03,7.0411117662e-01,5.8356128954e-04,3.0824955553e-02,2.7885660529e-05,5.0527477264e+00,5.0663447380e+00,3.0797069892e-02,3.0852841213e-02
74,5.4374418259e+00,6.8745613098e-03,7.3539427645e-01,5.4907909431e-04,3.1567195430e-02,7.3481351137e-06,5.4305672646e+00,5.4443163872e+00,3.1559847295e-02,3.1574543566e-02
75,5.8224458694e+00,6.8941116333e-03,7.6510515520e-01,5.1422994843e-04,3.2291654497e-02,1.2479722500e-05,5.8155517578e+00,5.8293399811e+00,3.2304134220e-02,3.2279174775e-02
76,6.2136254311e+00,6.8521499634e-03,7.9334480556e-01,4.7892364250e-04,3.2997732982e-02,3.1555071473e-05,6.2067732811e+00,6.2204775810e+00,3.3029288054e-02,3.2966177911e-02
77,6.6100902557e+00,6.7462921143e-03,8.2020716330e-01,4.4324333594e-04,3.3684913069e-02,4.9840658903e-05,6.6033439636e+00,6.6168365479e+00,3.3734753728e-02,3.3635072410e-02
78,7.0109922886e+00,6.5734386444e-03,8.4577929854e-01,4.0719043032e-04,3.4352764487e-02,6.7315995693e-05,7.0044188499e+00,7.0175657272e+00,3.4420080483e-02,3.4285448492e-02
79,7.4155411720e+00,6.3300132751e-03,8.7014269228e-01,3.7072014567e-04,3.5000909120e-02,8.3949416876e-05,7.4092111588e+00,7.4218711853e+00,3.5084858537e-02,3.4916959703e-02
80,7.8230011463e+00,6.0160160065e-03,8.9337326547e-01,3.3397963529e-04,3.5629075021e-02,9.9726021290e-05,7.8169851303e+00,7.8290171623e+00,3.5728801042e-02,3.5529348999e-02
81,8.2326908112e+00,5.6295394897e-03,9.1554170372e-01,2.9697195889e-04,3.6237020046e-02,1.1463090777e-04,8.2270612717e+00,8.2383203506e+00,3.6351650953e-02,3.6122389138e-02
82,8.6439886093e+00,5.1698684692e-03,9.3671410824e-01,2.5974648019e-04,3.6824595183e-02,1.2864544988e-04,8.6388187408e+00,8.6491584778e+00,3.6953240633e-02,3.6695949733e-02
83,9.0563321114e+00,4.6381950378e-03,9.5695228351e-01,2.2242367686e-04,3.7391688675e-02,1.4177337289e-04,9.0516939163e+00,9.0609703064e+00,3.7533462048e-02,3.7249915302e-02
84,9.4692139626e+00,4.0402412415e-03,9.7631389028e-01,1.8530097536e-04,3.7938259542e-02,1.5401467681e-04,9.4651737213e+00,9.4732542038e+00,3.8092274219e-02,3.7784244865e-02
85,9.8821873665e+00,3.3698081970e-03,9.9485305861e-01,1.4809364643e-04,3.8464302197e-02,1.6536377370e-04,9.8788175583e+00,9.8855571747e+00,3.8629665971e-02,3.8298938423e-02
86,1.0294851780e+01,2.6364326477e-03,1.0126200840e+00,1.1121949109e-04,3.8969872519e-02,1.7583556473e-04,1.0292215347e+01,1.0297488213e+01,3.9145708084e-02,3.8794036955e-02
87,1.0706856728e+01,1.8415451050e-03,1.0296619848e+00,7.4697262278e-05,3.9455054328e-02,1.8543563783e-04,1.0705015182e+01,1.0708698273e+01,3.9640489966e-02,3.9269618690e-02
88,1.1117909908e+01,9.8943710327e-04,1.0460231488e+00,3.8649987167e-05,3.9919985458e-02,1.9417516887e-04,1.1116920471e+01,1.1118899345e+01,4.0114160627e-02,3.9725810289e-02
89,1.1527748585e+01,8.2492828369e-05,1.0617444961e+00,3.1078210887e-06,4.0364840999e-02,2.0208023489e-04,1.1527666092e+01,1.1527831078e+01,4.0566921234e-02,4.0162760764e-02
90,1.1936156273e+01,8.7070465088e-04,1.0768644950e+00,3.1680401737e-05,4.0789810941e-02,2.0916573703e-04,1.1937026978e+01,1.1935285568e+01,4.0998976678e-02,4.0580645204e-02
91,1.2342957497e+01,1.8672943115e-03,1.0914192285e+00,6.5701888870e-05,4.1195137426e-02,2.1545402706e-04,1.2344824791e+01,1.2341090202e+01,4.1410591453e-02,4.0979683399e-02
92,1.2748007298e+01,2.9025077820e-03,1.1054422922e+00,9.8881582490e-05,4.1581075639e-02,2.2097304463e-04,1.2750909805e+01,1.2745104790e+01,4.1802048683e-02,4.1360102594e-02
93,1.3151183128e+01,3.9672851562e-03,1.1189648055e+00,1.3101255506e-04,4.1947914287e-02,2.2575072944e-04,1.3155150414e+01,1.3147215843e+01,4.2173665017e-02,4.1722163558e-02
94,1.3552395344e+01,5.0578117371e-03,1.1320160320e+00,1.6208056024e-04,4.2295958847e-02,2.2980943322e-04,1.3557453156e+01,1.3547337532e+01,4.2525768280e-02,4.2066149414e-02
95,1.3951580048e+01,6.1702728271e-03,1.1446233527e+00,1.9207255424e-04,4.2625539005e-02,2.3319199681e-04,1.3957750320e+01,1.3945409775e+01,4.2858731002e-02,4.2392347008e-02
96,1.4348689556e+01,7.2884559631e-03,1.1568121834e+00,2.2060108460e-04,4.2936986312e-02,2.3591704667e-04,1.4355978012e+01,1.4341401100e+01,4.3172903359e-02,4.2701069266e-02
97,1.4743690968e+01,8.4156990051e-03,1.1686061486e+00,2.4789532311e-04,4.3230663985e-02,2.3802369833e-04,1.4752106667e+01,1.4735275269e+01,4.3468687683e-02,4.2992640287e-02
98,1.5136574268e+01,9.5448493958e-03,1.1800275098e+00,2.7385826536e-04,4.3506946415e-02,2.3954734206e-04,1.5146119118e+01,1.5127029419e+01,4.3746493757e-02,4.3267399073e-02
99,1.5527335644e+01,1.0657787323e-02,1.1910968386e+00,2.9809486037e-04,4.3766200542e-02,2.4051964283e-04,1.5537993431e+01,1.5516677856e+01,4.4006720185e-02,4.3525680900e-02
100,1.5915983200e+01,1.1761665344e-02,1.2018333535e+00,3.2093696146e-04,4.4008821249e-02,2.4097785354e-04,1.5927744865e+01,1.5904221535e+01,4.4249799103e-02,4.3767843395e-02
101,1.6302540779e+01,1.2846946716e-02,1.2122551604e+00,3.4223863008e-04,4.4235195965e-02,2.4094432592e-04,1.6315387726e+01,1.6289693832e+01,4.4476140290e-02,4.3994251639e-02
102,1.6687035561e+01,1.3897895813e-02,1.2223790408e+00,3.6170479983e-04,4.4445730746e-02,2.4047493935e-04,1.6700933456e+01,1.6673137665e+01,4.4686205685e-02,4.4205255806e-02
103,1.7069493294e+01,1.4918327332e-02,1.2322204635e+00,3.7956304721e-04,4.4640807435e-02,2.3958273232e-04,1.7084411621e+01,1.7054574966e+01,4.4880390167e-02,4.4401224703e-02
104,1.7449952126e+01,1.5891075134e-02,1.2417940597e+00,3.9549725412e-04,4.4820846990e-02,2.3831240833e-04,1.7465843201e+01,1.7434061050e+01,4.5059159398e-02,4.4582534581e-02
105,1.7828465462e+01,1.6821861267e-02,1.2511137707e+00,4.0977411698e-04,4.4986236840e-02,2.3669376969e-04,1.7845287323e+01,1.7811643600e+01,4.5222930610e-02,4.4749543071e-02
106,1.8205071449e+01,1.7693519592e-02,1.2601921826e+00,4.2209119394e-04,4.5137386769e-02,2.3476034403e-04,1.8222764969e+01,1.8187377930e+01,4.5372147113e-02,4.4902626425e-02
107,1.8579817772e+01,1.8507957458e-02,1.2690412347e+00,4.3261492404e-04,4.5274691656e-02,2.3253820837e-04,1.8598325729e+01,1.8561309814e+01,4.5507229865e-02,4.5042153448e-02
108,1.8952754021e+01,1.9253730774e-02,1.2776721020e+00,4.4119139089e-04,4.5398542657e-02,2.3006089032e-04,1.8972007751e+01,1.8933500290e+01,4.5628603548e-02,4.5168481767e-02
109,1.9323929787e+01,1.9927024841e-02,1.2860952199e+00,4.4784886369e-04,4.5509338379e-02,2.2736564279e-04,1.9343856812e+01,1.9304002762e+01,4.5736704022e-02,4.5281972736e-02
110,1.9693407059e+01,2.0521163940e-02,1.2943206220e+00,4.5254899067e-04,4.5607468113e-02,2.2446550429e-04,1.9713928223e+01,1.9672885895e+01,4.5831933618e-02,4.5383002609e-02
111,2.0061224937e+01,2.1027565002e-02,1.3023572089e+00,4.5521441593e-04,4.5693306252e-02,2.2139959037e-04,2.0082252502e+01,2.0040197372e+01,4.5914705843e-02,4.5471906662e-02
112,2.0427445412e+01,2.1449089050e-02,1.3102138192e+00,4.5601514297e-04,4.5767238364e-02,2.1818093956e-04,2.0448894501e+01,2.0405996323e+01,4.5985419303e-02,4.5549057424e-02
113,2.0792114258e+01,2.1778106689e-02,1.3178984148e+00,4.5488952701e-04,4.5829625800e-02,2.1484307945e-04,2.0813892365e+01,2.0770336151e+01,4.6044468880e-02,4.5614782721e-02
114,2.1155284882e+01,2.1999359131e-02,1.3254186432e+00,4.5162255074e-04,4.5880848542e-02,2.1140836179e-04,2.1177284241e+01,2.1133285522e+01,4.6092256904e-02,4.5669440180e-02
115,2.1517017365e+01,2.2117614746e-02,1.3327818409e+00,4.4641695721e-04,4.5921247452e-02,2.0789355040e-04,2.1539134979e+01,2.1494899750e+01,4.6129141003e-02,4.5713353902e-02
116,2.1877357483e+01,2.2130966187e-02,1.3399946412e+00,4.3932909996e-04,4.5951182023e-02,2.0433031023e-04,2.1899488449e+01,2.1855226517e+01,4.6155512333e-02,4.5746851712e-02
117,2.2236357689e+01,2.2023200989e-02,1.3470634384e+00,4.3013149565e-04,4.5970994979e-02,2.0071864128e-04,2.2258380890e+01,2.2214334488e+01,4.6171713620e-02,4.5770276338e-02
118,2.2594062805e+01,2.1806716919e-02,1.3539941294e+00,4.1916054889e-04,4.5981023461e-02,1.9710138440e-04,2.2615869522e+01,2.2572256088e+01,4.6178124845e-02,4.5783922076e-02
119,2.2950530052e+01,2.1458625793e-02,1.3607925304e+00,4.0606319182e-04,4.5981602743e-02,1.9347481430e-04,2.2971988678e+01,2.2929071426e+01,4.6175077558e-02,4.5788127929e-02
120,2.3305807114e+01,2.0984649658e-02,1.3674639717e+00,3.9104073803e-04,4.5973047614e-02,1.8986687064e-04,2.3326791763e+01,2.3284822464e+01,4.6162914485e-02,4.5783180743e-02
121,2.3659937859e+01,2.0380973816e-02,1.3740134385e+00,3.7410692734e-04,4.5955676585e-02,1.8627569079e-04,2.3680318832e+01,2.3639556885e+01,4.6141952276e-02,4.5769400895e-02
122,2.4012969971e+01,1.9643783569e-02,1.3804457324e+00,3.5527420062e-04,4.5929793268e-02,1.8273666501e-04,2.4032613754e+01,2.3993326187e+01,4.6112529933e-02,4.5747056603e-02
123,2.4364948273e+01,1.8770217896e-02,1.3867653648e+00,3.3457094091e-04,4.5895701274e-02,1.7924793065e-04,2.4383718491e+01,2.4346178055e+01,4.6074949205e-02,4.5716453344e-02
124,2.4715927124e+01,1.7755508423e-02,1.3929767939e+00,3.1198994152e-04,4.5853694901e-02,1.7582438886e-04,2.4733682632e+01,2.4698171616e+01,4.6029519290e-02,4.5677870512e-02
125,2.5065937042e+01,1.6593933105e-02,1.3990838494e+00,2.8750788855e-04,4.5804059133e-02,1.7247907817e-04,2.5082530975e+01,2.5049343109e+01,4.5976538211e-02,4.5631580055e-02
126,2.5415033340e+01,1.5291213989e-02,1.4050906052e+00,2.6129773546e-04,4.5747067779e-02,1.6921013594e-04,2.5430324554e+01,2.5399742126e+01,4.5916277915e-02,4.5577857643e-02
127,2.5763255119e+01,1.3834953308e-02,1.4110006715e+00,2.3321759727e-04,4.5682989061e-02,1.6603618860e-04,2.5777090073e+01,2.5749420166e+01,4.5849025249e-02,4.5516952872e-02
128,2.6110644341e+01,1.2227058411e-02,1.4168175416e+00,2.0337086732e-04,4.5612100512e-02,1.6296282411e-04,2.6122871399e+01,2.6098417282e+01,4.5775063336e-02,4.5449137688e-02
129,2.6457241058e+01,1.0465621948e-02,1.4225445203e+00,1.7179274622e-04,4.5534649864e-02,1.5999563038e-04,2.6467706680e+01,2.6446775436e+01,4.5694645494e-02,4.5374654233e-02
130,2.6803088188e+01,8.5439682007e-03,1.4281848132e+00,1.3843921054e-04,4.5450886711e-02,1.5713833272e-04,2.6811632156e+01,2.6794544220e+01,4.5608025044e-02,4.5293748379e-02
131,2.7148224831e+01,6.4744949341e-03,1.4337414248e+00,1.0357352990e-04,4.5361058787e-02,1.5439651906e-04,2.7154699326e+01,2.7141750336e+01,4.5515455306e-02,4.5206662267e-02
132,2.7492680550e+01,4.2314529419e-03,1.4392170807e+00,6.6843124820e-05,4.5265400782e-02,1.5177763999e-04,2.7496912003e+01,2.7488449097e+01,4.5417178422e-02,4.5113623142e-02
133,2.7836504936e+01,1.8358230591e-03,1.4446147048e+00,2.8641807845e-05,4.5164141804e-02,1.4927983284e-04,2.7838340759e+01,2.7834669113e+01,4.5313421637e-02,4.5014861971e-02
134,2.8179738998e+01,7.3051452637e-04,1.4499369662e+00,1.1258387732e-05,4.5057509094e-02,1.4690682292e-04,2.8179008484e+01,2.8180469513e+01,4.5204415917e-02,4.4910602272e-02
