step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
74,8.7009263039e-01,9.1147010585e-02,-6.2929437014e-02,4.7075608378e-02,3.7085382144e-01,2.5685554947e-02,9.0733218193e-01,7.4460107088e-01,9.5834463835e-01,3.5494318604e-01,4.0708917379e-01,3.5052910447e-01
75,8.5629397631e-01,9.0800929659e-02,-6.9933824674e-02,4.7656172067e-02,3.7332342068e-01,2.5491810635e-02,8.9264929295e-01,7.3145830631e-01,9.4477432966e-01,3.5790690780e-01,4.0925395489e-01,3.5280939937e-01
76,8.4314485391e-01,9.0112071090e-02,-7.6695568938e-02,4.8039646420e-02,3.7507585684e-01,2.5253785224e-02,8.7894082069e-01,7.1932584047e-01,9.3116790056e-01,3.5936591029e-01,4.1070723534e-01,3.5515442491e-01
77,8.2954609394e-01,8.9594178113e-02,-8.3813105132e-02,4.8556795407e-02,3.7759189804e-01,2.5004380241e-02,8.6476820707e-01,7.0652997494e-01,9.1734009981e-01,3.6200413108e-01,4.1287386417e-01,3.5789769888e-01
78,8.1740905841e-01,8.8648218712e-02,-9.0236488725e-02,4.8761895494e-02,3.7912615140e-01,2.4981789637e-02,8.5212862492e-01,6.9572442770e-01,9.0437412262e-01,3.6328542233e-01,4.1439497471e-01,3.5969805717e-01
79,8.0411869287e-01,8.7945738631e-02,-9.7402431747e-02,4.9189978041e-02,3.8170638680e-01,2.4397833645e-02,8.3849000931e-01,6.8341666460e-01,8.9044940472e-01,3.6616197228e-01,4.1615554690e-01,3.6280164123e-01
80,7.9313250383e-01,8.7059431447e-02,-1.0339568760e-01,4.9355821532e-02,3.8305148482e-01,2.4397921433e-02,8.2650357485e-01,6.7381268740e-01,8.7908124924e-01,3.6732402444e-01,4.1751170158e-01,3.6431872845e-01
81,7.8034593662e-01,8.6146563541e-02,-1.1048694425e-01,4.9654187861e-02,3.8544387619e-01,2.3779892475e-02,8.1348752975e-01,6.6224646568e-01,8.6530381441e-01,3.6975866556e-01,4.1904896498e-01,3.6752399802e-01
82,7.6980511347e-01,8.5541921415e-02,-1.1642940533e-01,4.9973855588e-02,3.8659117619e-01,2.3943427094e-02,8.0208593607e-01,6.5269643068e-01,8.5463297367e-01,3.7074574828e-01,4.2042958736e-01,3.6859819293e-01
83,7.5802483161e-01,8.4721586920e-02,-1.2315980650e-01,5.0268260399e-02,3.8872832060e-01,2.3348440832e-02,7.8976929188e-01,6.4209842682e-01,8.4220677614e-01,3.7299048901e-01,4.2173615098e-01,3.7145832181e-01
