replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,569.2875,1.6113851964e-01,1260,8.2960927486e-01
2,101,561.4855,1.5125443041e-01,1519,8.3319884539e-01
3,102,564.9304,1.4449800551e-01,1592,8.0735063553e-01
