replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,759.5950,8.8451266289e-02,1128,9.0208423138e-01
2,101,758.7328,8.7247796357e-02,236,9.0142452717e-01
3,102,758.7651,8.4129907191e-02,3265,9.0467107296e-01
