step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,cosine_similarity_replica_1
1,2.7735824585e+00,0.0000000000e+00,4.4304108196e-01,0.0000000000e+00,3.4365737438e-01,0.0000000000e+00,2.7735824585e+00,3.4365737438e-01
2,2.2587270737e+00,0.0000000000e+00,3.5386375745e-01,0.0000000000e+00,2.7625998855e-01,0.0000000000e+00,2.2587270737e+00,2.7625998855e-01
