alpha,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3,cosine_similarity_replica_4
0.1,0.0,0.0,1.000139594078064,0.0,501.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,1.9268201466178797e-19,2.2631643806530406e-20,0.9998336434364319,0.0,751.0,2.1053981269598155e-19,1.9825031278709879e-19,1.5432498015839578e-19,2.178720579679252e-19,1.8242290969953844e-19
0.5000000000000001,1.9195235128154747e-16,2.806985567561918e-17,0.9989334344863892,0.0,1701.0,2.312105602055069e-16,1.991543203839821e-16,1.7286255005010662e-16,2.0661781884981535e-16,1.4991650691832643e-16
0.7000000000000002,0.06040484309196472,1.6825120113060783e-07,99.33248596191406,0.0005615275838947624,2000.0,0.0604049377143383,0.060404930263757706,0.06040504574775696,0.06040472164750099,0.06040458008646965
0.9000000000000001,0.17722547054290771,4.3136223632485056e-07,15.586387062072754,8.96608055326238e-05,2000.0,0.1772247552871704,0.1772259622812271,0.17722547054290771,0.17722585797309875,0.17722530663013458
1.1,0.2687906861305237,9.400542540007126e-07,8.06048412322998,7.339550898258683e-05,2000.0,0.26879000663757324,0.26878973841667175,0.2687922716140747,0.26879018545150757,0.26879122853279114
1.3000000000000003,0.34311104416847227,2.4924008457569235e-06,5.486919689178467,0.00010779751655930715,2000.0,0.34310972690582275,0.3431069552898407,0.34311389923095703,0.34311309456825256,0.3431115448474884
1.5000000000000002,0.40233939290046694,4.457032717353571e-06,4.2471510887146,0.000136651779487183,2000.0,0.40233951807022095,0.40233340859413147,0.4023418724536896,0.4023360013961792,0.4023461639881134
1.7000000000000004,0.4467302799224854,2.477818923344137e-06,3.592881107330322,6.237853867836357e-05,1451.0,0.4467301666736603,0.44672563672065735,0.4467315077781677,0.44673120975494385,0.44673287868499756
1.9000000000000004,0.47611249685287477,3.1260121778971856e-06,3.302337884902954,6.57565183929993e-05,1281.0,0.47611477971076965,0.47611746191978455,0.4761102497577667,0.4761091470718384,0.4761108458042145
2.1000000000000005,0.49789842367172243,0.00014998502887547584,3.147409200668335,0.0029416012095280675,2000.0,0.49809643626213074,0.49764102697372437,0.49786612391471863,0.49791452288627625,0.4979740083217621
2.3000000000000003,0.4499130964279175,0.008897097895908496,4.281290721893311,0.21542226448527557,2000.0,0.4414145052433014,0.46584591269493103,0.4517105519771576,0.4418426752090454,0.448751837015152
2.5000000000000004,0.3755776405334473,0.00421980433506435,6.909579086303711,0.2320845979943989,2000.0,0.3723194897174835,0.3817892372608185,0.37107694149017334,0.37331968545913696,0.379382848739624
2.7000000000000006,0.39661688208580015,0.008494874409480683,6.007290077209473,0.3804899866985351,2000.0,0.38070476055145264,0.4054916799068451,0.4016588032245636,0.3984645903110504,0.3967645764350891
2.9000000000000004,0.4426264464855194,0.002180884815657132,4.427406978607178,0.07040346895044793,2000.0,0.4433192014694214,0.4399476647377014,0.44357672333717346,0.445854127407074,0.4404345154762268
3.1000000000000005,0.4718196868896484,0.0017711202315358835,3.679135322570801,0.05707868723981056,2000.0,0.4719924330711365,0.46864891052246094,0.47217997908592224,0.4721405506134033,0.4741365611553192
3.3000000000000007,0.49874102473258974,0.002744314426081724,3.17928524017334,0.04943937092403681,1920.2,0.5036059617996216,0.49905869364738464,0.4952230155467987,0.49765777587890625,0.4981596767902374
3.500000000000001,0.5283427238464355,0.12706326431583534,2.1335819005966186,0.7888624536293325,2000.0,0.5752999782562256,0.37311819195747375,0.5184561014175415,0.7412829399108887,0.4335564076900482
3.7000000000000006,0.6000455435743788,0.3606532028629289,3.813719713024329,4.908179771326857,1800.4,-0.0002253966376883909,0.5356762409210205,0.5192075371742249,0.9455692172050476,1.0000001192092896
3.900000000000001,0.8558822095394134,0.22093943863351956,1.3541028338717296,2.546263942424336,1750.4,1.0000001192092896,0.8527825474739075,0.9978051781654358,1.0000001192092896,0.4288230836391449
4.1000000000000005,1.0000000715255737,5.840038639982172e-08,0.0006838397937826812,1.1543460291454937e-06,1051.0,1.0000001192092896,1.0000001192092896,1.0,1.0,1.0000001192092896
4.300000000000001,0.3975787475705147,0.3652024799074107,25.194083559687716,42.24523463291807,1610.4,0.011591847985982895,0.029041510075330734,1.0000001192092896,0.5351912379264832,0.41206902265548706
4.500000000000001,0.860476815700531,0.17619499462833746,0.753301080968231,1.04221587397524,1470.6,1.0000001192092896,0.7190989255905151,0.5832847952842712,1.0000001192092896,1.0000001192092896
4.700000000000001,0.5324175641173496,0.41903507964039743,45.943289226386696,59.3271945079475,1420.6,1.0000001192092896,1.0,0.1371620148420334,-0.0008878334192559123,0.5258135199546814
4.900000000000001,0.841094708442688,0.1949288160088224,0.9335334493778646,1.1451611618729243,1600.6,1.0000001192092896,0.620118260383606,0.5853549242019653,1.0000001192092896,1.0000001192092896
