alpha,lr,num_observed,effective_epochs,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0,loss_replica_0,cosine_similarity_replica_1,loss_replica_1,cosine_similarity_replica_2,loss_replica_2,cosine_similarity_replica_3,loss_replica_3,cosine_similarity_replica_4,loss_replica_4
0.0,0.001,4000,100000.0,0.00017224168968823505,0.0002243136696024484,3.015020037019228e-13,1.1222700049446955e-14,151.0,0.00014692949480377138,2.9834592912489355e-13,0.00045421431423164904,2.8534718533347603e-13,0.00039081452996470034,3.072811102788897e-13,-0.00013864303764421493,2.9745463362394753e-13,7.893147085269447e-06,3.1908116014840726e-13
0.2,0.001,80000,5000.0,0.005048662051558494,0.00019336572840527918,1.3247605238575488e-05,5.40932698072539e-07,1651.0,0.005256725009530783,1.356611664959928e-05,0.005273709539324045,1.2730859452858567e-05,0.0049757082015275955,1.3122244126861915e-05,0.0047617279924452305,1.4125815141596831e-05,0.004975439514964819,1.2692990821960848e-05
0.4,0.001,160000,2500.0,0.010301035456359386,0.00017464345964395974,6.177761824801564e-05,4.5670097332067795e-06,4171.0,0.010575282387435436,6.463499448727816e-05,0.010305176489055157,6.619830674026161e-05,0.010048331692814827,5.595300899585709e-05,0.010207310318946838,5.649027298204601e-05,0.010369076393544674,6.561150803463534e-05
0.6000000000000001,0.0015,240000,1666.6666666666667,0.016144923493266107,0.00024538351368239534,0.0001033655586070381,3.038665033464153e-06,6251.0,0.016575492918491364,0.00010705850581871346,0.016137737780809402,0.00010064657544717193,0.015822649002075195,0.00010339735308662057,0.01603670045733452,9.935341222444549e-05,0.01615203730762005,0.00010637194645823911
0.8,0.0015,320000,1250.0,0.023352359980344774,0.00021996045657871993,0.00023559907276649028,7.5480189474476025e-06,11791.0,0.023533646017313004,0.00023930720635689795,0.02336464636027813,0.0002401522360742092,0.022966435179114342,0.00022780364088248461,0.02330455742776394,0.00024510020739398897,0.023592514917254448,0.00022563207312487066
1.0,0.0015,400000,1000.0,0.03284544125199318,0.00037382511444224663,0.0005608675885014236,1.123380800427977e-05,22571.0,0.03278223052620888,0.0005446795257739723,0.03278110921382904,0.0005732355639338493,0.032253578305244446,0.0005547078908421099,0.03340703248977661,0.0005578502314165235,0.03300325572490692,0.000573864730540663
1.2000000000000002,0.0015,480000,833.3333333333334,0.04685839414596558,0.0008898606890771612,0.001627268875017762,6.683722817726006e-05,46811.0,0.04673461616039276,0.0017528756288811564,0.04786474257707596,0.0016126264818012714,0.04530294984579086,0.0016220089746639132,0.04757259786128998,0.0015935247065499425,0.04681706428527832,0.0015553085831925273
1.4000000000000001,0.0015,560000,714.2857142857143,0.06931023746728897,0.000980617614841796,0.016503403894603252,0.005985436599661989,89431.0,0.06878291070461273,0.012964113615453243,0.07085232436656952,0.010475280694663525,0.06796271353960037,0.013211444951593876,0.06985129415988922,0.02721932902932167,0.06910194456577301,0.018646851181983948
1.6,0.0015,640000,625.0,0.09568842649459838,0.003032728196603972,0.5003716826438904,0.13071887435793117,61041.0,0.0908338725566864,0.7334131002426147,0.09516377747058868,0.5189520716667175,0.09467765688896179,0.42136141657829285,0.09828855097293854,0.4835050702095032,0.09947827458381653,0.3446267545223236
1.8,0.0015,720000,555.5555555555555,0.12752244919538497,0.004528378682026002,1.6993513107299805,0.17868577892310233,52591.0,0.12701117992401123,1.704708218574524,0.13254444301128387,1.491086483001709,0.1203092709183693,1.8795526027679443,0.12560506165027618,1.9150447845458984,0.13214229047298431,1.5063644647598267
2.0,0.0015,800000,500.0,0.1682001382112503,0.008698834962560506,3.3206236362457275,0.4790451904088206,51471.0,0.16280527412891388,3.4644417762756348,0.17771266400814056,2.976935863494873,0.17388994991779327,2.947632074356079,0.15385477244853973,4.200943470001221,0.17273803055286407,3.01316499710083
2.2,0.0015,880000,454.54545454545456,0.23112103641033171,0.012575379679791667,4.72617473602295,0.43943646232666494,57281.0,0.21674108505249023,5.2205328941345215,0.2312961220741272,4.754519462585449,0.23610426485538483,4.44128942489624,0.219661146402359,5.159936904907227,0.25180256366729736,4.054594993591309
2.4000000000000004,0.0015,960000,416.6666666666667,0.2956146657466888,0.026279034777254212,6.496814727783203,0.6926894444340193,52661.0,0.28028404712677,6.851112365722656,0.33644744753837585,5.484857082366943,0.25996461510658264,7.518858909606934,0.2900073528289795,6.577820301055908,0.3113698661327362,6.051424980163574
2.6,0.0015,1040000,384.61538461538464,0.4176861226558685,0.028166466198695173,6.955774307250977,0.5516381558434736,60651.0,0.4419139623641968,6.487989902496338,0.39701834321022034,7.427558898925781,0.39295077323913574,7.41219425201416,0.3957424759864807,7.344356536865234,0.4608050584793091,6.106771945953369
2.8000000000000003,0.0015,1120000,357.14285714285717,0.8163686692714691,0.22630826206539878,2.9383288776502012,3.634806699058232,134241.0,0.9996588826179504,0.004593683406710625,0.9996225833892822,0.004968478810042143,0.5869487524032593,6.469175338745117,0.9996644854545593,0.004515697713941336,0.4959486424922943,8.208391189575195
3.0,0.0015,1200000,333.3333333333333,0.9998085498809814,4.382785908362231e-06,0.003920596279203892,7.12000665586887e-05,128691.0,0.9998016357421875,0.004021522589027882,0.9998062252998352,0.003970172721892595,0.999814510345459,0.0038363304920494556,0.999809205532074,0.00392876286059618,0.9998111724853516,0.0038461927324533463
3.2,0.0015,1280000,312.5,0.9998970746994018,1.67801631495946e-06,0.0026726629585027695,1.3212155385278945e-05,99711.0,0.9999002814292908,0.0026756266597658396,0.9998964667320251,0.0026647578924894333,0.9998953342437744,0.0026663681492209435,0.9998965263366699,0.0026595890522003174,0.999896764755249,0.0026969730388373137
3.4000000000000004,0.0015,1360000,294.11764705882354,0.9999350786209107,2.2385968388186457e-06,0.0014032987877726556,6.754867540584038e-05,80291.0,0.9999383091926575,0.0012938367435708642,0.9999353885650635,0.001424827380105853,0.999931275844574,0.001502788276411593,0.9999353289604187,0.0013833121629431844,0.9999350905418396,0.0014117293758317828
3.6,0.0015,1440000,277.77777777777777,0.9999412655830383,2.4496276272203494e-06,0.0028929841704666615,7.809587048765252e-05,68991.0,0.9999422430992126,0.0028372020460665226,0.9999433755874634,0.0028403298929333687,0.9999432563781738,0.0028360236901789904,0.9999367594718933,0.0030376832000911236,0.9999406933784485,0.002913682023063302
3.8000000000000003,0.0015,1520000,263.1578947368421,0.999954354763031,1.7775380269850807e-06,0.003312109876424074,0.00011583626290798628,64731.0,0.999952495098114,0.0034120939671993256,0.9999553561210632,0.0032819921616464853,0.9999522566795349,0.0034337935503572226,0.9999569654464722,0.0031090183183550835,0.9999547004699707,0.003323651384562254
4.0,0.0015,1600000,250.0,0.999962842464447,2.0732137171936707e-06,0.0033675547689199447,0.0001489396858411288,61161.0,0.9999628067016602,0.00336016365326941,0.9999649524688721,0.0032185730524361134,0.9999639391899109,0.003294961526989937,0.9999589323997498,0.0036511272192001343,0.9999635815620422,0.0033129483927041292
4.2,0.0015,1680000,238.0952380952381,0.9999699711799621,7.856968428270379e-07,0.0032294327858835457,7.372479417619357e-05,58631.0,0.9999695420265198,0.003283700905740261,0.999970018863678,0.003216075710952282,0.9999696612358093,0.0032549819443374872,0.9999714493751526,0.0030932656954973936,0.9999691843986511,0.0032991396728903055
4.4,0.0015,1760000,227.27272727272728,0.999974250793457,7.162484591388608e-07,0.003174571879208088,8.211627789901088e-05,56271.0,0.9999728202819824,0.0033379551023244858,0.9999746084213257,0.003146137110888958,0.9999746084213257,0.003126367460936308,0.9999746680259705,0.0031232351902872324,0.9999745488166809,0.0031391645316034555
