step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
110,1.2431359701e+04,2.8141326121e+02,4.0944078585e+00,9.7979109290e-03,1.0359466324e-01,2.3451129058e-03,8.4757210811e-01,3.3301164777e-03,1.2368358398e+04,1.2803173828e+04,1.2122546875e+04,1.0306964815e-01,1.0669311881e-01,1.0102122277e-01,8.5228019953e-01,8.4531766176e-01,8.4511846304e-01
115,1.1694784831e+04,2.8056892274e+02,4.0678664818e+00,1.0467270395e-02,9.7456537187e-02,2.3380742063e-03,8.5483692090e-01,2.7223238386e-03,1.1764774414e+04,1.1998027344e+04,1.1321552734e+04,9.8039783537e-02,9.9983558059e-02,9.4346269965e-02,8.5868471861e-01,8.5280162096e-01,8.5302442312e-01
120,1.1002932617e+04,2.5467152468e+02,4.0413922843e+00,1.0041533913e-02,9.1691106558e-02,2.1222599554e-03,8.6200388273e-01,3.2227172545e-03,1.0983052734e+04,1.1324304688e+04,1.0701440430e+04,9.1525442898e-02,9.4369202852e-02,8.9178673923e-02,8.6656099558e-01,8.5966700315e-01,8.5978364944e-01
125,1.0320362305e+04,2.9949025466e+02,4.0135123330e+00,1.2589811814e-02,8.6003020406e-02,2.4957497856e-03,8.6848841111e-01,3.2398552935e-03,1.0299467773e+04,1.0697162109e+04,9.9644570312e+03,8.5828900337e-02,8.9143015444e-02,8.3037145436e-02,8.7306416035e-01,8.6599588394e-01,8.6640518904e-01
130,9.8246344401e+03,2.7543582825e+02,3.9921468690e+00,1.2114323345e-02,8.1871951620e-02,2.2952969372e-03,8.7418591976e-01,3.3630579610e-03,9.7495097656e+03,1.0193202148e+04,9.5311914062e+03,8.1245914102e-02,8.4943346679e-02,7.9426594079e-02,8.7894141674e-01,8.7187278271e-01,8.7174355984e-01
135,9.2585908203e+03,2.8408398333e+02,3.9663420628e+00,1.3246718536e-02,7.7154919505e-02,2.3673664097e-03,8.8017566999e-01,2.9840575267e-03,9.1744052734e+03,9.6408896484e+03,8.9604775391e+03,7.6453372836e-02,8.0340743065e-02,7.4670642614e-02,8.8439446688e-01,8.7797564268e-01,8.7815690041e-01
140,8.8087880859e+03,2.4103506946e+02,3.9447545123e+00,1.1832188561e-02,7.3406567176e-02,2.0086259718e-03,8.8528819879e-01,2.7629850194e-03,8.7509814453e+03,9.1286220703e+03,8.5467607422e+03,7.2924844921e-02,7.6071850955e-02,7.1223005652e-02,8.8919043541e-01,8.8316231966e-01,8.8351184130e-01
145,8.3749296875e+03,2.9314824778e+02,3.9227182035e+00,1.5068772428e-02,6.9791081051e-02,2.4429021081e-03,8.9014490445e-01,2.6707148700e-03,8.2578095703e+03,8.7778964844e+03,8.0890830078e+03,6.8815082312e-02,7.3149137199e-02,6.7409023643e-02,8.9391118288e-01,8.8801592588e-01,8.8850760460e-01
150,7.9534119466e+03,2.6170873540e+02,3.9003201976e+00,1.4206534298e-02,6.6278432806e-02,2.1809055567e-03,8.9492644866e-01,2.3466435763e-03,7.8812524414e+03,8.3038671875e+03,7.6751162109e+03,6.5677106380e-02,6.9198891521e-02,6.3959300518e-02,8.9824414253e-01,8.9319843054e-01,8.9333677292e-01
155,7.5392788086e+03,2.8720041959e+02,3.8770162187e+00,1.6483726802e-02,6.2827323874e-02,2.3933370451e-03,8.9958532651e-01,2.3183321448e-03,7.4938818359e+03,7.9115205078e+03,7.2124340820e+03,6.2449015677e-02,6.5929338336e-02,6.0103617609e-02,9.0283596516e-01,8.9758986235e-01,8.9833015203e-01
160,7.1563321940e+03,3.1642476298e+02,3.8542703314e+00,1.9053714697e-02,5.9636102368e-02,2.6368744543e-03,9.0370253722e-01,2.2883150641e-03,7.0676748047e+03,7.5805185547e+03,6.8208032227e+03,5.8897286654e-02,6.3170991838e-02,5.6840028614e-02,9.0681785345e-01,9.0138614178e-01,9.0290361643e-01
165,6.8947617188e+03,3.2644922342e+02,3.8380388727e+00,2.0358615356e-02,5.7456349333e-02,2.7204095513e-03,9.0711633364e-01,2.4095069941e-03,6.7843076172e+03,7.3381943359e+03,6.5617832031e+03,5.6535899639e-02,6.1151620001e-02,5.4681528360e-02,9.1033118963e-01,9.0453058481e-01,9.0648722649e-01
170,6.5977913411e+03,3.4319904098e+02,3.8188184805e+00,2.2374507190e-02,5.4981594284e-02,2.8599918662e-03,9.1058437030e-01,2.4724084331e-03,6.4948066406e+03,7.0600439453e+03,6.2385234375e+03,5.4123386741e-02,5.8833699673e-02,5.1987696439e-02,9.1378843784e-01,9.0777003765e-01,9.1019463539e-01
175,6.3266752930e+03,3.5538999673e+02,3.8004938246e+00,2.4302735830e-02,5.2722293884e-02,2.9615819379e-03,9.1408834855e-01,2.2324458639e-03,6.2792451172e+03,6.7837099609e+03,5.9170708008e+03,5.2327040583e-02,5.6530915201e-02,4.9308925867e-02,9.1709613800e-01,9.1175341606e-01,9.1341549158e-01
180,6.0255927734e+03,3.5103961661e+02,3.7792679875e+00,2.5166569051e-02,5.0213273615e-02,2.9253310846e-03,9.1742360592e-01,2.1426848043e-03,5.9668076172e+03,6.4818945312e+03,5.6280761719e+03,4.9723397940e-02,5.4015789181e-02,4.6900633723e-02,9.2024910450e-01,9.1506266594e-01,9.1695904732e-01
185,5.7613647461e+03,3.5942344335e+02,3.7596969557e+00,2.6688528163e-02,4.8011372487e-02,2.9951948217e-03,9.2064640919e-01,2.3909027681e-03,5.6153002930e+03,6.2560327148e+03,5.4127612305e+03,4.6794168651e-02,5.2133604884e-02,4.5106343925e-02,9.2364072800e-01,9.1778904200e-01,9.2050945759e-01
190,5.5440797526e+03,3.6817954990e+02,3.7428895402e+00,2.8437332614e-02,4.6200665335e-02,3.0681641043e-03,9.2347623905e-01,2.5753885158e-03,5.4125781250e+03,6.0461386719e+03,5.1735224609e+03,4.5104816556e-02,5.0384491682e-02,4.3112687767e-02,9.2647391558e-01,9.2018592358e-01,9.2376887798e-01
195,5.3007351888e+03,3.5099884225e+02,3.7234024992e+00,2.8334695600e-02,4.4172792385e-02,2.9249918755e-03,9.2614698410e-01,3.1081974215e-03,5.1683925781e+03,5.7812304688e+03,4.9525825195e+03,4.3069936335e-02,4.8176921904e-02,4.1271518916e-02,9.2975014448e-01,9.2216497660e-01,9.2652583122e-01
200,5.1092210286e+03,3.6261568641e+02,3.7072844976e+00,3.0319401299e-02,4.2576842010e-02,3.0217981146e-03,9.2870545387e-01,3.2183435085e-03,4.9654516602e+03,5.6074072266e+03,4.7548041992e+03,4.1378762573e-02,4.6728394926e-02,3.9623368531e-02,9.3226975203e-01,9.2447209358e-01,9.2937451601e-01
205,4.8775139974e+03,3.6321984798e+02,3.6870192912e+00,3.1833665175e-02,4.0645949543e-02,3.0268327042e-03,9.3138237794e-01,3.2691254833e-03,4.7453437500e+03,5.3734726562e+03,4.5137255859e+03,3.9544530213e-02,4.4778939337e-02,3.7614379078e-02,9.3480908871e-01,9.2698127031e-01,9.3235677481e-01
210,4.6805323893e+03,3.9251038965e+02,3.6688056082e+00,3.5742673684e-02,3.9004436384e-02,3.2709199820e-03,9.3355584145e-01,3.3296832618e-03,4.5265410156e+03,5.2193847656e+03,4.2956713867e+03,3.7721175700e-02,4.3494872749e-02,3.5797260702e-02,9.3674844503e-01,9.2896193266e-01,9.3495714664e-01
215,4.4877871094e+03,4.0214190664e+02,3.6503453371e+00,3.7953358677e-02,3.7398225317e-02,3.3511818196e-03,9.3598449230e-01,3.3693491294e-03,4.2792998047e+03,5.0502631836e+03,4.1337983398e+03,3.5660833120e-02,4.2085524648e-02,3.4448318183e-02,9.3926638365e-01,9.3135178089e-01,9.3733531237e-01
220,4.3485781250e+03,4.0031604228e+02,3.6365672696e+00,3.8984394682e-02,3.6238151292e-02,3.3359665384e-03,9.3826653560e-01,3.4165266345e-03,4.1459809570e+03,4.9076923828e+03,3.9920610352e+03,3.4549839795e-02,4.0897436440e-02,3.3267177641e-02,9.4161331654e-01,9.3357515335e-01,9.3961113691e-01
225,4.1804616699e+03,3.9976920884e+02,3.6193061965e+00,4.0452310654e-02,3.4837178886e-02,3.3314110034e-03,9.4025665522e-01,3.4496126698e-03,3.9752607422e+03,4.7392885742e+03,3.8268356934e+03,3.3127170056e-02,3.9494071156e-02,3.1890295446e-02,9.4361293316e-01,9.3551236391e-01,9.4164466858e-01
230,4.0227437337e+03,3.9723657939e+02,3.6024769147e+00,4.1775191385e-02,3.3522865425e-02,3.3103067391e-03,9.4214336077e-01,3.5035730295e-03,3.8269934082e+03,4.5766416016e+03,3.6645961914e+03,3.1891610473e-02,3.8138683885e-02,3.0538301915e-02,9.4554060698e-01,9.3732118607e-01,9.4356828928e-01
235,3.8717360840e+03,3.9958715086e+02,3.5856667037e+00,4.3731526034e-02,3.2264466708e-02,3.3298923957e-03,9.4403127829e-01,3.5219109197e-03,3.6968554688e+03,4.4245444336e+03,3.4938083496e+03,3.0807128176e-02,3.6871202290e-02,2.9115069658e-02,9.4716852903e-01,9.3911242485e-01,9.4581288099e-01
240,3.7327871908e+03,3.8918791863e+02,3.5697509296e+00,4.4137623894e-02,3.1106560801e-02,3.2432336774e-03,9.4579982758e-01,3.5316576630e-03,3.5568261719e+03,4.2724082031e+03,3.3691271973e+03,2.9640218243e-02,3.5603404045e-02,2.8076060116e-02,9.4922941923e-01,9.4094061852e-01,9.4722944498e-01
245,3.6169854329e+03,3.9223461861e+02,3.5558880270e+00,4.5760862357e-02,3.0141544218e-02,3.2686210032e-03,9.4740082820e-01,3.3025854578e-03,3.4201699219e+03,4.1645253906e+03,3.2662609863e+03,2.8501415625e-02,3.4704376012e-02,2.7218841016e-02,9.5047897100e-01,9.4281965494e-01,9.4890385866e-01
250,3.5094016927e+03,4.0866343356e+02,3.5424037635e+00,4.9060622222e-02,2.9245013371e-02,3.4055301035e-03,9.4887938102e-01,3.6443026541e-03,3.3054584961e+03,4.0796831055e+03,3.1430634766e+03,2.7545485646e-02,3.3997360617e-02,2.6192193851e-02,9.5233452320e-01,9.4384002686e-01,9.5046359301e-01
255,3.4001948242e+03,3.8284751682e+02,3.5288552464e+00,4.7483955040e-02,2.8334957858e-02,3.1903967895e-03,9.5035841068e-01,3.5893424942e-03,3.2104321289e+03,3.9342241211e+03,3.0559282227e+03,2.6753600687e-02,3.2785203308e-02,2.5466069579e-02,9.5368951559e-01,9.4537580013e-01,9.5200991631e-01
260,3.2741265462e+03,3.9745680778e+02,3.5120228710e+00,5.1116299288e-02,2.7284387499e-02,3.3121397198e-03,9.5208142201e-01,3.6609183720e-03,3.0796396484e+03,3.8280854492e+03,2.9146545410e+03,2.5663662702e-02,3.1900711358e-02,2.4288788438e-02,9.5552104712e-01,9.4701045752e-01,9.5371276140e-01
265,3.1807065430e+03,3.7315090556e+02,3.4996506842e+00,4.9442758605e-02,2.6505888129e-02,3.1095910709e-03,9.5342957973e-01,3.5847281370e-03,2.9983632812e+03,3.7007436523e+03,2.8430126953e+03,2.4986362085e-02,3.0839530751e-02,2.3691771552e-02,9.5675164461e-01,9.4845217466e-01,9.5508491993e-01
270,3.0696742350e+03,3.6918702648e+02,3.4840641418e+00,5.0800276057e-02,2.5580619151e-02,3.0765594778e-03,9.5495716731e-01,3.6045666983e-03,2.9080212402e+03,3.5804423828e+03,2.7205590820e+03,2.4233510718e-02,2.9837021604e-02,2.2671325132e-02,9.5823884010e-01,9.4993811846e-01,9.5669454336e-01
275,2.9657141113e+03,3.8556015189e+02,3.4686086963e+00,5.4700540992e-02,2.4714284266e-02,3.2130010383e-03,9.5632193486e-01,3.5659577574e-03,2.7833867188e+03,3.5019086914e+03,2.6118469238e+03,2.3194890469e-02,2.9182571918e-02,2.1765390411e-02,9.5946598053e-01,9.5133519173e-01,9.5816463232e-01
280,2.8751545410e+03,3.7228873672e+02,3.4551788825e+00,5.4359852526e-02,2.3959621787e-02,3.1024063107e-03,9.5752084255e-01,3.5156389309e-03,2.6831875000e+03,3.3957082520e+03,2.5465678711e+03,2.2359896451e-02,2.8297569603e-02,2.1221399307e-02,9.6074688435e-01,9.5263153315e-01,9.5918411016e-01
285,2.7951009928e+03,3.6425696844e+02,3.4428738210e+00,5.4666223399e-02,2.3292508597e-02,3.0354742529e-03,9.5867377520e-01,3.3919405039e-03,2.6025585938e+03,3.3051599121e+03,2.4775844727e+03,2.1687988192e-02,2.7542999014e-02,2.0646538585e-02,9.6175545454e-01,9.5394933224e-01,9.6031653881e-01
290,2.7156136882e+03,3.6837848147e+02,3.4300495407e+00,5.6908065820e-02,2.2630114108e-02,3.0698218533e-03,9.5980250835e-01,3.4724061942e-03,2.5294335938e+03,3.2300786133e+03,2.3873288574e+03,2.1078612655e-02,2.6917323470e-02,1.9894406199e-02,9.6282601357e-01,9.5493960381e-01,9.6164190769e-01
295,2.6386416829e+03,3.7063986477e+02,3.4172894358e+00,5.8890238452e-02,2.1988680586e-02,3.0886646857e-03,9.6081662178e-01,3.6115074563e-03,2.4533251953e+03,3.1559223633e+03,2.3066774902e+03,2.0444376394e-02,2.6299351826e-02,1.9222313538e-02,9.6403193474e-01,9.5577228069e-01,9.6264564991e-01
300,2.5452315267e+03,3.6948138781e+02,3.4013759538e+00,6.0666069073e-02,2.1210262552e-02,3.0790121527e-03,9.6197785934e-01,3.4566194534e-03,2.3451535645e+03,3.0633032227e+03,2.2272377930e+03,1.9542945549e-02,2.5527527556e-02,1.8560314551e-02,9.6505737305e-01,9.5715028048e-01,9.6372592449e-01
305,2.4704844564e+03,3.6200519911e+02,3.3883502440e+00,6.1218122125e-02,2.0587371041e-02,3.0167098914e-03,9.6303882202e-01,3.4101962227e-03,2.2742753906e+03,2.9780986328e+03,2.1590793457e+03,1.8952295184e-02,2.4817489088e-02,1.7992328852e-02,9.6610903740e-01,9.5828276873e-01,9.6472465992e-01
310,2.3959012858e+03,3.3883095670e+02,3.3753292386e+00,5.9211864172e-02,1.9965843608e-02,2.8235914830e-03,9.6414552132e-01,3.2271724971e-03,2.2196213379e+03,2.8699216309e+03,2.0981608887e+03,1.8496843055e-02,2.3916013539e-02,1.7484674230e-02,9.6691948175e-01,9.5961993933e-01,9.6589714289e-01
315,2.3358109945e+03,3.4094131257e+02,3.3640418688e+00,6.0962347180e-02,1.9465091949e-02,2.8411772635e-03,9.6513702472e-01,3.2480101241e-03,2.1481838379e+03,2.8142783203e+03,2.0449708252e+03,1.7901532352e-02,2.3452319205e-02,1.7041424289e-02,9.6811175346e-01,9.6061855555e-01,9.6668076515e-01
320,2.2777096761e+03,3.5192602147e+02,3.3525769840e+00,6.4486517786e-02,1.8980914106e-02,2.9327167945e-03,9.6599872907e-01,3.3154528688e-03,2.0909274902e+03,2.7706157227e+03,1.9715858154e+03,1.7424395308e-02,2.3088464513e-02,1.6429882497e-02,9.6914499998e-01,9.6141493320e-01,9.6743625402e-01
325,2.2049812826e+03,3.2090257025e+02,3.3390177843e+00,6.0966719516e-02,1.8374844144e-02,2.6741886811e-03,9.6694960197e-01,3.1875206960e-03,2.0454089355e+03,2.6526943359e+03,1.9168405762e+03,1.7045075074e-02,2.2105786949e-02,1.5973670408e-02,9.6993643045e-01,9.6253222227e-01,9.6838015318e-01
330,2.1393098958e+03,3.2192432996e+02,3.3256024871e+00,6.2838461229e-02,1.7827583166e-02,2.6827029207e-03,9.6785050631e-01,3.0768428183e-03,1.9668959961e+03,2.5904250488e+03,1.8606086426e+03,1.6390800476e-02,2.1586876363e-02,1.5505072661e-02,9.7071772814e-01,9.6358233690e-01,9.6925145388e-01
335,2.0938310954e+03,2.9822686047e+02,3.3167556624e+00,5.9491263980e-02,1.7448592000e-02,2.4852234886e-03,9.6872701248e-01,3.0114456339e-03,1.9252148438e+03,2.5129306641e+03,1.8433477783e+03,1.6043456271e-02,2.0941087976e-02,1.5361231752e-02,9.7166937590e-01,9.6458935738e-01,9.6992230415e-01
340,2.0386478271e+03,2.9750524727e+02,3.3049373750e+00,6.1065839686e-02,1.6988731921e-02,2.4792104092e-03,9.6950240930e-01,2.9447279825e-03,1.8855755615e+03,2.4545815430e+03,1.7757863770e+03,1.5713129193e-02,2.0454846323e-02,1.4798220247e-02,9.7239094973e-01,9.6546018124e-01,9.7065609694e-01
345,1.9755568848e+03,2.8782932987e+02,3.2913056662e+00,6.0895189302e-02,1.6462973629e-02,2.3985773498e-03,9.7028082609e-01,2.9221882823e-03,1.8210461426e+03,2.3789462891e+03,1.7266782227e+03,1.5175384469e-02,1.9824551418e-02,1.4388985001e-02,9.7316402197e-01,9.6627521515e-01,9.7140324116e-01
350,1.9054641927e+03,2.7262697093e+02,3.2757625372e+00,5.9916615216e-02,1.5878868289e-02,2.2718912370e-03,9.7109174728e-01,2.8006015261e-03,1.7661925049e+03,2.2864531250e+03,1.6637469482e+03,1.4718270861e-02,1.9053775817e-02,1.3864558190e-02,9.7384637594e-01,9.6724987030e-01,9.7217899561e-01
355,1.8465581462e+03,2.5801429343e+02,3.2623116631e+00,5.8617102087e-02,1.5387984303e-02,2.1501185672e-03,9.7196080287e-01,2.7358611175e-03,1.7196691895e+03,2.2062819824e+03,1.6137232666e+03,1.4330576174e-02,1.8385682255e-02,1.3447694480e-02,9.7461074591e-01,9.6819436550e-01,9.7307729721e-01
360,1.7921002197e+03,2.4314900842e+02,3.2495441842e+00,5.6898188388e-02,1.4934168508e-02,2.0262416541e-03,9.7271283468e-01,2.6241219287e-03,1.6675909424e+03,2.1319431152e+03,1.5767666016e+03,1.3896591030e-02,1.7766192555e-02,1.3139721937e-02,9.7526806593e-01,9.6910452843e-01,9.7376590967e-01
365,1.7352717285e+03,2.3547083282e+02,3.2355432718e+00,5.6964174854e-02,1.4460598429e-02,1.9622574749e-03,9.7336421410e-01,2.5727092859e-03,1.6190418701e+03,2.0636416016e+03,1.5231317139e+03,1.3492016122e-02,1.7197014764e-02,1.2692764401e-02,9.7588407993e-01,9.6983140707e-01,9.7437715530e-01
370,1.6819350993e+03,2.2369953789e+02,3.2221226001e+00,5.5983188469e-02,1.4016125972e-02,1.8641621277e-03,9.7410629193e-01,2.4833998261e-03,1.5796002197e+03,1.9923474121e+03,1.4738576660e+03,1.3163335621e-02,1.6602894291e-02,1.2282148004e-02,9.7644734383e-01,9.7066849470e-01,9.7520303726e-01
375,1.6345024821e+03,2.1903090867e+02,3.2096272623e+00,5.6588968235e-02,1.3620854045e-02,1.8252578951e-03,9.7491459052e-01,2.3861482324e-03,1.5452158203e+03,1.9360168457e+03,1.4222747803e+03,1.2876798399e-02,1.6133474186e-02,1.1852289550e-02,9.7712403536e-01,9.7160094976e-01,9.7601878643e-01
380,1.5760017090e+03,2.0410814717e+02,3.1940255270e+00,5.4938663854e-02,1.3133347655e-02,1.7009011443e-03,9.7566010555e-01,2.2284819609e-03,1.5033354492e+03,1.8542644043e+03,1.3704052734e+03,1.2527795509e-02,1.5452203341e-02,1.1420044117e-02,9.7766578197e-01,9.7255200148e-01,9.7676253319e-01
385,1.5220458171e+03,1.9978494849e+02,3.1788032553e+00,5.5648249045e-02,1.2683715050e-02,1.6648742159e-03,9.7630478938e-01,2.1523232619e-03,1.4499445801e+03,1.7946806641e+03,1.3215122070e+03,1.2082871981e-02,1.4955671504e-02,1.1012601666e-02,9.7822713852e-01,9.7329980135e-01,9.7738742828e-01
390,1.4781540934e+03,1.8710834526e+02,3.1663211409e+00,5.4003714430e-02,1.2317950837e-02,1.5592360873e-03,9.7698098421e-01,2.0886600820e-03,1.4239819336e+03,1.7295465088e+03,1.2809338379e+03,1.1866516434e-02,1.4412887394e-02,1.0674448684e-02,9.7874349356e-01,9.7404694557e-01,9.7815251350e-01
