step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
397,5.0448666116e-06,3.5693659310e-07,-5.2982116894e+00,3.0178171032e-02,1.2612166538e-13,8.9234185323e-15,2.4699875712e-01,2.2446978666e-03,4.8874308050e-06,4.7082339734e-06,5.5389350564e-06,1.2218577658e-13,1.1770583965e-13,1.3847337990e-13,2.4996669590e-01,2.4453933537e-01,2.4649024010e-01
398,5.2432261934e-06,1.0947874344e-06,-5.2911757423e+00,9.9728960506e-02,1.3108065252e-13,2.7369685038e-14,2.4699875712e-01,2.2446815400e-03,5.9335716287e-06,3.6978840399e-06,6.0982229115e-06,1.4833928085e-13,9.2447100322e-14,1.5245557638e-13,2.4996668100e-01,2.4453936517e-01,2.4649022520e-01
399,4.1679920741e-06,5.9139969005e-07,-5.3848140158e+00,6.5426843793e-02,1.0419980218e-13,1.4784993665e-14,2.4699877203e-01,2.2446815400e-03,4.5935189519e-06,3.3316698591e-06,4.5787874114e-06,1.1483797583e-13,8.3291744812e-14,1.1446968590e-13,2.4996669590e-01,2.4453938007e-01,2.4649024010e-01
400,4.2132393598e-06,1.7916715534e-07,-5.3757693671e+00,1.8213134110e-02,1.0533098870e-13,4.4791793196e-15,2.4699876706e-01,2.2447110015e-03,4.1024718485e-06,4.4659786909e-06,4.0712675400e-06,1.0256179857e-13,1.1164947276e-13,1.0178169478e-13,2.4996672571e-01,2.4453933537e-01,2.4649024010e-01
401,4.1140372862e-06,7.9769262874e-07,-5.3934578535e+00,8.0715211365e-02,1.0285093270e-13,1.9942313763e-14,2.4699878693e-01,2.2446935497e-03,5.2239533943e-06,3.3843366509e-06,3.7338218135e-06,1.3059883307e-13,8.4608420259e-14,9.3345544781e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
402,3.5105038023e-06,4.1159712440e-07,-5.4576106407e+00,5.0855045619e-02,8.7762594772e-14,1.0289930513e-14,2.4699878693e-01,2.2446935497e-03,4.0343006731e-06,3.0287283153e-06,3.4684824186e-06,1.0085752085e-13,7.5718206390e-14,8.6712057077e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
403,3.2156234132e-06,3.2911658066e-07,-5.4950495277e+00,4.5033680956e-02,8.0390582429e-14,8.2279123911e-15,2.4699878693e-01,2.2446935497e-03,3.6024673591e-06,2.7980577215e-06,3.2463451589e-06,9.0061679360e-14,6.9951443455e-14,8.1158624471e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
404,2.9955425210e-06,2.8806466978e-07,-5.5255862687e+00,4.2594388042e-02,7.4888563594e-14,7.2016170503e-15,2.4699878693e-01,2.2446935497e-03,3.3145049656e-06,2.6165866984e-06,3.0555358990e-06,8.2862624368e-14,6.5414667227e-14,7.6388399187e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
405,2.8162163896e-06,2.6307208854e-07,-5.5522914052e+00,4.1563880709e-02,7.0405410198e-14,6.5768045557e-15,2.4699878693e-01,2.2446935497e-03,3.0922385577e-06,2.4621747343e-06,2.8942358767e-06,7.7305966262e-14,6.1554365392e-14,7.2355898942e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
406,3.0678479561e-06,6.7994122134e-07,-5.5236537766e+00,9.5012042778e-02,7.6696199666e-14,1.6998530979e-14,2.4699878196e-01,2.2446946749e-03,2.9032437396e-06,2.3296872769e-06,3.9706128518e-06,7.2581094509e-14,5.8242181965e-14,9.9265322524e-14,2.4996672571e-01,2.4453938007e-01,2.4649024010e-01
407,2.6798677482e-06,3.5244728955e-07,-5.5757742639e+00,5.8605850590e-02,6.6996695509e-14,8.8111816727e-15,2.4699878693e-01,2.2446935497e-03,2.7379821859e-06,2.2220965548e-06,3.0795245038e-06,6.8449559172e-14,5.5552415288e-14,7.6988112066e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
408,2.4976697356e-06,2.7836532886e-07,-5.6052855184e+00,5.0039308471e-02,6.2441745342e-14,6.9591330297e-15,2.4699878693e-01,2.2446935497e-03,2.5943666060e-06,2.1188395749e-06,2.7798030260e-06,6.4859169467e-14,5.2970990902e-14,6.9495075655e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
409,2.8094415635e-06,8.2663783897e-07,-5.5691566282e+00,1.2231397708e-01,7.0236038620e-14,2.0665945828e-14,2.4699879189e-01,2.2446881075e-03,2.4573857900e-06,2.0200484414e-06,3.9508904592e-06,6.1434642367e-14,5.0501212234e-14,9.8772261258e-14,2.4996672571e-01,2.4453939497e-01,2.4649025500e-01
410,2.3967134742e-06,4.0280186502e-07,-5.6265199498e+00,7.3010854173e-02,5.9917835622e-14,1.0070047914e-14,2.4699878693e-01,2.2446935497e-03,2.3471288841e-06,1.9300487111e-06,2.9129628274e-06,5.8678220974e-14,4.8251214900e-14,7.2824070992e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
411,2.2308407400e-06,3.0411908787e-07,-5.6556374102e+00,5.9977774416e-02,5.5771017551e-14,7.6029762072e-15,2.4699878693e-01,2.2446935497e-03,2.2378792437e-06,1.8549030756e-06,2.5997399007e-06,5.5946980176e-14,4.6372577138e-14,6.4993495340e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
412,2.1081497531e-06,2.5448839648e-07,-5.6793398589e+00,5.3377160493e-02,5.2703746360e-14,6.3622108163e-15,2.4699878693e-01,2.2446935497e-03,2.1356304387e-06,1.7836359802e-06,2.4051828404e-06,5.3390763490e-14,4.4590900932e-14,6.0129574659e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
413,2.0077658291e-06,2.2076358233e-07,-5.6999932867e+00,4.8848670250e-02,5.0194145850e-14,5.5190894630e-15,2.4699879189e-01,2.2446881075e-03,2.0516577024e-06,1.7181261001e-06,2.2535136850e-06,5.1291443152e-14,4.2953152564e-14,5.6337841835e-14,2.4996672571e-01,2.4453939497e-01,2.4649025500e-01
414,1.9207597385e-06,1.9799272959e-07,-5.7189158648e+00,4.5942257590e-02,4.8018994606e-14,4.9498196617e-15,2.4699879189e-01,2.2446881075e-03,1.9750934825e-06,1.6557114577e-06,2.1314742753e-06,4.9377338427e-14,4.1392785738e-14,5.3286859652e-14,2.4996672571e-01,2.4453939497e-01,2.4649025500e-01
415,1.8399919099e-06,1.7977853133e-07,-5.7373334646e+00,4.3592807627e-02,4.5999796808e-14,4.4944637441e-15,2.4699879189e-01,2.2446881075e-03,1.8976511456e-06,1.5967164018e-06,2.0256081825e-06,4.7441278607e-14,3.9917908253e-14,5.0640203565e-14,2.4996672571e-01,2.4453939497e-01,2.4649025500e-01
416,1.7652047669e-06,1.6117823229e-07,-5.7550854115e+00,4.0792335052e-02,4.4130120655e-14,4.0294557042e-15,2.4699878693e-01,2.2446935497e-03,1.8280642280e-06,1.5440274410e-06,1.9235226318e-06,4.5701608459e-14,3.8600687317e-14,4.8088066190e-14,2.4996672571e-01,2.4453938007e-01,2.4649025500e-01
417,2.1012335765e-06,6.7783949193e-07,-5.6985611955e+00,1.3239728927e-01,5.2530837572e-14,1.6945986373e-14,2.4699878693e-01,2.2446892328e-03,1.7657321223e-06,1.4913091491e-06,3.0466594581e-06,4.4143301617e-14,3.7282727768e-14,7.6166483331e-14,2.4996672571e-01,2.4453939497e-01,2.4649024010e-01
418,1.7941066138e-06,3.3066976813e-07,-5.7533398548e+00,7.8480398946e-02,4.4852665735e-14,8.2667444107e-15,2.4699878693e-01,2.2446892328e-03,1.7006225335e-06,1.4440372524e-06,2.2376600555e-06,4.2515565179e-14,3.6100930459e-14,5.5941501567e-14,2.4996672571e-01,2.4453939497e-01,2.4649024010e-01
419,2.0413664288e-06,5.4009912159e-07,-5.7057964997e+00,1.1783031190e-01,5.1034161977e-14,1.3502479140e-14,2.4699878196e-01,2.2446749726e-03,2.7225282793e-06,1.4014955241e-06,2.0000754830e-06,6.8063210504e-14,3.5037389114e-14,5.0001886312e-14,2.4996669590e-01,2.4453939497e-01,2.4649025500e-01
420,2.2311716824e-06,9.0760037435e-07,-5.6858126887e+00,1.7029900393e-01,5.5779293628e-14,2.2690008164e-14,2.4699879189e-01,2.2446881075e-03,3.4818513086e-06,1.3559158560e-06,1.8557478825e-06,8.7046282725e-14,3.3897899407e-14,4.6393698751e-14,2.4996672571e-01,2.4453939497e-01,2.4649025500e-01
421,1.7855929855e-06,3.9634246799e-07,-5.7591092475e+00,9.7702644072e-02,4.4639825555e-14,9.9085619125e-15,2.4699880183e-01,2.2446858569e-03,2.2874128263e-06,1.3184339878e-06,1.7509321424e-06,5.7185322016e-14,3.2960850575e-14,4.3773304073e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
422,1.6453674334e-06,2.8758690704e-07,-5.7906292076e+00,7.8107822651e-02,4.1134185449e-14,7.1896711607e-15,2.4699880183e-01,2.2446858569e-03,1.9849142063e-06,1.2817117749e-06,1.6694763190e-06,4.9622852621e-14,3.2042795609e-14,4.1736908119e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
423,1.5525795713e-06,2.3334163876e-07,-5.8140575878e+00,6.7311785791e-02,3.8814488597e-14,5.8335402464e-15,2.4699879686e-01,2.2446912991e-03,1.8175765035e-06,1.2497727084e-06,1.5903895019e-06,4.5439411104e-14,3.1244317978e-14,3.9759736709e-14,2.4996672571e-01,2.4453938007e-01,2.4649028480e-01
424,1.4785215399e-06,2.0139341748e-07,-5.8343834676e+00,6.1138542288e-02,3.6963038334e-14,5.0348366443e-15,2.4699880183e-01,2.2446858569e-03,1.6987950175e-06,1.2120241308e-06,1.5247454712e-06,4.2469876221e-14,3.0300601302e-14,3.8118637478e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
425,1.4193120705e-06,1.7709268879e-07,-5.8514455569e+00,5.5885181265e-02,3.5482803084e-14,4.4273167260e-15,2.4699880183e-01,2.2446858569e-03,1.6108998580e-06,1.1838280898e-06,1.4632082639e-06,4.0272496573e-14,2.9595703872e-14,3.6580208806e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
426,1.3665986292e-06,1.6000360673e-07,-5.8674599951e+00,5.2421335103e-02,3.4164965507e-14,4.0000899070e-15,2.4699879686e-01,2.2446912991e-03,1.5367078277e-06,1.1523198964e-06,1.4107681636e-06,3.8417694319e-14,2.8807997112e-14,3.5269205091e-14,2.4996672571e-01,2.4453938007e-01,2.4649028480e-01
427,1.3174736371e-06,1.4464764129e-07,-5.8829828440e+00,4.9129401160e-02,3.2936841143e-14,3.6161906902e-15,2.4699880183e-01,2.2446858569e-03,1.4685986116e-06,1.1225154140e-06,1.3613068859e-06,3.6714964971e-14,2.8062885945e-14,3.4032672513e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
428,1.2747321610e-06,1.3066640005e-07,-5.8969489064e+00,4.5764880608e-02,3.1868303433e-14,3.2666602228e-15,2.4699880679e-01,2.2446924244e-03,1.4110460143e-06,1.0985268091e-06,1.3146236597e-06,3.5276150761e-14,2.7463169678e-14,3.2865589861e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
429,1.2321576150e-06,1.2200586181e-07,-5.9115442964e+00,4.4223660465e-02,3.0803941031e-14,3.0501464799e-15,2.4699880183e-01,2.2446858569e-03,1.3572147282e-06,1.0666791468e-06,1.2725789702e-06,3.3930367874e-14,2.6666979036e-14,3.1814476184e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
430,1.1939378434e-06,1.1128548962e-07,-5.9249772813e+00,4.1632119877e-02,2.9848446645e-14,2.7821365553e-15,2.4699880183e-01,2.2446858569e-03,1.3048145320e-06,1.0417707017e-06,1.2352282965e-06,3.2620363659e-14,2.6044269213e-14,3.0880707063e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
431,1.1579743386e-06,1.0023581493e-07,-5.9379859693e+00,3.8584365219e-02,2.8949357876e-14,2.5058948777e-15,2.4699880183e-01,2.2446858569e-03,1.2573887034e-06,1.0207547803e-06,1.1957795323e-06,3.1434717432e-14,2.5518869922e-14,2.9894486273e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
432,1.1248087427e-06,9.4571391436e-08,-5.9505084780e+00,3.7434619305e-02,2.8120217653e-14,2.3642849015e-15,2.4699880183e-01,2.2446858569e-03,1.2190531606e-06,9.9550311461e-07,1.1598699530e-06,3.0476326757e-14,2.4887576266e-14,2.8996749934e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
433,1.0946336791e-06,8.8256281446e-08,-5.9621883624e+00,3.5854868789e-02,2.7365842769e-14,2.2064069704e-15,2.4699880183e-01,2.2446858569e-03,1.1826291484e-06,9.7397855825e-07,1.1272933307e-06,2.9565729070e-14,2.4349464705e-14,2.8182334531e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
434,1.0660076555e-06,8.1931548339e-08,-5.9735636653e+00,3.4175995345e-02,2.6650191973e-14,2.0482896068e-15,2.4699880183e-01,2.2446858569e-03,1.1458768086e-06,9.5337605899e-07,1.0987700989e-06,2.8646921939e-14,2.3834400911e-14,2.7469253068e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
435,1.0398654808e-06,7.7499591457e-08,-5.9842673167e+00,3.3130922555e-02,2.5996636032e-14,1.9374895052e-15,2.4699880183e-01,2.2446858569e-03,1.1145433518e-06,9.3305214932e-07,1.0720009413e-06,2.7863582481e-14,2.3326303115e-14,2.6800022501e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
436,1.0141360273e-06,7.0070540537e-08,-5.9949693690e+00,3.0629391517e-02,2.5353400342e-14,1.7517634491e-15,2.4699880679e-01,2.2446924244e-03,1.0830523252e-06,9.1801160806e-07,1.0413441487e-06,2.7076307708e-14,2.2950289943e-14,2.6033603374e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
437,9.8963937489e-07,6.6313409991e-08,-6.0055250139e+00,2.9699612879e-02,2.4740983662e-14,1.6578346168e-15,2.4699880679e-01,2.2446924244e-03,1.0540745734e-06,8.9841091722e-07,1.0164326341e-06,2.6351862451e-14,2.2460272913e-14,2.5410815623e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
438,9.6429804823e-07,6.2423709022e-08,-6.0167214245e+00,2.8636473627e-02,2.4107451581e-14,1.5605932014e-15,2.4699880679e-01,2.2446924244e-03,1.0266152231e-06,8.7898683887e-07,9.8729208275e-07,2.5665381211e-14,2.1974670618e-14,2.4682302914e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
439,9.4294311263e-07,5.8564417740e-08,-6.0263735532e+00,2.7486113410e-02,2.3573578008e-14,1.4641109623e-15,2.4699880679e-01,2.2446924244e-03,9.9966689504e-07,8.6231750629e-07,9.6684493656e-07,2.4991673227e-14,2.1557937185e-14,2.4171123612e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
440,1.2363111637e-06,3.9184914164e-07,-5.9277483684e+00,1.2787391557e-01,3.0907779930e-14,9.7962284104e-15,2.4699879686e-01,2.2447033088e-03,9.7585427739e-07,1.7901435285e-06,9.4293568509e-07,2.4396358143e-14,4.4753588856e-14,2.3573392790e-14,2.4996674061e-01,2.4453936517e-01,2.4649028480e-01
441,1.4914109556e-06,7.8343014495e-07,-5.8804487114e+00,2.0890358292e-01,3.7285273384e-14,1.9585753048e-14,2.4699879686e-01,2.2447033088e-03,9.5529469490e-07,2.5991587336e-06,9.1977943839e-07,2.3882366692e-14,6.4978967031e-14,2.2994486428e-14,2.4996674061e-01,2.4453936517e-01,2.4649028480e-01
442,1.1175399474e-06,2.8284575475e-07,-5.9645517746e+00,1.0310536749e-01,2.7938499157e-14,7.0711433174e-15,2.4699880183e-01,2.2446978666e-03,9.3251520639e-07,1.5171792711e-06,9.0292536470e-07,2.3312881031e-14,3.7929481469e-14,2.2573134971e-14,2.4996674061e-01,2.4453938007e-01,2.4649028480e-01
443,1.0245405141e-06,1.7933390605e-07,-5.9957177783e+00,7.2425350923e-02,2.5613512866e-14,4.4833467935e-15,2.4699880183e-01,2.2446978666e-03,9.1195175855e-07,1.2776439462e-06,8.8402583742e-07,2.2798794712e-14,3.1941097445e-14,2.2100646440e-14,2.4996674061e-01,2.4453938007e-01,2.4649028480e-01
444,9.7363141549e-07,1.3452460369e-07,-6.0155419553e+00,5.7681753250e-02,2.4340785441e-14,3.3631150739e-15,2.4699880183e-01,2.2446978666e-03,8.9227717126e-07,1.1632428141e-06,8.6537426114e-07,2.2306929456e-14,2.9081070370e-14,2.1634356497e-14,2.4996674061e-01,2.4453938007e-01,2.4649028480e-01
445,9.3383658850e-07,1.0533157592e-07,-6.0323753858e+00,4.7407588613e-02,2.3345914751e-14,2.6332900997e-15,2.4699880679e-01,2.2446924244e-03,8.7249480885e-07,1.0820659782e-06,8.4694897851e-07,2.1812368941e-14,2.7051650579e-14,2.1173724734e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
446,9.0484959022e-07,8.6994509871e-08,-6.0453579586e+00,4.0599371506e-02,2.2621240795e-14,2.1748633109e-15,2.4699880679e-01,2.2446924244e-03,8.5586975729e-07,1.0270779285e-06,8.3160108488e-07,2.1396745121e-14,2.5676949987e-14,2.0790027279e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
447,8.7673358469e-07,7.4602708169e-08,-6.0586535792e+00,3.6041975455e-02,2.1918340104e-14,1.8650685116e-15,2.4699880679e-01,2.2446924244e-03,8.3531182327e-07,9.8147734207e-07,8.1341158875e-07,2.0882796021e-14,2.4536935119e-14,2.0335289171e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
448,8.5186890904e-07,6.3042695338e-08,-6.0707819120e+00,3.1430246679e-02,2.1296722953e-14,1.5760674804e-15,2.4699880183e-01,2.2446858569e-03,8.1618418335e-07,9.4046805543e-07,7.9895448835e-07,2.0404605265e-14,2.3511701687e-14,1.9973861906e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
449,8.3121032427e-07,5.4496804744e-08,-6.0812000178e+00,2.7954405634e-02,2.0780258166e-14,1.3624200833e-15,2.4699880679e-01,2.2446924244e-03,8.0426332261e-07,9.0721579227e-07,7.8215185795e-07,2.0106583499e-14,2.2680394753e-14,1.9553796245e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
450,8.1013839311e-07,4.8005350073e-08,-6.0921854284e+00,2.5279068743e-02,2.0253460706e-14,1.2001334073e-15,2.4699880679e-01,2.2446924244e-03,7.8403121506e-07,8.7746519739e-07,7.6891876688e-07,1.9600781163e-14,2.1936630369e-14,1.9222970587e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
451,7.9207867050e-07,4.0762653235e-08,-6.1017961841e+00,2.2038819868e-02,1.9801966734e-14,1.0190661281e-15,2.4699880679e-01,2.2446924244e-03,7.7332362025e-07,8.4866400130e-07,7.5424838997e-07,1.9333089952e-14,2.1216599847e-14,1.8856210403e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
452,7.7588375310e-07,3.8942840121e-08,-6.1107403074e+00,2.1494648745e-02,1.9397093456e-14,9.7357078988e-16,2.4699880183e-01,2.2446858569e-03,7.5742303807e-07,8.3004982798e-07,7.4017839324e-07,1.8935575696e-14,2.0751245028e-14,1.8504459643e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
453,7.6156116317e-07,3.2065671673e-08,-6.1186748275e+00,1.8094268545e-02,1.9039028912e-14,8.0164180617e-16,2.4699880679e-01,2.2446924244e-03,7.4856546917e-07,8.0568406702e-07,7.3043395332e-07,1.8714137567e-14,2.0142101284e-14,1.8260847885e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
454,7.4492983989e-07,2.8002221372e-08,-6.1281873716e+00,1.6161031070e-02,1.8623245849e-14,7.0005509220e-16,2.4699880679e-01,2.2446924244e-03,7.3264436651e-07,7.8367605738e-07,7.1846909577e-07,1.8316108314e-14,1.9591900869e-14,1.7961728364e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
455,7.2939635250e-07,2.5014515792e-08,-6.1372890065e+00,1.4771007700e-02,1.8234908348e-14,6.2536249570e-16,2.4699880183e-01,2.2446858569e-03,7.1983834005e-07,7.6367234669e-07,7.0467837077e-07,1.7995958659e-14,1.9091807535e-14,1.7616958849e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
456,7.1719011885e-07,2.2331519584e-08,-6.1445740774e+00,1.3418404540e-02,1.7929752870e-14,5.5828777940e-16,2.4699880679e-01,2.2446924244e-03,7.0842315836e-07,7.4784907156e-07,6.9529812663e-07,1.7710579707e-14,1.8696226208e-14,1.7382452696e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
457,7.0303466752e-07,2.0368021625e-08,-6.1532041481e+00,1.2510851268e-02,1.7575866458e-14,5.0920138065e-16,2.4699880679e-01,2.2446924244e-03,6.9693533078e-07,7.3046430771e-07,6.8170436407e-07,1.7423383022e-14,1.8261608520e-14,1.7042607831e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
458,6.8985489558e-07,2.0236976849e-08,-6.1614280649e+00,1.2686244803e-02,1.7246372335e-14,5.0592412709e-16,2.4699880679e-01,2.2446924244e-03,6.8539236509e-07,7.1656813816e-07,6.6760418349e-07,1.7134809061e-14,1.7914203039e-14,1.6690104905e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
459,6.7960843353e-07,1.9294239297e-08,-6.1679160011e+00,1.2315915114e-02,1.6990210373e-14,4.8235631734e-16,2.4699880679e-01,2.2446924244e-03,6.7818001526e-07,7.0392076168e-07,6.5672452365e-07,1.6954499463e-14,1.7598019193e-14,1.6418112461e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
460,6.6870868901e-07,1.5065440056e-08,-6.1748731383e+00,9.7768791868e-03,1.6717717050e-14,3.7663554081e-16,2.4699880183e-01,2.2446858569e-03,6.6777766961e-07,6.8760789418e-07,6.5074050326e-07,1.6694441714e-14,1.7190196545e-14,1.6268512890e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
461,6.5808054236e-07,1.5520468808e-08,-6.1818414395e+00,1.0223912318e-02,1.6452013543e-14,3.8801184142e-16,2.4699880679e-01,2.2446924244e-03,6.5618974077e-07,6.7796389658e-07,6.4008798972e-07,1.6404744587e-14,1.6949097087e-14,1.6002198956e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
462,6.4588706058e-07,1.2540240843e-08,-6.1899251482e+00,8.4224626684e-03,1.6147176550e-14,3.1350649292e-16,2.4699880679e-01,2.2446924244e-03,6.4471890937e-07,6.6179637770e-07,6.3114589466e-07,1.6117973113e-14,1.6544909906e-14,1.5778646632e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
463,6.3760561867e-07,1.2069285467e-08,-6.1955255822e+00,8.2137857015e-03,1.5940140240e-14,3.0173243693e-16,2.4699880183e-01,2.2446858569e-03,6.3670705686e-07,6.5281619754e-07,6.2329360162e-07,1.5917675232e-14,1.6320405517e-14,1.5582339970e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
464,6.2748199525e-07,1.1059805021e-08,-6.2024662665e+00,7.6611458848e-03,1.5687049054e-14,2.7649489825e-16,2.4699880679e-01,2.2446924244e-03,6.2803667333e-07,6.4074157535e-07,6.1366773707e-07,1.5700916112e-14,1.6018538221e-14,1.5341692828e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
465,6.1860699437e-07,1.0446813334e-08,-6.2086469264e+00,7.3185407678e-03,1.5465174420e-14,2.6117038913e-16,2.4699880679e-01,2.2446924244e-03,6.1667100226e-07,6.3225934355e-07,6.0689063730e-07,1.5416773828e-14,1.5806483523e-14,1.5172265909e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
466,6.0850624095e-07,9.3217801274e-09,-6.2157858313e+00,6.6440886171e-03,1.5212655829e-14,2.3304488545e-16,2.4699880679e-01,2.2446924244e-03,6.0729894358e-07,6.2047871552e-07,5.9774106376e-07,1.5182472656e-14,1.5511968473e-14,1.4943526356e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
467,5.9921969372e-07,8.5366776197e-09,-6.2224579958e+00,6.1873445854e-03,1.4980492003e-14,2.1341706838e-16,2.4699880679e-01,2.2446924244e-03,5.9916010287e-07,6.0970461391e-07,5.8879436438e-07,1.4979001790e-14,1.5242615384e-14,1.4719858836e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
468,5.9181945744e-07,8.3721667082e-09,-6.2278542692e+00,6.1493063533e-03,1.4795486455e-14,2.0930390030e-16,2.4699880183e-01,2.2446858569e-03,5.9244780459e-07,6.0174460259e-07,5.8126596514e-07,1.4811194399e-14,1.5043615157e-14,1.4531649809e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
469,5.8305869288e-07,6.9319471505e-09,-6.2343185354e+00,5.1780469187e-03,1.4576466322e-14,1.7329874299e-16,2.4699880679e-01,2.2446924244e-03,5.8539751535e-07,5.9013399323e-07,5.7364457007e-07,1.4634937007e-14,1.4753348825e-14,1.4341113136e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
470,5.7486535828e-07,5.9666278730e-09,-6.2404573332e+00,4.5190423243e-03,1.4371633709e-14,1.4916554917e-16,2.4699880679e-01,2.2446924244e-03,5.7692790278e-07,5.8092001609e-07,5.6674815596e-07,1.4423197405e-14,1.4522999909e-14,1.4168703815e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
471,5.6576053945e-07,6.6967295082e-09,-6.2473978676e+00,5.1528584015e-03,1.4144013934e-14,1.6741858444e-16,2.4699880679e-01,2.2446924244e-03,5.6759188283e-07,5.7289184952e-07,5.5679788602e-07,1.4189797476e-14,1.4322297146e-14,1.3919947179e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
472,5.6009791175e-07,5.3289210476e-09,-6.2517557755e+00,4.1434160950e-03,1.4002448188e-14,1.3322336510e-16,2.4699880679e-01,2.2446924244e-03,5.6242129176e-07,5.6514488733e-07,5.5272755617e-07,1.4060532625e-14,1.4128623063e-14,1.3818188876e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
473,5.5314679533e-07,4.9511598867e-09,-6.2571770712e+00,3.8997569981e-03,1.3828669779e-14,1.2377880676e-16,2.4699880183e-01,2.2446858569e-03,5.5678100352e-07,5.5651287312e-07,5.4614650935e-07,1.3919524509e-14,1.3912821938e-14,1.3653662890e-14,2.4996672571e-01,2.4453939497e-01,2.4649028480e-01
474,5.4653888052e-07,5.0947621387e-09,-6.2623978725e+00,4.0590218123e-03,1.3663472096e-14,1.2736882418e-16,2.4699880679e-01,2.2446924244e-03,5.5144602129e-07,5.4865421362e-07,5.3951640666e-07,1.3786149854e-14,1.3716356034e-14,1.3487910401e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
475,5.3955053166e-07,4.5117871461e-09,-6.2679831142e+00,3.6414674023e-03,1.3488763363e-14,1.1279478755e-16,2.4699880679e-01,2.2446924244e-03,5.4189877119e-07,5.4351437484e-07,5.3323844895e-07,1.3547469522e-14,1.3587859441e-14,1.3330961125e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
476,5.3257976636e-07,3.6074171746e-09,-6.2736253314e+00,2.9486518464e-03,1.3314493957e-14,9.0184967674e-17,2.4699880679e-01,2.2446924244e-03,5.3542390788e-07,5.3482557405e-07,5.2748981716e-07,1.3385597291e-14,1.3370638689e-14,1.3187245892e-14,2.4996674061e-01,2.4453939497e-01,2.4649028480e-01
