alpha,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0
0.1,-0.00030477906693704426,0.0,1.274034023284912,0.0,2500.0,-0.00030477906693704426
0.30000000000000004,0.0028497218154370785,0.0,1.4535053968429565,0.0,2500.0,0.0028497218154370785
0.5000000000000001,0.003341707633808255,0.0,1.1998769044876099,0.0,2500.0,0.003341707633808255
0.7000000000000002,0.00731754070147872,0.0,1.0176047086715698,0.0,2500.0,0.00731754070147872
0.9000000000000001,0.005835351534187794,0.0,0.9293456673622131,0.0,2500.0,0.005835351534187794
1.1,0.011720575392246246,0.0,1.543842077255249,0.0,2500.0,0.011720575392246246
1.3000000000000003,0.008360251784324646,0.0,1.0764274597167969,0.0,2500.0,0.008360251784324646
1.5000000000000002,0.009306227788329124,0.0,1.1875871419906616,0.0,2500.0,0.009306227788329124
1.7000000000000004,0.009725735522806644,0.0,1.2235203981399536,0.0,2500.0,0.009725735522806644
1.9000000000000004,0.01043908391147852,0.0,1.3320767879486084,0.0,2500.0,0.01043908391147852
2.1000000000000005,0.015591120347380638,0.0,1.5233705043792725,0.0,2500.0,0.015591120347380638
2.3000000000000003,0.02617017924785614,0.0,2.016993999481201,0.0,2500.0,0.02617017924785614
2.5000000000000004,0.011438309215009212,0.0,1.248862385749817,0.0,2500.0,0.011438309215009212
2.7000000000000006,0.019754234701395035,0.0,0.9915636777877808,0.0,2500.0,0.019754234701395035
2.9000000000000004,0.03357594460248947,0.0,0.9927126169204712,0.0,2500.0,0.03357594460248947
3.1000000000000005,0.0705709382891655,0.0,0.8835102915763855,0.0,2500.0,0.0705709382891655
3.3000000000000007,0.09711741656064987,0.0,0.8445772528648376,0.0,2500.0,0.09711741656064987
3.500000000000001,0.09423960000276566,0.0,0.8640916347503662,0.0,2500.0,0.09423960000276566
3.7000000000000006,0.11034329980611801,0.0,0.8580061793327332,0.0,2500.0,0.11034329980611801
3.900000000000001,0.13729198276996613,0.0,0.8591285943984985,0.0,2500.0,0.13729198276996613
4.1000000000000005,0.10958045721054077,0.0,0.9060196876525879,0.0,2500.0,0.10958045721054077
4.300000000000001,0.09981930255889893,0.0,0.9043851494789124,0.0,2500.0,0.09981930255889893
4.500000000000001,0.11482375115156174,0.0,1.1731102466583252,0.0,2500.0,0.11482375115156174
4.700000000000001,0.1073417216539383,0.0,0.9110962748527527,0.0,2500.0,0.1073417216539383
4.900000000000001,0.0777624100446701,0.0,0.9633068442344666,0.0,2500.0,0.0777624100446701
