step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,cosine_similarity_replica_1,cosine_similarity_replica_2
22,4.7918819904e+06,5.5691242218e+03,6.6805058208e+00,5.0473718100e-04,4.3871212984e-04,8.2894443767e-04,4.7974511147e+06,4.7863128662e+06,-3.9023230784e-04,1.2676565675e-03
23,4.7905899525e+06,5.5639743805e+03,6.6803887064e+00,5.0440644710e-04,5.2172043070e-04,8.2783431571e-04,4.7961539268e+06,4.7850259781e+06,-3.0611388502e-04,1.3495547464e-03
24,4.7891155243e+06,5.5583953857e+03,6.6802550208e+00,5.0405581489e-04,6.1635513703e-04,8.2656912127e-04,4.7946739197e+06,4.7835571289e+06,-2.1021398425e-04,1.4429242583e-03
25,4.7874446869e+06,5.5518150330e+03,6.6801034772e+00,5.0363479307e-04,7.2366085078e-04,8.2513580855e-04,4.7929965019e+06,4.7818928719e+06,-1.0147495777e-04,1.5487966593e-03
26,4.7855605602e+06,5.5445194244e+03,6.6799325250e+00,5.0317099491e-04,8.4472602521e-04,8.2351845867e-04,4.7911050797e+06,4.7800160408e+06,2.1207566533e-05,1.6682444839e-03
27,4.7834459782e+06,5.5359363556e+03,6.6797405828e+00,5.0261416054e-04,9.8068895750e-04,8.2170276437e-04,4.7889819145e+06,4.7779100418e+06,1.5898619313e-04,1.8023917219e-03
28,4.7810827732e+06,5.5262088776e+03,6.6795259724e+00,5.0197898761e-04,1.1327386310e-03,8.1967355800e-04,4.7866089821e+06,4.7755565643e+06,3.1306507299e-04,1.9524121890e-03
29,4.7784529209e+06,5.5170536041e+03,6.6792870221e+00,5.0142316791e-04,1.3021148188e-03,8.1741284521e-04,4.7839699745e+06,4.7729358673e+06,4.8470197362e-04,2.1195276640e-03
30,4.7755372524e+06,5.5053234100e+03,6.6790219486e+00,5.0066254557e-04,1.4901115210e-03,8.1490649609e-04,4.7810425758e+06,4.7700319290e+06,6.7520502489e-04,2.3050180171e-03
31,4.7723160267e+06,5.4930210114e+03,6.6787289076e+00,4.9988092875e-04,1.6980789078e-03,8.1213578233e-04,4.7778090477e+06,4.7668230057e+06,8.8594312547e-04,2.5102146901e-03
32,4.7687695026e+06,5.4784297943e+03,6.6784060448e+00,4.9892385751e-04,1.9274260267e-03,8.0908165546e-04,4.7742479324e+06,4.7632910728e+06,1.1183443712e-03,2.7365076821e-03
33,4.7648757935e+06,5.4642677307e+03,6.6780512987e+00,4.9804076040e-04,2.1796219517e-03,8.0572627485e-04,4.7703400612e+06,4.7594115257e+06,1.3738956768e-03,2.9853482265e-03
34,4.7606135845e+06,5.4475307465e+03,6.6776626472e+00,4.9695980020e-04,2.4561999599e-03,8.0205022823e-04,4.7660611153e+06,4.7551660538e+06,1.6541497316e-03,3.2582501881e-03
35,4.7559609890e+06,5.4289340973e+03,6.6772380007e+00,4.9574778906e-04,2.7587631484e-03,7.9803157132e-04,4.7613899231e+06,4.7505320549e+06,1.9607315771e-03,3.5567947198e-03
36,4.7508942604e+06,5.4096221924e+03,6.6767750830e+00,4.9451112862e-04,3.0889871996e-03,7.9365167767e-04,4.7563038826e+06,4.7454846382e+06,2.2953355219e-03,3.8826388773e-03
37,4.7453895092e+06,5.3885936737e+03,6.6762715858e+00,4.9316025567e-04,3.4486260265e-03,7.8888656572e-04,4.7507781029e+06,4.7400009155e+06,2.6597394608e-03,4.2375125922e-03
38,4.7394225597e+06,5.3654193878e+03,6.6757251532e+00,4.9165758050e-04,3.8395132869e-03,7.8371586278e-04,4.7447879791e+06,4.7340571404e+06,3.0557974242e-03,4.6232291497e-03
39,4.7329682350e+06,5.3406715393e+03,6.6751333133e+00,4.9005720056e-04,4.2635755381e-03,7.7811360825e-04,4.7383089066e+06,4.7276275635e+06,3.4854619298e-03,5.0416891463e-03
40,4.7259996414e+06,5.3137779236e+03,6.6744934098e+00,4.8830841681e-04,4.7228324693e-03,7.7205640264e-04,4.7313134193e+06,4.7206858635e+06,3.9507760666e-03,5.4948888719e-03
41,4.7184894562e+06,5.2854537964e+03,6.6738027165e+00,4.8647864947e-04,5.2194136661e-03,7.6551851816e-04,4.7237749100e+06,4.7132040024e+06,4.4538951479e-03,5.9849321842e-03
42,4.7104110718e+06,5.2539825439e+03,6.6730585390e+00,4.8441134719e-04,5.7555567473e-03,7.5847096741e-04,4.7156650543e+06,4.7051570892e+06,4.9970857799e-03,6.5140277147e-03
43,4.7017330170e+06,5.2210807800e+03,6.6722576968e+00,4.8226632524e-04,6.3336251769e-03,7.5088883750e-04,4.7069540977e+06,4.6965119362e+06,5.5827363394e-03,7.0845140144e-03
44,4.6924269676e+06,5.1858901978e+03,6.6713972568e+00,4.7996578937e-04,6.9561202545e-03,7.4274255894e-04,4.6976128578e+06,4.6872410774e+06,6.2133776955e-03,7.6988628134e-03
45,4.6824610233e+06,5.1479816437e+03,6.6704739085e+00,4.7747133621e-04,7.6256869361e-03,7.3399953544e-04,4.6876090050e+06,4.6773130417e+06,6.8916874006e-03,8.3596864715e-03
46,4.6718021393e+06,5.1074981689e+03,6.6694841817e+00,4.7479732418e-04,8.3451401442e-03,7.2463043034e-04,4.6769096375e+06,4.6666946411e+06,7.6205097139e-03,9.0697705746e-03
47,4.6604159832e+06,5.0650119781e+03,6.6684244265e+00,4.7199812783e-04,9.1174654663e-03,7.1459636092e-04,4.6654809952e+06,4.6553509712e+06,8.4028691053e-03,9.8320618272e-03
48,4.6482682228e+06,5.0188064575e+03,6.6672909274e+00,4.6891459201e-04,9.9458587356e-03,7.0386612788e-04,4.6532870293e+06,4.6432494164e+06,9.2419926077e-03,1.0649724863e-02
49,4.6353215218e+06,4.9704551697e+03,6.6660796140e+00,4.6569414224e-04,1.0833730455e-02,6.9239689037e-04,4.6402919769e+06,4.6303510666e+06,1.0141333565e-02,1.1526127346e-02
50,4.6215365410e+06,4.9195289612e+03,6.6647861452e+00,4.6229756477e-04,1.1784736533e-02,6.8015372381e-04,4.6264560699e+06,4.6166170120e+06,1.1104582809e-02,1.2464890257e-02
51,4.6068725109e+06,4.8644542694e+03,6.6634059518e+00,4.5857714248e-04,1.2802814133e-02,6.6708959639e-04,4.6117369652e+06,4.6020080566e+06,1.2135724537e-02,1.3469903730e-02
52,4.5912870884e+06,4.8069477081e+03,6.6619342116e+00,4.5469420383e-04,1.3892202172e-02,6.5315840766e-04,4.5960940361e+06,4.5864801407e+06,1.3239043765e-02,1.4545360580e-02
53,4.5747349262e+06,4.7454357147e+03,6.6603657012e+00,4.5049982514e-04,1.5057484154e-02,6.3831126317e-04,4.5794803619e+06,4.5699894905e+06,1.4419172890e-02,1.5695795417e-02
54,4.5571682453e+06,4.6807765961e+03,6.6586948334e+00,4.4607441554e-04,1.6303637065e-02,6.2249880284e-04,4.5618490219e+06,4.5524874687e+06,1.5681138262e-02,1.6926135868e-02
55,4.5385365486e+06,4.6125411987e+03,6.6569156129e+00,4.4137617014e-04,1.7636077479e-02,6.0565955937e-04,4.5431490898e+06,4.5339240074e+06,1.7030417919e-02,1.8241737038e-02
56,4.5187856197e+06,4.5400142670e+03,6.6550215188e+00,4.3633488580e-04,1.9060704857e-02,5.8773346245e-04,4.5233256340e+06,4.5142456055e+06,1.8472971395e-02,1.9648438320e-02
57,4.4978588104e+06,4.4631958008e+03,6.6530056048e+00,4.3094770775e-04,2.0584004931e-02,5.6865159422e-04,4.5023220062e+06,4.4933956146e+06,2.0015353337e-02,2.1152656525e-02
58,4.4756950378e+06,4.3830871582e+03,6.6508602789e+00,4.2530850716e-04,2.2213091142e-02,5.4833572358e-04,4.4800781250e+06,4.4713119507e+06,2.1664755419e-02,2.2761426866e-02
59,4.4522294998e+06,4.2981147766e+03,6.6485773405e+00,4.1926143071e-04,2.3955821060e-02,5.2671041340e-04,4.4565276146e+06,4.4479313850e+06,2.3429110646e-02,2.4482531473e-02
60,4.4273906708e+06,4.2077064514e+03,6.6461476495e+00,4.1274519901e-04,2.5820898823e-02,5.0368253142e-04,4.4315983772e+06,4.4231829643e+06,2.5317216292e-02,2.6324581355e-02
61,4.4011044502e+06,4.1124343872e+03,6.6435614861e+00,4.0580906487e-04,2.7818013914e-02,4.7914218158e-04,4.4052168846e+06,4.3969920158e+06,2.7338871732e-02,2.8297156096e-02
62,4.3732880116e+06,4.0118694305e+03,6.6408078969e+00,3.9840349868e-04,2.9957993887e-02,4.5297387987e-04,4.3772998810e+06,4.3692761421e+06,2.9505020007e-02,3.0410967767e-02
63,4.3438535213e+06,3.9054393768e+03,6.6378749965e+00,3.9046234396e-04,3.2252974808e-02,4.2504817247e-04,4.3477589607e+06,4.3399480820e+06,3.1827926636e-02,3.2678022981e-02
64,4.3127045631e+06,3.7925720215e+03,6.6347495404e+00,3.8191661442e-04,3.4716650844e-02,3.9522349834e-04,4.3164971352e+06,4.3089119911e+06,3.4321427345e-02,3.5111874342e-02
65,4.2797355652e+06,3.6729812622e+03,6.6314167759e+00,3.7272300161e-04,3.7364520133e-02,3.6333501339e-04,4.2834085464e+06,4.2760625839e+06,3.7001185119e-02,3.7727855146e-02
66,4.2448325157e+06,3.5459518433e+03,6.6278604078e+00,3.6279115163e-04,4.0214240551e-02,3.2919645309e-04,4.2483784676e+06,4.2412865639e+06,3.9885044098e-02,4.0543437004e-02
67,4.2078689575e+06,3.4109115601e+03,6.6240620638e+00,3.5204052412e-04,4.3286046013e-02,2.9259733856e-04,4.2112798691e+06,4.2044580460e+06,4.2993448675e-02,4.3578643352e-02
68,4.1687045574e+06,3.2674312592e+03,6.6200009837e+00,3.4040014995e-04,4.6603249386e-02,2.5326572359e-04,4.1719719887e+06,4.1654371262e+06,4.6349983662e-02,4.6856515110e-02
69,4.1271853924e+06,3.1140804291e+03,6.6156538541e+00,3.2768777620e-04,5.0192885101e-02,2.1090358496e-04,4.1302994728e+06,4.1240713120e+06,4.9981981516e-02,5.0403788686e-02
70,4.0831372261e+06,2.9491424561e+03,6.6109938627e+00,3.1367951818e-04,5.4086515680e-02,1.6514398158e-04,4.0860863686e+06,4.0801880836e+06,5.3921371698e-02,5.4251659662e-02
71,4.0363677979e+06,2.7726173401e+03,6.6059906303e+00,2.9832083222e-04,5.8321228251e-02,1.1550821364e-04,4.0391404152e+06,4.0335951805e+06,5.8205720037e-02,5.8436736465e-02
72,3.9866582394e+06,2.5807857513e+03,6.6006089159e+00,2.8114302758e-04,6.2940984964e-02,6.1489641666e-05,3.9892390251e+06,3.9840774536e+06,6.2879495323e-02,6.3002474606e-02
73,3.9337617874e+06,2.3726463318e+03,6.5948079783e+00,2.6194451775e-04,6.7998349667e-02,2.3767352104e-06,3.9361344337e+06,3.9313891411e+06,6.7995972931e-02,6.8000726402e-02
74,3.8773940563e+06,2.1444797516e+03,6.5885398738e+00,2.4019632880e-04,7.3556758463e-02,6.2659382820e-05,3.8795385361e+06,3.8752495766e+06,7.3619417846e-02,7.3494099081e-02
75,3.8172293186e+06,1.8927097321e+03,6.5817481974e+00,2.1533772043e-04,7.9693589360e-02,1.3475492597e-04,3.8191220284e+06,3.8153366089e+06,7.9828344285e-02,7.9558834434e-02
76,3.7528854847e+06,1.6126155853e+03,6.5743652725e+00,1.8661643050e-04,8.6504388601e-02,2.1530315280e-04,3.7544981003e+06,3.7512728691e+06,8.6719691753e-02,8.6289085448e-02
77,3.6839129448e+06,1.2977600098e+03,6.5663093318e+00,1.5299222398e-04,9.4108782709e-02,3.0617415905e-04,3.6852107048e+06,3.6826151848e+06,9.4414956868e-02,9.3802608550e-02
78,3.6097721100e+06,9.4099044800e+02,6.5574797704e+00,1.1321129309e-04,1.0265897214e-01,4.0977448225e-04,3.6107131004e+06,3.6088311195e+06,1.0306874663e-01,1.0224919766e-01
79,3.5298035145e+06,5.3143501282e+02,6.5477505263e+00,6.5385876113e-05,1.1235237494e-01,5.2953884006e-04,3.5303349495e+06,3.5292720795e+06,1.1288191378e-01,1.1182283610e-01
80,3.4431909084e+06,5.4788589478e+01,6.5369611029e+00,6.9105613707e-06,1.2345024571e-01,6.7042931914e-04,3.4432456970e+06,3.4431361198e+06,1.2412067503e-01,1.2277981639e-01
81,3.3488924503e+06,5.0654411316e+02,6.5249011954e+00,6.5690170146e-05,1.3630802929e-01,8.3924829960e-04,3.3483859062e+06,3.3493989944e+06,1.3714727759e-01,1.3546878099e-01
82,3.2455451488e+06,1.1734485626e+03,6.5112876266e+00,1.5702208239e-04,1.5142548084e-01,1.0459125042e-03,3.2443717003e+06,3.2467185974e+06,1.5247139335e-01,1.5037956834e-01
83,3.1313145161e+06,1.9733905792e+03,6.4957266051e+00,2.7369743546e-04,1.6953293234e-01,1.3056173921e-03,3.1293411255e+06,3.1332879066e+06,1.7083854973e-01,1.6822731495e-01
84,3.0036631107e+06,2.9489994049e+03,6.4776510115e+00,4.2639088772e-04,1.9175102562e-01,1.6444399953e-03,3.0007141113e+06,3.0066121101e+06,1.9339546561e-01,1.9010658562e-01
85,2.8590253830e+06,4.1367530823e+03,6.4562175565e+00,6.2838556840e-04,2.1990629286e-01,2.1056607366e-03,2.8548886299e+06,2.8631621361e+06,2.2201195359e-01,2.1780063212e-01
86,2.6926887989e+06,5.5382251740e+03,6.4301852452e+00,8.9324248133e-04,2.5717531145e-01,2.7696937323e-03,2.6871505737e+06,2.6982270241e+06,2.5994500518e-01,2.5440561771e-01
87,2.5004990101e+06,6.8439960480e+03,6.3980250602e+00,1.1886895888e-03,3.0949325860e-01,3.7828534842e-03,2.4936550140e+06,2.5073430061e+06,3.1327611208e-01,3.0571040511e-01
88,2.2942377090e+06,5.7017326355e+03,6.3606370725e+00,1.0793284886e-03,3.8859486580e-01,5.3500235081e-03,2.2885359764e+06,2.2999394417e+06,3.9394488931e-01,3.8324484229e-01
89,2.2496704817e+06,1.8601012230e+04,6.3521040641e+00,3.5909708264e-03,5.1373767853e-01,6.7222714424e-03,2.2682714939e+06,2.2310694695e+06,5.2045994997e-01,5.0701540709e-01
90,3.5004740238e+06,6.5876913071e+04,6.5440499384e+00,8.1741381199e-03,5.0287480652e-01,2.0859405398e-02,3.5663509369e+06,3.4345971107e+06,4.8201540112e-01,5.2373421192e-01
91,2.7212332249e+06,4.4059324265e+04,6.4347088330e+00,7.0322504982e-03,2.1585346758e-01,1.5128210187e-02,2.6771739006e+06,2.7652925491e+06,2.3098167777e-01,2.0072525740e-01
92,2.5722002506e+06,5.4409360886e+04,6.4102075935e+00,9.1879356786e-03,5.7468706369e-01,5.3211450577e-03,2.6266096115e+06,2.5177908897e+06,5.8000820875e-01,5.6936591864e-01
93,3.7844379902e+06,9.1874599457e+03,6.5780001137e+00,1.0543364712e-03,1.6849359870e-01,1.9348442554e-02,3.7936254501e+06,3.7752505302e+06,1.4914515615e-01,1.8784204125e-01
94,2.5585498810e+06,4.1722297668e+03,6.4079933109e+00,7.0820505966e-04,4.0174168348e-01,1.4337271452e-02,2.5627221107e+06,2.5543776512e+06,4.1607895494e-01,3.8740441203e-01
95,3.2352680683e+06,5.9630441666e+04,6.5098364905e+00,8.0055514343e-03,4.9321199954e-01,1.2341603637e-02,3.2948985100e+06,3.1756376266e+06,4.8087039590e-01,5.0555360317e-01
96,3.2361074924e+06,1.6122007370e+04,6.5100175494e+00,2.1636354112e-03,1.0877579451e-01,1.0420151055e-02,3.2199854851e+06,3.2522294998e+06,1.1919594556e-01,9.8355643451e-02
97,3.0523036480e+06,2.2431707382e+04,6.4846160074e+00,3.1917342607e-03,5.0027699769e-01,4.4029206038e-03,3.0747353554e+06,3.0298719406e+06,5.0467991829e-01,4.9587407708e-01
98,3.6272847176e+06,5.8711051941e+03,6.5595810772e+00,7.0294752513e-04,2.1025936306e-01,1.1441498995e-02,3.6331558228e+06,3.6214136124e+06,1.9881786406e-01,2.2170086205e-01
99,4.0136046410e+06,1.4531421661e+04,6.6035317437e+00,1.5723880107e-03,2.2037059069e-01,9.0523660183e-03,4.0281360626e+06,3.9990732193e+06,2.2942295671e-01,2.1131822467e-01
100,3.6023410320e+06,6.3624858856e+03,6.5565841475e+00,7.6705546754e-04,3.6880579591e-01,3.3335387707e-03,3.6087035179e+06,3.5959785461e+06,3.6547225714e-01,3.7213933468e-01
101,4.4043312550e+06,3.4880304337e+04,6.6438663556e+00,3.4394870713e-03,5.5137235671e-02,1.6074888408e-03,4.4392115593e+06,4.3694509506e+06,5.3529746830e-02,5.6744724512e-02
102,4.6987099171e+06,4.6417951584e+04,6.6719574410e+00,4.2904789648e-03,1.7519357055e-01,8.3973258734e-04,4.6522919655e+06,4.7451278687e+06,1.7603330314e-01,1.7435383797e-01
103,3.9967070103e+06,2.4299955368e+04,6.6016942850e+00,2.6405404604e-03,1.6515922546e-01,6.2598437071e-03,3.9724070549e+06,4.0210069656e+06,1.5889938176e-01,1.7141906917e-01
104,5.5926106453e+06,5.5123329163e+03,6.7476143741e+00,4.2806064914e-04,1.6954451799e-02,1.6739014536e-03,5.5981229782e+06,5.5870983124e+06,1.8628353253e-02,1.5280550346e-02
105,4.8756581783e+06,9.5384073257e+04,6.6879501273e+00,8.4973271550e-03,4.0077086538e-02,6.2736496329e-03,4.7802741051e+06,4.9710422516e+06,3.3803436905e-02,4.6350736171e-02
106,5.1172768593e+06,5.6729221344e+04,6.7090122261e+00,4.8147086449e-03,2.2303054109e-02,1.1095162481e-03,5.1740060806e+06,5.0605476379e+06,2.1193537861e-02,2.3412570357e-02
107,5.7929586411e+06,2.1852493286e+03,6.7629003970e+00,1.6382678158e-04,1.8027413636e-02,2.0731911063e-03,5.7951438904e+06,5.7907733917e+06,2.0100604743e-02,1.5954222530e-02
108,6.3239195824e+06,2.9842958450e+05,6.8005022226e+00,2.0509852777e-02,-3.7586946040e-02,1.9947662950e-03,6.0254899979e+06,6.6223491669e+06,-3.9581712335e-02,-3.5592179745e-02
109,5.8479446411e+06,1.8149242401e+05,6.7667939986e+00,1.3482767746e-02,4.5622592734e-04,7.0344553387e-04,6.0294370651e+06,5.6664522171e+06,1.1596714612e-03,-2.4721960654e-04
110,5.4927409172e+06,2.1713190079e+05,6.7394495183e+00,1.7176916514e-02,2.4701210670e-02,1.1116368696e-03,5.2756090164e+06,5.7098728180e+06,2.5812847540e-02,2.3589573801e-02
111,7.6020446777e+06,8.6880855560e+05,6.8780755009e+00,4.9851656274e-02,-3.4273289144e-02,1.6364343464e-03,6.7332361221e+06,8.4708532333e+06,-3.5909723490e-02,-3.2636854798e-02
112,6.5693664551e+06,3.1490135193e+05,6.8170239652e+00,2.0833791447e-02,-1.4682784677e-02,1.7319247127e-04,6.8842678070e+06,6.2544651031e+06,-1.4855977148e-02,-1.4509592205e-02
113,5.3291868210e+06,3.8747062683e+05,6.7255099846e+00,3.1632184662e-02,8.1716993009e-04,1.3898897159e-03,4.9417161942e+06,5.7166574478e+06,-5.7271978585e-04,2.2070596460e-03
114,7.6444636345e+06,1.1774605751e+06,6.8781331944e+00,6.7430127986e-02,-2.8388187289e-02,3.1382404268e-03,6.4670030594e+06,8.8219242096e+06,-3.1526427716e-02,-2.5249946862e-02
115,6.6327057838e+06,2.7361993790e+05,6.8213208725e+00,1.7926184582e-02,-1.1861640029e-02,1.5907483175e-03,6.9063257217e+06,6.3590858459e+06,-1.0270891711e-02,-1.3452388346e-02
116,9.3729907036e+06,2.1661419868e+06,6.9599592865e+00,1.0221388089e-01,-2.5981209241e-02,4.3938150629e-03,7.2068487167e+06,1.1539132690e+07,-3.0375024304e-02,-2.1587394178e-02
117,7.5686822891e+06,1.2436975479e+06,6.8730763451e+00,7.2016863000e-02,-2.1537356079e-02,2.4655219167e-03,6.3249847412e+06,8.8123798370e+06,-2.4002877995e-02,-1.9071834162e-02
118,6.8105993271e+06,5.8617210388e+04,6.8331692451e+00,3.7379617288e-03,1.8107963938e-03,1.7955912531e-03,6.7519821167e+06,6.8692165375e+06,3.6063876469e-03,1.5205140699e-05
119,2.5371612740e+07,1.3175384331e+07,7.3361080500e+00,2.4988250083e-01,-2.9251921922e-02,7.3540471494e-03,1.2196228409e+07,3.8546997070e+07,-3.6605969071e-02,-2.1897874773e-02
120,9.3138731003e+06,2.3838712692e+06,6.9544177379e+00,1.1368438857e-01,-2.4170445278e-02,3.4789741039e-03,6.9300018311e+06,1.1697744370e+07,-2.7649419382e-02,-2.0691471174e-02
121,8.7934424400e+06,2.1232987404e+06,6.9311141021e+00,1.0697891181e-01,-7.6495046960e-03,3.9656049339e-03,6.6701436996e+06,1.0916741180e+07,-3.6838997621e-03,-1.1615109630e-02
122,3.2463810539e+07,1.7966378975e+07,7.4319908338e+00,2.7069976645e-01,-2.8973493725e-02,7.3208138347e-03,1.4497431564e+07,5.0430189514e+07,-3.6294307560e-02,-2.1652679890e-02
123,6.1130661964e+06,1.5458192825e+05,6.7861202018e+00,1.0984404743e-02,-1.3943572761e-02,7.6081368607e-03,6.2676481247e+06,5.9584842682e+06,-2.1551709622e-02,-6.3354359008e-03
124,7.1116298676e+06,4.8515110016e+05,6.8509562078e+00,2.9673397080e-02,-2.1434444934e-02,2.2034645081e-03,7.5967809677e+06,6.6264787674e+06,-2.3637909442e-02,-1.9230980426e-02
125,1.7244470215e+07,3.5697486877e+06,7.2271393044e+00,9.1220813309e-02,-3.0335491523e-02,7.2512011975e-03,1.3674721527e+07,2.0814218903e+07,-3.7586692721e-02,-2.3084290326e-02
126,1.6282925892e+07,9.5288294792e+06,7.1206923981e+00,2.9112514235e-01,1.8094773404e-03,8.7851150893e-03,6.7540964127e+06,2.5811755371e+07,-6.9756377488e-03,1.0594592430e-02
127,2.3746768284e+07,1.5496647549e+07,7.2551135533e+00,3.3865324904e-01,-1.2633328792e-02,2.4016807321e-02,8.2501207352e+06,3.9243415833e+07,-3.6650136113e-02,1.1383478530e-02
128,1.3809325218e+07,1.8489652634e+06,7.1362442979e+00,5.8500047652e-02,-2.0338277332e-02,1.6511664726e-02,1.1960359955e+07,1.5658290482e+07,-3.6849942058e-02,-3.8266126066e-03
129,3.2254658890e+07,2.0379378891e+07,7.3979552731e+00,3.2331141477e-01,5.7840370573e-03,3.1779953279e-03,1.1875279999e+07,5.2634037781e+07,2.6060417295e-03,8.9620323852e-03
130,5.6068992805e+07,4.5394398308e+07,7.5173303797e+00,4.8897899351e-01,-1.9015236991e-02,2.5950648589e-02,1.0674594498e+07,1.0146339111e+08,-4.4965885580e-02,6.9354115985e-03
131,1.8983475494e+07,7.6486587524e+06,7.2399102372e+00,1.8549573418e-01,-1.9368458074e-02,1.3738256413e-02,1.1334816742e+07,2.6632134247e+07,-3.3106714487e-02,-5.6302016601e-03
132,2.9605747032e+07,1.6159977150e+07,7.3945630066e+00,2.6597733232e-01,1.6756948316e-03,4.2350318981e-03,1.3445769882e+07,4.5765724182e+07,-2.5593370665e-03,5.9107267298e-03
133,3.4811932755e+07,1.7645637131e+07,7.4772423776e+00,2.4256579028e-01,-1.9857813459e-02,2.0473132987e-02,1.7166295624e+07,5.2457569885e+07,-4.0330946445e-02,6.1531952815e-04
134,1.4094919395e+07,1.2513828278e+05,7.1490454797e+00,3.8558782893e-03,-1.9559106324e-02,6.7829540931e-03,1.3969781113e+07,1.4220057678e+07,-2.6342060417e-02,-1.2776152231e-02
