replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,35.9299,1.4151918888e+00,2,3.8298138976e-01
2,101,35.8460,1.4151918888e+00,2,3.8298138976e-01
3,102,35.9400,1.4151918888e+00,2,3.8298138976e-01
