step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,1.0037172615e-05,0.0000000000e+00,-4.9983886070e+00,0.0000000000e+00,9.9999994040e-01,0.0000000000e+00,1.0037172615e-05,1.0037172615e-05,1.0037172615e-05,9.9999994040e-01,9.9999994040e-01,9.9999994040e-01
2,1.0037152606e-05,0.0000000000e+00,-4.9983894727e+00,0.0000000000e+00,9.9999994040e-01,0.0000000000e+00,1.0037152606e-05,1.0037152606e-05,1.0037152606e-05,9.9999994040e-01,9.9999994040e-01,9.9999994040e-01
3,1.0030242265e-05,0.0000000000e+00,-4.9986885771e+00,0.0000000000e+00,9.9999994040e-01,0.0000000000e+00,1.0030242265e-05,1.0030242265e-05,1.0030242265e-05,9.9999994040e-01,9.9999994040e-01,9.9999994040e-01
4,1.0016274246e-05,0.0000000000e+00,-4.9992937930e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0016274246e-05,1.0016274246e-05,1.0016274246e-05,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
5,1.0006160664e-05,0.0000000000e+00,-4.9997325281e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0006160664e-05,1.0006160664e-05,1.0006160664e-05,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
6,1.0007555829e-05,0.0000000000e+00,-4.9996719784e+00,0.0000000000e+00,9.9999994040e-01,0.0000000000e+00,1.0007555829e-05,1.0007555829e-05,1.0007555829e-05,9.9999994040e-01,9.9999994040e-01,9.9999994040e-01
7,1.0028729776e-05,0.0000000000e+00,-4.9987540706e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0028729776e-05,1.0028729776e-05,1.0028729776e-05,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
8,1.0076959370e-05,0.0000000000e+00,-4.9966704925e+00,0.0000000000e+00,1.0000000000e+00,0.0000000000e+00,1.0076959370e-05,1.0076959370e-05,1.0076959370e-05,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
9,1.0166002539e-05,0.0000000000e+00,-4.9928497862e+00,0.0000000000e+00,9.9999982119e-01,0.0000000000e+00,1.0166002539e-05,1.0166002539e-05,1.0166002539e-05,9.9999982119e-01,9.9999982119e-01,9.9999982119e-01
10,1.0306958757e-05,0.0000000000e+00,-4.9868694618e+00,0.0000000000e+00,9.9999994040e-01,0.0000000000e+00,1.0306958757e-05,1.0306958757e-05,1.0306958757e-05,9.9999994040e-01,9.9999994040e-01,9.9999994040e-01
11,1.0507133084e-05,0.0000000000e+00,-4.9785157669e+00,0.0000000000e+00,9.9999970198e-01,0.0000000000e+00,1.0507133084e-05,1.0507133084e-05,1.0507133084e-05,9.9999970198e-01,9.9999970198e-01,9.9999970198e-01
12,1.0780649063e-05,0.0000000000e+00,-4.9673550911e+00,0.0000000000e+00,9.9999952316e-01,0.0000000000e+00,1.0780649063e-05,1.0780649063e-05,1.0780649063e-05,9.9999952316e-01,9.9999952316e-01,9.9999952316e-01
13,1.1141661162e-05,0.0000000000e+00,-4.9530500534e+00,0.0000000000e+00,9.9999922514e-01,0.0000000000e+00,1.1141661162e-05,1.1141661162e-05,1.1141661162e-05,9.9999922514e-01,9.9999922514e-01,9.9999922514e-01
14,1.1602834093e-05,0.0000000000e+00,-4.9354359176e+00,0.0000000000e+00,9.9999904633e-01,0.0000000000e+00,1.1602834093e-05,1.1602834093e-05,1.1602834093e-05,9.9999904633e-01,9.9999904633e-01,9.9999904633e-01
15,1.2163314750e-05,0.0000000000e+00,-4.9149480549e+00,0.0000000000e+00,9.9999880791e-01,0.0000000000e+00,1.2163314750e-05,1.2163314750e-05,1.2163314750e-05,9.9999880791e-01,9.9999880791e-01,9.9999880791e-01
