replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,7.7654,7.0365986824e+05,864,4.7691920400e-01
2,101,7.6900,7.0361533165e+05,859,4.7692936659e-01
3,102,7.7526,7.0367474556e+05,889,4.7691589594e-01
