alpha,cosine_similarity_mean,cosine_similarity_std,loss_per_edge_mean,loss_per_edge_std,Steps_mean,cosine_similarity_replica_0,loss_per_edge_replica_0,cosine_similarity_replica_1,loss_per_edge_replica_1
0.1,-0.00384572398616001,0.005558599077630788,0.0001984099617402535,0.0001422451932739932,3000.0,-0.009404323063790798,0.0003406551550142467,0.001712875091470778,5.6164768466260284e-05
0.30000000000000004,-0.00384572398616001,0.005558599077630788,0.0001984099617402535,0.0001422451932739932,3000.0,-0.009404323063790798,0.0003406551550142467,0.001712875091470778,5.6164768466260284e-05
0.5000000000000001,-0.0038457319024018943,0.005558606993872672,0.00019840984532493167,0.00014224507685867138,3000.0,-0.009404338896274567,0.00034065492218360305,0.001712875091470778,5.6164768466260284e-05
0.7000000000000002,-0.00384572398616001,0.005558599077630788,0.0001984099617402535,0.0001422451932739932,3000.0,-0.009404323063790798,0.0003406551550142467,0.001712875091470778,5.6164768466260284e-05
0.9000000000000001,-0.00384572398616001,0.005558599077630788,0.0001984099617402535,0.0001422451932739932,3000.0,-0.009404323063790798,0.0003406551550142467,0.001712875091470778,5.6164768466260284e-05
1.1,-0.00384572398616001,0.005558599077630788,0.0001984099617402535,0.0001422451932739932,3000.0,-0.009404323063790798,0.0003406551550142467,0.001712875091470778,5.6164768466260284e-05
1.3000000000000003,-0.00384572398616001,0.005558599077630788,0.0001984099617402535,0.0001422451932739932,3000.0,-0.009404323063790798,0.0003406551550142467,0.001712875091470778,5.6164768466260284e-05
1.5000000000000002,0.0037153642624616623,0.015859389677643776,0.021082937251776457,0.005834011826664209,3000.0,-0.012144025415182114,0.015248925425112247,0.019574753940105438,0.026916949078440666
1.7000000000000004,0.0037153707817196846,0.015859398059546947,0.021082940511405468,0.005834012292325497,3000.0,-0.012144027277827263,0.015248928219079971,0.019574768841266632,0.026916952803730965
1.9000000000000004,0.003715354483574629,0.015859410632401705,0.021082939114421606,0.005834013689309359,3000.0,-0.012144056148827076,0.015248925425112247,0.019574765115976334,0.026916952803730965
2.1000000000000005,0.003715375903993845,0.015859392937272787,0.021082937251776457,0.00583400996401906,3000.0,-0.012144017033278942,0.015248927287757397,0.019574768841266632,0.026916947215795517
2.3000000000000003,0.0037153735756874084,0.01585940085351467,0.021082937251776457,0.005834011826664209,3000.0,-0.012144027277827263,0.015248925425112247,0.01957477442920208,0.026916949078440666
2.5000000000000004,-0.02790298778563738,0.00040954072028398514,0.05421681888401508,0.0019589345902204514,3000.0,-0.028312528505921364,0.056175753474235535,-0.027493447065353394,0.05225788429379463
2.7000000000000006,-0.027902972884476185,0.0004095332697033882,0.05421682074666023,0.001958932727575302,3000.0,-0.028312506154179573,0.056175753474235535,-0.027493439614772797,0.05225788801908493
2.9000000000000004,-0.027902988716959953,0.0004095248878002167,0.054216813296079636,0.0019589290022850037,3000.0,-0.02831251360476017,0.05617574229836464,-0.027493463829159737,0.05225788429379463
3.1000000000000005,-0.027902998961508274,0.0004095090553164482,0.054216817021369934,0.0019589290022850037,3000.0,-0.028312508016824722,0.05617574602365494,-0.027493489906191826,0.05225788801908493
3.3000000000000007,-0.027902990579605103,0.00040950626134872437,0.05421681888401508,0.0019589345902204514,3000.0,-0.028312496840953827,0.056175753474235535,-0.027493484318256378,0.05225788429379463
3.500000000000001,-0.06800032779574394,0.018592920154333115,0.10673615336418152,0.0018104910850524902,3000.0,-0.04940740764141083,0.10492566227912903,-0.08659324795007706,0.10854664444923401
3.7000000000000006,-0.06800030171871185,0.01859290897846222,0.10673615336418152,0.0018104836344718933,3000.0,-0.049407392740249634,0.10492566972970963,-0.08659321069717407,0.10854663699865341
3.900000000000001,-0.06800032965838909,0.018592918291687965,0.10673615336418152,0.0018104836344718933,3000.0,-0.049407411366701126,0.10492566972970963,-0.08659324795007706,0.10854663699865341
4.1000000000000005,-0.06800032965838909,0.018592918291687965,0.10673615336418152,0.0018104836344718933,3000.0,-0.049407411366701126,0.10492566972970963,-0.08659324795007706,0.10854663699865341
4.300000000000001,-0.06800034083425999,0.018592914566397667,0.10673615336418152,0.0018104836344718933,3000.0,-0.04940742626786232,0.10492566972970963,-0.08659325540065765,0.10854663699865341
4.500000000000001,-0.005114804953336716,0.027730029076337814,0.1458255499601364,0.013130232691764832,3000.0,0.0226152241230011,0.13269531726837158,-0.03284483402967453,0.15895578265190125
4.700000000000001,-0.005114798434078693,0.02773005422204733,0.1458255499601364,0.013130247592926025,3000.0,0.022615255787968636,0.1326953023672104,-0.03284485265612602,0.15895579755306244
4.900000000000001,-0.005114806815981865,0.027730034664273262,0.145825557410717,0.013130240142345428,3000.0,0.022615227848291397,0.13269531726837158,-0.03284484148025513,0.15895579755306244
