step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,cosine_similarity_replica_1
1,2.0005049706e+00,0.0000000000e+00,3.0113963479e-01,0.0000000000e+00,3.2175087836e-04,0.0000000000e+00,2.0005049706e+00,3.2175087836e-04
2,2.0005037785e+00,0.0000000000e+00,3.0113937599e-01,0.0000000000e+00,3.2185023883e-04,0.0000000000e+00,2.0005037785e+00,3.2185023883e-04
3,2.0005018711e+00,0.0000000000e+00,3.0113896192e-01,0.0000000000e+00,3.2206295873e-04,0.0000000000e+00,2.0005018711e+00,3.2206295873e-04
4,2.0004997253e+00,0.0000000000e+00,3.0113849609e-01,0.0000000000e+00,3.2238292624e-04,0.0000000000e+00,2.0004997253e+00,3.2238292624e-04
5,2.0004968643e+00,0.0000000000e+00,3.0113787498e-01,0.0000000000e+00,3.2281165477e-04,0.0000000000e+00,2.0004968643e+00,3.2281165477e-04
6,2.0004930496e+00,0.0000000000e+00,3.0113704683e-01,0.0000000000e+00,3.2335525611e-04,0.0000000000e+00,2.0004930496e+00,3.2335525611e-04
7,2.0004887581e+00,0.0000000000e+00,3.0113611517e-01,0.0000000000e+00,3.2401538920e-04,0.0000000000e+00,2.0004887581e+00,3.2401538920e-04
8,2.0004832745e+00,0.0000000000e+00,3.0113492470e-01,0.0000000000e+00,3.2479470246e-04,0.0000000000e+00,2.0004832745e+00,3.2479470246e-04
9,2.0004770756e+00,0.0000000000e+00,3.0113357896e-01,0.0000000000e+00,3.2570067560e-04,0.0000000000e+00,2.0004770756e+00,3.2570067560e-04
10,2.0004696846e+00,0.0000000000e+00,3.0113197441e-01,0.0000000000e+00,3.2674137037e-04,0.0000000000e+00,2.0004696846e+00,3.2674137037e-04
11,2.0004613400e+00,0.0000000000e+00,3.0113016281e-01,0.0000000000e+00,3.2791474950e-04,0.0000000000e+00,2.0004613400e+00,3.2791474950e-04
12,2.0004518032e+00,0.0000000000e+00,3.0112809240e-01,0.0000000000e+00,3.2922983519e-04,0.0000000000e+00,2.0004518032e+00,3.2922983519e-04
13,2.0004413128e+00,0.0000000000e+00,3.0112581495e-01,0.0000000000e+00,3.3069800702e-04,0.0000000000e+00,2.0004413128e+00,3.3069800702e-04
14,2.0004296303e+00,0.0000000000e+00,3.0112327867e-01,0.0000000000e+00,3.3232063288e-04,0.0000000000e+00,2.0004296303e+00,3.3232063288e-04
15,2.0004160404e+00,0.0000000000e+00,3.0112032830e-01,0.0000000000e+00,3.3410210744e-04,0.0000000000e+00,2.0004160404e+00,3.3410210744e-04
16,2.0004012585e+00,0.0000000000e+00,3.0111711909e-01,0.0000000000e+00,3.3605471253e-04,0.0000000000e+00,2.0004012585e+00,3.3605471253e-04
17,2.0003848076e+00,0.0000000000e+00,3.0111354753e-01,0.0000000000e+00,3.3819317468e-04,0.0000000000e+00,2.0003848076e+00,3.3819317468e-04
18,2.0003662109e+00,0.0000000000e+00,3.0110951008e-01,0.0000000000e+00,3.4052209230e-04,0.0000000000e+00,2.0003662109e+00,3.4052209230e-04
19,2.0003461838e+00,0.0000000000e+00,3.0110516201e-01,0.0000000000e+00,3.4304198925e-04,0.0000000000e+00,2.0003461838e+00,3.4304198925e-04
20,2.0003240108e+00,0.0000000000e+00,3.0110034803e-01,0.0000000000e+00,3.4577440238e-04,0.0000000000e+00,2.0003240108e+00,3.4577440238e-04
21,2.0002996922e+00,0.0000000000e+00,3.0109506811e-01,0.0000000000e+00,3.4873670666e-04,0.0000000000e+00,2.0002996922e+00,3.4873670666e-04
22,2.0002732277e+00,0.0000000000e+00,3.0108932225e-01,0.0000000000e+00,3.5194423981e-04,0.0000000000e+00,2.0002732277e+00,3.5194423981e-04
23,2.0002446175e+00,0.0000000000e+00,3.0108311042e-01,0.0000000000e+00,3.5540389945e-04,0.0000000000e+00,2.0002446175e+00,3.5540389945e-04
24,2.0002129078e+00,0.0000000000e+00,3.0107622554e-01,0.0000000000e+00,3.5912427120e-04,0.0000000000e+00,2.0002129078e+00,3.5912427120e-04
25,2.0001788139e+00,0.0000000000e+00,3.0106882288e-01,0.0000000000e+00,3.6310477299e-04,0.0000000000e+00,2.0001788139e+00,3.6310477299e-04
26,2.0001420975e+00,0.0000000000e+00,3.0106085064e-01,0.0000000000e+00,3.6736126640e-04,0.0000000000e+00,2.0001420975e+00,3.6736126640e-04
27,2.0001015663e+00,0.0000000000e+00,3.0105204995e-01,0.0000000000e+00,3.7189022987e-04,0.0000000000e+00,2.0001015663e+00,3.7189022987e-04
28,2.0000586510e+00,0.0000000000e+00,3.0104273137e-01,0.0000000000e+00,3.7671250175e-04,0.0000000000e+00,2.0000586510e+00,3.7671250175e-04
29,2.0000121593e+00,0.0000000000e+00,3.0103263602e-01,0.0000000000e+00,3.8183471770e-04,0.0000000000e+00,2.0000121593e+00,3.8183471770e-04
30,1.9999620914e+00,0.0000000000e+00,3.0102176385e-01,0.0000000000e+00,3.8726709317e-04,0.0000000000e+00,1.9999620914e+00,3.8726709317e-04
31,1.9999083281e+00,0.0000000000e+00,3.0101008890e-01,0.0000000000e+00,3.9302840014e-04,0.0000000000e+00,1.9999083281e+00,3.9302840014e-04
32,1.9998508692e+00,0.0000000000e+00,3.0099761111e-01,0.0000000000e+00,3.9911892964e-04,0.0000000000e+00,1.9998508692e+00,3.9911892964e-04
33,1.9997895956e+00,0.0000000000e+00,3.0098430453e-01,0.0000000000e+00,4.0555244777e-04,0.0000000000e+00,1.9997895956e+00,4.0555244777e-04
34,1.9997237921e+00,0.0000000000e+00,3.0097001373e-01,0.0000000000e+00,4.1234723176e-04,0.0000000000e+00,1.9997237921e+00,4.1234723176e-04
35,1.9996536970e+00,0.0000000000e+00,3.0095479041e-01,0.0000000000e+00,4.1951108142e-04,0.0000000000e+00,1.9996536970e+00,4.1951108142e-04
36,1.9995794296e+00,0.0000000000e+00,3.0093866036e-01,0.0000000000e+00,4.2705802480e-04,0.0000000000e+00,1.9995794296e+00,4.2705802480e-04
