step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,1.0004370213e+00,5.3354602284e-04,1.8969269577e-04,2.3162054672e-04,5.0015200178e-01,5.8677041310e-04,1.0010735989e+00,1.0004695654e+00,9.9976789951e-01,5.0005018711e-01,4.9948969483e-01,5.0091612339e-01
2,1.0004349152e+00,5.3354844955e-04,1.8877845597e-04,2.3162210149e-04,5.0015245875e-01,5.8677386123e-04,1.0010714531e+00,1.0004675388e+00,9.9976575375e-01,5.0005060434e-01,4.9949017167e-01,5.0091660023e-01
3,1.0004310409e+00,5.3357093979e-04,1.8709659056e-04,2.3163275165e-04,5.0015344222e-01,5.8671090104e-04,1.0010676384e+00,1.0004636049e+00,9.9976187944e-01,5.0005161762e-01,4.9949121475e-01,5.0091749430e-01
4,1.0004257361e+00,5.3359343351e-04,1.8479372004e-04,2.3164373464e-04,5.0015494227e-01,5.8674798744e-04,1.0010623932e+00,1.0004582405e+00,9.9975657463e-01,5.0005310774e-01,4.9949267507e-01,5.0091904402e-01
5,1.0004185239e+00,5.3361593073e-04,1.8166283341e-04,2.3165516093e-04,5.0015697877e-01,5.8673677479e-04,1.0010552406e+00,1.0004509687e+00,9.9974936247e-01,5.0005513430e-01,4.9949473143e-01,5.0092107058e-01
6,1.0004096429e+00,5.3358619834e-04,1.7780742639e-04,2.3164427902e-04,5.0015946229e-01,5.8674022413e-04,1.0010464191e+00,1.0004419088e+00,9.9974060059e-01,5.0005757809e-01,4.9949723482e-01,5.0092357397e-01
7,1.0003985961e+00,5.3358140442e-04,1.7301183135e-04,2.3164472838e-04,5.0016254187e-01,5.8674367480e-04,1.0010354519e+00,1.0004307032e+00,9.9972963333e-01,5.0006061792e-01,4.9950033426e-01,5.0092667341e-01
8,1.0003857613e+00,5.3357663414e-04,1.6743990422e-04,2.3164560208e-04,5.0016618768e-01,5.8673246308e-04,1.0010226965e+00,1.0004177094e+00,9.9971687794e-01,5.0006425381e-01,4.9950399995e-01,5.0093030930e-01
9,1.0003707409e+00,5.3362169562e-04,1.6091909442e-04,2.3166862289e-04,5.0017041961e-01,5.8676179115e-04,1.0010077953e+00,1.0004025698e+00,9.9970185757e-01,5.0006842613e-01,4.9950823188e-01,5.0093460083e-01
10,1.0003535946e+00,5.3358971163e-04,1.5347526542e-04,2.3165866340e-04,5.0017509858e-01,5.8672815841e-04,1.0009907484e+00,1.0003851652e+00,9.9968487024e-01,5.0007307529e-01,4.9951297045e-01,5.0093924999e-01
11,1.0003341635e+00,5.3363481638e-04,1.4503932785e-04,2.3168272550e-04,5.0018052260e-01,5.8675749073e-04,1.0009714365e+00,1.0003656149e+00,9.9966543913e-01,5.0007843971e-01,4.9951839447e-01,5.0094473362e-01
12,1.0003124475e+00,5.3360758103e-04,1.3561125850e-04,2.3167591337e-04,5.0018652280e-01,5.8676094802e-04,1.0009497404e+00,1.0003437996e+00,9.9964380264e-01,5.0008440018e-01,4.9952441454e-01,5.0095075369e-01
13,1.0002882282e+00,5.3357339894e-04,1.2509608975e-04,2.3166662349e-04,5.0019308925e-01,5.8674973832e-04,1.0009256601e+00,1.0003192425e+00,9.9961978197e-01,5.0009095669e-01,4.9953100085e-01,5.0095731020e-01
14,1.0002614657e+00,5.3354390389e-04,1.1347648713e-04,2.3165998465e-04,5.0020038088e-01,5.8672731927e-04,1.0008989573e+00,1.0002923012e+00,9.9959313869e-01,5.0009822845e-01,4.9953833222e-01,5.0096458197e-01
15,1.0002319415e+00,5.3344206919e-04,1.0065748659e-04,2.3162257833e-04,5.0020836790e-01,5.8667902253e-04,1.0008693933e+00,1.0002626181e+00,9.9956381321e-01,5.0010621548e-01,4.9954637885e-01,5.0097250938e-01
16,1.0001995365e+00,5.3341036009e-04,8.6587187352e-05,2.3161626952e-04,5.0021713972e-01,5.8668677352e-04,1.0008370876e+00,1.0002299547e+00,9.9953156710e-01,5.0011503696e-01,4.9955511093e-01,5.0098127127e-01
