step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
70,1.1225479126e+02,2.2912617582e-01,2.0502039811e+00,8.8705656310e-04,1.1225479047e+00,2.2912656643e-03,1.2113358080e-01,9.0086361166e-04,1.1193273163e+02,1.1244674683e+02,1.1238489532e+02,1.1193273067e+00,1.1244674921e+00,1.1238489151e+00,1.2015044689e-01,1.2232687324e-01,1.2092342228e-01
75,1.0863354238e+02,1.2529037079e-01,2.0359636526e+00,5.0088189250e-04,1.0863354206e+00,1.2529039284e-03,1.2851776183e-01,1.1542700208e-03,1.0848060608e+02,1.0863252258e+02,1.0878749847e+02,1.0848060846e+00,1.0863251686e+00,1.0878750086e+00,1.2720811367e-01,1.3001646101e-01,1.2832871079e-01
80,1.0530338033e+02,1.1769666696e-01,2.0224420415e+00,4.8521621375e-04,1.0530337890e+00,1.1769976630e-03,1.3553972542e-01,1.2984144749e-03,1.0522393036e+02,1.0521643829e+02,1.0546977234e+02,1.0522392988e+00,1.0521643162e+00,1.0546977520e+00,1.3431605697e-01,1.3733722270e-01,1.3496589661e-01
85,1.0200848643e+02,1.1097150570e-01,2.0086360468e+00,4.7227302847e-04,1.0200848579e+00,1.1097348973e-03,1.4300131798e-01,1.2703009191e-03,1.0192664337e+02,1.0193344116e+02,1.0216537476e+02,1.0192664862e+00,1.0193343163e+00,1.0216537714e+00,1.4177325368e-01,1.4475086331e-01,1.4247983694e-01
90,9.8975433350e+01,7.8124287721e-02,1.9955272766e+00,3.4288538086e-04,9.8975433906e-01,7.8126671569e-04,1.4990422626e-01,1.2187899224e-03,9.9013748169e+01,9.8866531372e+01,9.9046020508e+01,9.9013751745e-01,9.8866528273e-01,9.9046021700e-01,1.4843088388e-01,1.5141557157e-01,1.4986622334e-01
95,9.6094711304e+01,9.9971098871e-02,1.9826992513e+00,4.5181709430e-04,9.6094707648e-01,9.9971410929e-04,1.5679651002e-01,1.1327153316e-03,9.6095626831e+01,9.5971817017e+01,9.6216690063e+01,9.6095627546e-01,9.5971810818e-01,9.6216684580e-01,1.5549787879e-01,1.5825806558e-01,1.5663358569e-01
100,9.3370567322e+01,1.9136408460e-01,1.9702090859e+00,8.8974657390e-04,9.3370570739e-01,1.9136355372e-03,1.6370588044e-01,1.0440782717e-03,9.3319602966e+01,9.3165870667e+01,9.3626228333e+01,9.3319606781e-01,9.3165874481e-01,9.3626230955e-01,1.6247090697e-01,1.6502428055e-01,1.6362245381e-01
105,9.0821711222e+01,2.1422296232e-01,1.9581884720e+00,1.0245830932e-03,9.0821713209e-01,2.1422391112e-03,1.7072007060e-01,1.2377845204e-03,9.0845664978e+01,9.0548187256e+01,9.1071281433e+01,9.0845668316e-01,9.0548187494e-01,9.1071283817e-01,1.6909091175e-01,1.7208921909e-01,1.7098008096e-01
110,8.8366388957e+01,1.5118729150e-01,1.9462864724e+00,7.4316150736e-04,8.8366389275e-01,1.5118601143e-03,1.7766680320e-01,1.1804024302e-03,8.8385589600e+01,8.8172370911e+01,8.8541206360e+01,8.8385581970e-01,8.8172376156e-01,8.8541209698e-01,1.7619237304e-01,1.7908193171e-01,1.7772610486e-01
115,8.6047904968e+01,1.6031485115e-01,1.9347395470e+00,8.0928306721e-04,8.6047903697e-01,1.6031377382e-03,1.8439516425e-01,1.1181031623e-03,8.6069801331e+01,8.5841529846e+01,8.6232383728e+01,8.6069798470e-01,8.5841530561e-01,8.6232382059e-01,1.8299253285e-01,1.8572869897e-01,1.8446426094e-01
120,8.3838976542e+01,1.4137788024e-01,1.9234453503e+00,7.3261341400e-04,8.3838975430e-01,1.4137760652e-03,1.9096696874e-01,1.2561012413e-03,8.3881240845e+01,8.3648605347e+01,8.3987083435e+01,8.3881241083e-01,8.3648604155e-01,8.3987081051e-01,1.8941831589e-01,1.9249491394e-01,1.9098767638e-01
125,8.1811121623e+01,4.8160706456e-02,1.9128122716e+00,2.5568367897e-04,8.1811122100e-01,4.8160267823e-04,1.9747540851e-01,1.2051053940e-03,8.1820968628e+01,8.1747833252e+01,8.1864562988e+01,8.1820964813e-01,8.1747835875e-01,8.1864565611e-01,1.9577662647e-01,1.9844321907e-01,1.9820638001e-01
130,7.9842834473e+01,4.9837181689e-02,1.9022358617e+00,2.7103394734e-04,7.9842835665e-01,4.9836178836e-04,2.0384978751e-01,1.1061423312e-03,7.9820777893e+01,7.9795890808e+01,7.9911834717e+01,7.9820781946e-01,7.9795891047e-01,7.9911834002e-01,2.0228573680e-01,2.0460660756e-01,2.0465701818e-01
135,7.7953826904e+01,4.9969514168e-02,1.8918373512e+00,2.7843036709e-04,7.7953827381e-01,4.9966597060e-04,2.1037488182e-01,1.2215133076e-03,7.7970504761e+01,7.7886016846e+01,7.8004959106e+01,7.7970504761e-01,7.7886021137e-01,7.8004956245e-01,2.0865906775e-01,2.1105921268e-01,2.1140636504e-01
140,7.6091585795e+01,9.9980449739e-02,1.8813362603e+00,5.7063315473e-04,7.6091585557e-01,9.9981826131e-04,2.1677230795e-01,1.1111706382e-03,7.6090141296e+01,7.5969863892e+01,7.6214752197e+01,7.6090139151e-01,7.5969862938e-01,7.6214754581e-01,2.1520154178e-01,2.1751806140e-01,2.1759732068e-01
145,7.4368469238e+01,1.8662064648e-01,1.8713874751e+00,1.0896818116e-03,7.4368470907e-01,1.8662296296e-03,2.2293365002e-01,1.2045687988e-03,7.4355415344e+01,7.4146713257e+01,7.4603279114e+01,7.4355417490e-01,7.4146711826e-01,7.4603283405e-01,2.2127628326e-01,2.2410340607e-01,2.2342126071e-01
150,7.2673731486e+01,1.7973816613e-01,1.8613761304e+00,1.0748963003e-03,7.2673732042e-01,1.7973949134e-03,2.2912179927e-01,1.4621200646e-03,7.2756355286e+01,7.2424240112e+01,7.2840599060e+01,7.2756356001e-01,7.2424238920e-01,7.2840601206e-01,2.2720217705e-01,2.3074717820e-01,2.2941604257e-01
155,7.1004005432e+01,1.8614230206e-01,1.8512813550e+00,1.1391842022e-03,7.1004007260e-01,1.8613964488e-03,2.3541411757e-01,1.3978812070e-03,7.1061203003e+01,7.0752876282e+01,7.1197937012e+01,7.1061199903e-01,7.0752882957e-01,7.1197938919e-01,2.3351740837e-01,2.3684515059e-01,2.3587979376e-01
160,6.9465868632e+01,1.6210251557e-01,1.8417702882e+00,1.0134343358e-03,6.9465867678e-01,1.6210242737e-03,2.4138086041e-01,1.0972285924e-03,6.9464096069e+01,6.9268226624e+01,6.9665283203e+01,6.9464093447e-01,6.9268226624e-01,6.9665282965e-01,2.3988206685e-01,2.4247822165e-01,2.4178229272e-01
165,6.7973475138e+01,1.1630395837e-01,1.8323388379e+00,7.4322913661e-04,6.7973476648e-01,1.1630446523e-03,2.4723956982e-01,1.1884518277e-03,6.7990997314e+01,6.7823081970e+01,6.8106346130e+01,6.7991000414e-01,6.7823082209e-01,6.8106347322e-01,2.4561366439e-01,2.4842123687e-01,2.4768380821e-01
170,6.6530721029e+01,1.7887363041e-01,1.8230206593e+00,1.1683085573e-03,6.6530722380e-01,1.7887316683e-03,2.5292907159e-01,1.0970452346e-03,6.6584526062e+01,6.6289756775e+01,6.6717880249e+01,6.6584527493e-01,6.6289758682e-01,6.6717880964e-01,2.5149580836e-01,2.5416007638e-01,2.5313133001e-01
175,6.5196268717e+01,1.4199102795e-01,1.8142217103e+00,9.4639225813e-04,6.5196267764e-01,1.4199023185e-03,2.5874402126e-01,1.0211152256e-03,6.5251380920e+01,6.5001487732e+01,6.5335937500e+01,6.5251380205e-01,6.5001487732e-01,6.5335935354e-01,2.5740399957e-01,2.5988015532e-01,2.5894790888e-01
180,6.3940814972e+01,1.6828709363e-01,1.8057766616e+00,1.1439415565e-03,6.3940817118e-01,1.6828592844e-03,2.6441775759e-01,9.5890498644e-04,6.4020576477e+01,6.3706745148e+01,6.4095123291e+01,6.4020574093e-01,6.3706749678e-01,6.4095127583e-01,2.6320627332e-01,2.6555120945e-01,2.6449579000e-01
185,6.2701174418e+01,1.5108535934e-01,1.7972744133e+00,1.0472873548e-03,6.2701175610e-01,1.5108553263e-03,2.6979531844e-01,1.2195870971e-03,6.2779373169e+01,6.2489871979e+01,6.2834278107e+01,6.2779372931e-01,6.2489873171e-01,6.2834280729e-01,2.6815971732e-01,2.7108713984e-01,2.7013909817e-01
190,6.1451506297e+01,1.5093362536e-01,1.7885312213e+00,1.0675701890e-03,6.1451506615e-01,1.5093221480e-03,2.7522182465e-01,1.1554042776e-03,6.1577552795e+01,6.1239299774e+01,6.1537666321e+01,6.1577552557e-01,6.1239302158e-01,6.1537665129e-01,2.7361625433e-01,2.7628737688e-01,2.7576184273e-01
195,6.0305824280e+01,9.9615508587e-02,1.7803586653e+00,7.1752851818e-04,6.0305827856e-01,9.9614541791e-04,2.8035299977e-01,1.1177645861e-03,6.0418853760e+01,6.0176486969e+01,6.0322132111e+01,6.0418856144e-01,6.0176491737e-01,6.0322135687e-01,2.7877318859e-01,2.8109553456e-01,2.8119027615e-01
200,5.9190299988e+01,8.8688946096e-02,1.7722500532e+00,6.5106958120e-04,5.9190301100e-01,8.8692312589e-04,2.8572729230e-01,1.0216868806e-03,5.9261344910e+01,5.9065261841e+01,5.9244293213e+01,5.9261351824e-01,5.9065258503e-01,5.9244292974e-01,2.8428241611e-01,2.8644576669e-01,2.8645369411e-01
205,5.8129534403e+01,1.2344235876e-01,1.7643958643e+00,9.2286166370e-04,5.8129537106e-01,1.2344022073e-03,2.9088649154e-01,1.1339687504e-03,5.8241298676e+01,5.7957511902e+01,5.8189792633e+01,5.8241301775e-01,5.7957518101e-01,5.8189791441e-01,2.8928542137e-01,2.9160791636e-01,2.9176613688e-01
210,5.7094343821e+01,1.3597217845e-01,1.7565918533e+00,1.0349878977e-03,5.7094341516e-01,1.3597274897e-03,2.9599219561e-01,1.2995648011e-03,5.7223678589e+01,5.6906440735e+01,5.7152912140e+01,5.7223677635e-01,5.6906437874e-01,5.7152909040e-01,2.9418644309e-01,2.9659885168e-01,2.9719129205e-01
215,5.6097122192e+01,1.5835300405e-01,1.7489388521e+00,1.2259133623e-03,5.6097124020e-01,1.5835475704e-03,3.0119404197e-01,1.4375871767e-03,5.6292106628e+01,5.5904239655e+01,5.6095020294e+01,5.6292110682e-01,5.5904239416e-01,5.6095021963e-01,2.9927510023e-01,3.0157193542e-01,3.0273509026e-01
220,5.5126775106e+01,1.4899122441e-01,1.7413610012e+00,1.1736666735e-03,5.5126774311e-01,1.4899348157e-03,3.0619722605e-01,1.5556655055e-03,5.5312500000e+01,5.4947731018e+01,5.5120094299e+01,5.5312502384e-01,5.4947727919e-01,5.5120092630e-01,3.0404314399e-01,3.0688685179e-01,3.0766168237e-01
225,5.4202459971e+01,1.3538146145e-01,1.7340176423e+00,1.0849574779e-03,5.4202461243e-01,1.3538089511e-03,3.1112064918e-01,1.6709591967e-03,5.4360519409e+01,5.4029861450e+01,5.4216999054e+01,5.4360520840e-01,5.4029864073e-01,5.4216998816e-01,3.0876895785e-01,3.1209570169e-01,3.1249728799e-01
230,5.3293211619e+01,1.2405867942e-01,1.7266707166e+00,1.0107599418e-03,5.3293214242e-01,1.2405838638e-03,3.1594394644e-01,1.9428142918e-03,5.3452243805e+01,5.3149528503e+01,5.3277862549e+01,5.3452247381e-01,5.3149533272e-01,5.3277862072e-01,3.1322351098e-01,3.1697067618e-01,3.1763765216e-01
235,5.2447770437e+01,9.6249625966e-02,1.7197262999e+00,7.9682894102e-04,5.2447772026e-01,9.6248487921e-04,3.2076398532e-01,1.9200023477e-03,5.2572460175e+01,5.2338146210e+01,5.2432704926e+01,5.2572458982e-01,5.2338147163e-01,5.2432709932e-01,3.1805944443e-01,3.2190719247e-01,3.2232531905e-01
240,5.1607577006e+01,1.2484052167e-01,1.7127121995e+00,1.0499740248e-03,5.1607577006e-01,1.2483811707e-03,3.2546775540e-01,2.0671271541e-03,5.1777324677e+01,5.1480667114e+01,5.1564739227e+01,5.1777321100e-01,5.1480668783e-01,5.1564741135e-01,3.2256418467e-01,3.2662546635e-01,3.2721361518e-01
245,5.0775566101e+01,1.9896112030e-01,1.7056514432e+00,1.7005300598e-03,5.0775565704e-01,1.9896160101e-03,3.3007887999e-01,2.2877836260e-03,5.1040958405e+01,5.0561916351e+01,5.0723823547e+01,5.1040959358e-01,5.0561916828e-01,5.0723820925e-01,3.2684916258e-01,3.3152753115e-01,3.3185994625e-01
250,4.9942979177e+01,2.4951668213e-01,1.6984690350e+00,2.1667502183e-03,4.9942980210e-01,2.4951777970e-03,3.3454521497e-01,2.2391405621e-03,5.0287334442e+01,4.9704074860e+01,4.9837528229e+01,5.0287336111e-01,4.9704071879e-01,4.9837532640e-01,3.3138433099e-01,3.3596062660e-01,3.3629068732e-01
255,4.9133185069e+01,2.3332037541e-01,1.6913700319e+00,2.0590511619e-03,4.9133185546e-01,2.3332188092e-03,3.3895277977e-01,2.1232085961e-03,4.9461639404e+01,4.8941646576e+01,4.8996269226e+01,4.9461641908e-01,4.8941645026e-01,4.8996269703e-01,3.3596640825e-01,3.4017539024e-01,3.4071654081e-01
260,4.8388254801e+01,1.9329898530e-01,1.6847364999e+00,1.7325374736e-03,4.8388255636e-01,1.9330009568e-03,3.4333157539e-01,2.2538740425e-03,4.8660675049e+01,4.8271720886e+01,4.8232368469e+01,4.8660677671e-01,4.8271718621e-01,4.8232370615e-01,3.4015458822e-01,3.4469649196e-01,3.4514364600e-01
265,4.7683930715e+01,1.8998826955e-01,1.6783686074e+00,1.7279838695e-03,4.7683931390e-01,1.8998856314e-03,3.4788415829e-01,2.4193636849e-03,4.7952156067e+01,4.7536228180e+01,4.7563407898e+01,4.7952157259e-01,4.7536230087e-01,4.7563406825e-01,3.4447097778e-01,3.4938427806e-01,3.4979721904e-01
270,4.6969454447e+01,1.5307423236e-01,1.6718132130e+00,1.4137551492e-03,4.6969454487e-01,1.5307497335e-03,3.5210980972e-01,2.2711341234e-03,4.7185852051e+01,4.6856094360e+01,4.6866416931e+01,4.7185853124e-01,4.6856093407e-01,4.6866416931e-01,3.4891238809e-01,3.5344499350e-01,3.5397204757e-01
275,4.6265286764e+01,1.8248798151e-01,1.6652518861e+00,1.7106950544e-03,4.6265287201e-01,1.8248726252e-03,3.5628706217e-01,2.3145816015e-03,4.6522796631e+01,4.6151340485e+01,4.6121723175e+01,4.6522796154e-01,4.6151340008e-01,4.6121725440e-01,3.5302859545e-01,3.5764661431e-01,3.5818597674e-01
280,4.5596056620e+01,1.9011140486e-01,1.6589235166e+00,1.8081431404e-03,4.5596057177e-01,1.9011106329e-03,3.6028556029e-01,2.2274399216e-03,4.5864704132e+01,4.5452518463e+01,4.5470947266e+01,4.5864704251e-01,4.5452520251e-01,4.5470947027e-01,3.5715073347e-01,3.6158487201e-01,3.6212107539e-01
285,4.4978953044e+01,1.5981655294e-01,1.6530066054e+00,1.5412136179e-03,4.4978953401e-01,1.5981692538e-03,3.6435636878e-01,2.0256943664e-03,4.5204540253e+01,4.4854125977e+01,4.4878192902e+01,4.5204541087e-01,4.4854125381e-01,4.4878193736e-01,3.6149942875e-01,3.6560159922e-01,3.6596807837e-01
290,4.4326784770e+01,1.6113799388e-01,1.6466633662e+00,1.5768019401e-03,4.4326784213e-01,1.6113860170e-03,3.6855464180e-01,2.1025314110e-03,4.4553905487e+01,4.4197090149e+01,4.4229358673e+01,4.4553905725e-01,4.4197088480e-01,4.4229358435e-01,3.6558583379e-01,3.6989554763e-01,3.7018254399e-01
295,4.3731943766e+01,1.7269822146e-01,1.6407953989e+00,1.7134141739e-03,4.3731943766e-01,1.7269670782e-03,3.7259068092e-01,2.1613316113e-03,4.3967147827e+01,4.3557365417e+01,4.3671318054e+01,4.3967145681e-01,4.3557366729e-01,4.3671318889e-01,3.6955812573e-01,3.7377569079e-01,3.7443822622e-01
300,4.3117689768e+01,1.5191900660e-01,1.6346527910e+00,1.5287932230e-03,4.3117690086e-01,1.5191820519e-03,3.7649100025e-01,2.1950309076e-03,4.3325809479e+01,4.2967437744e+01,4.3059822083e+01,4.3325808644e-01,4.2967438698e-01,4.3059822917e-01,3.7341761589e-01,3.7764957547e-01,3.7840580940e-01
305,4.2520629883e+01,1.5073247637e-01,1.6285969642e+00,1.5380008586e-03,4.2520629366e-01,1.5073114409e-03,3.8040662805e-01,2.0870113945e-03,4.2729007721e+01,4.2377525330e+01,4.2455356598e+01,4.2729005218e-01,4.2377525568e-01,4.2455357313e-01,3.7747552991e-01,3.8157230616e-01,3.8217204809e-01
310,4.1976629893e+01,1.4762287573e-01,1.6230048849e+00,1.5263042026e-03,4.1976630688e-01,1.4762342725e-03,3.8431487481e-01,2.0435567875e-03,4.2173927307e+01,4.1818870544e+01,4.1937091827e+01,4.2173928022e-01,4.1818869114e-01,4.1937094927e-01,3.8145133853e-01,3.8540855050e-01,3.8608473539e-01
315,4.1418370565e+01,1.1234849706e-01,1.6171914126e+00,1.1775160296e-03,4.1418368618e-01,1.1234832596e-03,3.8822821776e-01,1.9290305033e-03,4.1566925049e+01,4.1295288086e+01,4.1392898560e+01,4.1566923261e-01,4.1295287013e-01,4.1392895579e-01,3.8551354408e-01,3.8935178518e-01,3.8981932402e-01
320,4.0893976847e+01,1.2065388850e-01,1.6116574577e+00,1.2807410222e-03,4.0893975894e-01,1.2065389673e-03,3.9191617568e-01,1.9251537382e-03,4.1053340912e+01,4.0761489868e+01,4.0867099762e+01,4.1053339839e-01,4.0761488676e-01,4.0867099166e-01,3.8920152187e-01,3.9309373498e-01,3.9345327020e-01
325,4.0378944397e+01,1.1747173523e-01,1.6061531245e+00,1.2628853648e-03,4.0378943086e-01,1.1747267970e-03,3.9576418201e-01,1.8996056108e-03,4.0533939362e+01,4.0249660492e+01,4.0353233337e+01,4.0533939004e-01,4.0249657631e-01,4.0353232622e-01,3.9312034845e-01,3.9667335153e-01,3.9749884605e-01
330,3.9844430288e+01,9.1921917124e-02,1.6003664667e+00,1.0013360689e-03,3.9844428500e-01,9.1920506628e-04,3.9946929614e-01,1.8844800398e-03,3.9970291138e+01,3.9753326416e+01,3.9809673309e+01,3.9970287681e-01,3.9753326774e-01,3.9809671044e-01,3.9685463905e-01,4.0032988787e-01,4.0122336149e-01
335,3.9327248891e+01,1.1527504986e-01,1.5946917027e+00,1.2721210966e-03,3.9327248931e-01,1.1527588669e-03,4.0333874027e-01,1.8817516520e-03,3.9483882904e+01,3.9209793091e+01,3.9288070679e+01,3.9483883977e-01,3.9209792018e-01,3.9288070798e-01,4.0075588226e-01,4.0407508612e-01,4.0518525243e-01
340,3.8839911143e+01,1.2703292083e-01,1.5892759079e+00,1.4190205395e-03,3.8839912415e-01,1.2703408403e-03,4.0680459142e-01,1.8641368755e-03,3.9016872406e+01,3.8724605560e+01,3.8778255463e+01,3.9016875625e-01,3.8724607229e-01,3.8778254390e-01,4.0429511666e-01,4.0735974908e-01,4.0875890851e-01
345,3.8348556519e+01,1.3788402046e-01,1.5837462186e+00,1.5596239342e-03,3.8348556558e-01,1.3788274239e-03,4.1038151582e-01,1.8454303508e-03,3.8542755127e+01,3.8236186981e+01,3.8266727448e+01,3.8542753458e-01,3.8236188889e-01,3.8266727328e-01,4.0786680579e-01,4.1103422642e-01,4.1224351525e-01
350,3.7864721934e+01,1.2835612973e-01,1.5782322797e+00,1.4708295518e-03,3.7864721815e-01,1.2835563061e-03,4.1396851341e-01,1.9159327043e-03,3.8041664124e+01,3.7741157532e+01,3.7811344147e+01,3.8041663170e-01,3.7741157413e-01,3.7811344862e-01,4.1130810976e-01,4.1485387087e-01,4.1574355960e-01
355,3.7428180695e+01,1.4328009917e-01,1.5731955405e+00,1.6604946907e-03,3.7428180377e-01,1.4327949171e-03,4.1718995571e-01,2.0424103865e-03,3.7628833771e+01,3.7303409576e+01,3.7352298737e+01,3.7628832459e-01,3.7303408980e-01,3.7352299690e-01,4.1434141994e-01,4.1820004582e-01,4.1902840137e-01
360,3.6985837301e+01,1.3640608950e-01,1.5680325052e+00,1.6001222838e-03,3.6985836426e-01,1.3640560163e-03,4.2065288623e-01,2.0883062810e-03,3.7173484802e+01,3.6853267670e+01,3.6930759430e+01,3.7173482776e-01,3.6853265762e-01,3.6930760741e-01,4.1773018241e-01,4.2174696922e-01,4.2248150706e-01
365,3.6554965973e+01,1.7321277400e-01,1.5629415160e+00,2.0554939639e-03,3.6554966370e-01,1.7321353852e-03,4.2402621110e-01,2.2134690585e-03,3.6791252136e+01,3.6380870819e+01,3.6492774963e+01,3.6791253090e-01,3.6380869150e-01,3.6492776871e-01,4.2090305686e-01,4.2540448904e-01,4.2577108741e-01
370,3.6125400543e+01,1.5294613824e-01,1.5578087854e+00,1.8363533911e-03,3.6125402649e-01,1.5294521428e-03,4.2751719554e-01,2.3462914673e-03,3.6338203430e+01,3.5985458374e+01,3.6052539825e+01,3.6338204145e-01,3.5985460877e-01,3.6052542925e-01,4.2425429821e-01,4.2862638831e-01,4.2967090011e-01
375,3.5694691976e+01,1.6206319210e-01,1.5525991709e+00,1.9689778515e-03,3.5694690545e-01,1.6206344940e-03,4.3072575331e-01,2.4523583971e-03,3.5921333313e+01,3.5551841736e+01,3.5610900879e+01,3.5921332240e-01,3.5551840067e-01,3.5610899329e-01,4.2728045583e-01,4.3210411072e-01,4.3279269338e-01
380,3.5282297770e+01,1.7266002336e-01,1.5475516715e+00,2.1219796992e-03,3.5282297929e-01,1.7265935612e-03,4.3411926428e-01,2.4861860287e-03,3.5523963928e+01,3.5131210327e+01,3.5191719055e+01,3.5523962975e-01,3.5131210089e-01,3.5191720724e-01,4.3063521385e-01,4.3545174599e-01,4.3627083302e-01
385,3.4892692566e+01,1.8061309208e-01,1.5427286780e+00,2.2444918716e-03,3.4892692169e-01,1.8061304127e-03,4.3723582228e-01,2.5092850570e-03,3.5144168854e+01,3.4728206635e+01,3.4805702209e+01,3.5144168139e-01,3.4728205204e-01,3.4805703163e-01,4.3372625113e-01,4.3853569031e-01,4.3944552541e-01
390,3.4528274536e+01,1.7851606512e-01,1.5381690839e+00,2.2418249288e-03,3.4528273344e-01,1.7851599092e-03,4.4023019075e-01,2.4491579121e-03,3.4777008057e+01,3.4366481781e+01,3.4441333771e+01,3.4777006507e-01,3.4366479516e-01,3.4441334009e-01,4.3682140112e-01,4.4140291214e-01,4.4246625900e-01
