step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,9.9943615993e-01,1.0006236257e-03,-2.4515942276e-04,4.3491096792e-04,5.0015200178e-01,5.8674109353e-04,1.0004618168e+00,9.9976766109e-01,9.9807900190e-01,5.0005024672e-01,4.9948969483e-01,5.0091606379e-01
2,9.9943478902e-01,1.0006374098e-03,-2.4575514291e-04,4.3491754081e-04,5.0015242894e-01,5.8675920021e-04,1.0004605055e+00,9.9976623058e-01,9.9807763100e-01,5.0005060434e-01,4.9949014187e-01,5.0091654062e-01
3,9.9943206708e-01,1.0006775208e-03,-2.4693795759e-04,4.3493618544e-04,5.0015343229e-01,5.8677041310e-04,1.0004577637e+00,9.9976360798e-01,9.9807482958e-01,5.0005161762e-01,4.9949112535e-01,5.0091755390e-01
4,9.9942823251e-01,1.0007990937e-03,-2.4860429234e-04,4.3499070248e-04,5.0015500188e-01,5.8679628658e-04,1.0004540682e+00,9.9975979328e-01,9.9807083607e-01,5.0005316734e-01,4.9949267507e-01,5.0091916323e-01
5,9.9942302704e-01,1.0007787287e-03,-2.5086629288e-04,4.3498412179e-04,5.0015702844e-01,5.8682560944e-04,1.0004488230e+00,9.9975460768e-01,9.9806565046e-01,5.0005513430e-01,4.9949470162e-01,5.0092124939e-01
6,9.9941651026e-01,1.0009476143e-03,-2.5369821157e-04,4.3506037249e-04,5.0015962124e-01,5.8681094769e-04,1.0004425049e+00,9.9974811077e-01,9.9805891514e-01,5.0005775690e-01,4.9949729443e-01,5.0092381239e-01
7,9.9940860271e-01,1.0010350400e-03,-2.5713447682e-04,4.3510184209e-04,5.0016272068e-01,5.8691789676e-04,1.0004346371e+00,9.9974030256e-01,9.9805086851e-01,5.0006073713e-01,4.9950033426e-01,5.0092709064e-01
8,9.9939928452e-01,1.0011290536e-03,-2.6118377514e-04,4.3514680036e-04,5.0016649564e-01,5.8696274366e-04,1.0004253387e+00,9.9973112345e-01,9.9804139137e-01,5.0006455183e-01,4.9950402975e-01,5.0093090534e-01
9,9.9938843648e-01,1.0013518332e-03,-2.6589798055e-04,4.3524837722e-04,5.0017074744e-01,5.8699897808e-04,1.0004147291e+00,9.9972033501e-01,9.9803024530e-01,5.0006866455e-01,4.9950832129e-01,5.0093525648e-01
10,9.9937609831e-01,1.0014662139e-03,-2.7125974332e-04,4.3530350164e-04,5.0017563502e-01,5.8707660825e-04,1.0004024506e+00,9.9970811605e-01,9.9801772833e-01,5.0007349253e-01,4.9951314926e-01,5.0094026327e-01
11,9.9936209122e-01,1.0016752186e-03,-2.7734688342e-04,4.3540048663e-04,5.0018113852e-01,5.8713182119e-04,1.0003886223e+00,9.9969422817e-01,9.9800342321e-01,5.0007891655e-01,4.9951863289e-01,5.0094586611e-01
12,9.9934639533e-01,1.0019447134e-03,-2.8416805081e-04,4.3552452549e-04,5.0018728773e-01,5.8721720535e-04,1.0003731251e+00,9.9967873096e-01,9.9798732996e-01,5.0008505583e-01,4.9952468276e-01,5.0095212460e-01
13,9.9932901065e-01,1.0021130051e-03,-2.9172320959e-04,4.3560530122e-04,5.0019405286e-01,5.8733885137e-04,1.0003558397e+00,9.9966150522e-01,9.9796968699e-01,5.0009167194e-01,4.9953138828e-01,5.0095909834e-01
14,9.9930959940e-01,1.0023819435e-03,-3.0015927472e-04,4.3573076140e-04,5.0020155311e-01,5.8742769879e-04,1.0003365278e+00,9.9964243174e-01,9.9794983864e-01,5.0009912252e-01,4.9953880906e-01,5.0096672773e-01
15,9.9928830067e-01,1.0026514648e-03,-3.0941581018e-04,4.3585726792e-04,5.0020980835e-01,5.8747171842e-04,1.0003154278e+00,9.9962133169e-01,9.9792814255e-01,5.0010728836e-01,4.9954706430e-01,5.0097507238e-01
16,9.9926505486e-01,1.0029077912e-03,-3.1951876746e-04,4.3597887305e-04,5.0021882852e-01,5.8763395215e-04,1.0002924204e+00,9.9959820509e-01,9.9790453911e-01,5.0011610985e-01,4.9955600500e-01,5.0098437071e-01
17,9.9923962355e-01,1.0031905264e-03,-3.3057184571e-04,4.3611295948e-04,5.0022855401e-01,5.8771933455e-04,1.0002671480e+00,9.9957305193e-01,9.9787867069e-01,5.0012582541e-01,4.9956563115e-01,5.0099420547e-01
18,9.9921182791e-01,1.0034127637e-03,-3.4265279872e-04,4.3622176325e-04,5.0023913383e-01,5.8779273287e-04,1.0002394915e+00,9.9954545498e-01,9.9785053730e-01,5.0013625622e-01,4.9957621098e-01,5.0100493431e-01
19,9.9918178717e-01,1.0036416181e-03,-3.5570992721e-04,4.3633444076e-04,5.0025061766e-01,5.8784450353e-04,1.0002095699e+00,9.9951565266e-01,9.9782013893e-01,5.0014770031e-01,4.9958765507e-01,5.0101649761e-01
20,9.9914922317e-01,1.0039523842e-03,-3.6986425620e-04,4.3648378551e-04,5.0026297569e-01,5.8795849478e-04,1.0001773834e+00,9.9948310852e-01,9.9778717756e-01,5.0015985966e-01,4.9959999323e-01,5.0102907419e-01
21,9.9911385775e-01,1.0042219361e-03,-3.8523674770e-04,4.3661649040e-04,5.0027635694e-01,5.8800255623e-04,1.0001422167e+00,9.9944794178e-01,9.9775141478e-01,5.0017315149e-01,4.9961337447e-01,5.0104254484e-01
22,9.9907582998e-01,1.0045118387e-03,-4.0176710138e-04,4.3675921252e-04,5.0029060245e-01,5.8808022408e-04,1.0001044273e+00,9.9941009283e-01,9.9771296978e-01,5.0018733740e-01,4.9962756038e-01,5.0105690956e-01
23,9.9903488159e-01,1.0048826145e-03,-4.1956775693e-04,4.3693840457e-04,5.0030599038e-01,5.8813827133e-04,1.0000637770e+00,9.9936938286e-01,9.9767148495e-01,5.0020247698e-01,4.9964302778e-01,5.0107246637e-01
24,9.9899091323e-01,1.0052127153e-03,-4.3868200428e-04,4.3710125564e-04,5.0032233198e-01,5.8822365066e-04,1.0000200272e+00,9.9932569265e-01,9.9762701988e-01,5.0021880865e-01,4.9965927005e-01,5.0108891726e-01
25,9.9894368649e-01,1.0054685756e-03,-4.5921365558e-04,4.3723325753e-04,5.0033983588e-01,5.8833422308e-04,9.9997293949e-01,9.9927872419e-01,9.9757939577e-01,5.0023615360e-01,4.9967673421e-01,5.0110661983e-01
26,9.9889330069e-01,1.0058663383e-03,-4.8111981533e-04,4.3742836796e-04,5.0035855174e-01,5.8837413585e-04,9.9992287159e-01,9.9922859669e-01,9.9752843380e-01,5.0025469065e-01,4.9969550967e-01,5.0112545490e-01
27,9.9883937836e-01,1.0062773615e-03,-5.0456477031e-04,4.3763083549e-04,5.0037846963e-01,5.8848891883e-04,9.9986922741e-01,9.9917501211e-01,9.9747389555e-01,5.0027453899e-01,4.9971532822e-01,5.0114554167e-01
28,9.9878184001e-01,1.0066614443e-03,-5.2958330881e-04,4.3782318788e-04,5.0039950013e-01,5.8851064445e-04,9.9981194735e-01,9.9911779165e-01,9.9741578102e-01,5.0029546022e-01,4.9973639846e-01,5.0116664171e-01
