step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,mse_replica_1,cosine_similarity_replica_1
2000,1.0480695088e-12,0.0000000000e+00,-1.1979609914e+01,0.0000000000e+00,1.0480695257e-14,0.0000000000e+00,1.2921121670e-03,0.0000000000e+00,1.0480695088e-12,1.0480695257e-14,1.2921121670e-03
2100,1.0440320483e-12,0.0000000000e+00,-1.1981286170e+01,0.0000000000e+00,1.0440321432e-14,0.0000000000e+00,1.2921120506e-03,0.0000000000e+00,1.0440320483e-12,1.0440321432e-14,1.2921120506e-03
2200,1.0506741961e-12,0.0000000000e+00,-1.1978531934e+01,0.0000000000e+00,1.0506742367e-14,0.0000000000e+00,1.2921120506e-03,0.0000000000e+00,1.0506741961e-12,1.0506742367e-14,1.2921120506e-03
2300,1.0312058282e-12,0.0000000000e+00,-1.1986654641e+01,0.0000000000e+00,1.0312057774e-14,0.0000000000e+00,1.2921120506e-03,0.0000000000e+00,1.0312058282e-12,1.0312057774e-14,1.2921120506e-03
2400,1.0111641342e-12,0.0000000000e+00,-1.1995178343e+01,0.0000000000e+00,1.0111641308e-14,0.0000000000e+00,1.2921122834e-03,0.0000000000e+00,1.0111641342e-12,1.0111641308e-14,1.2921122834e-03
2500,1.0380808626e-12,0.0000000000e+00,-1.1983768815e+01,0.0000000000e+00,1.0380808050e-14,0.0000000000e+00,1.2921120506e-03,0.0000000000e+00,1.0380808626e-12,1.0380808050e-14,1.2921120506e-03
2600,1.0257668196e-12,0.0000000000e+00,-1.1988951353e+01,0.0000000000e+00,1.0257668094e-14,0.0000000000e+00,1.2921122834e-03,0.0000000000e+00,1.0257668196e-12,1.0257668094e-14,1.2921122834e-03
2700,1.0081569910e-12,0.0000000000e+00,-1.1996471834e+01,0.0000000000e+00,1.0081569944e-14,0.0000000000e+00,1.2921122834e-03,0.0000000000e+00,1.0081569910e-12,1.0081569944e-14,1.2921122834e-03
2800,1.0185003882e-12,0.0000000000e+00,-1.1992038801e+01,0.0000000000e+00,1.0185003679e-14,0.0000000000e+00,1.2921123998e-03,0.0000000000e+00,1.0185003882e-12,1.0185003679e-14,1.2921123998e-03
2900,1.0288642768e-12,0.0000000000e+00,-1.1987641912e+01,0.0000000000e+00,1.0288643242e-14,0.0000000000e+00,1.2921122834e-03,0.0000000000e+00,1.0288642768e-12,1.0288643242e-14,1.2921122834e-03
3000,1.0298117610e-12,0.0000000000e+00,-1.1987242153e+01,0.0000000000e+00,1.0298118153e-14,0.0000000000e+00,1.2921123998e-03,0.0000000000e+00,1.0298117610e-12,1.0298118153e-14,1.2921123998e-03
