step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,1.0024567842e+00,1.6462478058e-03,1.0650737414e-03,7.1317859464e-04,5.0015200178e-01,5.8677041310e-04,1.0044975281e+00,1.0004659891e+00,1.0024068356e+00,5.0005018711e-01,4.9948969483e-01,5.0091612339e-01
2,1.0024568240e+00,1.6461997531e-03,1.0650909907e-03,7.1315772801e-04,5.0015200178e-01,5.8677041310e-04,1.0044975281e+00,1.0004661083e+00,1.0024068356e+00,5.0005018711e-01,4.9948969483e-01,5.0091612339e-01
3,1.0024568637e+00,1.6461517009e-03,1.0651082400e-03,7.1313686161e-04,5.0015202165e-01,5.8676696629e-04,1.0044975281e+00,1.0004662275e+00,1.0024068356e+00,5.0005024672e-01,4.9948969483e-01,5.0091612339e-01
4,1.0024568240e+00,1.6461997531e-03,1.0650909907e-03,7.1315772801e-04,5.0015200178e-01,5.8677041310e-04,1.0044975281e+00,1.0004661083e+00,1.0024068356e+00,5.0005018711e-01,4.9948969483e-01,5.0091612339e-01
5,1.0024568240e+00,1.6461997531e-03,1.0650909907e-03,7.1315772801e-04,5.0015199184e-01,5.8678162611e-04,1.0044975281e+00,1.0004661083e+00,1.0024068356e+00,5.0005018711e-01,4.9948966503e-01,5.0091612339e-01
6,1.0024568240e+00,1.6461997531e-03,1.0650909907e-03,7.1315772801e-04,5.0015199184e-01,5.8678162611e-04,1.0044975281e+00,1.0004661083e+00,1.0024068356e+00,5.0005018711e-01,4.9948966503e-01,5.0091612339e-01
7,1.0024568240e+00,1.6461997531e-03,1.0650909907e-03,7.1315772801e-04,5.0015202165e-01,5.8676696629e-04,1.0044975281e+00,1.0004661083e+00,1.0024068356e+00,5.0005024672e-01,4.9948969483e-01,5.0091612339e-01
8,1.0024567842e+00,1.6462478058e-03,1.0650737414e-03,7.1317859464e-04,5.0015199184e-01,5.8673332677e-04,1.0044975281e+00,1.0004659891e+00,1.0024068356e+00,5.0005018711e-01,4.9948972464e-01,5.0091606379e-01
9,1.0024567842e+00,1.6462478058e-03,1.0650737414e-03,7.1317859464e-04,5.0015200178e-01,5.8677041310e-04,1.0044975281e+00,1.0004659891e+00,1.0024068356e+00,5.0005018711e-01,4.9948969483e-01,5.0091612339e-01
10,1.0024567445e+00,1.6462490124e-03,1.0650565256e-03,7.1317910330e-04,5.0015200178e-01,5.8677041310e-04,1.0044975281e+00,1.0004659891e+00,1.0024067163e+00,5.0005018711e-01,4.9948969483e-01,5.0091612339e-01
11,1.0024567842e+00,1.6462478058e-03,1.0650737414e-03,7.1317859464e-04,5.0015202165e-01,5.8679628658e-04,1.0044975281e+00,1.0004659891e+00,1.0024068356e+00,5.0005018711e-01,4.9948969483e-01,5.0091618299e-01
