replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,34.7568,1.0044914484e+00,2,5.0005096197e-01
2,101,34.6810,1.0004600286e+00,2,4.9949046969e-01
3,102,34.6925,1.0024008751e+00,2,5.0091701746e-01
