step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,cosine_similarity_replica_1
1,2.2214965820e+00,0.0000000000e+00,3.4664564938e-01,0.0000000000e+00,1.5309983864e-03,0.0000000000e+00,2.2214965820e+00,1.5309983864e-03
2,2.4568972588e+00,0.0000000000e+00,3.9038699576e-01,0.0000000000e+00,2.6628875639e-03,0.0000000000e+00,2.4568972588e+00,2.6628875639e-03
3,2.4024028778e+00,0.0000000000e+00,3.8064583943e-01,0.0000000000e+00,4.8250216059e-03,0.0000000000e+00,2.4024028778e+00,4.8250216059e-03
4,2.3364641666e+00,0.0000000000e+00,3.6855912482e-01,0.0000000000e+00,9.2023508623e-03,0.0000000000e+00,2.3364641666e+00,9.2023508623e-03
5,2.1289429665e+00,0.0000000000e+00,3.2816402702e-01,0.0000000000e+00,1.8516145647e-02,0.0000000000e+00,2.1289429665e+00,1.8516145647e-02
6,1.9814887047e+00,0.0000000000e+00,2.9699160102e-01,0.0000000000e+00,2.5105075911e-02,0.0000000000e+00,1.9814887047e+00,2.5105075911e-02
7,2.1647837162e+00,0.0000000000e+00,3.3541451244e-01,0.0000000000e+00,1.9610293210e-02,0.0000000000e+00,2.1647837162e+00,1.9610293210e-02
8,2.6666836739e+00,0.0000000000e+00,4.2597150206e-01,0.0000000000e+00,7.4063101783e-03,0.0000000000e+00,2.6666836739e+00,7.4063101783e-03
9,2.6770682335e+00,0.0000000000e+00,4.2765944069e-01,0.0000000000e+00,6.5748598427e-03,0.0000000000e+00,2.6770682335e+00,6.5748598427e-03
10,2.6756894588e+00,0.0000000000e+00,4.2743570770e-01,0.0000000000e+00,6.5851588733e-03,0.0000000000e+00,2.6756894588e+00,6.5851588733e-03
11,2.6743295193e+00,0.0000000000e+00,4.2721491810e-01,0.0000000000e+00,6.5945461392e-03,0.0000000000e+00,2.6743295193e+00,6.5945461392e-03
12,2.6729824543e+00,0.0000000000e+00,4.2699610802e-01,0.0000000000e+00,6.6034644842e-03,0.0000000000e+00,2.6729824543e+00,6.6034644842e-03
13,2.6716415882e+00,0.0000000000e+00,4.2677819531e-01,0.0000000000e+00,6.6123856232e-03,0.0000000000e+00,2.6716415882e+00,6.6123856232e-03
14,2.6703019142e+00,0.0000000000e+00,4.2656036708e-01,0.0000000000e+00,6.6206902266e-03,0.0000000000e+00,2.6703019142e+00,6.6206902266e-03
15,2.6689624786e+00,0.0000000000e+00,4.2634246834e-01,0.0000000000e+00,6.6286865622e-03,0.0000000000e+00,2.6689624786e+00,6.6286865622e-03
16,2.6676251888e+00,0.0000000000e+00,4.2612480956e-01,0.0000000000e+00,6.6368714906e-03,0.0000000000e+00,2.6676251888e+00,6.6368714906e-03
17,2.6662931442e+00,0.0000000000e+00,4.2590789599e-01,0.0000000000e+00,6.6451765597e-03,0.0000000000e+00,2.6662931442e+00,6.6451765597e-03
18,2.6649601460e+00,0.0000000000e+00,4.2569071861e-01,0.0000000000e+00,6.6532325000e-03,0.0000000000e+00,2.6649601460e+00,6.6532325000e-03
19,2.6636316776e+00,0.0000000000e+00,4.2547417116e-01,0.0000000000e+00,6.6608949564e-03,0.0000000000e+00,2.6636316776e+00,6.6608949564e-03
20,2.6622991562e+00,0.0000000000e+00,4.2525685451e-01,0.0000000000e+00,6.6684042104e-03,0.0000000000e+00,2.6622991562e+00,6.6684042104e-03
21,2.6609699726e+00,0.0000000000e+00,4.2503997384e-01,0.0000000000e+00,6.6763092764e-03,0.0000000000e+00,2.6609699726e+00,6.6763092764e-03
22,2.6596441269e+00,0.0000000000e+00,4.2482352984e-01,0.0000000000e+00,6.6840499640e-03,0.0000000000e+00,2.6596441269e+00,6.6840499640e-03
23,2.6583282948e+00,0.0000000000e+00,4.2460861385e-01,0.0000000000e+00,6.6919894889e-03,0.0000000000e+00,2.6583282948e+00,6.6919894889e-03
24,2.6570308208e+00,0.0000000000e+00,4.2439659214e-01,0.0000000000e+00,6.7002316937e-03,0.0000000000e+00,2.6570308208e+00,6.7002316937e-03
25,2.6557786465e+00,0.0000000000e+00,4.2419187468e-01,0.0000000000e+00,6.7106690258e-03,0.0000000000e+00,2.6557786465e+00,6.7106690258e-03
26,2.6546053886e+00,0.0000000000e+00,4.2399997164e-01,0.0000000000e+00,6.7227445543e-03,0.0000000000e+00,2.6546053886e+00,6.7227445543e-03
