step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,mse_replica_1,cosine_similarity_replica_1
0,1.0053209686e+02,0.0000000000e+00,2.0023047410e+00,0.0000000000e+00,1.0053210258e+00,0.0000000000e+00,-3.0342509490e-05,0.0000000000e+00,1.0053209686e+02,1.0053210258e+00,-3.0342509490e-05
100,1.0639965820e+02,0.0000000000e+00,2.0269402328e+00,0.0000000000e+00,1.0639965534e+00,0.0000000000e+00,7.8641541302e-02,0.0000000000e+00,1.0639965820e+02,1.0639965534e+00,7.8641541302e-02
200,6.8316329956e+01,0.0000000000e+00,1.8345245274e+00,0.0000000000e+00,6.8316328526e-01,0.0000000000e+00,1.3024678826e-01,0.0000000000e+00,6.8316329956e+01,6.8316328526e-01,1.3024678826e-01
300,4.9658569336e+01,0.0000000000e+00,1.6959942034e+00,0.0000000000e+00,4.9658569694e-01,0.0000000000e+00,1.6785173118e-01,0.0000000000e+00,4.9658569336e+01,4.9658569694e-01,1.6785173118e-01
400,3.8841415405e+01,0.0000000000e+00,1.5892950475e+00,0.0000000000e+00,3.8841414452e-01,0.0000000000e+00,1.9694556296e-01,0.0000000000e+00,3.8841415405e+01,3.8841414452e-01,1.9694556296e-01
500,3.1711280823e+01,0.0000000000e+00,1.5012137836e+00,0.0000000000e+00,3.1711280346e-01,0.0000000000e+00,2.1974223852e-01,0.0000000000e+00,3.1711280823e+01,3.1711280346e-01,2.1974223852e-01
600,2.6898109436e+01,0.0000000000e+00,1.4297217562e+00,0.0000000000e+00,2.6898109913e-01,0.0000000000e+00,2.3808577657e-01,0.0000000000e+00,2.6898109436e+01,2.6898109913e-01,2.3808577657e-01
700,2.3253973007e+01,0.0000000000e+00,1.3664971640e+00,0.0000000000e+00,2.3253972828e-01,0.0000000000e+00,2.5357869267e-01,0.0000000000e+00,2.3253973007e+01,2.3253972828e-01,2.5357869267e-01
800,2.0508049011e+01,0.0000000000e+00,1.3119243467e+00,0.0000000000e+00,2.0508049428e-01,0.0000000000e+00,2.6623278856e-01,0.0000000000e+00,2.0508049011e+01,2.0508049428e-01,2.6623278856e-01
900,1.8268955231e+01,0.0000000000e+00,1.2617137115e+00,0.0000000000e+00,1.8268954754e-01,0.0000000000e+00,2.7813652158e-01,0.0000000000e+00,1.8268955231e+01,1.8268954754e-01,2.7813652158e-01
