step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,clean_loss_mean,clean_loss_std,log10_clean_loss_mean,log10_clean_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,clean_loss_replica_1,cosine_similarity_replica_1
201,7.1990652084e+05,0.0000000000e+00,5.8572761074e+00,0.0000000000e+00,7.1990642548e+05,0.0000000000e+00,5.8572760498e+00,0.0000000000e+00,2.6304769516e-01,0.0000000000e+00,7.1990652084e+05,7.1990642548e+05,2.6304769516e-01
202,7.2739448547e+05,0.0000000000e+00,5.8617700043e+00,0.0000000000e+00,7.2739448547e+05,0.0000000000e+00,5.8617700043e+00,0.0000000000e+00,2.6200729609e-01,0.0000000000e+00,7.2739448547e+05,7.2739448547e+05,2.6200729609e-01
203,7.3483786583e+05,0.0000000000e+00,5.8661915272e+00,0.0000000000e+00,7.3483786583e+05,0.0000000000e+00,5.8661915272e+00,0.0000000000e+00,2.6098594069e-01,0.0000000000e+00,7.3483786583e+05,7.3483786583e+05,2.6098594069e-01
204,7.4223518372e+05,0.0000000000e+00,5.8705415371e+00,0.0000000000e+00,7.4223518372e+05,0.0000000000e+00,5.8705415371e+00,0.0000000000e+00,2.5998336077e-01,0.0000000000e+00,7.4223518372e+05,7.4223518372e+05,2.5998336077e-01
205,7.4958438873e+05,0.0000000000e+00,5.8748205331e+00,0.0000000000e+00,7.4958443642e+05,0.0000000000e+00,5.8748205607e+00,0.0000000000e+00,2.5899922848e-01,0.0000000000e+00,7.4958438873e+05,7.4958443642e+05,2.5899922848e-01
206,7.5688376427e+05,0.0000000000e+00,5.8790291894e+00,0.0000000000e+00,7.5688385963e+05,0.0000000000e+00,5.8790292441e+00,0.0000000000e+00,2.5803336501e-01,0.0000000000e+00,7.5688376427e+05,7.5688385963e+05,2.5803336501e-01
207,7.6413207054e+05,0.0000000000e+00,5.8831684274e+00,0.0000000000e+00,7.6413207054e+05,0.0000000000e+00,5.8831684274e+00,0.0000000000e+00,2.5708544254e-01,0.0000000000e+00,7.6413207054e+05,7.6413207054e+05,2.5708544254e-01
208,7.7132749557e+05,0.0000000000e+00,5.8872388130e+00,0.0000000000e+00,7.7132754326e+05,0.0000000000e+00,5.8872388398e+00,0.0000000000e+00,2.5615519285e-01,0.0000000000e+00,7.7132749557e+05,7.7132754326e+05,2.5615519285e-01
209,7.7846851349e+05,0.0000000000e+00,5.8912410515e+00,0.0000000000e+00,7.7846856117e+05,0.0000000000e+00,5.8912410781e+00,0.0000000000e+00,2.5524240732e-01,0.0000000000e+00,7.7846851349e+05,7.7846856117e+05,2.5524240732e-01
210,7.8555374146e+05,0.0000000000e+00,5.8951759014e+00,0.0000000000e+00,7.8555374146e+05,0.0000000000e+00,5.8951759014e+00,0.0000000000e+00,2.5434678793e-01,0.0000000000e+00,7.8555374146e+05,7.8555374146e+05,2.5434678793e-01
211,7.9258189201e+05,0.0000000000e+00,5.8990441459e+00,0.0000000000e+00,7.9258189201e+05,0.0000000000e+00,5.8990441459e+00,0.0000000000e+00,2.5346809626e-01,0.0000000000e+00,7.9258189201e+05,7.9258189201e+05,2.5346809626e-01
212,7.9955163002e+05,0.0000000000e+00,5.9028465130e+00,0.0000000000e+00,7.9955163002e+05,0.0000000000e+00,5.9028465130e+00,0.0000000000e+00,2.5260600448e-01,0.0000000000e+00,7.9955163002e+05,7.9955163002e+05,2.5260600448e-01
213,8.0646171570e+05,0.0000000000e+00,5.9065837554e+00,0.0000000000e+00,8.0646171570e+05,0.0000000000e+00,5.9065837554e+00,0.0000000000e+00,2.5176033378e-01,0.0000000000e+00,8.0646171570e+05,8.0646171570e+05,2.5176033378e-01
214,8.1331129074e+05,0.0000000000e+00,5.9102568014e+00,0.0000000000e+00,8.1331129074e+05,0.0000000000e+00,5.9102568014e+00,0.0000000000e+00,2.5093075633e-01,0.0000000000e+00,8.1331129074e+05,8.1331129074e+05,2.5093075633e-01
215,8.2009916306e+05,0.0000000000e+00,5.9138663687e+00,0.0000000000e+00,8.2009916306e+05,0.0000000000e+00,5.9138663687e+00,0.0000000000e+00,2.5011703372e-01,0.0000000000e+00,8.2009916306e+05,8.2009916306e+05,2.5011703372e-01
216,8.2682399750e+05,0.0000000000e+00,5.9174130730e+00,0.0000000000e+00,8.2682399750e+05,0.0000000000e+00,5.9174130730e+00,0.0000000000e+00,2.4931897223e-01,0.0000000000e+00,8.2682399750e+05,8.2682399750e+05,2.4931897223e-01
217,8.3348541260e+05,0.0000000000e+00,5.9208980033e+00,0.0000000000e+00,8.3348541260e+05,0.0000000000e+00,5.9208980033e+00,0.0000000000e+00,2.4853619933e-01,0.0000000000e+00,8.3348541260e+05,8.3348541260e+05,2.4853619933e-01
218,8.4008235931e+05,0.0000000000e+00,5.9243218652e+00,0.0000000000e+00,8.4008235931e+05,0.0000000000e+00,5.9243218652e+00,0.0000000000e+00,2.4776853621e-01,0.0000000000e+00,8.4008235931e+05,8.4008235931e+05,2.4776853621e-01
219,8.4661378860e+05,0.0000000000e+00,5.9276853375e+00,0.0000000000e+00,8.4661378860e+05,0.0000000000e+00,5.9276853375e+00,0.0000000000e+00,2.4701568484e-01,0.0000000000e+00,8.4661378860e+05,8.4661378860e+05,2.4701568484e-01
220,8.5307922363e+05,0.0000000000e+00,5.9309893650e+00,0.0000000000e+00,8.5307922363e+05,0.0000000000e+00,5.9309893650e+00,0.0000000000e+00,2.4627742171e-01,0.0000000000e+00,8.5307922363e+05,8.5307922363e+05,2.4627742171e-01
221,8.5947790146e+05,0.0000000000e+00,5.9342347148e+00,0.0000000000e+00,8.5947790146e+05,0.0000000000e+00,5.9342347148e+00,0.0000000000e+00,2.4555353820e-01,0.0000000000e+00,8.5947790146e+05,8.5947790146e+05,2.4555353820e-01
222,8.6580953598e+05,0.0000000000e+00,5.9374223648e+00,0.0000000000e+00,8.6580963135e+05,0.0000000000e+00,5.9374224126e+00,0.0000000000e+00,2.4484366179e-01,0.0000000000e+00,8.6580953598e+05,8.6580963135e+05,2.4484366179e-01
223,8.7207307816e+05,0.0000000000e+00,5.9405528796e+00,0.0000000000e+00,8.7207307816e+05,0.0000000000e+00,5.9405528796e+00,0.0000000000e+00,2.4414767325e-01,0.0000000000e+00,8.7207307816e+05,8.7207307816e+05,2.4414767325e-01
224,8.7826833725e+05,0.0000000000e+00,5.9436272261e+00,0.0000000000e+00,8.7826833725e+05,0.0000000000e+00,5.9436272261e+00,0.0000000000e+00,2.4346527457e-01,0.0000000000e+00,8.7826833725e+05,8.7826833725e+05,2.4346527457e-01
225,8.8439483643e+05,0.0000000000e+00,5.9466461983e+00,0.0000000000e+00,8.8439483643e+05,0.0000000000e+00,5.9466461983e+00,0.0000000000e+00,2.4279624224e-01,0.0000000000e+00,8.8439483643e+05,8.8439483643e+05,2.4279624224e-01
226,8.9045200348e+05,0.0000000000e+00,5.9496105154e+00,0.0000000000e+00,8.9045200348e+05,0.0000000000e+00,5.9496105154e+00,0.0000000000e+00,2.4214032292e-01,0.0000000000e+00,8.9045200348e+05,8.9045200348e+05,2.4214032292e-01
227,8.9643993378e+05,0.0000000000e+00,5.9525211948e+00,0.0000000000e+00,8.9643993378e+05,0.0000000000e+00,5.9525211948e+00,0.0000000000e+00,2.4149726331e-01,0.0000000000e+00,8.9643993378e+05,8.9643993378e+05,2.4149726331e-01
228,9.0235834122e+05,0.0000000000e+00,5.9553790372e+00,0.0000000000e+00,9.0235824585e+05,0.0000000000e+00,5.9553789913e+00,0.0000000000e+00,2.4086683989e-01,0.0000000000e+00,9.0235834122e+05,9.0235824585e+05,2.4086683989e-01
229,9.0820627213e+05,0.0000000000e+00,5.9581844968e+00,0.0000000000e+00,9.0820636749e+05,0.0000000000e+00,5.9581845424e+00,0.0000000000e+00,2.4024887383e-01,0.0000000000e+00,9.0820627213e+05,9.0820636749e+05,2.4024887383e-01
230,9.1398458481e+05,0.0000000000e+00,5.9609388710e+00,0.0000000000e+00,9.1398458481e+05,0.0000000000e+00,5.9609388710e+00,0.0000000000e+00,2.3964309692e-01,0.0000000000e+00,9.1398458481e+05,9.1398458481e+05,2.3964309692e-01
231,9.1969232559e+05,0.0000000000e+00,5.9636425625e+00,0.0000000000e+00,9.1969242096e+05,0.0000000000e+00,5.9636426075e+00,0.0000000000e+00,2.3904922605e-01,0.0000000000e+00,9.1969232559e+05,9.1969242096e+05,2.3904922605e-01
232,9.2532978058e+05,0.0000000000e+00,5.9662965396e+00,0.0000000000e+00,9.2532978058e+05,0.0000000000e+00,5.9662965396e+00,0.0000000000e+00,2.3846712708e-01,0.0000000000e+00,9.2532978058e+05,9.2532978058e+05,2.3846712708e-01
233,9.3089714050e+05,0.0000000000e+00,5.9689016963e+00,0.0000000000e+00,9.3089714050e+05,0.0000000000e+00,5.9689016963e+00,0.0000000000e+00,2.3789660633e-01,0.0000000000e+00,9.3089714050e+05,9.3089714050e+05,2.3789660633e-01
234,9.3639383316e+05,0.0000000000e+00,5.9714585449e+00,0.0000000000e+00,9.3639383316e+05,0.0000000000e+00,5.9714585449e+00,0.0000000000e+00,2.3733732104e-01,0.0000000000e+00,9.3639383316e+05,9.3639383316e+05,2.3733732104e-01
235,9.4182052612e+05,0.0000000000e+00,5.9739681513e+00,0.0000000000e+00,9.4182052612e+05,0.0000000000e+00,5.9739681513e+00,0.0000000000e+00,2.3678916693e-01,0.0000000000e+00,9.4182052612e+05,9.4182052612e+05,2.3678916693e-01
236,9.4717683792e+05,0.0000000000e+00,5.9764310694e+00,0.0000000000e+00,9.4717683792e+05,0.0000000000e+00,5.9764310694e+00,0.0000000000e+00,2.3625190556e-01,0.0000000000e+00,9.4717683792e+05,9.4717683792e+05,2.3625190556e-01
237,9.5246315002e+05,0.0000000000e+00,5.9788481822e+00,0.0000000000e+00,9.5246315002e+05,0.0000000000e+00,5.9788481822e+00,0.0000000000e+00,2.3572535813e-01,0.0000000000e+00,9.5246315002e+05,9.5246315002e+05,2.3572535813e-01
238,9.5767974854e+05,0.0000000000e+00,5.9812203038e+00,0.0000000000e+00,9.5767974854e+05,0.0000000000e+00,5.9812203038e+00,0.0000000000e+00,2.3520918190e-01,0.0000000000e+00,9.5767974854e+05,9.5767974854e+05,2.3520918190e-01
239,9.6282672882e+05,0.0000000000e+00,5.9835481381e+00,0.0000000000e+00,9.6282672882e+05,0.0000000000e+00,5.9835481381e+00,0.0000000000e+00,2.3470334709e-01,0.0000000000e+00,9.6282672882e+05,9.6282672882e+05,2.3470334709e-01
240,9.6790399551e+05,0.0000000000e+00,5.9858322826e+00,0.0000000000e+00,9.6790409088e+05,0.0000000000e+00,5.9858323254e+00,0.0000000000e+00,2.3420761526e-01,0.0000000000e+00,9.6790399551e+05,9.6790409088e+05,2.3420761526e-01
241,9.7291231155e+05,0.0000000000e+00,5.9880736991e+00,0.0000000000e+00,9.7291240692e+05,0.0000000000e+00,5.9880737417e+00,0.0000000000e+00,2.3372173309e-01,0.0000000000e+00,9.7291231155e+05,9.7291240692e+05,2.3372173309e-01
242,9.7785177231e+05,0.0000000000e+00,5.9902730272e+00,0.0000000000e+00,9.7785177231e+05,0.0000000000e+00,5.9902730272e+00,0.0000000000e+00,2.3324550688e-01,0.0000000000e+00,9.7785177231e+05,9.7785177231e+05,2.3324550688e-01
243,9.8272275925e+05,0.0000000000e+00,5.9924310142e+00,0.0000000000e+00,9.8272275925e+05,0.0000000000e+00,5.9924310142e+00,0.0000000000e+00,2.3277883232e-01,0.0000000000e+00,9.8272275925e+05,9.8272275925e+05,2.3277883232e-01
244,9.8752527237e+05,0.0000000000e+00,5.9945482187e+00,0.0000000000e+00,9.8752527237e+05,0.0000000000e+00,5.9945482187e+00,0.0000000000e+00,2.3232141137e-01,0.0000000000e+00,9.8752527237e+05,9.8752527237e+05,2.3232141137e-01
245,9.9226036072e+05,0.0000000000e+00,5.9966256423e+00,0.0000000000e+00,9.9226045609e+05,0.0000000000e+00,5.9966256840e+00,0.0000000000e+00,2.3187319934e-01,0.0000000000e+00,9.9226036072e+05,9.9226045609e+05,2.3187319934e-01
246,9.9692811966e+05,0.0000000000e+00,5.9986638460e+00,0.0000000000e+00,9.9692811966e+05,0.0000000000e+00,5.9986638460e+00,0.0000000000e+00,2.3143386841e-01,0.0000000000e+00,9.9692811966e+05,9.9692811966e+05,2.3143386841e-01
247,1.0015287399e+06,0.0000000000e+00,6.0006634163e+00,0.0000000000e+00,1.0015288353e+06,0.0000000000e+00,6.0006634577e+00,0.0000000000e+00,2.3100332916e-01,0.0000000000e+00,1.0015287399e+06,1.0015288353e+06,2.3100332916e-01
248,1.0060628891e+06,0.0000000000e+00,6.0026251294e+00,0.0000000000e+00,1.0060628891e+06,0.0000000000e+00,6.0026251294e+00,0.0000000000e+00,2.3058138788e-01,0.0000000000e+00,1.0060628891e+06,1.0060628891e+06,2.3058138788e-01
249,1.0105310440e+06,0.0000000000e+00,6.0045496598e+00,0.0000000000e+00,1.0105310440e+06,0.0000000000e+00,6.0045496598e+00,0.0000000000e+00,2.3016791046e-01,0.0000000000e+00,1.0105310440e+06,1.0105310440e+06,2.3016791046e-01
250,1.0149337769e+06,0.0000000000e+00,6.0064377060e+00,0.0000000000e+00,1.0149337769e+06,0.0000000000e+00,6.0064377060e+00,0.0000000000e+00,2.2976267338e-01,0.0000000000e+00,1.0149337769e+06,1.0149337769e+06,2.2976267338e-01
251,1.0192717552e+06,0.0000000000e+00,6.0082899898e+00,0.0000000000e+00,1.0192717552e+06,0.0000000000e+00,6.0082899898e+00,0.0000000000e+00,2.2936552763e-01,0.0000000000e+00,1.0192717552e+06,1.0192717552e+06,2.2936552763e-01
252,1.0235449791e+06,0.0000000000e+00,6.0101069322e+00,0.0000000000e+00,1.0235449791e+06,0.0000000000e+00,6.0101069322e+00,0.0000000000e+00,2.2897630930e-01,0.0000000000e+00,1.0235449791e+06,1.0235449791e+06,2.2897630930e-01
253,1.0277542114e+06,0.0000000000e+00,6.0118892651e+00,0.0000000000e+00,1.0277542114e+06,0.0000000000e+00,6.0118892651e+00,0.0000000000e+00,2.2859488428e-01,0.0000000000e+00,1.0277542114e+06,1.0277542114e+06,2.2859488428e-01
254,1.0319007874e+06,0.0000000000e+00,6.0136379438e+00,0.0000000000e+00,1.0319007874e+06,0.0000000000e+00,6.0136379438e+00,0.0000000000e+00,2.2822108865e-01,0.0000000000e+00,1.0319007874e+06,1.0319007874e+06,2.2822108865e-01
255,1.0359840393e+06,0.0000000000e+00,6.0153530646e+00,0.0000000000e+00,1.0359840393e+06,0.0000000000e+00,6.0153530646e+00,0.0000000000e+00,2.2785472870e-01,0.0000000000e+00,1.0359840393e+06,1.0359840393e+06,2.2785472870e-01
256,1.0400053978e+06,0.0000000000e+00,6.0170355934e+00,0.0000000000e+00,1.0400053978e+06,0.0000000000e+00,6.0170355934e+00,0.0000000000e+00,2.2749567032e-01,0.0000000000e+00,1.0400053978e+06,1.0400053978e+06,2.2749567032e-01
257,1.0439652443e+06,0.0000000000e+00,6.0186860404e+00,0.0000000000e+00,1.0439653397e+06,0.0000000000e+00,6.0186860800e+00,0.0000000000e+00,2.2714379430e-01,0.0000000000e+00,1.0439652443e+06,1.0439653397e+06,2.2714379430e-01
258,1.0478642464e+06,0.0000000000e+00,6.0203050223e+00,0.0000000000e+00,1.0478642464e+06,0.0000000000e+00,6.0203050223e+00,0.0000000000e+00,2.2679893672e-01,0.0000000000e+00,1.0478642464e+06,1.0478642464e+06,2.2679893672e-01
259,1.0517027855e+06,0.0000000000e+00,6.0218930242e+00,0.0000000000e+00,1.0517027855e+06,0.0000000000e+00,6.0218930242e+00,0.0000000000e+00,2.2646097839e-01,0.0000000000e+00,1.0517027855e+06,1.0517027855e+06,2.2646097839e-01
260,1.0554817200e+06,0.0000000000e+00,6.0234507161e+00,0.0000000000e+00,1.0554816246e+06,0.0000000000e+00,6.0234506769e+00,0.0000000000e+00,2.2612974048e-01,0.0000000000e+00,1.0554817200e+06,1.0554816246e+06,2.2612974048e-01
261,1.0592016220e+06,0.0000000000e+00,6.0249786372e+00,0.0000000000e+00,1.0592015266e+06,0.0000000000e+00,6.0249785981e+00,0.0000000000e+00,2.2580510378e-01,0.0000000000e+00,1.0592016220e+06,1.0592015266e+06,2.2580510378e-01
262,1.0628635406e+06,0.0000000000e+00,6.0264775097e+00,0.0000000000e+00,1.0628635406e+06,0.0000000000e+00,6.0264775097e+00,0.0000000000e+00,2.2548694909e-01,0.0000000000e+00,1.0628635406e+06,1.0628635406e+06,2.2548694909e-01
263,1.0664673805e+06,0.0000000000e+00,6.0279475765e+00,0.0000000000e+00,1.0664674759e+06,0.0000000000e+00,6.0279476153e+00,0.0000000000e+00,2.2517503798e-01,0.0000000000e+00,1.0664673805e+06,1.0664674759e+06,2.2517503798e-01
264,1.0700146675e+06,0.0000000000e+00,6.0293897309e+00,0.0000000000e+00,1.0700146675e+06,0.0000000000e+00,6.0293897309e+00,0.0000000000e+00,2.2486938536e-01,0.0000000000e+00,1.0700146675e+06,1.0700146675e+06,2.2486938536e-01
265,1.0735052109e+06,0.0000000000e+00,6.0308041569e+00,0.0000000000e+00,1.0735052109e+06,0.0000000000e+00,6.0308041569e+00,0.0000000000e+00,2.2456984222e-01,0.0000000000e+00,1.0735052109e+06,1.0735052109e+06,2.2456984222e-01
266,1.0769402504e+06,0.0000000000e+00,6.0321916089e+00,0.0000000000e+00,1.0769402504e+06,0.0000000000e+00,6.0321916089e+00,0.0000000000e+00,2.2427619994e-01,0.0000000000e+00,1.0769402504e+06,1.0769402504e+06,2.2427619994e-01
267,1.0803202629e+06,0.0000000000e+00,6.0335525220e+00,0.0000000000e+00,1.0803203583e+06,0.0000000000e+00,6.0335525603e+00,0.0000000000e+00,2.2398839891e-01,0.0000000000e+00,1.0803202629e+06,1.0803203583e+06,2.2398839891e-01
268,1.0836462975e+06,0.0000000000e+00,6.0348875515e+00,0.0000000000e+00,1.0836462975e+06,0.0000000000e+00,6.0348875515e+00,0.0000000000e+00,2.2370629013e-01,0.0000000000e+00,1.0836462975e+06,1.0836462975e+06,2.2370629013e-01
269,1.0869185448e+06,0.0000000000e+00,6.0361969987e+00,0.0000000000e+00,1.0869185448e+06,0.0000000000e+00,6.0361969987e+00,0.0000000000e+00,2.2342979908e-01,0.0000000000e+00,1.0869185448e+06,1.0869185448e+06,2.2342979908e-01
270,1.0901378632e+06,0.0000000000e+00,6.0374814240e+00,0.0000000000e+00,1.0901378632e+06,0.0000000000e+00,6.0374814240e+00,0.0000000000e+00,2.2315877676e-01,0.0000000000e+00,1.0901378632e+06,1.0901378632e+06,2.2315877676e-01
271,1.0933049202e+06,0.0000000000e+00,6.0387413026e+00,0.0000000000e+00,1.0933049202e+06,0.0000000000e+00,6.0387413026e+00,0.0000000000e+00,2.2289310396e-01,0.0000000000e+00,1.0933049202e+06,1.0933049202e+06,2.2289310396e-01
272,1.0964203835e+06,0.0000000000e+00,6.0399771009e+00,0.0000000000e+00,1.0964203835e+06,0.0000000000e+00,6.0399771009e+00,0.0000000000e+00,2.2263266146e-01,0.0000000000e+00,1.0964203835e+06,1.0964203835e+06,2.2263266146e-01
273,1.0994854927e+06,0.0000000000e+00,6.0411895034e+00,0.0000000000e+00,1.0994854927e+06,0.0000000000e+00,6.0411895034e+00,0.0000000000e+00,2.2237735987e-01,0.0000000000e+00,1.0994854927e+06,1.0994854927e+06,2.2237735987e-01
274,1.1024999619e+06,0.0000000000e+00,6.0423785831e+00,0.0000000000e+00,1.1024999619e+06,0.0000000000e+00,6.0423785831e+00,0.0000000000e+00,2.2212712467e-01,0.0000000000e+00,1.1024999619e+06,1.1024999619e+06,2.2212712467e-01
275,1.1054650307e+06,0.0000000000e+00,6.0435450090e+00,0.0000000000e+00,1.1054650307e+06,0.0000000000e+00,6.0435450090e+00,0.0000000000e+00,2.2188179195e-01,0.0000000000e+00,1.1054650307e+06,1.1054650307e+06,2.2188179195e-01
276,1.1083817482e+06,0.0000000000e+00,6.0446893656e+00,0.0000000000e+00,1.1083817482e+06,0.0000000000e+00,6.0446893656e+00,0.0000000000e+00,2.2164131701e-01,0.0000000000e+00,1.1083817482e+06,1.1083817482e+06,2.2164131701e-01
277,1.1112500191e+06,0.0000000000e+00,6.0458117814e+00,0.0000000000e+00,1.1112500191e+06,0.0000000000e+00,6.0458117814e+00,0.0000000000e+00,2.2140553594e-01,0.0000000000e+00,1.1112500191e+06,1.1112500191e+06,2.2140553594e-01
278,1.1140709877e+06,0.0000000000e+00,6.0469128646e+00,0.0000000000e+00,1.1140709877e+06,0.0000000000e+00,6.0469128646e+00,0.0000000000e+00,2.2117438912e-01,0.0000000000e+00,1.1140709877e+06,1.1140709877e+06,2.2117438912e-01
279,1.1168452263e+06,0.0000000000e+00,6.0479929923e+00,0.0000000000e+00,1.1168452263e+06,0.0000000000e+00,6.0479929923e+00,0.0000000000e+00,2.2094777226e-01,0.0000000000e+00,1.1168452263e+06,1.1168452263e+06,2.2094777226e-01
280,1.1195734978e+06,0.0000000000e+00,6.0490526094e+00,0.0000000000e+00,1.1195735931e+06,0.0000000000e+00,6.0490526464e+00,0.0000000000e+00,2.2072559595e-01,0.0000000000e+00,1.1195734978e+06,1.1195735931e+06,2.2072559595e-01
281,1.1222564697e+06,0.0000000000e+00,6.0500921178e+00,0.0000000000e+00,1.1222564697e+06,0.0000000000e+00,6.0500921178e+00,0.0000000000e+00,2.2050778568e-01,0.0000000000e+00,1.1222564697e+06,1.1222564697e+06,2.2050778568e-01
282,1.1248945236e+06,0.0000000000e+00,6.0511118025e+00,0.0000000000e+00,1.1248945236e+06,0.0000000000e+00,6.0511118025e+00,0.0000000000e+00,2.2029417753e-01,0.0000000000e+00,1.1248945236e+06,1.1248945236e+06,2.2029417753e-01
283,1.1274887085e+06,0.0000000000e+00,6.0521122012e+00,0.0000000000e+00,1.1274887085e+06,0.0000000000e+00,6.0521122012e+00,0.0000000000e+00,2.2008480132e-01,0.0000000000e+00,1.1274887085e+06,1.1274887085e+06,2.2008480132e-01
284,1.1300395012e+06,0.0000000000e+00,6.0530936248e+00,0.0000000000e+00,1.1300395012e+06,0.0000000000e+00,6.0530936248e+00,0.0000000000e+00,2.1987947822e-01,0.0000000000e+00,1.1300395012e+06,1.1300395012e+06,2.1987947822e-01
285,1.1325481415e+06,0.0000000000e+00,6.0540566717e+00,0.0000000000e+00,1.1325481415e+06,0.0000000000e+00,6.0540566717e+00,0.0000000000e+00,2.1967813373e-01,0.0000000000e+00,1.1325481415e+06,1.1325481415e+06,2.1967813373e-01
286,1.1350142479e+06,0.0000000000e+00,6.0550013133e+00,0.0000000000e+00,1.1350142479e+06,0.0000000000e+00,6.0550013133e+00,0.0000000000e+00,2.1948072314e-01,0.0000000000e+00,1.1350142479e+06,1.1350142479e+06,2.1948072314e-01
287,1.1374389648e+06,0.0000000000e+00,6.0559281016e+00,0.0000000000e+00,1.1374389648e+06,0.0000000000e+00,6.0559281016e+00,0.0000000000e+00,2.1928712726e-01,0.0000000000e+00,1.1374389648e+06,1.1374389648e+06,2.1928712726e-01
288,1.1398229599e+06,0.0000000000e+00,6.0568374009e+00,0.0000000000e+00,1.1398229599e+06,0.0000000000e+00,6.0568374009e+00,0.0000000000e+00,2.1909728646e-01,0.0000000000e+00,1.1398229599e+06,1.1398229599e+06,2.1909728646e-01
289,1.1421672821e+06,0.0000000000e+00,6.0577297154e+00,0.0000000000e+00,1.1421670914e+06,0.0000000000e+00,6.0577296429e+00,0.0000000000e+00,2.1891109645e-01,0.0000000000e+00,1.1421672821e+06,1.1421670914e+06,2.1891109645e-01
290,1.1444717407e+06,0.0000000000e+00,6.0586050736e+00,0.0000000000e+00,1.1444717407e+06,0.0000000000e+00,6.0586050736e+00,0.0000000000e+00,2.1872852743e-01,0.0000000000e+00,1.1444717407e+06,1.1444717407e+06,2.1872852743e-01
291,1.1467374802e+06,0.0000000000e+00,6.0594640073e+00,0.0000000000e+00,1.1467373848e+06,0.0000000000e+00,6.0594639712e+00,0.0000000000e+00,2.1854948997e-01,0.0000000000e+00,1.1467374802e+06,1.1467373848e+06,2.1854948997e-01
292,1.1489645958e+06,0.0000000000e+00,6.0603066465e+00,0.0000000000e+00,1.1489647865e+06,0.0000000000e+00,6.0603067186e+00,0.0000000000e+00,2.1837387979e-01,0.0000000000e+00,1.1489645958e+06,1.1489647865e+06,2.1837387979e-01
293,1.1511546135e+06,0.0000000000e+00,6.0611336584e+00,0.0000000000e+00,1.1511546135e+06,0.0000000000e+00,6.0611336584e+00,0.0000000000e+00,2.1820166707e-01,0.0000000000e+00,1.1511546135e+06,1.1511546135e+06,2.1820166707e-01
294,1.1533072472e+06,0.0000000000e+00,6.0619450211e+00,0.0000000000e+00,1.1533072472e+06,0.0000000000e+00,6.0619450211e+00,0.0000000000e+00,2.1803270280e-01,0.0000000000e+00,1.1533072472e+06,1.1533072472e+06,2.1803270280e-01
295,1.1554237366e+06,0.0000000000e+00,6.0627412853e+00,0.0000000000e+00,1.1554237366e+06,0.0000000000e+00,6.0627412853e+00,0.0000000000e+00,2.1786703169e-01,0.0000000000e+00,1.1554237366e+06,1.1554237366e+06,2.1786703169e-01
296,1.1575046539e+06,0.0000000000e+00,6.0635227458e+00,0.0000000000e+00,1.1575047493e+06,0.0000000000e+00,6.0635227816e+00,0.0000000000e+00,2.1770451963e-01,0.0000000000e+00,1.1575046539e+06,1.1575047493e+06,2.1770451963e-01
297,1.1595502853e+06,0.0000000000e+00,6.0642895871e+00,0.0000000000e+00,1.1595502853e+06,0.0000000000e+00,6.0642895871e+00,0.0000000000e+00,2.1754509211e-01,0.0000000000e+00,1.1595502853e+06,1.1595502853e+06,2.1754509211e-01
298,1.1615610123e+06,0.0000000000e+00,6.0650420265e+00,0.0000000000e+00,1.1615610123e+06,0.0000000000e+00,6.0650420265e+00,0.0000000000e+00,2.1738874912e-01,0.0000000000e+00,1.1615610123e+06,1.1615610123e+06,2.1738874912e-01
299,1.1635377884e+06,0.0000000000e+00,6.0657804925e+00,0.0000000000e+00,1.1635375977e+06,0.0000000000e+00,6.0657804213e+00,0.0000000000e+00,2.1723532677e-01,0.0000000000e+00,1.1635377884e+06,1.1635375977e+06,2.1723532677e-01
300,1.1654807091e+06,0.0000000000e+00,6.0665050895e+00,0.0000000000e+00,1.1654806137e+06,0.0000000000e+00,6.0665050540e+00,0.0000000000e+00,2.1708486974e-01,0.0000000000e+00,1.1654807091e+06,1.1654806137e+06,2.1708486974e-01
301,1.1673910141e+06,0.0000000000e+00,6.0672163460e+00,0.0000000000e+00,1.1673910141e+06,0.0000000000e+00,6.0672163460e+00,0.0000000000e+00,2.1693725884e-01,0.0000000000e+00,1.1673910141e+06,1.1673910141e+06,2.1693725884e-01
302,1.1692692757e+06,0.0000000000e+00,6.0679145381e+00,0.0000000000e+00,1.1692692757e+06,0.0000000000e+00,6.0679145381e+00,0.0000000000e+00,2.1679241955e-01,0.0000000000e+00,1.1692692757e+06,1.1692692757e+06,2.1679241955e-01
303,1.1711152077e+06,0.0000000000e+00,6.0685996206e+00,0.0000000000e+00,1.1711152077e+06,0.0000000000e+00,6.0685996206e+00,0.0000000000e+00,2.1665030718e-01,0.0000000000e+00,1.1711152077e+06,1.1711152077e+06,2.1665030718e-01
304,1.1729301453e+06,0.0000000000e+00,6.0692721482e+00,0.0000000000e+00,1.1729301453e+06,0.0000000000e+00,6.0692721482e+00,0.0000000000e+00,2.1651089191e-01,0.0000000000e+00,1.1729301453e+06,1.1729301453e+06,2.1651089191e-01
305,1.1747139931e+06,0.0000000000e+00,6.0699321421e+00,0.0000000000e+00,1.1747139931e+06,0.0000000000e+00,6.0699321421e+00,0.0000000000e+00,2.1637409925e-01,0.0000000000e+00,1.1747139931e+06,1.1747139931e+06,2.1637409925e-01
