replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,25.6643,5.3696617126e+06,2,1.8938526511e-02
2,101,25.5954,1.9826541138e+07,2,3.8455235958e-01
3,102,25.7300,6.7467055664e+08,2,-3.9402982220e-03
