step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,mse_replica_1,mse_replica_2,mse_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
55,1.0409767405e+02,1.0973974827e+01,2.0149366896e+00,4.7065111328e-02,2.6024417796e-03,2.7434937595e-04,2.3461664220e-01,2.4161253217e-02,1.0727598572e+02,8.9353065491e+01,1.1566397095e+02,2.6818995830e-03,2.2338265553e-03,2.8915992007e-03,2.6625040174e-01,2.2998583317e-01,2.0761369169e-01
60,7.9103322347e+01,8.4809373160e+00,1.8955776617e+00,4.8230289694e-02,1.9775831218e-03,2.1202347133e-04,2.3530270159e-01,2.4061768146e-02,8.2584274292e+01,6.7422943115e+01,8.7302749634e+01,2.0646068733e-03,1.6855736030e-03,2.1825688891e-03,2.6676601171e-01,2.3079593480e-01,2.0834615827e-01
65,6.0521575928e+01,7.0198236389e+00,1.7788426550e+00,5.2235934285e-02,1.5130393828e-03,1.7549564795e-04,2.3595460753e-01,2.3855674942e-02,6.3118965149e+01,5.0924865723e+01,6.7520896912e+01,1.5779740643e-03,1.2731215684e-03,1.6880225157e-03,2.6716542244e-01,2.3144215345e-01,2.0925624669e-01
70,4.6505764008e+01,5.7571678543e+00,1.6639790938e+00,5.6141976201e-02,1.1626440876e-03,1.4392918036e-04,2.3641919593e-01,2.3771930916e-02,4.9024715424e+01,3.8541168213e+01,5.1951408386e+01,1.2256178306e-03,9.6352922264e-04,1.2987852097e-03,2.6749715209e-01,2.3198325932e-01,2.0977717638e-01
75,3.6361255646e+01,4.9086108250e+00,1.5564185803e+00,6.1493959742e-02,9.0903140760e-04,1.2271528282e-04,2.3692133029e-01,2.3678824661e-02,3.8482498169e+01,2.9576393127e+01,4.1024875641e+01,9.6206250601e-04,7.3940982111e-04,1.0256218957e-03,2.6788324118e-01,2.3248800635e-01,2.1039274335e-01
80,2.8465558370e+01,4.0092692428e+00,1.4497222784e+00,6.4194876296e-02,7.1163898489e-04,1.0023172454e-04,2.3725673556e-01,2.3587923112e-02,3.0076000214e+01,2.2952236176e+01,3.2368438721e+01,7.5190002099e-04,5.7380594080e-04,8.0921099288e-04,2.6811516285e-01,2.3280036449e-01,2.1085467935e-01
85,2.2420932770e+01,3.4006801248e+00,1.3453008482e+00,6.9334532742e-02,5.6052332123e-04,8.5017007998e-05,2.3754369219e-01,2.3522588528e-02,2.3709247589e+01,1.7764030457e+01,2.5789520264e+01,5.9273117222e-04,4.4410076225e-04,6.4473802922e-04,2.6829639077e-01,2.3315241933e-01,2.1118226647e-01
90,1.7757911682e+01,2.8016073078e+00,1.2435760223e+00,7.2342536023e-02,4.4394779252e-04,7.0040179339e-05,2.3781595627e-01,2.3452124783e-02,1.8835941315e+01,1.3917095184e+01,2.0520698547e+01,4.7089852160e-04,3.4792738734e-04,5.1301746862e-04,2.6850640774e-01,2.3335996270e-01,2.1158149838e-01
95,1.4092605591e+01,2.2780070680e+00,1.1428893729e+00,7.4091802467e-02,3.5231512932e-04,5.6950173104e-05,2.3804418743e-01,2.3335750572e-02,1.4911212921e+01,1.0984897614e+01,1.6381706238e+01,3.7278031232e-04,2.7462243452e-04,4.0954264114e-04,2.6857471466e-01,2.3363023996e-01,2.1192760766e-01
100,1.1269962947e+01,1.9088213121e+00,1.0451736249e+00,7.8054581936e-02,2.8174907493e-04,4.7720531173e-05,2.3819364607e-01,2.3326097773e-02,1.2001247406e+01,8.6539173126e+00,1.3154724121e+01,3.0003118445e-04,2.1634793666e-04,3.2886810368e-04,2.6870155334e-01,2.3380757868e-01,2.1207180619e-01
105,9.0315278371e+00,1.5871737789e+00,9.4844287812e-01,8.1416878348e-02,2.2578820062e-04,3.9679345094e-05,2.3836717506e-01,2.3312013591e-02,9.6845541000e+00,6.8452167511e+00,1.0564812660e+01,2.4211386335e-04,1.7113042122e-04,2.6412031730e-04,2.6884111762e-01,2.3402419686e-01,2.1223621070e-01
110,7.2831385930e+00,1.3153608847e+00,8.5454295235e-01,8.4036975060e-02,1.8207846248e-04,3.2884018438e-05,2.3848564923e-01,2.3231323865e-02,7.8576517105e+00,5.4636573792e+00,8.5281066895e+00,1.9644129497e-04,1.3659143588e-04,2.1320265660e-04,2.6886817813e-01,2.3412111402e-01,2.1246765554e-01
115,5.8934102058e+00,1.0914824991e+00,7.6219216687e-01,8.6162329856e-02,1.4733525556e-04,2.7287063586e-05,2.3863009612e-01,2.3208516934e-02,6.3380012512e+00,4.3909759521e+00,6.9512534142e+00,1.5845004236e-04,1.0977439524e-04,1.7378132907e-04,2.6899009943e-01,2.3425081372e-01,2.1264937520e-01
120,4.7410213947e+00,8.8306951308e-01,6.6758199362e-01,8.6820202396e-02,1.1852553628e-04,2.2076735629e-05,2.3871904612e-01,2.3177866571e-02,5.1152586937e+00,3.5220706463e+00,5.5857348442e+00,1.2788147433e-04,8.8051769126e-05,1.3964336540e-04,2.6903280616e-01,2.3436157405e-01,2.1276275814e-01
125,3.8367877007e+00,7.4663267593e-01,5.7485651989e-01,9.1164253157e-02,9.5919691375e-05,1.8665816678e-05,2.3879866799e-01,2.3142455353e-02,4.1609196663e+00,2.8044376373e+00,4.5450057983e+00,1.0402299813e-04,7.0110938395e-05,1.1362513760e-04,2.6906967163e-01,2.3443858325e-01,2.1288774908e-01
130,3.1159543991e+00,6.2404552004e-01,4.8384852432e-01,9.4471447157e-02,7.7898860278e-05,1.5601136383e-05,2.3887726168e-01,2.3101145998e-02,3.4178767204e+00,2.2468140125e+00,3.6831724644e+00,8.5446918092e-05,5.6170352764e-05,9.2079309979e-05,2.6909312606e-01,2.3452784121e-01,2.1301081777e-01
135,2.5439381202e+00,5.2532673705e-01,3.9512116515e-01,9.7599698997e-02,6.3598453077e-05,1.3133169402e-05,2.3896825314e-01,2.3101577999e-02,2.7886295319e+00,1.8141001463e+00,3.0290846825e+00,6.9715737482e-05,4.5352502639e-05,7.5727119111e-05,2.6918628812e-01,2.3461456597e-01,2.1310390532e-01
140,2.0671129227e+00,4.3952050564e-01,3.0421725677e-01,1.0139171263e-01,5.1677823649e-05,1.0988013060e-05,2.3904169599e-01,2.3062095069e-02,2.3061969280e+00,1.4506840706e+00,2.4444577694e+00,5.7654924603e-05,3.6267101677e-05,6.1111444666e-05,2.6921084523e-01,2.3468825221e-01,2.1322599053e-01
145,1.6750615438e+00,3.5615916658e-01,2.1295362213e-01,1.0093614429e-01,4.1876536973e-05,8.9039777740e-06,2.3909470439e-01,2.3050562256e-02,1.8456608057e+00,1.1793402433e+00,2.0001835823e+00,4.6141518396e-05,2.9483506296e-05,5.0004586228e-05,2.6925089955e-01,2.3473787308e-01,2.1329534054e-01
150,1.3721225659e+00,2.9893625938e-01,1.2569510360e-01,1.0386161432e-01,3.4303064240e-05,7.4734061259e-06,2.3916410406e-01,2.3026202850e-02,1.5203211308e+00,9.5513522625e-01,1.6409113407e+00,3.8008027332e-05,2.3878381398e-05,4.1022783989e-05,2.6929447055e-01,2.3479610682e-01,2.1340173483e-01
155,1.1207062999e+00,2.4782385722e-01,3.7357740551e-02,1.0594023011e-01,2.8017657314e-05,6.1955962824e-06,2.3921158910e-01,2.3012276317e-02,1.2544418573e+00,7.7328354120e-01,1.3343935013e+00,3.1361047149e-05,1.9332088414e-05,3.3359836380e-05,2.6933375001e-01,2.3482003808e-01,2.1348097920e-01
160,9.1828310490e-01,2.0497597854e-01,-4.9427326774e-02,1.0718820466e-01,2.2957077211e-05,5.1243998956e-06,2.3926060398e-01,2.3004233252e-02,1.0326576233e+00,6.3041949272e-01,1.0917721987e+00,2.5816440029e-05,1.5760486349e-05,2.7294305255e-05,2.6936960220e-01,2.3487748206e-01,2.1353472769e-01
165,7.5248434146e-01,1.6929286229e-01,-1.3612751077e-01,1.0818593081e-01,1.8812109071e-05,4.2323214426e-06,2.3928933342e-01,2.2967711876e-02,8.4801524878e-01,5.1459920406e-01,8.9483857155e-01,2.1200381525e-05,1.2864980818e-05,2.2370964871e-05,2.6935210824e-01,2.3490904272e-01,2.1360684931e-01
170,6.1961746216e-01,1.4024184863e-01,-2.2071551497e-01,1.0921283701e-01,1.5490435847e-05,3.5060458679e-06,2.3933352033e-01,2.2962872338e-02,7.0687532425e-01,4.2174452543e-01,7.3023253679e-01,1.7671882233e-05,1.0543612916e-05,1.8255812392e-05,2.6939386129e-01,2.3494394124e-01,2.1366275847e-01
175,5.0885491570e-01,1.1550935545e-01,-3.0630510527e-01,1.0944043164e-01,1.2721372514e-05,2.8877338916e-06,2.3935650289e-01,2.2946582287e-02,5.7716429234e-01,3.4619346261e-01,6.0320699215e-01,1.4429107068e-05,8.6548361651e-06,1.5080174308e-05,2.6939806342e-01,2.3496337235e-01,2.1370807290e-01
180,4.1720724106e-01,1.0040668942e-01,-3.9434737608e-01,1.1718570302e-01,1.0430180737e-05,2.5101673430e-06,2.3938082655e-01,2.2932361258e-02,4.8019051552e-01,2.7550178766e-01,4.9592941999e-01,1.2004762539e-05,6.8875442594e-06,1.2398235413e-05,2.6940491796e-01,2.3498740792e-01,2.1375015378e-01
185,3.4311355154e-01,8.3090998419e-02,-4.7948199583e-01,1.1812474925e-01,8.5778392531e-06,2.0772751606e-06,2.3940778772e-01,2.2912467526e-02,3.9752191305e-01,2.2570976615e-01,4.0610897541e-01,9.9380486063e-06,5.6427443269e-06,1.0152724826e-05,2.6940971613e-01,2.3500800133e-01,2.1380564570e-01
190,2.8274049858e-01,6.9452381524e-02,-5.6402095249e-01,1.2014578837e-01,7.0685124835e-06,1.7363095232e-06,2.3942675193e-01,2.2904180355e-02,3.3023837209e-01,1.8453745544e-01,3.3344566822e-01,8.2559590737e-06,4.6134364311e-06,8.3361419456e-06,2.6941862702e-01,2.3502646387e-01,2.1383516490e-01
195,2.3270557324e-01,5.8954485672e-02,-6.4969808900e-01,1.2453797941e-01,5.8176392486e-06,1.4738620415e-06,2.3944919308e-01,2.2892946928e-02,2.7296775579e-01,1.4934739470e-01,2.7580156922e-01,6.8241934059e-06,3.7336849346e-06,6.8950394052e-06,2.6942792535e-01,2.3504695296e-01,2.1387270093e-01
200,1.9200270375e-01,4.9507265672e-02,-7.3386180832e-01,1.2713893246e-01,4.8000675482e-06,1.2376815661e-06,2.3946819703e-01,2.2884119548e-02,2.2610686719e-01,1.2199655175e-01,2.2790469229e-01,5.6526714616e-06,3.0499138575e-06,5.6976173255e-06,2.6943719387e-01,2.3506286740e-01,2.1390452981e-01
205,1.5895201763e-01,4.0238312627e-02,-8.1521247553e-01,1.2443690851e-01,3.9738004792e-06,1.0059578379e-06,2.3947800199e-01,2.2876967330e-02,1.8796306849e-01,1.0205012560e-01,1.8684285879e-01,4.6990767260e-06,2.5512531465e-06,4.6710715651e-06,2.6943546534e-01,2.3507973552e-01,2.1391880512e-01
210,1.3068743050e-01,3.3629043764e-02,-9.0085757147e-01,1.2683703703e-01,3.2671857753e-06,8.4072612034e-07,2.3948971927e-01,2.2867681160e-02,1.5507492423e-01,8.3134010434e-02,1.5385335684e-01,3.8768730519e-06,2.0783502350e-06,3.8463340388e-06,2.6943811774e-01,2.3508511484e-01,2.1394592524e-01
215,1.0801248501e-01,2.8142837964e-02,-9.8409247182e-01,1.2865991216e-01,2.7003122038e-06,7.0357094936e-07,2.3950882753e-01,2.2860328481e-02,1.2908902764e-01,6.8236164749e-02,1.2671226263e-01,3.2272257613e-06,1.7059041966e-06,3.1678066534e-06,2.6945075393e-01,2.3509734869e-01,2.1397837996e-01
220,8.9801679055e-02,2.4336427082e-02,-1.0658997174e+00,1.3473779183e-01,2.2450420071e-06,6.0841062699e-07,2.3951757948e-01,2.2850432345e-02,1.0830403864e-01,5.5418059230e-02,1.0568293929e-01,2.7076009701e-06,1.3854515828e-06,2.6420734685e-06,2.6944538951e-01,2.3511104286e-01,2.1399630606e-01
225,7.3684426645e-02,1.9933411653e-02,-1.1517114117e+00,1.3435286656e-01,1.8421107294e-06,4.9833529305e-07,2.3952718576e-01,2.2845016044e-02,8.9282602072e-02,4.5549802482e-02,8.6220875382e-02,2.2320650714e-06,1.1387451195e-06,2.1555219973e-06,2.6944899559e-01,2.3511882126e-01,2.1401374042e-01
230,6.0987055302e-02,1.6719651077e-02,-1.2344327413e+00,1.3649556601e-01,1.5246764065e-06,4.1799125178e-07,2.3953604698e-01,2.2842738325e-02,7.4068613350e-02,3.7388294935e-02,7.1504257619e-02,1.8517152967e-06,9.3470742968e-07,1.7876064931e-06,2.6945585012e-01,2.3512555659e-01,2.1402673423e-01
235,5.0536291674e-02,1.4006418390e-02,-1.3165424159e+00,1.3820092598e-01,1.2634073225e-06,3.5016047072e-07,2.3954408864e-01,2.2837495571e-02,6.1672389507e-02,3.0781624839e-02,5.9154860675e-02,1.5418097519e-06,7.6954063388e-07,1.4788715816e-06,2.6945862174e-01,2.3513041437e-01,2.1404322982e-01
240,4.1881549483e-02,1.1863945803e-02,-1.3991348436e+00,1.4179860710e-01,1.0470387034e-06,2.9659861217e-07,2.3955159883e-01,2.2834534047e-02,5.1411606371e-02,2.5157703087e-02,4.9075338989e-02,1.2852900682e-06,6.2894258690e-07,1.2268834553e-06,2.6946243644e-01,2.3513801396e-01,2.1405434608e-01
245,3.4671700249e-02,1.0001354301e-02,-1.4820486134e+00,1.4479918814e-01,8.6679246654e-07,2.5003384166e-07,2.3955942194e-01,2.2831184595e-02,4.2851567268e-02,2.0588871092e-02,4.0574662387e-02,1.0712891481e-06,5.1472176210e-07,1.0143664895e-06,2.6946771145e-01,2.3514164984e-01,2.1406890452e-01
250,2.8508123631e-02,8.3181256070e-03,-1.5675479678e+00,1.4639621132e-01,7.1270308884e-07,2.0795313966e-07,2.3956618706e-01,2.2826827735e-02,3.5615295172e-02,1.6836477444e-02,3.3072598279e-02,8.9038235274e-07,4.2091193109e-07,8.2681498270e-07,2.6946935058e-01,2.3514772952e-01,2.1408148110e-01
255,2.3568162074e-02,6.9135532120e-03,-1.6503652817e+00,1.4687696777e-01,5.8920403490e-07,1.7283881991e-07,2.3957054317e-01,2.2821540084e-02,2.9689995572e-02,1.3905109838e-02,2.7109380811e-02,7.4224988111e-07,3.4762774703e-07,6.7773447654e-07,2.6946732402e-01,2.3515167832e-01,2.1409262717e-01
260,1.9569914167e-02,5.8323592485e-03,-1.7318507545e+00,1.4931699336e-01,4.8924784816e-07,1.4580896672e-07,2.3957700531e-01,2.2819678738e-02,2.4861115962e-02,1.1444622651e-02,2.2404003888e-02,6.2152787450e-07,2.8611557923e-07,5.6010009075e-07,2.6947191358e-01,2.3515701294e-01,2.1410208941e-01
265,1.6232711263e-02,4.9389698697e-03,-1.8141075081e+00,1.5275764902e-01,4.0581778175e-07,1.2347425098e-07,2.3958186309e-01,2.2818227073e-02,2.0795447752e-02,9.3713635579e-03,1.8531322479e-02,5.1988621408e-07,2.3428408724e-07,4.6328304393e-07,2.6947519183e-01,2.3516130447e-01,2.1410909295e-01
270,1.3486305873e-02,4.1395783741e-03,-1.8949911070e+00,1.5390027008e-01,3.3715765350e-07,1.0348945687e-07,2.3958531519e-01,2.2814669173e-02,1.7395945266e-02,7.7578667551e-03,1.5305105597e-02,4.3489862378e-07,1.9394667561e-07,3.8262766111e-07,2.6947456598e-01,2.3516391218e-01,2.1411746740e-01
275,1.1236631622e-02,3.4951522903e-03,-1.9749538164e+00,1.5612540436e-01,2.8091578959e-07,8.7378803150e-08,2.3958983024e-01,2.2812024240e-02,1.4574485831e-02,6.4104618505e-03,1.2724947184e-02,3.6436213691e-07,1.6026154981e-07,3.1812368206e-07,2.6947659254e-01,2.3516637087e-01,2.1412652731e-01
280,9.2761328754e-03,2.9175238231e-03,-2.0588569553e+00,1.5813271747e-01,2.3190331433e-07,7.2938087458e-08,2.3959271610e-01,2.2811237958e-02,1.2074815109e-02,5.2512534894e-03,1.0502330028e-02,3.0187035804e-07,1.3128133958e-07,2.6255824537e-07,2.6947858930e-01,2.3516903818e-01,2.1413052082e-01
285,7.6639903709e-03,2.4089090777e-03,-2.1415850208e+00,1.5738909267e-01,1.9159976716e-07,6.0222730706e-08,2.3959567149e-01,2.2809838772e-02,1.0023836046e-02,4.3562492356e-03,8.6118858308e-03,2.5059591735e-07,1.0890623514e-07,2.1529714900e-07,2.6947969198e-01,2.3517231643e-01,2.1413500607e-01
290,6.4121023752e-03,2.0265476330e-03,-2.2193015365e+00,1.5815115036e-01,1.6030255760e-07,5.0663688935e-08,2.3959993323e-01,2.2807548083e-02,8.4158126265e-03,3.6356481723e-03,7.1848463267e-03,2.1039531362e-07,9.0891205673e-08,1.7962115351e-07,2.6948189735e-01,2.3517453671e-01,2.1414336562e-01
295,5.3133793796e-03,1.7266111004e-03,-2.3023486636e+00,1.6227901709e-01,1.3283448178e-07,4.3165277816e-08,2.3960258563e-01,2.2806117529e-02,7.0811994374e-03,2.9707411304e-03,5.8881975710e-03,1.7702998889e-07,7.4268527328e-08,1.4720492914e-07,2.6948314905e-01,2.3517622054e-01,2.1414838731e-01
300,4.4243948068e-03,1.4379360629e-03,-2.3819051206e+00,1.6243363730e-01,1.1060987030e-07,3.5948403360e-08,2.3960458239e-01,2.2804215544e-02,5.8922120370e-03,2.4716241751e-03,4.9093482085e-03,1.4730530040e-07,6.1790601080e-08,1.2273370942e-07,2.6948273182e-01,2.3517838120e-01,2.1415263414e-01
305,3.6801568543e-03,1.2178024543e-03,-2.4627702458e+00,1.6482831133e-01,9.2003922703e-08,3.0445061423e-08,2.3960680763e-01,2.2803475833e-02,4.9569550902e-03,2.0408062264e-03,4.0427092463e-03,1.2392388271e-07,5.1020158764e-08,1.0106772663e-07,2.6948451996e-01,2.3517934978e-01,2.1415655315e-01
310,3.0453083261e-03,1.0319849171e-03,-2.5465999553e+00,1.6961806916e-01,7.6132709618e-08,2.5799624660e-08,2.3960797985e-01,2.2801958080e-02,4.1293641552e-03,1.6570496373e-03,3.3495111857e-03,1.0323410748e-07,4.1426240216e-08,8.3737781154e-08,2.6948398352e-01,2.3518007994e-01,2.1415987611e-01
315,2.5410688637e-03,8.6987447649e-04,-2.6256661605e+00,1.7069371273e-01,6.3526721069e-08,2.1746860809e-08,2.3960995177e-01,2.2800889152e-02,3.4721726552e-03,1.3792363461e-03,2.7717975900e-03,8.6804313071e-08,3.4480908795e-08,6.9294941341e-08,2.6948490739e-01,2.3518133163e-01,2.1416361630e-01
320,2.1035060830e-03,7.2900946197e-04,-2.7087562119e+00,1.7380953350e-01,5.2587653343e-08,1.8225237532e-08,2.3961172501e-01,2.2799790578e-02,2.8773234226e-03,1.1266082292e-03,2.3065865971e-03,7.1933087042e-08,2.8165205279e-08,5.7664667708e-08,2.6948550344e-01,2.3518262804e-01,2.1416704357e-01
325,1.7413272096e-03,6.0727931281e-04,-2.7911332000e+00,1.7457541593e-01,4.3533181208e-08,1.5181984308e-08,2.3961284260e-01,2.2798696322e-02,2.3922491819e-03,9.3067792477e-04,1.9010545220e-03,5.9806232855e-08,2.3266947480e-08,4.7526363289e-08,2.6948532462e-01,2.3518359661e-01,2.1416960657e-01
330,1.4524742728e-03,5.0965092810e-04,-2.8702355156e+00,1.7540766820e-01,3.6311856041e-08,1.2741272878e-08,2.3961414397e-01,2.2798297661e-02,2.0030173473e-03,7.7434687410e-04,1.5800585970e-03,5.0075431801e-08,1.9358671111e-08,3.9501465210e-08,2.6948612928e-01,2.3518490791e-01,2.1417139471e-01
335,1.2093672606e-03,4.2994092385e-04,-2.9506458311e+00,1.7774262218e-01,3.0234181973e-08,1.0748523786e-08,2.3961591721e-01,2.2797465447e-02,1.6775077675e-03,6.3928042073e-04,1.3113135938e-03,4.1937695983e-08,1.5982010382e-08,3.2782839554e-08,2.6948708296e-01,2.3518612981e-01,2.1417453885e-01
340,1.0044013422e-03,3.5642120630e-04,-3.0309072527e+00,1.7638557323e-01,2.5110033164e-08,8.9105292573e-09,2.3961640398e-01,2.2796834695e-02,1.3976659393e-03,5.3470983403e-04,1.0808282532e-03,3.4941646021e-08,1.3367746021e-08,2.7020707449e-08,2.6948684454e-01,2.3518647254e-01,2.1417589486e-01
345,8.4502281000e-04,3.0358447681e-04,-3.1070950870e+00,1.7983919913e-01,2.1125570922e-08,7.5896126259e-09,2.3961757123e-01,2.2796201175e-02,1.1767065153e-03,4.4309889199e-04,9.1526302276e-04,2.9417664749e-08,1.1077472273e-08,2.2881575745e-08,2.6948764920e-01,2.3518653214e-01,2.1417853236e-01
350,7.0070666455e-04,2.5450895241e-04,-3.1889535992e+00,1.8098664430e-01,1.7517667021e-08,6.3627240385e-09,2.3961807787e-01,2.2795742943e-02,9.8356767558e-04,3.6652127164e-04,7.5203104643e-04,2.4589192904e-08,9.1630321108e-09,1.8800776047e-08,2.6948747039e-01,2.3518735170e-01,2.1417941153e-01
355,5.8119264819e-04,2.1429181308e-04,-3.2708680551e+00,1.8243041907e-01,1.4529816165e-08,5.3572951283e-09,2.3961892724e-01,2.2795070036e-02,8.2474772353e-04,3.0323519604e-04,6.1559502501e-04,2.0618692531e-08,7.5808799238e-09,1.5389876040e-08,2.6948758960e-01,2.3518793285e-01,2.1418125927e-01
360,4.8520298636e-04,1.8087471145e-04,-3.3499640483e+00,1.8415465967e-01,1.2130074722e-08,4.5218680703e-09,2.3961980144e-01,2.2794690978e-02,6.9244008046e-04,2.5172650930e-04,5.1144236932e-04,1.7311002409e-08,6.2931624356e-09,1.2786059322e-08,2.6948818564e-01,2.3518830538e-01,2.1418291330e-01
365,4.0205888702e-04,1.5080570624e-04,-3.4318398934e+00,1.8455256469e-01,1.0051472247e-08,3.7701427216e-09,2.3962041239e-01,2.2794362235e-02,5.7655846467e-04,2.0862075326e-04,4.2099744314e-04,1.4413961580e-08,5.2155186836e-09,1.0524936478e-08,2.6948842406e-01,2.3518882692e-01,2.1418398619e-01
370,3.3311967369e-04,1.2547036304e-04,-3.5137186003e+00,1.8491113631e-01,8.3279922218e-09,3.1367591984e-09,2.3962092896e-01,2.2793993264e-02,4.7911226284e-04,1.7278014275e-04,3.4746661549e-04,1.1977807191e-08,4.3195038657e-09,8.6866656090e-09,2.6948857307e-01,2.3518911004e-01,2.1418510377e-01
375,2.7946132468e-04,1.0684365085e-04,-3.5910539265e+00,1.8754879319e-01,6.9865329078e-09,2.6710913018e-09,2.3962173859e-01,2.2793550814e-02,4.0467281360e-04,1.4361002832e-04,2.9010113212e-04,1.0116820270e-08,3.5902505413e-09,7.2525279116e-09,2.6948899031e-01,2.3518951237e-01,2.1418671310e-01
380,2.3101509820e-04,8.8623051514e-05,-3.6739319463e+00,1.8797912060e-01,5.7753775096e-09,2.2155762632e-09,2.3962220550e-01,2.2793309582e-02,3.3519274439e-04,1.1858282960e-04,2.3926972062e-04,8.3798186168e-09,2.9645708111e-09,5.9817431008e-09,2.6948922873e-01,2.3518979549e-01,2.1418759227e-01
385,1.9444837865e-04,7.4335762484e-05,-3.7485039436e+00,1.8730995085e-01,4.8612095090e-09,1.8583940002e-09,2.3962251345e-01,2.2793164255e-02,2.8172737802e-04,1.0005958757e-04,2.0155817037e-04,7.0431842580e-09,2.5014896821e-09,5.0389545869e-09,2.6948937774e-01,2.3519004881e-01,2.1418811381e-01
390,1.6079861477e-04,6.2336213646e-05,-3.8318085300e+00,1.8897171236e-01,4.0199653976e-09,1.5584052714e-09,2.3962314924e-01,2.2793049126e-02,2.3493685876e-04,8.2421553088e-05,1.6503743245e-04,5.8734213049e-09,2.0605388507e-09,4.1259360373e-09,2.6949003339e-01,2.3519025743e-01,2.1418915689e-01
