step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,9.9910428127e-01,9.2822949533e-04,-3.8936748465e-04,4.0352762056e-04,5.0015200178e-01,5.8674109353e-04,1.0001660585e+00,9.9924188852e-01,9.9790489674e-01,5.0005024672e-01,4.9948969483e-01,5.0091606379e-01
2,9.9910306931e-01,9.2818698928e-04,-3.8989428818e-04,4.0350965444e-04,5.0015242894e-01,5.8675920021e-04,1.0001647472e+00,9.9924075603e-01,9.9790370464e-01,5.0005060434e-01,4.9949014187e-01,5.0091654062e-01
3,9.9910058578e-01,9.2825811370e-04,-3.9097386947e-04,4.0354157186e-04,5.0015343229e-01,5.8677041310e-04,1.0001623631e+00,9.9923825264e-01,9.9790114164e-01,5.0005161762e-01,4.9949112535e-01,5.0091755390e-01
4,9.9909696976e-01,9.2830945921e-04,-3.9254572355e-04,4.0356536565e-04,5.0015493234e-01,5.8683682173e-04,1.0001587868e+00,9.9923467636e-01,9.9789744616e-01,5.0005304813e-01,4.9949258566e-01,5.0091916323e-01
5,9.9909226100e-01,9.2838647853e-04,-3.9459260112e-04,4.0360076814e-04,5.0015698870e-01,5.8687045935e-04,1.0001541376e+00,9.9923002720e-01,9.9789261818e-01,5.0005513430e-01,4.9949458241e-01,5.0092124939e-01
6,9.9908622106e-01,9.2855734684e-04,-3.9721817509e-04,4.0367749704e-04,5.0015954177e-01,5.8686269599e-04,1.0001482964e+00,9.9922400713e-01,9.9788635969e-01,5.0005763769e-01,4.9949717522e-01,5.0092381239e-01
7,9.9907896916e-01,9.2871433966e-04,-4.0037059274e-04,4.0374872474e-04,5.0016268094e-01,5.8688512062e-04,1.0001411438e+00,9.9921691418e-01,9.9787884951e-01,5.0006079674e-01,4.9950027466e-01,5.0092697144e-01
8,9.9907046556e-01,9.2882294522e-04,-4.0406712497e-04,4.0379942336e-04,5.0016633670e-01,5.8694031997e-04,1.0001326799e+00,9.9920856953e-01,9.9787014723e-01,5.0006437302e-01,4.9950391054e-01,5.0093072653e-01
9,9.9906049172e-01,9.2892564916e-04,-4.0840280736e-04,4.0384812848e-04,5.0017058849e-01,5.8709211947e-04,1.0001227856e+00,9.9919867516e-01,9.9786001444e-01,5.0006854534e-01,4.9950802326e-01,5.0093519688e-01
10,9.9904920657e-01,9.2908562610e-04,-4.1330858962e-04,4.0392229898e-04,5.0017544627e-01,5.8716544997e-04,1.0001115799e+00,9.9918758869e-01,9.9784845114e-01,5.0007325411e-01,4.9951288104e-01,5.0094020367e-01
11,9.9903629224e-01,9.2941648593e-04,-4.1892272879e-04,4.0407142886e-04,5.0018088023e-01,5.8725083428e-04,1.0000989437e+00,9.9917489290e-01,9.9783504009e-01,5.0007867813e-01,4.9951821566e-01,5.0094574690e-01
12,9.9902192752e-01,9.2964760501e-04,-4.2516740889e-04,4.0417777412e-04,5.0018698970e-01,5.8732418025e-04,1.0000847578e+00,9.9916070700e-01,9.9782031775e-01,5.0008463860e-01,4.9952432513e-01,5.0095200539e-01
13,9.9900587400e-01,9.2983628100e-04,-4.3214632729e-04,4.0426637587e-04,5.0019376477e-01,5.8752082697e-04,1.0000687838e+00,9.9914491177e-01,9.9780392647e-01,5.0009137392e-01,4.9953088164e-01,5.0095903873e-01
14,9.9898817142e-01,9.3022153472e-04,-4.3984234131e-04,4.0444112786e-04,5.0020121535e-01,5.8759846579e-04,1.0000513792e+00,9.9912750721e-01,9.9778562784e-01,5.0009876490e-01,4.9953827262e-01,5.0096660852e-01
15,9.9896872044e-01,9.3045866189e-04,-4.4829853740e-04,4.0455217891e-04,5.0020940105e-01,5.8771239159e-04,1.0000320673e+00,9.9910831451e-01,9.9776577950e-01,5.0010675192e-01,4.9954643846e-01,5.0097501278e-01
16,9.9894738197e-01,9.3079558467e-04,-4.5757552463e-04,4.0470740157e-04,5.0021833181e-01,5.8784953919e-04,1.0000109673e+00,9.9908727407e-01,9.9774390459e-01,5.0011563301e-01,4.9955523014e-01,5.0098413229e-01
17,9.9892403682e-01,9.3103875201e-04,-4.6772510496e-04,4.0482269010e-04,5.0022804737e-01,5.8792718798e-04,9.9998772144e-01,9.9906426668e-01,9.9772012234e-01,5.0012528896e-01,4.9956488609e-01,5.0099396706e-01
18,9.9889860551e-01,9.3141814420e-04,-4.7878198544e-04,4.0499802861e-04,5.0023859739e-01,5.8808249104e-04,9.9996262789e-01,9.9903905392e-01,9.9769413471e-01,5.0013571978e-01,4.9957531691e-01,5.0100475550e-01
19,9.9887104829e-01,9.3168408032e-04,-4.9076341101e-04,4.0512493296e-04,5.0025001168e-01,5.8820419166e-04,9.9993520975e-01,9.9901181459e-01,9.9766612053e-01,5.0014698505e-01,4.9958667159e-01,5.0101637840e-01
20,9.9884120623e-01,9.3204382604e-04,-5.0373865162e-04,4.0529355262e-04,5.0026233991e-01,5.8832242270e-04,9.9990564585e-01,9.9898225069e-01,9.9763572216e-01,5.0015920401e-01,4.9959892035e-01,5.0102889538e-01
21,9.9880890052e-01,9.3233252484e-04,-5.1778548004e-04,4.0543229297e-04,5.0027561188e-01,5.8846232453e-04,9.9987351894e-01,9.9895024300e-01,9.9760293961e-01,5.0017225742e-01,4.9961215258e-01,5.0104242563e-01
22,9.9877413114e-01,9.3264696029e-04,-5.3290403950e-04,4.0558324085e-04,5.0028984745e-01,5.8855119484e-04,9.9983894825e-01,9.9891579151e-01,9.9756765366e-01,5.0018644333e-01,4.9962630868e-01,5.0105679035e-01
23,9.9873673916e-01,9.3308693208e-04,-5.4916359911e-04,4.0578987684e-04,5.0030508637e-01,5.8872052625e-04,9.9980187416e-01,9.9887877703e-01,9.9752956629e-01,5.0020140409e-01,4.9964150786e-01,5.0107234716e-01
24,9.9869646629e-01,9.3340751455e-04,-5.6667650652e-04,4.0594578195e-04,5.0032156706e-01,5.8883179894e-04,9.9976176023e-01,9.9883890152e-01,9.9748873711e-01,5.0021785498e-01,4.9965786934e-01,5.0108897686e-01
25,9.9865341187e-01,9.3372208601e-04,-5.8539975789e-04,4.0610019347e-04,5.0033898155e-01,5.8887939442e-04,9.9971890450e-01,9.9879616499e-01,9.9744516611e-01,5.0023514032e-01,4.9967530370e-01,5.0110650063e-01
26,9.9860731761e-01,9.3400659210e-04,-6.0544582904e-04,4.0624284759e-04,5.0035763780e-01,5.8904529584e-04,9.9967283010e-01,9.9875062704e-01,9.9739849567e-01,5.0025355816e-01,4.9969390035e-01,5.0112545490e-01
27,9.9855810404e-01,9.3438493724e-04,-6.2684951798e-04,4.0642759018e-04,5.0037744641e-01,5.8916776524e-04,9.9962377548e-01,9.9870193005e-01,9.9734860659e-01,5.0027334690e-01,4.9971356988e-01,5.0114542246e-01
28,9.9850567182e-01,9.3476339614e-04,-6.4965419518e-04,4.0661371140e-04,5.0039854646e-01,5.8927487238e-04,9.9957150221e-01,9.9865001440e-01,9.9729549885e-01,5.0029432774e-01,4.9973461032e-01,5.0116670132e-01
29,9.9844984214e-01,9.3506479148e-04,-6.7393782836e-04,4.0676769532e-04,5.0042092800e-01,5.8939669750e-04,9.9951577187e-01,9.9859464169e-01,9.9723911285e-01,5.0031656027e-01,4.9975693226e-01,5.0118929148e-01
30,9.9839031696e-01,9.3539509320e-04,-6.9983034736e-04,4.0693579576e-04,5.0044460098e-01,5.8957034254e-04,9.9945634604e-01,9.9853563309e-01,9.9717897177e-01,5.0034004450e-01,4.9978050590e-01,5.0121325254e-01
31,9.9832735459e-01,9.3582534979e-04,-7.2721970827e-04,4.0714881717e-04,5.0046966473e-01,5.8972163290e-04,9.9939358234e-01,9.9847322702e-01,9.9711525440e-01,5.0036489964e-01,4.9980551004e-01,5.0123858452e-01
32,9.9826045831e-01,9.3625573583e-04,-7.5632224598e-04,4.0736352740e-04,5.0049624840e-01,5.8983939396e-04,9.9932688475e-01,9.9840688705e-01,9.9704760313e-01,5.0039124489e-01,4.9983209372e-01,5.0126540661e-01
33,9.9818960826e-01,9.3670264287e-04,-7.8714695579e-04,4.0758704099e-04,5.0052425265e-01,5.8996837932e-04,9.9925631285e-01,9.9833649397e-01,9.9697601795e-01,5.0041902065e-01,4.9986007810e-01,5.0129365921e-01
34,9.9811480443e-01,9.3710751504e-04,-8.1969418040e-04,4.0779393311e-04,5.0055367748e-01,5.9010858260e-04,9.9918168783e-01,9.9826222658e-01,9.9690049887e-01,5.0044822693e-01,4.9988946319e-01,5.0132334232e-01
35,9.9803582827e-01,9.3754139368e-04,-8.5405943804e-04,4.0801520316e-04,5.0058480104e-01,5.9028235761e-04,9.9910289049e-01,9.9818384647e-01,9.9682074785e-01,5.0047916174e-01,4.9992048740e-01,5.0135475397e-01
36,9.9795250098e-01,9.3797542260e-04,-8.9032096565e-04,4.0823835391e-04,5.0061740478e-01,5.9038147274e-04,9.9901974201e-01,9.9810111523e-01,9.9673664570e-01,5.0051146746e-01,4.9995315075e-01,5.0138759613e-01
37,9.9786476294e-01,9.3843852030e-04,-9.2850519123e-04,4.0847601800e-04,5.0065165758e-01,5.9050300421e-04,9.9893218279e-01,9.9801403284e-01,9.9664807320e-01,5.0054544210e-01,4.9998742342e-01,5.0142210722e-01
38,9.9777263403e-01,9.3885661819e-04,-9.6860394348e-04,4.0869594537e-04,5.0068761905e-01,5.9063619739e-04,9.9884015322e-01,9.9792259932e-01,9.9655514956e-01,5.0058126450e-01,5.0002330542e-01,5.0145828724e-01
39,9.9767585595e-01,9.3927492923e-04,-1.0107302048e-03,4.0891791205e-04,5.0072522958e-01,5.9078373848e-04,9.9874347448e-01,9.9782651663e-01,9.9645757675e-01,5.0061857700e-01,5.0006091595e-01,5.0149619579e-01
40,9.9757432938e-01,9.3973540511e-04,-1.0549278304e-03,4.0916020516e-04,5.0076458851e-01,5.9092774770e-04,9.9864214659e-01,9.9772560596e-01,9.9635523558e-01,5.0065767765e-01,5.0010025501e-01,5.0153583288e-01
41,9.9746807416e-01,9.4021209853e-04,-1.1011887912e-03,4.0941160864e-04,5.0080561638e-01,5.9110134081e-04,9.9853599072e-01,9.9762016535e-01,9.9624806643e-01,5.0069838762e-01,5.0014126301e-01,5.0157719851e-01
42,9.9735677242e-01,9.4068262763e-04,-1.1496521613e-03,4.0966243124e-04,5.0084849199e-01,5.9119719045e-04,9.9842482805e-01,9.9750959873e-01,9.9613589048e-01,5.0074100494e-01,5.0018417835e-01,5.0162029266e-01
43,9.9724060297e-01,9.4118566820e-04,-1.2002408206e-03,4.0992950039e-04,5.0089321534e-01,5.9137091340e-04,9.9830877781e-01,9.9739426374e-01,9.9601876736e-01,5.0078541040e-01,5.0022888184e-01,5.0166535378e-01
44,9.9711928765e-01,9.4166647425e-04,-1.2530766390e-03,4.1018906954e-04,5.0093974670e-01,5.9154107592e-04,9.9818754196e-01,9.9727380276e-01,9.9589651823e-01,5.0083166361e-01,5.0027537346e-01,5.0171220303e-01
45,9.9699290593e-01,9.4219593891e-04,-1.3081258465e-03,4.1047198653e-04,5.0098800659e-01,5.9169262176e-04,9.9806129932e-01,9.9714827538e-01,9.9576914310e-01,5.0087958574e-01,5.0032365322e-01,5.0176078081e-01
46,9.9686123927e-01,9.4272901294e-04,-1.3654844797e-03,4.1075873764e-04,5.0103827318e-01,5.9181829757e-04,9.9792975187e-01,9.9701750278e-01,9.9563646317e-01,5.0092953444e-01,5.0037395954e-01,5.0181132555e-01
47,9.9672426780e-01,9.4330083758e-04,-1.4251621243e-03,4.1106460441e-04,5.0109042724e-01,5.9199596113e-04,9.9779301882e-01,9.9688130617e-01,9.9549847841e-01,5.0098133087e-01,5.0042611361e-01,5.0186383724e-01
48,9.9658197165e-01,9.4379288083e-04,-1.4871683448e-03,4.1133804003e-04,5.0114448865e-01,5.9212546586e-04,9.9765074253e-01,9.9673998356e-01,9.9535518885e-01,5.0103503466e-01,5.0048023462e-01,5.0191819668e-01
49,9.9643427134e-01,9.4430783878e-04,-1.5515388179e-03,4.1162376936e-04,5.0120041768e-01,5.9225138309e-04,9.9750310183e-01,9.9659323692e-01,9.9520647526e-01,5.0109064579e-01,5.0053620338e-01,5.0197440386e-01
50,9.9628110727e-01,9.4484567772e-04,-1.6183005765e-03,4.1192181250e-04,5.0125839313e-01,5.9240334360e-04,9.9735003710e-01,9.9644100666e-01,9.9505227804e-01,5.0114828348e-01,5.0059419870e-01,5.0203269720e-01
51,9.9612241983e-01,9.4545467855e-04,-1.6874807288e-03,4.1225325711e-04,5.0131823619e-01,5.9259992655e-04,9.9719154835e-01,9.9628323317e-01,9.9489247799e-01,5.0120782852e-01,5.0065398216e-01,5.0209289789e-01
52,9.9595826864e-01,9.4611573855e-04,-1.7590544300e-03,4.1260978656e-04,5.0138014555e-01,5.9271494129e-04,9.9702763557e-01,9.9612003565e-01,9.9472713470e-01,5.0126928091e-01,5.0071603060e-01,5.0215512514e-01
53,9.9578853448e-01,9.4671325816e-04,-1.8330748051e-03,4.1294106311e-04,5.0144392252e-01,5.9294138806e-04,9.9685800076e-01,9.9595135450e-01,9.9455624819e-01,5.0133270025e-01,5.0077974796e-01,5.0221931934e-01
54,9.9561321735e-01,9.4741130194e-04,-1.9095431713e-03,4.1331863732e-04,5.0150974592e-01,5.9308622783e-04,9.9668288231e-01,9.9577713013e-01,9.9437963963e-01,5.0139826536e-01,5.0084555149e-01,5.0228542089e-01
55,9.9543225765e-01,9.4797701051e-04,-1.9884867277e-03,4.1364090593e-04,5.0157749653e-01,5.9322010333e-04,9.9650204182e-01,9.9559712410e-01,9.9419760704e-01,5.0146561861e-01,5.0091338158e-01,5.0235348940e-01
56,9.9524565538e-01,9.4865359659e-04,-2.0699069230e-03,4.1401407560e-04,5.0164733330e-01,5.9334282505e-04,9.9631559849e-01,9.9541163445e-01,9.9400973320e-01,5.0153517723e-01,5.0098323822e-01,5.0242358446e-01
57,9.9505333106e-01,9.4930132271e-04,-2.1538397757e-03,4.1437715371e-04,5.0171913703e-01,5.9354359204e-04,9.9612343311e-01,9.9522036314e-01,9.9381619692e-01,5.0160664320e-01,5.0105500221e-01,5.0249576569e-01
58,9.9485528469e-01,9.4996007075e-04,-2.2402867566e-03,4.1474760535e-04,5.0179290771e-01,5.9372598844e-04,9.9592548609e-01,9.9502348900e-01,9.9361687899e-01,5.0168001652e-01,5.0112879276e-01,5.0256991386e-01
59,9.9465165536e-01,9.5064178427e-04,-2.3291886436e-03,4.1513055816e-04,5.0186872482e-01,5.9392313854e-04,9.9572199583e-01,9.9482101202e-01,9.9341195822e-01,5.0175553560e-01,5.0120455027e-01,5.0264608860e-01
60,9.9444224437e-01,9.5132406573e-04,-2.4206337005e-03,4.1551633234e-04,5.0194664796e-01,5.9410952794e-04,9.9551272392e-01,9.9461275339e-01,9.9320125580e-01,5.0183302164e-01,5.0128251314e-01,5.0272440910e-01
61,9.9422711134e-01,9.5201766521e-04,-2.5145974986e-03,4.1590964288e-04,5.0202645858e-01,5.9428843147e-04,9.9529767036e-01,9.9439889193e-01,9.9298477173e-01,5.0191247463e-01,5.0136232376e-01,5.0280457735e-01
62,9.9400625626e-01,9.5287547869e-04,-2.6110817328e-03,4.1637726034e-04,5.0210833549e-01,5.9451946126e-04,9.9507713318e-01,9.9417924881e-01,9.9276238680e-01,5.0199395418e-01,5.0144416094e-01,5.0288689137e-01
63,9.9377973874e-01,9.5364826054e-04,-2.7100619265e-03,4.1681033166e-04,5.0219221910e-01,5.9467636304e-04,9.9485075474e-01,9.9395406246e-01,9.9253439903e-01,5.0207746029e-01,5.0152808428e-01,5.0297111273e-01
64,9.9354751905e-01,9.5454060222e-04,-2.8115572370e-03,4.1729825864e-04,5.0227816900e-01,5.9490375923e-04,9.9461883307e-01,9.9372315407e-01,9.9230057001e-01,5.0216305256e-01,5.0161397457e-01,5.0305747986e-01
65,9.9330961704e-01,9.5538171773e-04,-2.9155606641e-03,4.1776639282e-04,5.0236606598e-01,5.9518330185e-04,9.9438118935e-01,9.9348652363e-01,9.9206113815e-01,5.0225055218e-01,5.0170177221e-01,5.0314587355e-01
66,9.9306615194e-01,9.5629025880e-04,-3.0220219209e-03,4.1826664459e-04,5.0245604912e-01,5.9536653788e-04,9.9413794279e-01,9.9324452877e-01,9.9181598425e-01,5.0234013796e-01,5.0179177523e-01,5.0323623419e-01
67,9.9281700452e-01,9.5726272419e-04,-3.1309949545e-03,4.1879747703e-04,5.0254793962e-01,5.9556816767e-04,9.9388915300e-01,9.9299675226e-01,9.9156510830e-01,5.0243169069e-01,5.0188362598e-01,5.0332850218e-01
68,9.9256229401e-01,9.5824345259e-04,-3.2424294661e-03,4.1933456660e-04,5.0264181693e-01,5.9582585054e-04,9.9363476038e-01,9.9274349213e-01,9.9130862951e-01,5.0252515078e-01,5.0197744370e-01,5.0342285633e-01
69,9.9230192105e-01,9.5922503097e-04,-3.3563708186e-03,4.1987470096e-04,5.0273776054e-01,5.9610579513e-04,9.9337470531e-01,9.9248456955e-01,9.9104648829e-01,5.0262069702e-01,5.0207328796e-01,5.0351929665e-01
70,9.9203610420e-01,9.6020364782e-04,-3.4727252993e-03,4.2041611859e-04,5.0283561150e-01,5.9627771924e-04,9.9310922623e-01,9.9222016335e-01,9.9077892303e-01,5.0271826982e-01,5.0217109919e-01,5.0361746550e-01
71,9.9176468452e-01,9.6121291543e-04,-3.5915644570e-03,4.2097364715e-04,5.0293540955e-01,5.9643539812e-04,9.9283814430e-01,9.9195021391e-01,9.9050569534e-01,5.0281769037e-01,5.0227093697e-01,5.0371760130e-01
72,9.9148788055e-01,9.6229728372e-04,-3.7127946119e-03,4.2156667769e-04,5.0303711494e-01,5.9650321056e-04,9.9256175756e-01,9.9167490005e-01,9.9022698402e-01,5.0291919708e-01,5.0237268209e-01,5.0381946564e-01
