alpha,Q_Y_mean,Q_Y_std,Loss_mean,Loss_std,Steps_mean,qy_replica_0,qy_replica_1,qy_replica_2,qy_replica_3,qy_replica_4,qy_replica_5,qy_replica_6,qy_replica_7,qy_replica_8,qy_replica_9
0.5,6.688172688882333e-05,0.00029543714789308386,0.04118473269045353,0.0007852181724417456,500.0,-3.72422109649051e-05,-7.374644337687641e-05,0.00027232433785684407,-9.907475032377988e-05,8.968864858616143e-05,0.00025870342506095767,-0.00012282328680157661,0.0008038334199227393,-0.00023546777083538473,-0.00018737810023594648
1.0,0.0004175421869149432,0.0003769588910057822,0.10145168080925941,0.002504371725516391,500.0,0.00044965677079744637,-5.0533475587144494e-05,0.00011625014303717762,0.0012785553699359298,0.0002236559084849432,2.900592517107725e-05,0.000789283833000809,0.00029130512848496437,0.0004832849954254925,0.000564957270398736
1.5,0.00047617390046070793,0.0005162026052396582,0.16441323310136796,0.003660496018289178,500.0,5.717393651138991e-05,0.0017379337223246694,0.00022039382020011544,0.00017492524057161063,-5.6784778280416504e-05,0.0010189464082941413,0.0001470606803195551,0.0006757559021934867,0.00038086745189502835,0.00040546662057749927
2.0,0.0031983039574697615,0.0008278927982480047,0.22063907086849213,0.0033926698649345845,500.0,0.0035881423391401768,0.0037433055695146322,0.00403439998626709,0.0022259089164435863,0.0025899934116750956,0.002718259347602725,0.003587813815101981,0.004799036309123039,0.0023385726381093264,0.002357607241719961
2.5,0.014457289036363364,0.00338223578274231,0.2736509442329407,0.0043465040949634175,500.0,0.01777072623372078,0.018713321536779404,0.0174991674721241,0.01293021347373724,0.014174489304423332,0.015142424963414669,0.017723632976412773,0.012461562640964985,0.008505416102707386,0.009651935659348965
3.0,0.34022832959890364,0.23268456159128914,0.27962436378002165,0.03409763546816958,500.0,0.3367196321487427,0.8341608047485352,0.40638187527656555,0.06811229884624481,0.24907135963439941,0.3117927312850952,0.6808260083198547,0.24756476283073425,0.12670502066612244,0.1409488022327423
3.5,0.8775265038013458,0.03861293439295812,0.21955960988998413,0.00815986798994456,420.5,0.8864057660102844,0.8919434547424316,0.8849232196807861,0.8819631934165955,0.8936753869056702,0.7623978853225708,0.8913697004318237,0.8925842642784119,0.8964195847511292,0.8935825824737549
4.0,0.9174733281135559,0.00479692327713886,0.22275641113519667,0.0022262530374363315,271.0,0.9141104817390442,0.9186577796936035,0.9073560833930969,0.9117211699485779,0.9240818023681641,0.91888427734375,0.9182742834091187,0.9184083342552185,0.922059178352356,0.9211798906326294
4.5,0.9340565741062165,0.003785758669030669,0.22653200179338456,0.0024184897574776438,181.0,0.9321023225784302,0.9332504868507385,0.9264215230941772,0.9289863705635071,0.9379584193229675,0.9353804588317871,0.9338482022285461,0.9367338418960571,0.938425600528717,0.9374585151672363
5.0,0.9452763795852661,0.00424993135205769,0.2287911891937256,0.0021269654909184497,161.0,0.9428144097328186,0.9442386031150818,0.9355996251106262,0.9409927129745483,0.9505187273025513,0.9480907320976257,0.9466149210929871,0.9469562768936157,0.9492073655128479,0.9477304220199585
