step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
106,1.9898234208e+00,6.7584245547e-03,2.9881203014e-01,1.4764724739e-03,3.6648672904e-04,7.8359708759e-04,1.9926400185e+00,1.9805053473e+00,1.9963248968e+00,5.9321562730e-05,1.4421722153e-03,-4.0203359094e-04
107,1.9897990624e+00,6.7918267363e-03,2.9880668874e-01,1.4837985910e-03,3.6385250981e-04,7.7998135301e-04,1.9926400185e+00,1.9804325104e+00,1.9963246584e+00,5.9321759181e-05,1.4342693612e-03,-4.0203359094e-04
108,1.9897774458e+00,6.8216413951e-03,2.9880194830e-01,1.4903379442e-03,3.6122442422e-04,7.7637454761e-04,1.9926400185e+00,1.9803676605e+00,1.9963246584e+00,5.9322108427e-05,1.4263842022e-03,-4.0203303797e-04
109,1.9897582531e+00,6.8483972278e-03,2.9879773907e-01,1.4962063473e-03,3.5862023166e-04,7.7280154614e-04,1.9926400185e+00,1.9803097248e+00,1.9963250160e+00,5.9322715970e-05,1.4185706386e-03,-4.0203265962e-04
110,1.9897409678e+00,6.8719686928e-03,2.9879394845e-01,1.5013768817e-03,3.5605856586e-04,7.6928746581e-04,1.9926400185e+00,1.9802582264e+00,1.9963246584e+00,5.9323399910e-05,1.4108840842e-03,-4.0203178651e-04
111,1.9897259871e+00,6.8926422734e-03,2.9879066298e-01,1.5059116589e-03,3.5355653624e-04,7.6585694568e-04,1.9926400185e+00,1.9802132845e+00,1.9963246584e+00,5.9323829191e-05,1.4033775078e-03,-4.0203172830e-04
112,1.9897129138e+00,6.9106862094e-03,2.9878779575e-01,1.5098697024e-03,3.5113100724e-04,7.6253210189e-04,1.9926400185e+00,1.9801740646e+00,1.9963246584e+00,5.9324160247e-05,1.3961002696e-03,-4.0203140816e-04
113,1.9897018274e+00,6.9259897429e-03,2.9878536423e-01,1.5132266828e-03,3.4879798113e-04,7.5933453999e-04,1.9926400185e+00,1.9801408052e+00,1.9963246584e+00,5.9324727772e-05,1.3890999835e-03,-4.0203076787e-04
114,1.9896927675e+00,6.9384970999e-03,2.9878337716e-01,1.5159703354e-03,3.4657240515e-04,7.5628533839e-04,1.9926400185e+00,1.9801136255e+00,1.9963246584e+00,5.9325000620e-05,1.3824225171e-03,-4.0203030221e-04
115,1.9896856149e+00,6.9483721150e-03,2.9878180839e-01,1.5181365753e-03,3.4446758461e-04,7.5340209474e-04,1.9926400185e+00,1.9800921679e+00,1.9963246584e+00,5.9325546317e-05,1.3761069858e-03,-4.0202977834e-04
116,1.9896805684e+00,6.9553399022e-03,2.9878070153e-01,1.5196650829e-03,3.4249624150e-04,7.5070254106e-04,1.9926400185e+00,1.9800770283e+00,1.9963246584e+00,5.9326172050e-05,1.3701921562e-03,-4.0202960372e-04
117,1.9896774689e+00,6.9595477183e-03,2.9878002178e-01,1.5205881628e-03,3.4066896236e-04,7.4820083598e-04,1.9926398993e+00,1.9800678492e+00,1.9963246584e+00,5.9326681367e-05,1.3647095766e-03,-4.0202937089e-04
118,1.9896764358e+00,6.9610460618e-03,2.9877979512e-01,1.5209168387e-03,3.3899580982e-04,7.4591031330e-04,1.9926400185e+00,1.9800646305e+00,1.9963246584e+00,5.9327052440e-05,1.3596890494e-03,-4.0202867240e-04
119,1.9896773895e+00,6.9597292353e-03,2.9878000429e-01,1.5206279669e-03,3.3748393980e-04,7.4384114005e-04,1.9926400185e+00,1.9800674915e+00,1.9963246584e+00,5.9327245253e-05,1.3551526936e-03,-4.0202811942e-04
120,1.9896802505e+00,6.9557788294e-03,2.9878063181e-01,1.5197613698e-03,3.3613880805e-04,7.4200026673e-04,1.9926400185e+00,1.9800760746e+00,1.9963246584e+00,5.9327852796e-05,1.3511162251e-03,-4.0202765376e-04
121,1.9896848599e+00,6.9494145180e-03,2.9878164280e-01,1.5183652442e-03,3.3496474377e-04,7.4039362904e-04,1.9926400185e+00,1.9800899029e+00,1.9963246584e+00,5.9328416683e-05,1.3475929154e-03,-4.0202710079e-04
122,1.9896910985e+00,6.9408012082e-03,2.9878301111e-01,1.5164757757e-03,3.3396286502e-04,7.3902298957e-04,1.9926400185e+00,1.9801086187e+00,1.9963246584e+00,5.9328711359e-05,1.3445866061e-03,-4.0202672244e-04
123,1.9896985292e+00,6.9303275696e-03,2.9878464104e-01,1.5141782829e-03,3.3313258488e-04,7.3788701709e-04,1.9926396608e+00,1.9801312685e+00,1.9963246584e+00,5.9329217038e-05,1.3420948526e-03,-4.0202631499e-04
124,1.9897074302e+00,6.9182554891e-03,2.9878659307e-01,1.5115300913e-03,3.3247117365e-04,7.3698184233e-04,1.9926400185e+00,1.9801576138e+00,1.9963246584e+00,5.9329922806e-05,1.3401093893e-03,-4.0202579112e-04
125,1.9897170464e+00,6.9047670986e-03,2.9878870228e-01,1.5085713469e-03,3.3197305917e-04,7.3630014662e-04,1.9926396608e+00,1.9801868200e+00,1.9963246584e+00,5.9330526710e-05,1.3386140345e-03,-4.0202538366e-04
126,1.9897275368e+00,6.8902885772e-03,2.9879100302e-01,1.5053954119e-03,3.3163117769e-04,7.3583172410e-04,1.9926396608e+00,1.9802182913e+00,1.9963246584e+00,5.9331228840e-05,1.3375869021e-03,-4.0202459786e-04
127,1.9897385836e+00,6.8751871060e-03,2.9879342562e-01,1.5020828530e-03,3.3143606682e-04,7.3556434051e-04,1.9926398993e+00,1.9802511930e+00,1.9963246584e+00,5.9331639932e-05,1.3370006345e-03,-4.0202407399e-04
128,1.9897498687e+00,6.8594719595e-03,2.9879590068e-01,1.4986357996e-03,3.3137659921e-04,7.3548258670e-04,1.9926396608e+00,1.9802852869e+00,1.9963246584e+00,5.9331876400e-05,1.3368215878e-03,-4.0202366654e-04
129,1.9897612333e+00,6.8437921608e-03,2.9879839303e-01,1.4951965282e-03,3.3144030507e-04,7.3556899353e-04,1.9926396608e+00,1.9803193808e+00,1.9963246584e+00,5.9332422097e-05,1.3370116940e-03,-4.0202320088e-04
130,1.9897727966e+00,6.8278401118e-03,2.9880092890e-01,1.4916975999e-03,3.3161276345e-04,7.3580378853e-04,1.9926396608e+00,1.9803540707e+00,1.9963246584e+00,5.9333146055e-05,1.3375276467e-03,-4.0202250239e-04
131,1.9897843202e+00,6.8119447724e-03,2.9880345601e-01,1.4882111700e-03,3.3187967832e-04,7.3616814954e-04,1.9926396608e+00,1.9803886414e+00,1.9963246584e+00,5.9333768149e-05,1.3383275364e-03,-4.0202226955e-04
132,1.9897957643e+00,6.7961609379e-03,2.9880596565e-01,1.4847492562e-03,3.3222493463e-04,7.3663984426e-04,1.9926396608e+00,1.9804229736e+00,1.9963246584e+00,5.9334022808e-05,1.3393628178e-03,-4.0202203672e-04
133,1.9898071289e+00,6.7803955918e-03,2.9880845789e-01,1.4812915309e-03,3.3263405809e-04,7.3719797039e-04,1.9926396608e+00,1.9804571867e+00,1.9963245392e+00,5.9334666730e-05,1.3405884383e-03,-4.0202093078e-04
134,1.9898186525e+00,6.7647849599e-03,2.9881098466e-01,1.4778674980e-03,3.3309042071e-04,7.3782105033e-04,1.9926396608e+00,1.9804913998e+00,1.9963248968e+00,5.9335292462e-05,1.3419562019e-03,-4.0202023229e-04
135,1.9898299376e+00,6.7492259886e-03,2.9881345932e-01,1.4744550770e-03,3.3357905219e-04,7.3848865885e-04,1.9926396608e+00,1.9805252552e+00,1.9963248968e+00,5.9335721744e-05,1.3434212888e-03,-4.0201985394e-04
136,1.9898412625e+00,6.7332419726e-03,2.9881594292e-01,1.4709497915e-03,3.3408576686e-04,7.3918100235e-04,1.9926396608e+00,1.9805597067e+00,1.9963244200e+00,5.9335976403e-05,1.3449406251e-03,-4.0201930096e-04
137,1.9898527861e+00,6.7175442020e-03,2.9881846963e-01,1.4675068968e-03,3.3459784148e-04,7.3988021011e-04,1.9926396608e+00,1.9805940390e+00,1.9963246584e+00,5.9336915001e-05,1.3464752119e-03,-4.0201860247e-04
138,1.9898642699e+00,6.7015309698e-03,2.9882098786e-01,1.4639951740e-03,3.3510191376e-04,7.4056923789e-04,1.9926396608e+00,1.9806287289e+00,1.9963244200e+00,5.9337246057e-05,1.3479868649e-03,-4.0201836964e-04
139,1.9898760319e+00,6.6855087064e-03,2.9882356676e-01,1.4604812343e-03,3.3558884509e-04,7.4123415437e-04,1.9926396608e+00,1.9806637764e+00,1.9963246584e+00,5.9337813582e-05,1.3494461309e-03,-4.0201740921e-04
140,1.9898877939e+00,6.6695817020e-03,2.9882614555e-01,1.4569881721e-03,3.3604813992e-04,7.4186203075e-04,1.9926396608e+00,1.9806987047e+00,1.9963250160e+00,5.9338242863e-05,1.3508234406e-03,-4.0201726370e-04
141,1.9898994764e+00,6.6532076942e-03,2.9882870728e-01,1.4533975868e-03,3.3647315771e-04,7.4244237087e-04,1.9926396608e+00,1.9807341099e+00,1.9963246584e+00,5.9339217842e-05,1.3520969078e-03,-4.0201665252e-04
142,1.9899110794e+00,6.6371314173e-03,2.9883125140e-01,1.4498722071e-03,3.3685777938e-04,7.4296777387e-04,1.9926396608e+00,1.9807690382e+00,1.9963245392e+00,5.9339843574e-05,1.3532496523e-03,-4.0201615775e-04
143,1.9899225235e+00,6.6212760980e-03,2.9883376062e-01,1.4463953419e-03,3.3719744776e-04,7.4343186147e-04,1.9926396608e+00,1.9808034897e+00,1.9963244200e+00,5.9340156440e-05,1.3542678207e-03,-4.0201563388e-04
144,1.9899338484e+00,6.6056801087e-03,2.9883624360e-01,1.4429753297e-03,3.3749042753e-04,7.4383211552e-04,1.9926396608e+00,1.9808374643e+00,1.9963244200e+00,5.9340509324e-05,1.3551459415e-03,-4.0201516822e-04
145,1.9899448951e+00,6.5904691189e-03,2.9883866555e-01,1.4396397985e-03,3.3773530474e-04,7.4416639104e-04,1.9926396608e+00,1.9808706045e+00,1.9963244200e+00,5.9341055021e-05,1.3558794744e-03,-4.0201461525e-04
146,1.9899555445e+00,6.5758071134e-03,2.9884100035e-01,1.4364247026e-03,3.3793214849e-04,7.4443469361e-04,1.9926396608e+00,1.9809025526e+00,1.9963244200e+00,5.9341738961e-05,1.3564685360e-03,-4.0201382944e-04
147,1.9899657965e+00,6.5616939028e-03,2.9884324799e-01,1.4333299949e-03,3.3808209870e-04,7.4463932348e-04,1.9926396608e+00,1.9809333086e+00,1.9963244200e+00,5.9342342865e-05,1.3569175499e-03,-4.0201359661e-04
148,1.9899756114e+00,6.5482287190e-03,2.9884539973e-01,1.4303773076e-03,3.3818744366e-04,7.4478259115e-04,1.9926394224e+00,1.9809627533e+00,1.9963246584e+00,5.9342892200e-05,1.3572323369e-03,-4.0201289812e-04
149,1.9899849892e+00,6.5353928328e-03,2.9884745560e-01,1.4275627572e-03,3.3825040979e-04,7.4486766095e-04,1.9926395416e+00,1.9809907675e+00,1.9963246584e+00,5.9343692556e-05,1.3574196491e-03,-4.0201211232e-04
150,1.9899936914e+00,6.5231597998e-03,2.9884936358e-01,1.4248806022e-03,3.3827335331e-04,7.4489838151e-04,1.9926394224e+00,1.9810172319e+00,1.9963244200e+00,5.9344100009e-05,1.3574875193e-03,-4.0201155934e-04
151,1.9900020758e+00,6.5117642380e-03,2.9885120156e-01,1.4223819262e-03,3.3825892630e-04,7.4487792208e-04,1.9926396608e+00,1.9810421467e+00,1.9963244200e+00,5.9344707552e-05,1.3574431650e-03,-4.0201109368e-04
152,1.9900099039e+00,6.5010386662e-03,2.9885291763e-01,1.4200300879e-03,3.3820914662e-04,7.4480909347e-04,1.9926394224e+00,1.9810656309e+00,1.9963246584e+00,5.9345311456e-05,1.3572927564e-03,-4.0201062802e-04
153,1.9900171757e+00,6.4910344448e-03,2.9885451175e-01,1.4178365601e-03,3.3812624194e-04,7.4469447530e-04,1.9926394224e+00,1.9810874462e+00,1.9963246584e+00,5.9346482885e-05,1.3570422307e-03,-4.0200998774e-04
154,1.9900238117e+00,6.4819056732e-03,2.9885596649e-01,1.4158350043e-03,3.3801024256e-04,7.4453499684e-04,1.9926394224e+00,1.9811073542e+00,1.9963246584e+00,5.9347090428e-05,1.3566931011e-03,-4.0200946387e-04
155,1.9900300105e+00,6.4733788592e-03,2.9885732539e-01,1.4139654502e-03,3.3786238055e-04,7.4433175559e-04,1.9926394224e+00,1.9811259508e+00,1.9963246584e+00,5.9347716160e-05,1.3562481618e-03,-4.0200873627e-04
156,1.9900352955e+00,6.4659231026e-03,2.9885848406e-01,1.4123308909e-03,3.3768172701e-04,7.4408351641e-04,1.9926394224e+00,1.9811420441e+00,1.9963244200e+00,5.9348105424e-05,1.3557047350e-03,-4.0200765943e-04
157,1.9900401433e+00,6.4592555588e-03,2.9885954677e-01,1.4108690163e-03,3.3746820069e-04,7.4379074415e-04,1.9926394224e+00,1.9811565876e+00,1.9963244200e+00,5.9348771174e-05,1.3550631702e-03,-4.0200733929e-04
158,1.9900443157e+00,6.4535174149e-03,2.9886046140e-01,1.4096109232e-03,3.3722080237e-04,7.4345158359e-04,1.9926394224e+00,1.9811691046e+00,1.9963244200e+00,5.9349218645e-05,1.3543199748e-03,-4.0200678632e-04
159,1.9900477330e+00,6.4488178202e-03,2.9886121051e-01,1.4085805387e-03,3.3693838729e-04,7.4306424245e-04,1.9926394224e+00,1.9811793566e+00,1.9963244200e+00,5.9349884395e-05,1.3534713071e-03,-4.0200602962e-04
160,1.9900505940e+00,6.4448834273e-03,2.9886183768e-01,1.4077179285e-03,3.3662013084e-04,7.4262835553e-04,1.9926394224e+00,1.9811879396e+00,1.9963244200e+00,5.9350331867e-05,1.3525157701e-03,-4.0200570947e-04
161,1.9900528193e+00,6.4420100965e-03,2.9886232534e-01,1.4070878122e-03,3.3626599785e-04,7.4214294298e-04,1.9926394224e+00,1.9811943769e+00,1.9963246584e+00,5.9351386881e-05,1.3514518505e-03,-4.0200524381e-04
162,1.9900543690e+00,6.4398790876e-03,2.9886266505e-01,1.4066205944e-03,3.3587578461e-04,7.4160862080e-04,1.9926394224e+00,1.9811990261e+00,1.9963246584e+00,5.9351914388e-05,1.3502803631e-03,-4.0200492367e-04
163,1.9900553226e+00,6.4385677177e-03,2.9886287410e-01,1.4063330808e-03,3.3545071832e-04,7.4102597947e-04,1.9926394224e+00,1.9812018871e+00,1.9963246584e+00,5.9352656535e-05,1.3490034034e-03,-4.0200390504e-04
164,1.9900554419e+00,6.4383104654e-03,2.9886290030e-01,1.4062767514e-03,3.3499262766e-04,7.4039869443e-04,1.9926394224e+00,1.9812023640e+00,1.9963245392e+00,5.9353104007e-05,1.3476280728e-03,-4.0200329386e-04
165,1.9900549650e+00,6.4385928232e-03,2.9886279604e-01,1.4063389468e-03,3.3450510091e-04,7.3973110514e-04,1.9926394224e+00,1.9812014103e+00,1.9963240623e+00,5.9353340475e-05,1.3461643830e-03,-4.0200242074e-04
166,1.9900540908e+00,6.4400749129e-03,2.9886260421e-01,1.4066636733e-03,3.3399181727e-04,7.3902867152e-04,1.9926394224e+00,1.9811984301e+00,1.9963244200e+00,5.9353984398e-05,1.3446237426e-03,-4.0200227522e-04
167,1.9900526206e+00,6.4422833057e-03,2.9886228178e-01,1.4071477127e-03,3.3345866905e-04,7.3829860692e-04,1.9926394224e+00,1.9811937809e+00,1.9963246584e+00,5.9354842961e-05,1.3430227991e-03,-4.0200163494e-04
168,1.9900503953e+00,6.4452499695e-03,2.9886179406e-01,1.4077982198e-03,3.3291093617e-04,7.3754908125e-04,1.9926394224e+00,1.9811872244e+00,1.9963245392e+00,5.9355195845e-05,1.3413787819e-03,-4.0200116928e-04
169,1.9900475740e+00,6.4490364016e-03,2.9886117567e-01,1.4086284625e-03,3.3235554656e-04,7.3678852462e-04,1.9926394224e+00,1.9811788797e+00,1.9963244200e+00,5.9355978010e-05,1.3397108996e-03,-4.0200023795e-04
170,1.9900441170e+00,6.4535787747e-03,2.9886041799e-01,1.4096244125e-03,3.3179899886e-04,7.3602679601e-04,1.9926390648e+00,1.9811688662e+00,1.9963244200e+00,5.9356778365e-05,1.3380399905e-03,-4.0199977229e-04
171,1.9900402228e+00,6.4589343396e-03,2.9885956435e-01,1.4107986248e-03,3.3124812277e-04,7.3527251062e-04,1.9926390648e+00,1.9811571836e+00,1.9963244200e+00,5.9357655118e-05,1.3363856124e-03,-4.0199889918e-04
172,1.9900356929e+00,6.4651646031e-03,2.9885857132e-01,1.4121646239e-03,3.3070908103e-04,7.3453414621e-04,1.9926390648e+00,1.9811435938e+00,1.9963244200e+00,5.9358790168e-05,1.3347662752e-03,-4.0199782234e-04
173,1.9900306463e+00,6.4721057399e-03,2.9885746505e-01,1.4136864945e-03,3.3018607428e-04,7.3381804866e-04,1.9926390648e+00,1.9811284542e+00,1.9963244200e+00,5.9359688748e-05,1.3331954833e-03,-4.0199694922e-04
174,1.9900252422e+00,6.4795392398e-03,2.9885628037e-01,1.4153163301e-03,3.2968339049e-04,7.3313018729e-04,1.9926390648e+00,1.9811122417e+00,1.9963244200e+00,5.9360234445e-05,1.3316862751e-03,-4.0199633804e-04
175,1.9900192817e+00,6.4877385166e-03,2.9885497372e-01,1.4171140816e-03,3.2920420320e-04,7.3247466372e-04,1.9926390648e+00,1.9810943604e+00,1.9963244200e+00,5.9360547311e-05,1.3302478474e-03,-4.0199578507e-04
176,1.9900130033e+00,6.4963757250e-03,2.9885359738e-01,1.4190078699e-03,3.2874994577e-04,7.3185249869e-04,1.9926390648e+00,1.9810755253e+00,1.9963244200e+00,5.9361405874e-05,1.3288831105e-03,-4.0199467912e-04
177,1.9900062482e+00,6.5056696508e-03,2.9885211649e-01,1.4210456694e-03,3.2831984451e-04,7.3126370172e-04,1.9926390648e+00,1.9810552597e+00,1.9963244200e+00,5.9362264437e-05,1.3275912497e-03,-4.0199398063e-04
178,1.9899991751e+00,6.5154017419e-03,2.9885056589e-01,1.4231795634e-03,3.2791200768e-04,7.3070535953e-04,1.9926390648e+00,1.9810340405e+00,1.9963244200e+00,5.9363006585e-05,1.3263662113e-03,-4.0199319483e-04
179,1.9899918238e+00,6.5255174234e-03,2.9884895430e-01,1.4253975886e-03,3.2752412396e-04,7.3017458569e-04,1.9926390648e+00,1.9810119867e+00,1.9963244200e+00,5.9363828768e-05,1.3252013596e-03,-4.0199281648e-04
180,1.9899842739e+00,6.5359074182e-03,2.9884729913e-01,1.4276757864e-03,3.2715143000e-04,7.2966541383e-04,1.9926390648e+00,1.9809893370e+00,1.9963244200e+00,5.9363945184e-05,1.3240833068e-03,-4.0199296200e-04
181,1.9899763664e+00,6.5467905616e-03,2.9884556554e-01,1.4300621435e-03,3.2679131618e-04,7.2917264034e-04,1.9926390648e+00,1.9809656143e+00,1.9963244200e+00,5.9364199842e-05,1.3230019249e-03,-4.0199217619e-04
182,1.9899682601e+00,6.5579481979e-03,2.9884378837e-01,1.4325087180e-03,3.2643881059e-04,7.2869078821e-04,1.9926390648e+00,1.9809412956e+00,1.9963244200e+00,5.9364258050e-05,1.3219440589e-03,-4.0199188516e-04
183,1.9899599155e+00,6.5694351018e-03,2.9884195890e-01,1.4350275228e-03,3.2609054445e-04,7.2821509464e-04,1.9926390648e+00,1.9809162617e+00,1.9963244200e+00,5.9364316257e-05,1.3208993478e-03,-4.0199203067e-04
184,1.9899513721e+00,6.5811966553e-03,2.9884008586e-01,1.4376065840e-03,3.2574441987e-04,7.2774168779e-04,1.9926390648e+00,1.9808906317e+00,1.9963244200e+00,5.9364803747e-05,1.3198601082e-03,-4.0199165232e-04
185,1.9899424314e+00,6.5932269748e-03,2.9883812587e-01,1.4402448339e-03,3.2539903138e-04,7.2726860120e-04,1.9926390648e+00,1.9808641672e+00,1.9963240623e+00,5.9365840571e-05,1.3188220328e-03,-4.0199077921e-04
186,1.9899334113e+00,6.6055765614e-03,2.9883614828e-01,1.4429529218e-03,3.2505351070e-04,7.2679570713e-04,1.9926389456e+00,1.9808372259e+00,1.9963240623e+00,5.9366189817e-05,1.3177841902e-03,-4.0198984789e-04
187,1.9899242322e+00,6.6182172893e-03,2.9883413577e-01,1.4457248769e-03,3.2471009520e-04,7.2632535778e-04,1.9926389456e+00,1.9808096886e+00,1.9963240623e+00,5.9367150243e-05,1.3167520519e-03,-4.0198891656e-04
188,1.9899148146e+00,6.6313519067e-03,2.9883207083e-01,1.4486050889e-03,3.2437057113e-04,7.2586097462e-04,1.9926390648e+00,1.9807811975e+00,1.9963241816e+00,5.9367735957e-05,1.3157324865e-03,-4.0198850911e-04
189,1.9899049997e+00,6.6447779679e-03,2.9882991892e-01,1.4515494143e-03,3.2403987764e-04,7.2540909366e-04,1.9926390648e+00,1.9807518721e+00,1.9963240623e+00,5.9367950598e-05,1.3147400459e-03,-4.0198836359e-04
190,1.9898950259e+00,6.6585887414e-03,2.9882773202e-01,1.4545780621e-03,3.2372325222e-04,7.2497576812e-04,1.9926391840e+00,1.9807218313e+00,1.9963240623e+00,5.9369100200e-05,1.3137886999e-03,-4.0198804345e-04
191,1.9898844957e+00,6.6730252876e-03,2.9882542320e-01,1.4577440147e-03,3.2342635435e-04,7.2456870851e-04,1.9926390648e+00,1.9806903601e+00,1.9963240623e+00,5.9370177041e-05,1.3128956780e-03,-4.0198679199e-04
192,1.9898736477e+00,6.6879726862e-03,2.9882304459e-01,1.4610220359e-03,3.2315287293e-04,7.2419431530e-04,1.9926390648e+00,1.9806578159e+00,1.9963240623e+00,5.9370722738e-05,1.3120739022e-03,-4.0198600618e-04
193,1.9898623228e+00,6.7035077911e-03,2.9882056144e-01,1.4644290129e-03,3.2290747307e-04,7.2385861005e-04,1.9926389456e+00,1.9806239605e+00,1.9963240623e+00,5.9370937379e-05,1.3113368768e-03,-4.0198539500e-04
194,1.9898505211e+00,6.7198444982e-03,2.9881797358e-01,1.4680118212e-03,3.2269256432e-04,7.2356492838e-04,1.9926390648e+00,1.9805884361e+00,1.9963240623e+00,5.9371093812e-05,1.3106918195e-03,-4.0198522038e-04
195,1.9898381233e+00,6.7369337102e-03,2.9881525503e-01,1.4717597433e-03,3.2250913985e-04,7.2331394089e-04,1.9926390648e+00,1.9805512428e+00,1.9963240623e+00,5.9371697716e-05,1.3101407094e-03,-4.0198498755e-04
196,1.9898253282e+00,6.7545730390e-03,2.9881244929e-01,1.4756283866e-03,3.2235591910e-04,7.2310432844e-04,1.9926390648e+00,1.9805128574e+00,1.9963240623e+00,5.9371759562e-05,1.3096805196e-03,-4.0198452189e-04
197,1.9898117383e+00,6.7730964772e-03,2.9880946939e-01,1.4796910533e-03,3.2222946660e-04,7.2293131870e-04,1.9926387072e+00,1.9804724455e+00,1.9963240623e+00,5.9371974203e-05,1.3093006564e-03,-4.0198423085e-04
198,1.9897980293e+00,6.7922152739e-03,2.9880646296e-01,1.4838842965e-03,3.2212453516e-04,7.2278739897e-04,1.9926390648e+00,1.9804309607e+00,1.9963240623e+00,5.9372345277e-05,1.3089849381e-03,-4.0198367788e-04
199,1.9897836447e+00,6.8120543889e-03,2.9880330848e-01,1.4882356590e-03,3.2203457158e-04,7.2266271430e-04,1.9926390648e+00,1.9803878069e+00,1.9963240623e+00,5.9373847762e-05,1.3087122934e-03,-4.0198242641e-04
200,1.9897686243e+00,6.8324947122e-03,2.9880001472e-01,1.4927192083e-03,3.2195148742e-04,7.2254670104e-04,1.9926390648e+00,1.9803431034e+00,1.9963237047e+00,5.9375528508e-05,1.3084593229e-03,-4.0198038914e-04
201,1.9897534847e+00,6.8536603537e-03,2.9879669433e-01,1.4973615003e-03,3.2186440027e-04,7.2242701365e-04,1.9926390648e+00,1.9802973270e+00,1.9963240623e+00,5.9376056015e-05,1.3081969228e-03,-4.0197977796e-04
202,1.9897379080e+00,6.8751535694e-03,2.9879327820e-01,1.5020759766e-03,3.2176678117e-04,7.2229313585e-04,1.9926390648e+00,1.9802505970e+00,1.9963240623e+00,5.9376856370e-05,1.3079030905e-03,-4.0197960334e-04
203,1.9897218943e+00,6.8972534340e-03,2.9878976613e-01,1.5069236332e-03,3.2165150090e-04,7.2213507551e-04,1.9926390648e+00,1.9802025557e+00,1.9963240623e+00,5.9377263824e-05,1.3075562892e-03,-4.0197905037e-04
204,1.9897054831e+00,6.9198124946e-03,2.9878616689e-01,1.5118722101e-03,3.2151380462e-04,7.2194658021e-04,1.9926390648e+00,1.9801534414e+00,1.9963239431e+00,5.9377303842e-05,1.3071425492e-03,-4.0197843919e-04
205,1.9896891117e+00,6.9425060893e-03,2.9878257614e-01,1.5168502678e-03,3.2135179814e-04,7.2172497596e-04,1.9926390648e+00,1.9801042080e+00,1.9963240623e+00,5.9377929574e-05,1.3066558167e-03,-4.0197835187e-04
206,1.9896721840e+00,6.9656001805e-03,2.9877886356e-01,1.5219166079e-03,3.2116508495e-04,7.2146963182e-04,1.9926390648e+00,1.9800537825e+00,1.9963237047e+00,5.9378184233e-05,1.3060950441e-03,-4.0197797352e-04
207,1.9896551768e+00,6.9891492285e-03,2.9877513320e-01,1.5270824711e-03,3.2095679126e-04,7.2118515402e-04,1.9926387072e+00,1.9800027609e+00,1.9963240623e+00,5.9378162405e-05,1.3054700103e-03,-4.0197779890e-04
208,1.9896381299e+00,7.0129096060e-03,2.9877139391e-01,1.5322949624e-03,3.2073184533e-04,7.2087766796e-04,1.9926390648e+00,1.9799512625e+00,1.9963240623e+00,5.9378475271e-05,1.3047945686e-03,-4.0197750786e-04
209,1.9896205266e+00,7.0369182528e-03,2.9876753289e-01,1.5375622242e-03,3.2049770986e-04,7.2055772669e-04,1.9926387072e+00,1.9798989296e+00,1.9963239431e+00,5.9378809965e-05,1.3040916529e-03,-4.0197733324e-04
210,1.9896030029e+00,7.0612222856e-03,2.9876368890e-01,1.5428942280e-03,3.2026206585e-04,7.2023558671e-04,1.9926387072e+00,1.9798462391e+00,1.9963240623e+00,5.9378926380e-05,1.3033840805e-03,-4.0197680937e-04
211,1.9895851612e+00,7.0858768322e-03,2.9875977514e-01,1.5483033502e-03,3.2003281861e-04,7.1992208989e-04,1.9926387072e+00,1.9797927141e+00,1.9963240623e+00,5.9379373852e-05,1.3026954839e-03,-4.0197640192e-04
212,1.9895669619e+00,7.1108958747e-03,2.9875578293e-01,1.5537927867e-03,3.1981695671e-04,7.1962681635e-04,1.9926389456e+00,1.9797382355e+00,1.9963237047e+00,5.9379959566e-05,1.3020469341e-03,-4.0197602357e-04
213,1.9895485242e+00,7.1364548613e-03,2.9875173814e-01,1.5594006259e-03,3.1962021725e-04,7.1935709135e-04,1.9926390648e+00,1.9796828032e+00,1.9963237047e+00,5.9380839957e-05,1.3014549622e-03,-4.0197515045e-04
214,1.9895297686e+00,7.1623855291e-03,2.9874762356e-01,1.5650901889e-03,3.1944500734e-04,7.1911657458e-04,1.9926390648e+00,1.9796265364e+00,1.9963237047e+00,5.9381640312e-05,1.3009273680e-03,-4.0197398630e-04
215,1.9895106157e+00,7.1887978025e-03,2.9874342174e-01,1.5708856028e-03,3.1929046236e-04,7.1890533786e-04,1.9926389456e+00,1.9795691967e+00,1.9963237047e+00,5.9381658502e-05,1.3004633365e-03,-4.0197360795e-04
216,1.9894911051e+00,7.2156367956e-03,2.9873914140e-01,1.5767748336e-03,3.1915467480e-04,7.1871932062e-04,1.9926387072e+00,1.9795109034e+00,1.9963237047e+00,5.9382186009e-05,1.3000549516e-03,-4.0197311318e-04
217,1.9894711971e+00,7.2431022165e-03,2.9873477369e-01,1.5828016792e-03,3.1903161774e-04,7.1855131862e-04,1.9926385880e+00,1.9794512987e+00,1.9963237047e+00,5.9382284235e-05,1.2996856822e-03,-4.0197311318e-04
218,1.9894510508e+00,7.2710469312e-03,2.9873035342e-01,1.5889338463e-03,3.1891485438e-04,7.1839149906e-04,1.9926387072e+00,1.9793907404e+00,1.9963237047e+00,5.9382695326e-05,1.2993346900e-03,-4.0197282215e-04
