step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,qy_replica_1,qy_replica_2,qy_replica_3
112,1.4520820936e+06,2.5978086641e+04,6.1619220827e+00,7.7349234931e-03,9.3176301320e-01,4.0226845345e-03,1.4264252663e+06,1.4421380043e+06,1.4876830101e+06,9.3010342121e-01,9.2788034678e-01,9.3730527163e-01
113,1.4639227549e+06,2.6232835969e+04,6.1654488428e+00,7.7479960325e-03,9.3343764544e-01,4.0502547598e-03,1.4378967285e+06,1.4540397644e+06,1.4998317719e+06,9.3173366785e-01,9.2955368757e-01,9.3902558088e-01
114,1.4753199259e+06,2.6464904091e+04,6.1688167377e+00,7.7566417334e-03,9.3502628803e-01,4.0750372151e-03,1.4489295006e+06,1.4655315399e+06,1.5114987373e+06,9.3327927589e-01,9.3114376068e-01,9.4065582752e-01
115,1.4863072395e+06,2.6679557570e+04,6.1720390245e+00,7.7623137670e-03,9.3653488159e-01,4.0973099262e-03,1.4595546722e+06,1.4766417503e+06,1.5227252960e+06,9.3474584818e-01,9.3265640736e-01,9.4220238924e-01
116,1.4969162305e+06,2.6880303357e+04,6.1751278677e+00,7.7659218020e-03,9.3796853224e-01,4.1172394753e-03,1.4698026657e+06,1.4873977661e+06,1.5335482597e+06,9.3613857031e-01,9.3409645557e-01,9.4367057085e-01
117,1.5071792285e+06,2.7071892387e+04,6.1780952249e+00,7.7686946033e-03,9.3933242559e-01,4.1350909426e-03,1.4797039986e+06,1.4978264809e+06,1.5440072060e+06,9.3746256828e-01,9.3546879292e-01,9.4506591558e-01
118,1.5171260834e+06,2.7257604714e+04,6.1809519552e+00,7.7714230606e-03,9.4063117107e-01,4.1511378318e-03,1.4892874718e+06,1.5079537392e+06,1.5541370392e+06,9.3872225285e-01,9.3677783012e-01,9.4639343023e-01
119,1.5267863274e+06,2.7441431154e+04,6.1837084812e+00,7.7750752560e-03,9.4186937809e-01,4.1656364813e-03,1.4985816002e+06,1.5178036690e+06,1.5639737129e+06,9.3992221355e-01,9.3802785873e-01,9.4765806198e-01
120,1.5361878713e+06,2.7626375532e+04,6.1863744612e+00,7.7803280891e-03,9.4305109978e-01,4.1787859496e-03,1.5076137543e+06,1.5273997307e+06,1.5735501289e+06,9.4106662273e-01,9.3922257423e-01,9.4886410236e-01
121,1.5453568776e+06,2.7815312488e+04,6.1889587886e+00,7.7878179891e-03,9.4418042898e-01,4.1907033596e-03,1.5164090157e+06,1.5367645264e+06,1.5828970909e+06,9.4215935469e-01,9.4036608934e-01,9.5001584291e-01
122,1.5543182691e+06,2.8011207412e+04,6.1914697687e+00,7.7981959870e-03,9.4526092211e-01,4.2017700448e-03,1.5249917030e+06,1.5459184647e+06,1.5920446396e+06,9.4320398569e-01,9.4146144390e-01,9.5111733675e-01
123,1.5630948385e+06,2.8215874539e+04,6.1939149054e+00,7.8117973341e-03,9.4629605611e-01,4.2119935591e-03,1.5333840370e+06,1.5548817635e+06,1.6010187149e+06,9.4420385361e-01,9.4251221418e-01,9.5217210054e-01
124,1.5717086156e+06,2.8431181382e+04,6.1963013047e+00,7.8289640850e-03,9.4728908936e-01,4.2215943418e-03,1.5416085243e+06,1.5636721611e+06,1.6098451614e+06,9.4516241550e-01,9.4352120161e-01,9.5318365097e-01
125,1.5801788012e+06,2.8659069446e+04,6.1986351241e+00,7.8500724532e-03,9.4824296236e-01,4.2307987493e-03,1.5496832848e+06,1.5723066330e+06,1.6185464859e+06,9.4608241320e-01,9.4449120760e-01,9.5415526628e-01
126,1.5885235786e+06,2.8900863878e+04,6.2009221038e+00,7.8753282668e-03,9.4916033745e-01,4.2398171073e-03,1.5576262474e+06,1.5808010101e+06,1.6271434784e+06,9.4696629047e-01,9.4542479515e-01,9.5508992672e-01
127,1.5967597961e+06,2.9157100487e+04,6.2031674957e+00,7.9047243766e-03,9.5004413525e-01,4.2486949244e-03,1.5654553413e+06,1.5891692162e+06,1.6356548309e+06,9.4781738520e-01,9.4632446766e-01,9.5599055290e-01
128,1.6049017270e+06,2.9428534128e+04,6.2053757396e+00,7.9383331113e-03,9.5089626312e-01,4.2574804120e-03,1.5731841087e+06,1.5974248886e+06,1.6440961838e+06,9.4863730669e-01,9.4719231129e-01,9.5685917139e-01
129,1.6129628181e+06,2.9716240664e+04,6.2075509567e+00,7.9763117010e-03,9.5171926419e-01,4.2664297769e-03,1.5808257103e+06,1.6055795670e+06,1.6524831772e+06,9.4942837954e-01,9.4803071022e-01,9.5769870281e-01
130,1.6209551493e+06,3.0019955500e+04,6.2096968233e+00,8.0184647452e-03,9.5251516501e-01,4.2755640369e-03,1.5883932114e+06,1.6136440277e+06,1.6608282089e+06,9.5019286871e-01,9.4884145260e-01,9.5851117373e-01
131,1.6288883209e+06,3.0339907966e+04,6.2118162774e+00,8.0647441679e-03,9.5328569412e-01,4.2850679568e-03,1.5958965302e+06,1.6216266632e+06,1.6691417694e+06,9.5093262196e-01,9.4962590933e-01,9.5929855108e-01
132,1.6367721558e+06,3.0675574739e+04,6.2139122613e+00,8.1149097457e-03,9.5403263966e-01,4.2947243827e-03,1.6033452988e+06,1.6295383453e+06,1.6774328232e+06,9.5164912939e-01,9.5038640499e-01,9.6006238461e-01
133,1.6446132024e+06,3.1027728018e+04,6.2159867887e+00,8.1690740140e-03,9.5475757122e-01,4.3049645158e-03,1.6107460022e+06,1.6373840332e+06,1.6857095718e+06,9.5234400034e-01,9.5112389326e-01,9.6080482006e-01
134,1.6524185181e+06,3.1394709192e+04,6.2180419799e+00,8.2267158431e-03,9.5546187957e-01,4.3153794086e-03,1.6181070328e+06,1.6451717377e+06,1.6939767838e+06,9.5301878452e-01,9.5184016228e-01,9.6152669191e-01
135,1.6601929347e+06,3.1777711274e+04,6.2200793188e+00,8.2880743318e-03,9.5614685615e-01,4.3265162116e-03,1.6254318237e+06,1.6529060364e+06,1.7022409439e+06,9.5367431641e-01,9.5253616571e-01,9.6223008633e-01
136,1.6679409027e+06,3.2174435396e+04,6.2221001796e+00,8.3524828648e-03,9.5681399107e-01,4.3380498102e-03,1.6327270508e+06,1.6605922699e+06,1.7105033875e+06,9.5431250334e-01,9.5321345329e-01,9.6291601658e-01
137,1.6756651560e+06,3.2585147975e+04,6.2241054531e+00,8.4199558588e-03,9.5746384064e-01,4.3500359582e-03,1.6399950027e+06,1.6682332993e+06,1.7187671661e+06,9.5493376255e-01,9.5387262106e-01,9.6358513832e-01
138,1.6833679835e+06,3.3008984142e+04,6.2260959048e+00,8.4902206347e-03,9.5809777578e-01,4.3625131915e-03,1.6472385406e+06,1.6758321762e+06,1.7270332336e+06,9.5553946495e-01,9.5451498032e-01,9.6423888206e-01
139,1.6910506566e+06,3.3445076232e+04,6.2280720253e+00,8.5630166422e-03,9.5871655146e-01,4.3755271734e-03,1.6544589996e+06,1.6833917618e+06,1.7353012085e+06,9.5613026619e-01,9.5514130592e-01,9.6487808228e-01
140,1.6987135569e+06,3.3892376906e+04,6.2300340694e+00,8.6380434008e-03,9.5932084322e-01,4.3889727309e-03,1.6616577148e+06,1.6909130096e+06,1.7435699463e+06,9.5670688152e-01,9.5575237274e-01,9.6550327539e-01
141,1.7063566844e+06,3.4350320191e+04,6.2319821887e+00,8.7151320702e-03,9.5991160472e-01,4.4029332507e-03,1.6688346863e+06,1.6983970642e+06,1.7518383026e+06,9.5727026463e-01,9.5634901524e-01,9.6611553431e-01
142,1.7139794668e+06,3.4817994113e+04,6.2339163884e+00,8.7940339317e-03,9.6048935254e-01,4.4173637151e-03,1.6759895325e+06,1.7058448792e+06,1.7601039886e+06,9.5782077312e-01,9.5693194866e-01,9.6671533585e-01
143,1.7215795517e+06,3.5293889277e+04,6.2358362281e+00,8.8743635601e-03,9.6105452379e-01,4.4320480835e-03,1.6831209183e+06,1.7132555008e+06,1.7683622360e+06,9.5835918188e-01,9.5750159025e-01,9.6730279922e-01
144,1.7291560491e+06,3.5777523941e+04,6.2377416376e+00,8.9559897392e-03,9.6160781384e-01,4.4471617070e-03,1.6902282715e+06,1.7206285477e+06,1.7766113281e+06,9.5888602734e-01,9.5805853605e-01,9.6787887812e-01
145,1.7367060979e+06,3.6267689985e+04,6.2396320586e+00,9.0386185866e-03,9.6214960019e-01,4.4625932438e-03,1.6973089218e+06,1.7279632568e+06,1.7848461151e+06,9.5940160751e-01,9.5860338211e-01,9.6844381094e-01
146,1.7442270915e+06,3.6763603080e+04,6.2415070040e+00,9.1220625244e-03,9.6268024047e-01,4.4784235394e-03,1.7043605804e+06,1.7352581024e+06,1.7930625916e+06,9.5990622044e-01,9.5913642645e-01,9.6899807453e-01
147,1.7517164230e+06,3.7263921332e+04,6.2433659978e+00,9.2060028214e-03,9.6320017179e-01,4.4944252286e-03,1.7113811493e+06,1.7425123215e+06,1.8012557983e+06,9.6040046215e-01,9.5965826511e-01,9.6954178810e-01
148,1.7591709137e+06,3.7768050834e+04,6.2452084273e+00,9.2903100341e-03,9.6370971203e-01,4.5106637134e-03,1.7183677673e+06,1.7497234344e+06,1.8094215393e+06,9.6088457108e-01,9.6016919613e-01,9.7007536888e-01
149,1.7665871302e+06,3.8274657248e+04,6.2470336311e+00,9.3746831816e-03,9.6420919895e-01,4.5270585373e-03,1.7253171921e+06,1.7568902969e+06,1.8175539017e+06,9.6135878563e-01,9.6066975594e-01,9.7059905529e-01
150,1.7739608765e+06,3.8782996735e+04,6.2488407689e+00,9.4589693617e-03,9.6469857295e-01,4.5435730745e-03,1.7322257996e+06,1.7640092850e+06,1.8256475449e+06,9.6182322502e-01,9.6115976572e-01,9.7111272812e-01
151,1.7812898636e+06,3.9292021228e+04,6.2506294808e+00,9.5429390235e-03,9.6517841021e-01,4.5602172809e-03,1.7390914917e+06,1.7710798264e+06,1.8336982727e+06,9.6227842569e-01,9.6163982153e-01,9.7161698341e-01
152,1.7885702133e+06,3.9801247859e+04,6.2523990233e+00,9.6265070988e-03,9.6564884981e-01,4.5769680590e-03,1.7459108353e+06,1.7780982971e+06,1.8417015076e+06,9.6272438765e-01,9.6211022139e-01,9.7211194038e-01
153,1.7957982381e+06,4.0309225245e+04,6.2541487156e+00,9.7093636330e-03,9.6611005068e-01,4.5935867016e-03,1.7526803970e+06,1.7850633621e+06,1.8496509552e+06,9.6316146851e-01,9.6257126331e-01,9.7259742022e-01
154,1.8029705048e+06,4.0815849787e+04,6.2558779412e+00,9.7915208942e-03,9.6656213204e-01,4.6103240774e-03,1.7593963623e+06,1.7919723511e+06,1.8575428009e+06,9.6358960867e-01,9.6302288771e-01,9.7307389975e-01
155,1.8100842794e+06,4.1319603337e+04,6.2575862681e+00,9.8726505695e-03,9.6700539192e-01,4.6268395096e-03,1.7660572052e+06,1.7988235474e+06,1.8653720856e+06,9.6400928497e-01,9.6346569061e-01,9.7354120016e-01
156,1.8171361923e+06,4.1821020074e+04,6.2592731069e+00,9.9529201396e-03,9.6743981043e-01,4.6435224283e-03,1.7726585388e+06,1.8056140900e+06,1.8731359482e+06,9.6442013979e-01,9.6389943361e-01,9.7399985790e-01
157,1.8241231283e+06,4.2317861231e+04,6.2609379516e+00,1.0031838530e-02,9.6786564589e-01,4.6598190748e-03,1.7791992188e+06,1.8123420715e+06,1.8808280945e+06,9.6482306719e-01,9.6432453394e-01,9.7444933653e-01
158,1.8310429891e+06,4.2811377662e+04,6.2625805250e+00,1.0109741669e-02,9.6828311682e-01,4.6762253760e-03,1.7856746674e+06,1.8190067291e+06,1.8884475708e+06,9.6521729231e-01,9.6474146843e-01,9.7489058971e-01
159,1.8378929138e+06,4.3299932423e+04,6.2642003882e+00,1.0186277247e-02,9.6869218349e-01,4.6923725031e-03,1.7920846939e+06,1.8256042480e+06,1.8959897995e+06,9.6560376883e-01,9.6514976025e-01,9.7532302141e-01
160,1.8446706136e+06,4.3783344995e+04,6.2657972338e+00,1.0261446034e-02,9.6909308434e-01,4.7083724288e-03,1.7984260559e+06,1.8321340561e+06,1.9034517288e+06,9.6598225832e-01,9.6554994583e-01,9.7574704885e-01
161,1.8513742447e+06,4.4261573926e+04,6.2673708607e+00,1.0335275347e-02,9.6948593855e-01,4.7241799133e-03,1.8046964645e+06,1.8385950089e+06,1.9108312607e+06,9.6635282040e-01,9.6594226360e-01,9.7616273165e-01
162,1.8580021540e+06,4.4734125461e+04,6.2689211161e+00,1.0407683792e-02,9.6987084548e-01,4.7398129822e-03,1.8108947754e+06,1.8449855804e+06,1.9181261063e+06,9.6671569347e-01,9.6632665396e-01,9.7657018900e-01
163,1.8645528158e+06,4.5200782331e+04,6.2704478755e+00,1.0478653335e-02,9.7024794420e-01,4.7551717759e-03,1.8170198441e+06,1.8513040543e+06,1.9253345490e+06,9.6707105637e-01,9.6670335531e-01,9.7696942091e-01
164,1.8710251490e+06,4.5661406797e+04,6.2719511170e+00,1.0548183732e-02,9.7061755260e-01,4.7702837253e-03,1.8230705261e+06,1.8575496674e+06,1.9324552536e+06,9.6741920710e-01,9.6707266569e-01,9.7736078501e-01
165,1.8774182002e+06,4.6115975562e+04,6.2734308456e+00,1.0616301077e-02,9.7097955147e-01,4.7852739153e-03,1.8290454865e+06,1.8637220383e+06,1.9394870758e+06,9.6775990725e-01,9.6743440628e-01,9.7774434090e-01
166,1.8837312063e+06,4.6564473686e+04,6.2748871078e+00,1.0683029727e-02,9.7133417924e-01,4.8000148585e-03,1.8349439621e+06,1.8698204041e+06,1.9464292526e+06,9.6809345484e-01,9.6778893471e-01,9.7812014818e-01
167,1.8899638494e+06,4.7006573846e+04,6.2763200515e+00,1.0748317931e-02,9.7168171406e-01,4.8145208537e-03,1.8407663345e+06,1.8758440018e+06,1.9532812119e+06,9.6842014790e-01,9.6813648939e-01,9.7848850489e-01
168,1.8961154938e+06,4.7442730094e+04,6.2777297433e+00,1.0812297309e-02,9.7202203671e-01,4.8287914476e-03,1.8465110779e+06,1.8817926407e+06,1.9600427628e+06,9.6873986721e-01,9.6847695112e-01,9.7884929180e-01
169,1.9021867116e+06,4.7872789368e+04,6.2791165256e+00,1.0874949118e-02,9.7235552470e-01,4.8428116560e-03,1.8521793365e+06,1.8876663208e+06,1.9667144775e+06,9.6905297041e-01,9.6881073713e-01,9.7920286655e-01
170,1.9081772486e+06,4.8297065820e+04,6.2804805437e+00,1.0936366496e-02,9.7268223763e-01,4.8566237715e-03,1.8577705383e+06,1.8934646606e+06,1.9732965469e+06,9.6935951710e-01,9.6913784742e-01,9.7954934835e-01
171,1.9140876134e+06,4.8715406830e+04,6.2818221144e+00,1.0996533393e-02,9.7300225496e-01,4.8702546505e-03,1.8632850647e+06,1.8991886139e+06,1.9797891617e+06,9.6965950727e-01,9.6945840120e-01,9.7988885641e-01
172,1.9199179331e+06,4.9128396559e+04,6.2831414579e+00,1.1055596856e-02,9.7331585487e-01,4.8836767855e-03,1.8687229156e+06,1.9048374176e+06,1.9861934662e+06,9.6995329857e-01,9.6977263689e-01,9.8022162914e-01
173,1.9256697337e+06,4.9535619081e+04,6.2844391109e+00,1.1113473198e-02,9.7362311681e-01,4.8968329361e-03,1.8740859985e+06,1.9104127884e+06,1.9925104141e+06,9.7024095058e-01,9.7008073330e-01,9.8054766655e-01
174,1.9313426336e+06,4.9937887093e+04,6.2857151653e+00,1.1170363045e-02,9.7392412027e-01,4.9098364772e-03,1.8793731689e+06,1.9159139633e+06,1.9987407684e+06,9.7052258253e-01,9.7038257122e-01,9.8086720705e-01
175,1.9369387309e+06,5.0335174156e+04,6.2869702709e+00,1.1226259563e-02,9.7421924273e-01,4.9227143946e-03,1.8845874786e+06,1.9213417053e+06,2.0048870087e+06,9.7079849243e-01,9.7067856789e-01,9.8118066788e-01
176,1.9424577713e+06,5.0727563715e+04,6.2882045411e+00,1.1281203201e-02,9.7450836500e-01,4.9353392823e-03,1.8897275925e+06,1.9266971588e+06,2.0109485626e+06,9.7106856108e-01,9.7096878290e-01,9.8148775101e-01
177,1.9479014079e+06,5.1115308542e+04,6.2894185106e+00,1.1335249452e-02,9.7479174534e-01,4.9478671209e-03,1.8947959900e+06,1.9319803238e+06,2.0169279099e+06,9.7133320570e-01,9.7125309706e-01,9.8178893328e-01
178,1.9532706579e+06,5.1498722939e+04,6.2906125640e+00,1.1388479049e-02,9.7506964207e-01,4.9601971685e-03,1.8997926712e+06,1.9371931076e+06,2.0228261948e+06,9.7159242630e-01,9.7153216600e-01,9.8208433390e-01
179,1.9585665385e+06,5.1878068488e+04,6.2917870807e+00,1.1440952465e-02,9.7534199556e-01,4.9724142953e-03,1.9047191620e+06,1.9423353195e+06,2.0286451340e+06,9.7184622288e-01,9.7180575132e-01,9.8237401247e-01
180,1.9637901942e+06,5.2253085597e+04,6.2929424648e+00,1.1492618788e-02,9.7560904423e-01,4.9844340705e-03,1.9095767975e+06,1.9474082947e+06,2.0343854904e+06,9.7209495306e-01,9.7207409143e-01,9.8265808821e-01
181,1.9689423879e+06,5.2624499586e+04,6.2940790247e+00,1.1543642225e-02,9.7587088744e-01,4.9963543957e-03,1.9143659592e+06,1.9524120331e+06,2.0400491714e+06,9.7233873606e-01,9.7233712673e-01,9.8293679953e-01
182,1.9740250270e+06,5.2992552827e+04,6.2951973186e+00,1.1594076725e-02,9.7612766425e-01,5.0082028666e-03,1.9190879822e+06,1.9573488235e+06,2.0456382751e+06,9.7257745266e-01,9.7259521484e-01,9.8321032524e-01
183,1.9790386200e+06,5.3356974427e+04,6.2962975932e+00,1.1643867682e-02,9.7637961308e-01,5.0199791851e-03,1.9237442017e+06,1.9622184753e+06,2.0511531830e+06,9.7281152010e-01,9.7284841537e-01,9.8347890377e-01
184,1.9839846929e+06,5.3717961146e+04,6.2973803111e+00,1.1693059852e-02,9.7662669420e-01,5.0315000691e-03,1.9283357620e+06,1.9670227051e+06,2.0565956116e+06,9.7304105759e-01,9.7309678793e-01,9.8374223709e-01
185,1.9888639450e+06,5.4076047792e+04,6.2984457462e+00,1.1741773013e-02,9.7686914603e-01,5.0430612317e-03,1.9328630447e+06,1.9717617035e+06,2.0619670868e+06,9.7326582670e-01,9.7334063053e-01,9.8400098085e-01
186,1.9936775843e+06,5.4430666858e+04,6.2994942859e+00,1.1789884724e-02,9.7710700830e-01,5.0544637808e-03,1.9373281479e+06,1.9764364243e+06,2.0672681808e+06,9.7348642349e-01,9.7357970476e-01,9.8425489664e-01
187,1.9984270732e+06,5.4782324243e+04,6.3005263609e+00,1.1837507134e-02,9.7734051943e-01,5.0657930430e-03,1.9417314529e+06,1.9810489655e+06,2.0725008011e+06,9.7370272875e-01,9.7381448746e-01,9.8450434208e-01
188,2.0031127930e+06,5.5131701684e+04,6.3015421615e+00,1.1884789666e-02,9.7756956021e-01,5.0770913473e-03,1.9460731506e+06,1.9855987549e+06,2.0776664734e+06,9.7391456366e-01,9.7404485941e-01,9.8474925756e-01
189,2.0077362061e+06,5.5477605141e+04,6.3025421196e+00,1.1931473362e-02,9.7779448827e-01,5.0883133952e-03,1.9503562927e+06,1.9900871277e+06,2.0827651978e+06,9.7412264347e-01,9.7427088022e-01,9.8498994112e-01
190,2.0122976939e+06,5.5820975250e+04,6.3035264158e+00,1.1977769071e-02,9.7801522414e-01,5.0993502346e-03,1.9545795441e+06,1.9945152283e+06,2.0877983093e+06,9.7432655096e-01,9.7449296713e-01,9.8522615433e-01
191,2.0167987188e+06,5.6161543572e+04,6.3044954682e+00,1.2023615099e-02,9.7823198636e-01,5.1103808973e-03,1.9587451935e+06,1.9988838196e+06,2.0927671432e+06,9.7452670336e-01,9.7471088171e-01,9.8545837402e-01
192,2.0212396622e+06,5.6499400759e+04,6.3054494551e+00,1.2069037093e-02,9.7844485442e-01,5.1213090188e-03,1.9628532410e+06,2.0031936646e+06,2.0976720810e+06,9.7472304106e-01,9.7492498159e-01,9.8568654060e-01
193,2.0256218592e+06,5.6834668409e+04,6.3063887570e+00,1.2114057165e-02,9.7865378857e-01,5.1322026526e-03,1.9669054031e+06,2.0074453354e+06,2.1025148392e+06,9.7491562366e-01,9.7513502836e-01,9.8591071367e-01
194,2.0299455007e+06,5.7167330830e+04,6.3073135052e+00,1.2158679458e-02,9.7885894775e-01,5.1430340682e-03,1.9709014893e+06,2.0116395950e+06,2.1072954178e+06,9.7510457039e-01,9.7534126043e-01,9.8613101244e-01
195,2.0342124303e+06,5.7497346973e+04,6.3082241827e+00,1.2202891627e-02,9.7906057040e-01,5.1538038989e-03,1.9748432159e+06,2.0157785416e+06,2.1120155334e+06,9.7529006004e-01,9.7554397583e-01,9.8634767532e-01
196,2.0384218216e+06,5.7824555936e+04,6.3091206986e+00,1.2246667634e-02,9.7925855716e-01,5.1645400880e-03,1.9787305832e+06,2.0198604584e+06,2.1166744232e+06,9.7547197342e-01,9.7574305534e-01,9.8656064272e-01
197,2.0425753911e+06,5.8149380631e+04,6.3100034991e+00,1.2290097172e-02,9.7945300738e-01,5.1751290186e-03,1.9825639725e+06,2.0238882065e+06,2.1212739944e+06,9.7565054893e-01,9.7593861818e-01,9.8676985502e-01
198,2.0466735204e+06,5.8471139798e+04,6.3108727494e+00,1.2333036530e-02,9.7964406013e-01,5.1856815579e-03,1.9863452911e+06,2.0278612137e+06,2.1258140564e+06,9.7582590580e-01,9.7613066435e-01,9.8697561026e-01
199,2.0507172267e+06,5.8790661469e+04,6.3117287378e+00,1.2375662215e-02,9.7983175516e-01,5.1961715639e-03,1.9900741577e+06,2.0317810059e+06,2.1302965164e+06,9.7599798441e-01,9.7631937265e-01,9.8717790842e-01
200,2.0547066371e+06,5.9106949441e+04,6.3125715721e+00,1.2417769698e-02,9.8001619180e-01,5.2065267475e-03,1.9937519073e+06,2.0356477737e+06,2.1347202301e+06,9.7616702318e-01,9.7650480270e-01,9.8737674952e-01
201,2.0586425781e+06,5.9421105936e+04,6.3134014935e+00,1.2459590593e-02,9.8019733032e-01,5.2169045645e-03,1.9973781586e+06,2.0394620895e+06,2.1390874863e+06,9.7633272409e-01,9.7668695450e-01,9.8757231236e-01
202,2.0625257492e+06,5.9732118310e+04,6.3142187263e+00,1.2500916015e-02,9.8037540913e-01,5.2270908886e-03,2.0009544373e+06,2.0432252884e+06,2.1433975220e+06,9.7649562359e-01,9.7686606646e-01,9.8776453733e-01
203,2.0663562139e+06,6.0040240604e+04,6.3150233511e+00,1.2541802358e-02,9.8055028915e-01,5.2373114885e-03,2.0044809341e+06,2.0469367981e+06,2.1476509094e+06,9.7665536404e-01,9.7704190016e-01,9.8795360327e-01
204,2.0701350530e+06,6.0345734756e+04,6.3158156605e+00,1.2582304239e-02,9.8072216908e-01,5.2474241979e-03,2.0079582214e+06,2.0505979538e+06,2.1518489838e+06,9.7681230307e-01,9.7721469402e-01,9.8813951015e-01
205,2.0738629659e+06,6.0648211231e+04,6.3165958680e+00,1.2622341769e-02,9.8089108864e-01,5.2574450553e-03,2.0113874435e+06,2.0542095184e+06,2.1559919357e+06,9.7696638107e-01,9.7738456726e-01,9.8832231760e-01
206,2.0775398890e+06,6.0947869873e+04,6.3173640217e+00,1.2661964678e-02,9.8105704784e-01,5.2673739456e-03,2.0147678375e+06,2.0577720642e+06,2.1600797653e+06,9.7711759806e-01,9.7755151987e-01,9.8850202560e-01
207,2.0811671575e+06,6.1245002662e+04,6.3181204603e+00,1.2701225707e-02,9.8122024536e-01,5.2772354518e-03,2.0181013107e+06,2.0612855911e+06,2.1641145706e+06,9.7726625204e-01,9.7771561146e-01,9.8867887259e-01
208,2.0847445806e+06,6.1538907059e+04,6.3188652071e+00,1.2739990899e-02,9.8138056199e-01,5.2869501306e-03,2.0213874817e+06,2.0647514343e+06,2.1680948257e+06,9.7741210461e-01,9.7787696123e-01,9.8885262012e-01
209,2.0882729848e+06,6.1830202629e+04,6.3195984882e+00,1.2778384938e-02,9.8153811693e-01,5.2967259329e-03,2.0246271133e+06,2.0681694031e+06,2.1720224380e+06,9.7755521536e-01,9.7803544998e-01,9.8902368546e-01
210,2.0917529424e+06,6.2118220935e+04,6.3203204827e+00,1.2816272455e-02,9.8169300954e-01,5.3063193564e-03,2.0278213501e+06,2.0715404510e+06,2.1758970261e+06,9.7769600153e-01,9.7819119692e-01,9.8919183016e-01
211,2.0951850891e+06,6.2403288889e+04,6.3210313746e+00,1.2853723291e-02,9.8184523980e-01,5.3157824353e-03,2.0309701920e+06,2.0748655319e+06,2.1797195435e+06,9.7783410549e-01,9.7834450006e-01,9.8935711384e-01
212,2.0985698700e+06,6.2685705971e+04,6.3217313069e+00,1.2890799443e-02,9.8199480772e-01,5.3251918556e-03,2.0340740204e+06,2.0781446457e+06,2.1834909439e+06,9.7796970606e-01,9.7849506140e-01,9.8951965570e-01
213,2.1019079844e+06,6.2965127437e+04,6.3224204774e+00,1.2927431160e-02,9.8214197159e-01,5.3345773625e-03,2.0371337891e+06,2.0813787460e+06,2.1872114182e+06,9.7810298204e-01,9.7864317894e-01,9.8967975378e-01
214,2.1051994324e+06,6.3241553047e+04,6.3230989357e+00,1.2963623006e-02,9.8228641351e-01,5.3438264816e-03,2.0401494980e+06,2.0845678329e+06,2.1908809662e+06,9.7823369503e-01,9.7878861427e-01,9.8983693123e-01
215,2.1084455490e+06,6.3515196366e+04,6.3237670042e+00,1.2999413619e-02,9.8242859046e-01,5.3529541397e-03,2.0431224823e+06,2.0877128601e+06,2.1945013046e+06,9.7836226225e-01,9.7893184423e-01,9.8999166489e-01
216,2.1116461436e+06,6.3785736546e+04,6.3244246920e+00,1.3034744923e-02,9.8256826401e-01,5.3620401293e-03,2.0460525513e+06,2.0908142090e+06,2.1980716705e+06,9.7848850489e-01,9.7907245159e-01,9.9014383554e-01
217,2.1148020426e+06,6.4053304095e+04,6.3250722137e+00,1.3069643369e-02,9.8270553350e-01,5.3710238424e-03,2.0489402771e+06,2.0938728333e+06,2.2015930176e+06,9.7861230373e-01,9.7921085358e-01,9.9029344320e-01
218,2.1179140091e+06,6.4318112624e+04,6.3257097687e+00,1.3104150582e-02,9.8284055789e-01,5.3798274735e-03,2.0517864227e+06,2.0968891144e+06,2.2050664902e+06,9.7873407602e-01,9.7934705019e-01,9.9044054747e-01
219,2.1209822337e+06,6.4580135206e+04,6.3263374389e+00,1.3138261001e-02,9.8297325770e-01,5.3886753267e-03,2.0545917511e+06,2.0998624802e+06,2.2084924698e+06,9.7885358334e-01,9.7948080301e-01,9.9058538675e-01
220,2.1240074793e+06,6.4839077691e+04,6.3269554236e+00,1.3171918981e-02,9.8310375214e-01,5.3972712887e-03,2.0573564529e+06,2.1027950287e+06,2.2118709564e+06,9.7897118330e-01,9.7961241007e-01,9.9072766304e-01
221,2.1269900640e+06,6.5095174581e+04,6.3275638264e+00,1.3205172281e-02,9.8323198160e-01,5.4058748785e-03,2.0600809097e+06,2.1056865692e+06,2.2152027130e+06,9.7908645868e-01,9.7974181175e-01,9.9086767435e-01
222,2.1299307505e+06,6.5348809104e+04,6.3281628400e+00,1.3238094023e-02,9.8335810502e-01,5.4144891938e-03,2.0627660751e+06,2.1085369110e+06,2.2184892654e+06,9.7919982672e-01,9.7986888885e-01,9.9100559950e-01
223,2.1328298569e+06,6.5599172820e+04,6.3287525715e+00,1.3270530080e-02,9.8348206282e-01,5.4228736794e-03,2.0654117584e+06,2.1113485336e+06,2.2217292786e+06,9.7931110859e-01,9.7999405861e-01,9.9114102125e-01
224,2.1356880188e+06,6.5847225497e+04,6.3293331813e+00,1.3302666312e-02,9.8360401392e-01,5.4312453860e-03,2.0680189133e+06,2.1141199112e+06,2.2249252319e+06,9.7942048311e-01,9.8011714220e-01,9.9127441645e-01
225,2.1385058721e+06,6.6091698357e+04,6.3299048421e+00,1.3334250617e-02,9.8372385899e-01,5.4393388310e-03,2.0705888748e+06,2.1168529510e+06,2.2280757904e+06,9.7952800989e-01,9.8023825884e-01,9.9140530825e-01
