step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,mse_replica_1,cosine_similarity_replica_1
0,1.0120606995e+02,0.0000000000e+00,2.0052065606e+00,0.0000000000e+00,1.0120606422e+00,0.0000000000e+00,-3.0342309401e-05,0.0000000000e+00,1.0120606995e+02,1.0120606422e+00,-3.0342309401e-05
5,9.9950310000e+06,0.0000000000e+00,6.9997841454e+00,0.0000000000e+00,9.9950304688e+04,0.0000000000e+00,2.5303561706e-03,0.0000000000e+00,9.9950310000e+06,9.9950304688e+04,2.5303561706e-03
10,9.9949930000e+06,0.0000000000e+00,6.9997824943e+00,0.0000000000e+00,9.9949929688e+04,0.0000000000e+00,2.5493865833e-03,0.0000000000e+00,9.9949930000e+06,9.9949929688e+04,2.5493865833e-03
15,9.9973340000e+06,0.0000000000e+00,6.9998842017e+00,0.0000000000e+00,9.9973335938e+04,0.0000000000e+00,1.3827179791e-03,0.0000000000e+00,9.9973340000e+06,9.9973335938e+04,1.3827179791e-03
20,9.9981030000e+06,0.0000000000e+00,6.9999176065e+00,0.0000000000e+00,9.9981023438e+04,0.0000000000e+00,9.9895708263e-04,0.0000000000e+00,9.9981030000e+06,9.9981023438e+04,9.9895708263e-04
25,9.9986160000e+06,0.0000000000e+00,6.9999398895e+00,0.0000000000e+00,9.9986156250e+04,0.0000000000e+00,7.4099504855e-04,0.0000000000e+00,9.9986160000e+06,9.9986156250e+04,7.4099504855e-04
30,1.0005115000e+07,0.0000000000e+00,7.0002220848e+00,0.0000000000e+00,1.0005114844e+05,0.0000000000e+00,-2.5035361759e-03,0.0000000000e+00,1.0005115000e+07,1.0005114844e+05,-2.5035361759e-03
35,1.0002471000e+07,0.0000000000e+00,7.0001073009e+00,0.0000000000e+00,1.0002471094e+05,0.0000000000e+00,-1.1830889853e-03,0.0000000000e+00,1.0002471000e+07,1.0002471094e+05,-1.1830889853e-03
40,1.0005137000e+07,0.0000000000e+00,7.0002230398e+00,0.0000000000e+00,1.0005137500e+05,0.0000000000e+00,-2.5147867855e-03,0.0000000000e+00,1.0005137000e+07,1.0005137500e+05,-2.5147867855e-03
45,1.0002016000e+07,0.0000000000e+00,7.0000875449e+00,0.0000000000e+00,1.0002015625e+05,0.0000000000e+00,-9.5577246975e-04,0.0000000000e+00,1.0002016000e+07,1.0002015625e+05,-9.5577246975e-04
50,1.0001834000e+07,0.0000000000e+00,7.0000796423e+00,0.0000000000e+00,1.0001833594e+05,0.0000000000e+00,-8.6400675355e-04,0.0000000000e+00,1.0001834000e+07,1.0001833594e+05,-8.6400675355e-04
55,1.0002912000e+07,0.0000000000e+00,7.0001264481e+00,0.0000000000e+00,1.0002911719e+05,0.0000000000e+00,-1.4021281386e-03,0.0000000000e+00,1.0002912000e+07,1.0002911719e+05,-1.4021281386e-03
60,1.0004106000e+07,0.0000000000e+00,7.0001782847e+00,0.0000000000e+00,1.0004106250e+05,0.0000000000e+00,-1.9995819312e-03,0.0000000000e+00,1.0004106000e+07,1.0004106250e+05,-1.9995819312e-03
65,1.0002067000e+07,0.0000000000e+00,7.0000897594e+00,0.0000000000e+00,1.0002067188e+05,0.0000000000e+00,-9.8133157007e-04,0.0000000000e+00,1.0002067000e+07,1.0002067188e+05,-9.8133157007e-04
70,1.0002394000e+07,0.0000000000e+00,7.0001039577e+00,0.0000000000e+00,1.0002394531e+05,0.0000000000e+00,-1.1435149936e-03,0.0000000000e+00,1.0002394000e+07,1.0002394531e+05,-1.1435149936e-03
75,1.0003568000e+07,0.0000000000e+00,7.0001549286e+00,0.0000000000e+00,1.0003567969e+05,0.0000000000e+00,-1.7313776771e-03,0.0000000000e+00,1.0003568000e+07,1.0003567969e+05,-1.7313776771e-03
80,1.0005198000e+07,0.0000000000e+00,7.0002256876e+00,0.0000000000e+00,1.0005197656e+05,0.0000000000e+00,-2.5444573257e-03,0.0000000000e+00,1.0005198000e+07,1.0005197656e+05,-2.5444573257e-03
85,1.0005055000e+07,0.0000000000e+00,7.0002194804e+00,0.0000000000e+00,1.0005055469e+05,0.0000000000e+00,-2.4729182478e-03,0.0000000000e+00,1.0005055000e+07,1.0005055469e+05,-2.4729182478e-03
90,1.0005126000e+07,0.0000000000e+00,7.0002225623e+00,0.0000000000e+00,1.0005126562e+05,0.0000000000e+00,-2.5079981424e-03,0.0000000000e+00,1.0005126000e+07,1.0005126562e+05,-2.5079981424e-03
95,1.0004481000e+07,0.0000000000e+00,7.0001945638e+00,0.0000000000e+00,1.0004480469e+05,0.0000000000e+00,-2.1861102432e-03,0.0000000000e+00,1.0004481000e+07,1.0004480469e+05,-2.1861102432e-03
100,1.0001898000e+07,0.0000000000e+00,7.0000824213e+00,0.0000000000e+00,1.0001898438e+05,0.0000000000e+00,-8.9855940314e-04,0.0000000000e+00,1.0001898000e+07,1.0001898438e+05,-8.9855940314e-04
105,1.0003545000e+07,0.0000000000e+00,7.0001539301e+00,0.0000000000e+00,1.0003544531e+05,0.0000000000e+00,-1.7187742051e-03,0.0000000000e+00,1.0003545000e+07,1.0003544531e+05,-1.7187742051e-03
110,1.0003703000e+07,0.0000000000e+00,7.0001607895e+00,0.0000000000e+00,1.0003703125e+05,0.0000000000e+00,-1.7974670045e-03,0.0000000000e+00,1.0003703000e+07,1.0003703125e+05,-1.7974670045e-03
115,1.0005199000e+07,0.0000000000e+00,7.0002257310e+00,0.0000000000e+00,1.0005199219e+05,0.0000000000e+00,-2.5436212309e-03,0.0000000000e+00,1.0005199000e+07,1.0005199219e+05,-2.5436212309e-03
120,1.0005190000e+07,0.0000000000e+00,7.0002253404e+00,0.0000000000e+00,1.0005189844e+05,0.0000000000e+00,-2.5408875663e-03,0.0000000000e+00,1.0005190000e+07,1.0005189844e+05,-2.5408875663e-03
125,1.0005179000e+07,0.0000000000e+00,7.0002248629e+00,0.0000000000e+00,1.0005178906e+05,0.0000000000e+00,-2.5345494505e-03,0.0000000000e+00,1.0005179000e+07,1.0005178906e+05,-2.5345494505e-03
130,1.0002236000e+07,0.0000000000e+00,7.0000970974e+00,0.0000000000e+00,1.0002236719e+05,0.0000000000e+00,-1.0655028746e-03,0.0000000000e+00,1.0002236000e+07,1.0002236719e+05,-1.0655028746e-03
135,1.0003337000e+07,0.0000000000e+00,7.0001448999e+00,0.0000000000e+00,1.0003337500e+05,0.0000000000e+00,-1.6148920404e-03,0.0000000000e+00,1.0003337000e+07,1.0003337500e+05,-1.6148920404e-03
140,1.0001589000e+07,0.0000000000e+00,7.0000690039e+00,0.0000000000e+00,1.0001589844e+05,0.0000000000e+00,-7.4125820538e-04,0.0000000000e+00,1.0001589000e+07,1.0001589844e+05,-7.4125820538e-04
145,1.0001589000e+07,0.0000000000e+00,7.0000690039e+00,0.0000000000e+00,1.0001589062e+05,0.0000000000e+00,-7.4318633415e-04,0.0000000000e+00,1.0001589000e+07,1.0001589062e+05,-7.4318633415e-04
150,1.0001595000e+07,0.0000000000e+00,7.0000692644e+00,0.0000000000e+00,1.0001595312e+05,0.0000000000e+00,-7.4419804150e-04,0.0000000000e+00,1.0001595000e+07,1.0001595312e+05,-7.4419804150e-04
155,1.0001607000e+07,0.0000000000e+00,7.0000697855e+00,0.0000000000e+00,1.0001606250e+05,0.0000000000e+00,-7.5201899745e-04,0.0000000000e+00,1.0001607000e+07,1.0001606250e+05,-7.5201899745e-04
160,1.0001589000e+07,0.0000000000e+00,7.0000690039e+00,0.0000000000e+00,1.0001589844e+05,0.0000000000e+00,-7.4253929779e-04,0.0000000000e+00,1.0001589000e+07,1.0001589844e+05,-7.4253929779e-04
165,1.0001599000e+07,0.0000000000e+00,7.0000694381e+00,0.0000000000e+00,1.0001599219e+05,0.0000000000e+00,-7.4642850086e-04,0.0000000000e+00,1.0001599000e+07,1.0001599219e+05,-7.4642850086e-04
170,1.0001731000e+07,0.0000000000e+00,7.0000751699e+00,0.0000000000e+00,1.0001730469e+05,0.0000000000e+00,-8.1366836093e-04,0.0000000000e+00,1.0001731000e+07,1.0001730469e+05,-8.1366836093e-04
175,1.0001675000e+07,0.0000000000e+00,7.0000727382e+00,0.0000000000e+00,1.0001675000e+05,0.0000000000e+00,-7.8665156616e-04,0.0000000000e+00,1.0001675000e+07,1.0001675000e+05,-7.8665156616e-04
180,1.0001713000e+07,0.0000000000e+00,7.0000743883e+00,0.0000000000e+00,1.0001713281e+05,0.0000000000e+00,-8.0457393778e-04,0.0000000000e+00,1.0001713000e+07,1.0001713281e+05,-8.0457393778e-04
185,1.0001693000e+07,0.0000000000e+00,7.0000735198e+00,0.0000000000e+00,1.0001692969e+05,0.0000000000e+00,-7.9468498006e-04,0.0000000000e+00,1.0001693000e+07,1.0001692969e+05,-7.9468498006e-04
190,1.0001845000e+07,0.0000000000e+00,7.0000801199e+00,0.0000000000e+00,1.0001845312e+05,0.0000000000e+00,-8.7079312652e-04,0.0000000000e+00,1.0001845000e+07,1.0001845312e+05,-8.7079312652e-04
195,1.0001674000e+07,0.0000000000e+00,7.0000726948e+00,0.0000000000e+00,1.0001674219e+05,0.0000000000e+00,-7.8548589954e-04,0.0000000000e+00,1.0001674000e+07,1.0001674219e+05,-7.8548589954e-04
200,1.0001655000e+07,0.0000000000e+00,7.0000718698e+00,0.0000000000e+00,1.0001654688e+05,0.0000000000e+00,-7.7378307469e-04,0.0000000000e+00,1.0001655000e+07,1.0001654688e+05,-7.7378307469e-04
205,1.0001666000e+07,0.0000000000e+00,7.0000723474e+00,0.0000000000e+00,1.0001665625e+05,0.0000000000e+00,-7.8110356117e-04,0.0000000000e+00,1.0001666000e+07,1.0001665625e+05,-7.8110356117e-04
210,1.0001690000e+07,0.0000000000e+00,7.0000733896e+00,0.0000000000e+00,1.0001689844e+05,0.0000000000e+00,-7.9135253327e-04,0.0000000000e+00,1.0001690000e+07,1.0001689844e+05,-7.9135253327e-04
215,1.0004968000e+07,0.0000000000e+00,7.0002157039e+00,0.0000000000e+00,1.0004967969e+05,0.0000000000e+00,-2.4296380579e-03,0.0000000000e+00,1.0004968000e+07,1.0004967969e+05,-2.4296380579e-03
220,1.0004851000e+07,0.0000000000e+00,7.0002106252e+00,0.0000000000e+00,1.0004851562e+05,0.0000000000e+00,-2.3705181666e-03,0.0000000000e+00,1.0004851000e+07,1.0004851562e+05,-2.3705181666e-03
225,1.0004992000e+07,0.0000000000e+00,7.0002167457e+00,0.0000000000e+00,1.0004992188e+05,0.0000000000e+00,-2.4412130006e-03,0.0000000000e+00,1.0004992000e+07,1.0004992188e+05,-2.4412130006e-03
230,1.0004992000e+07,0.0000000000e+00,7.0002167457e+00,0.0000000000e+00,1.0004992188e+05,0.0000000000e+00,-2.4414102081e-03,0.0000000000e+00,1.0004992000e+07,1.0004992188e+05,-2.4414102081e-03
235,1.0004994000e+07,0.0000000000e+00,7.0002168325e+00,0.0000000000e+00,1.0004993750e+05,0.0000000000e+00,-2.4427876342e-03,0.0000000000e+00,1.0004994000e+07,1.0004993750e+05,-2.4427876342e-03
240,1.0004994000e+07,0.0000000000e+00,7.0002168325e+00,0.0000000000e+00,1.0004993750e+05,0.0000000000e+00,-2.4420111440e-03,0.0000000000e+00,1.0004994000e+07,1.0004993750e+05,-2.4420111440e-03
245,1.0004993000e+07,0.0000000000e+00,7.0002167891e+00,0.0000000000e+00,1.0004992969e+05,0.0000000000e+00,-2.4418486282e-03,0.0000000000e+00,1.0004993000e+07,1.0004992969e+05,-2.4418486282e-03
250,1.0004992000e+07,0.0000000000e+00,7.0002167457e+00,0.0000000000e+00,1.0004992188e+05,0.0000000000e+00,-2.4411983322e-03,0.0000000000e+00,1.0004992000e+07,1.0004992188e+05,-2.4411983322e-03
255,1.0004992000e+07,0.0000000000e+00,7.0002167457e+00,0.0000000000e+00,1.0004992188e+05,0.0000000000e+00,-2.4416444357e-03,0.0000000000e+00,1.0004992000e+07,1.0004992188e+05,-2.4416444357e-03
260,1.0004991000e+07,0.0000000000e+00,7.0002167023e+00,0.0000000000e+00,1.0004991406e+05,0.0000000000e+00,-2.4416139349e-03,0.0000000000e+00,1.0004991000e+07,1.0004991406e+05,-2.4416139349e-03
265,1.0004991000e+07,0.0000000000e+00,7.0002167023e+00,0.0000000000e+00,1.0004991406e+05,0.0000000000e+00,-2.4412672501e-03,0.0000000000e+00,1.0004991000e+07,1.0004991406e+05,-2.4412672501e-03
270,1.0004992000e+07,0.0000000000e+00,7.0002167457e+00,0.0000000000e+00,1.0004992188e+05,0.0000000000e+00,-2.4413650390e-03,0.0000000000e+00,1.0004992000e+07,1.0004992188e+05,-2.4413650390e-03
275,1.0004998000e+07,0.0000000000e+00,7.0002170062e+00,0.0000000000e+00,1.0004998438e+05,0.0000000000e+00,-2.4452921934e-03,0.0000000000e+00,1.0004998000e+07,1.0004998438e+05,-2.4452921934e-03
