step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,mse_mean,mse_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,mse_replica_1,cosine_similarity_replica_1
280,1.0005027000e+07,0.0000000000e+00,7.0002182650e+00,0.0000000000e+00,1.0005026562e+05,0.0000000000e+00,-2.4588836823e-03,0.0000000000e+00,1.0005027000e+07,1.0005026562e+05,-2.4588836823e-03
285,1.0005001000e+07,0.0000000000e+00,7.0002171364e+00,0.0000000000e+00,1.0005000781e+05,0.0000000000e+00,-2.4459033739e-03,0.0000000000e+00,1.0005001000e+07,1.0005000781e+05,-2.4459033739e-03
290,1.0005088000e+07,0.0000000000e+00,7.0002209128e+00,0.0000000000e+00,1.0005088281e+05,0.0000000000e+00,-2.4891181383e-03,0.0000000000e+00,1.0005088000e+07,1.0005088281e+05,-2.4891181383e-03
295,1.0005135000e+07,0.0000000000e+00,7.0002229530e+00,0.0000000000e+00,1.0005135156e+05,0.0000000000e+00,-2.5137073826e-03,0.0000000000e+00,1.0005135000e+07,1.0005135156e+05,-2.5137073826e-03
300,1.0005008000e+07,0.0000000000e+00,7.0002174402e+00,0.0000000000e+00,1.0005007812e+05,0.0000000000e+00,-2.4498212151e-03,0.0000000000e+00,1.0005008000e+07,1.0005007812e+05,-2.4498212151e-03
305,1.0005039000e+07,0.0000000000e+00,7.0002187859e+00,0.0000000000e+00,1.0005039062e+05,0.0000000000e+00,-2.4655247107e-03,0.0000000000e+00,1.0005039000e+07,1.0005039062e+05,-2.4655247107e-03
310,1.0005192000e+07,0.0000000000e+00,7.0002254272e+00,0.0000000000e+00,1.0005191406e+05,0.0000000000e+00,-2.5402137544e-03,0.0000000000e+00,1.0005192000e+07,1.0005191406e+05,-2.5402137544e-03
315,1.0005004000e+07,0.0000000000e+00,7.0002172666e+00,0.0000000000e+00,1.0005003906e+05,0.0000000000e+00,-2.4475732353e-03,0.0000000000e+00,1.0005004000e+07,1.0005003906e+05,-2.4475732353e-03
320,1.0004991000e+07,0.0000000000e+00,7.0002167023e+00,0.0000000000e+00,1.0004991406e+05,0.0000000000e+00,-2.4415850639e-03,0.0000000000e+00,1.0004991000e+07,1.0004991406e+05,-2.4415850639e-03
325,1.0004991000e+07,0.0000000000e+00,7.0002167023e+00,0.0000000000e+00,1.0004991406e+05,0.0000000000e+00,-2.4412404746e-03,0.0000000000e+00,1.0004991000e+07,1.0004991406e+05,-2.4412404746e-03
330,1.0004991000e+07,0.0000000000e+00,7.0002167023e+00,0.0000000000e+00,1.0004991406e+05,0.0000000000e+00,-2.4413331412e-03,0.0000000000e+00,1.0004991000e+07,1.0004991406e+05,-2.4413331412e-03
335,1.0000362000e+07,0.0000000000e+00,7.0000157212e+00,0.0000000000e+00,1.0000362500e+05,0.0000000000e+00,-1.2928638898e-04,0.0000000000e+00,1.0000362000e+07,1.0000362500e+05,-1.2928638898e-04
340,1.0001435000e+07,0.0000000000e+00,7.0000623168e+00,0.0000000000e+00,1.0001434375e+05,0.0000000000e+00,-6.6533399513e-04,0.0000000000e+00,1.0001435000e+07,1.0001434375e+05,-6.6533399513e-04
345,1.0001416000e+07,0.0000000000e+00,7.0000614917e+00,0.0000000000e+00,1.0001415625e+05,0.0000000000e+00,-6.5645540599e-04,0.0000000000e+00,1.0001416000e+07,1.0001415625e+05,-6.5645540599e-04
350,9.9952090000e+06,0.0000000000e+00,6.9997918797e+00,0.0000000000e+00,9.9952085938e+04,0.0000000000e+00,2.4416421074e-03,0.0000000000e+00,9.9952090000e+06,9.9952085938e+04,2.4416421074e-03
355,9.9952090000e+06,0.0000000000e+00,6.9997918797e+00,0.0000000000e+00,9.9952085938e+04,0.0000000000e+00,2.4412737694e-03,0.0000000000e+00,9.9952090000e+06,9.9952085938e+04,2.4412737694e-03
360,9.9952090000e+06,0.0000000000e+00,6.9997918797e+00,0.0000000000e+00,9.9952085938e+04,0.0000000000e+00,2.4413196370e-03,0.0000000000e+00,9.9952090000e+06,9.9952085938e+04,2.4413196370e-03
365,9.9952110000e+06,0.0000000000e+00,6.9997919666e+00,0.0000000000e+00,9.9952109375e+04,0.0000000000e+00,2.4411212653e-03,0.0000000000e+00,9.9952110000e+06,9.9952109375e+04,2.4411212653e-03
370,9.9952150000e+06,0.0000000000e+00,6.9997921404e+00,0.0000000000e+00,9.9952140625e+04,0.0000000000e+00,2.4409028701e-03,0.0000000000e+00,9.9952150000e+06,9.9952140625e+04,2.4409028701e-03
375,9.9952150000e+06,0.0000000000e+00,6.9997921404e+00,0.0000000000e+00,9.9952148438e+04,0.0000000000e+00,2.4387438316e-03,0.0000000000e+00,9.9952150000e+06,9.9952148438e+04,2.4387438316e-03
380,9.9952110000e+06,0.0000000000e+00,6.9997919666e+00,0.0000000000e+00,9.9952101562e+04,0.0000000000e+00,2.4404376745e-03,0.0000000000e+00,9.9952110000e+06,9.9952101562e+04,2.4404376745e-03
385,1.0003344000e+07,0.0000000000e+00,7.0001452038e+00,0.0000000000e+00,1.0003343750e+05,0.0000000000e+00,-1.6195434146e-03,0.0000000000e+00,1.0003344000e+07,1.0003343750e+05,-1.6195434146e-03
390,1.0001949000e+07,0.0000000000e+00,7.0000846357e+00,0.0000000000e+00,1.0001948438e+05,0.0000000000e+00,-9.2227611458e-04,0.0000000000e+00,1.0001949000e+07,1.0001948438e+05,-9.2227611458e-04
395,1.0001895000e+07,0.0000000000e+00,7.0000822910e+00,0.0000000000e+00,1.0001895312e+05,0.0000000000e+00,-8.9562509675e-04,0.0000000000e+00,1.0001895000e+07,1.0001895312e+05,-8.9562509675e-04
400,1.0001588000e+07,0.0000000000e+00,7.0000689605e+00,0.0000000000e+00,1.0001588281e+05,0.0000000000e+00,-7.4304745067e-04,0.0000000000e+00,1.0001588000e+07,1.0001588281e+05,-7.4304745067e-04
405,1.0001609000e+07,0.0000000000e+00,7.0000698724e+00,0.0000000000e+00,1.0001608594e+05,0.0000000000e+00,-7.5179396663e-04,0.0000000000e+00,1.0001609000e+07,1.0001608594e+05,-7.5179396663e-04
410,1.0001593000e+07,0.0000000000e+00,7.0000691776e+00,0.0000000000e+00,1.0001593750e+05,0.0000000000e+00,-7.4468069943e-04,0.0000000000e+00,1.0001593000e+07,1.0001593750e+05,-7.4468069943e-04
415,1.0001594000e+07,0.0000000000e+00,7.0000692210e+00,0.0000000000e+00,1.0001594531e+05,0.0000000000e+00,-7.4579037027e-04,0.0000000000e+00,1.0001594000e+07,1.0001594531e+05,-7.4579037027e-04
420,1.0001589000e+07,0.0000000000e+00,7.0000690039e+00,0.0000000000e+00,1.0001589844e+05,0.0000000000e+00,-7.4258173117e-04,0.0000000000e+00,1.0001589000e+07,1.0001589844e+05,-7.4258173117e-04
425,1.0001594000e+07,0.0000000000e+00,7.0000692210e+00,0.0000000000e+00,1.0001594531e+05,0.0000000000e+00,-7.4473430868e-04,0.0000000000e+00,1.0001594000e+07,1.0001594531e+05,-7.4473430868e-04
430,1.0001589000e+07,0.0000000000e+00,7.0000690039e+00,0.0000000000e+00,1.0001589844e+05,0.0000000000e+00,-7.4258976383e-04,0.0000000000e+00,1.0001589000e+07,1.0001589844e+05,-7.4258976383e-04
435,1.0001594000e+07,0.0000000000e+00,7.0000692210e+00,0.0000000000e+00,1.0001594531e+05,0.0000000000e+00,-7.4491038686e-04,0.0000000000e+00,1.0001594000e+07,1.0001594531e+05,-7.4491038686e-04
440,1.0001586000e+07,0.0000000000e+00,7.0000688736e+00,0.0000000000e+00,1.0001586719e+05,0.0000000000e+00,-7.4228178710e-04,0.0000000000e+00,1.0001586000e+07,1.0001586719e+05,-7.4228178710e-04
445,1.0001590000e+07,0.0000000000e+00,7.0000690473e+00,0.0000000000e+00,1.0001590625e+05,0.0000000000e+00,-7.4442470213e-04,0.0000000000e+00,1.0001590000e+07,1.0001590625e+05,-7.4442470213e-04
450,1.0001605000e+07,0.0000000000e+00,7.0000696987e+00,0.0000000000e+00,1.0001604688e+05,0.0000000000e+00,-7.5119140092e-04,0.0000000000e+00,1.0001605000e+07,1.0001604688e+05,-7.5119140092e-04
455,1.0001784000e+07,0.0000000000e+00,7.0000774712e+00,0.0000000000e+00,1.0001784375e+05,0.0000000000e+00,-8.4005336976e-04,0.0000000000e+00,1.0001784000e+07,1.0001784375e+05,-8.4005336976e-04
460,1.0001820000e+07,0.0000000000e+00,7.0000790344e+00,0.0000000000e+00,1.0001819531e+05,0.0000000000e+00,-8.5706339451e-04,0.0000000000e+00,1.0001820000e+07,1.0001819531e+05,-8.5706339451e-04
465,1.0002554000e+07,0.0000000000e+00,7.0001109046e+00,0.0000000000e+00,1.0002553906e+05,0.0000000000e+00,-1.2235445902e-03,0.0000000000e+00,1.0002554000e+07,1.0002553906e+05,-1.2235445902e-03
470,1.0004668000e+07,0.0000000000e+00,7.0002026814e+00,0.0000000000e+00,1.0004668750e+05,0.0000000000e+00,-2.2809966467e-03,0.0000000000e+00,1.0004668000e+07,1.0004668750e+05,-2.2809966467e-03
475,1.0004990000e+07,0.0000000000e+00,7.0002166589e+00,0.0000000000e+00,1.0004989844e+05,0.0000000000e+00,-2.4415305816e-03,0.0000000000e+00,1.0004990000e+07,1.0004989844e+05,-2.4415305816e-03
480,1.0004991000e+07,0.0000000000e+00,7.0002167023e+00,0.0000000000e+00,1.0004991406e+05,0.0000000000e+00,-2.4413194042e-03,0.0000000000e+00,1.0004991000e+07,1.0004991406e+05,-2.4413194042e-03
485,1.0004991000e+07,0.0000000000e+00,7.0002167023e+00,0.0000000000e+00,1.0004991406e+05,0.0000000000e+00,-2.4412474595e-03,0.0000000000e+00,1.0004991000e+07,1.0004991406e+05,-2.4412474595e-03
490,1.0004994000e+07,0.0000000000e+00,7.0002168325e+00,0.0000000000e+00,1.0004994531e+05,0.0000000000e+00,-2.4436262902e-03,0.0000000000e+00,1.0004994000e+07,1.0004994531e+05,-2.4436262902e-03
495,1.0001519000e+07,0.0000000000e+00,7.0000659643e+00,0.0000000000e+00,1.0001518750e+05,0.0000000000e+00,-7.0781173417e-04,0.0000000000e+00,1.0001519000e+07,1.0001518750e+05,-7.0781173417e-04
500,9.9952100000e+06,0.0000000000e+00,6.9997919231e+00,0.0000000000e+00,9.9952093750e+04,0.0000000000e+00,2.4409780744e-03,0.0000000000e+00,9.9952100000e+06,9.9952093750e+04,2.4409780744e-03
505,9.9952090000e+06,0.0000000000e+00,6.9997918797e+00,0.0000000000e+00,9.9952085938e+04,0.0000000000e+00,2.4411114864e-03,0.0000000000e+00,9.9952090000e+06,9.9952085938e+04,2.4411114864e-03
510,9.9952090000e+06,0.0000000000e+00,6.9997918797e+00,0.0000000000e+00,9.9952085938e+04,0.0000000000e+00,2.4404835422e-03,0.0000000000e+00,9.9952090000e+06,9.9952085938e+04,2.4404835422e-03
515,9.9952110000e+06,0.0000000000e+00,6.9997919666e+00,0.0000000000e+00,9.9952109375e+04,0.0000000000e+00,2.4399317335e-03,0.0000000000e+00,9.9952110000e+06,9.9952109375e+04,2.4399317335e-03
520,9.9952100000e+06,0.0000000000e+00,6.9997919231e+00,0.0000000000e+00,9.9952093750e+04,0.0000000000e+00,2.4408455938e-03,0.0000000000e+00,9.9952100000e+06,9.9952093750e+04,2.4408455938e-03
525,9.9954340000e+06,0.0000000000e+00,6.9998016559e+00,0.0000000000e+00,9.9954343750e+04,0.0000000000e+00,2.3298843298e-03,0.0000000000e+00,9.9954340000e+06,9.9954343750e+04,2.3298843298e-03
530,9.9954870000e+06,0.0000000000e+00,6.9998039587e+00,0.0000000000e+00,9.9954875000e+04,0.0000000000e+00,2.3035628255e-03,0.0000000000e+00,9.9954870000e+06,9.9954875000e+04,2.3035628255e-03
535,9.9955120000e+06,0.0000000000e+00,6.9998050449e+00,0.0000000000e+00,9.9955117188e+04,0.0000000000e+00,2.2904928774e-03,0.0000000000e+00,9.9955120000e+06,9.9955117188e+04,2.2904928774e-03
540,9.9953540000e+06,0.0000000000e+00,6.9997981799e+00,0.0000000000e+00,9.9953546875e+04,0.0000000000e+00,2.3692082614e-03,0.0000000000e+00,9.9953540000e+06,9.9953546875e+04,2.3692082614e-03
545,9.9953870000e+06,0.0000000000e+00,6.9997996137e+00,0.0000000000e+00,9.9953875000e+04,0.0000000000e+00,2.3531811312e-03,0.0000000000e+00,9.9953870000e+06,9.9953875000e+04,2.3531811312e-03
550,9.9952270000e+06,0.0000000000e+00,6.9997926618e+00,0.0000000000e+00,9.9952273438e+04,0.0000000000e+00,2.4321363308e-03,0.0000000000e+00,9.9952270000e+06,9.9952273438e+04,2.4321363308e-03
555,9.9953160000e+06,0.0000000000e+00,6.9997965288e+00,0.0000000000e+00,9.9953156250e+04,0.0000000000e+00,2.3875320330e-03,0.0000000000e+00,9.9953160000e+06,9.9953156250e+04,2.3875320330e-03
560,9.9952660000e+06,0.0000000000e+00,6.9997943563e+00,0.0000000000e+00,9.9952664062e+04,0.0000000000e+00,2.4115645792e-03,0.0000000000e+00,9.9952660000e+06,9.9952664062e+04,2.4115645792e-03
565,9.9952870000e+06,0.0000000000e+00,6.9997952688e+00,0.0000000000e+00,9.9952867188e+04,0.0000000000e+00,2.4032834917e-03,0.0000000000e+00,9.9952870000e+06,9.9952867188e+04,2.4032834917e-03
570,9.9952110000e+06,0.0000000000e+00,6.9997919666e+00,0.0000000000e+00,9.9952109375e+04,0.0000000000e+00,2.4406651501e-03,0.0000000000e+00,9.9952110000e+06,9.9952109375e+04,2.4406651501e-03
575,9.9952080000e+06,0.0000000000e+00,6.9997918362e+00,0.0000000000e+00,9.9952078125e+04,0.0000000000e+00,2.4410048500e-03,0.0000000000e+00,9.9952080000e+06,9.9952078125e+04,2.4410048500e-03
580,9.9952150000e+06,0.0000000000e+00,6.9997921404e+00,0.0000000000e+00,9.9952148438e+04,0.0000000000e+00,2.4394423235e-03,0.0000000000e+00,9.9952150000e+06,9.9952148438e+04,2.4394423235e-03
585,9.9952410000e+06,0.0000000000e+00,6.9997932701e+00,0.0000000000e+00,9.9952414062e+04,0.0000000000e+00,2.4252994917e-03,0.0000000000e+00,9.9952410000e+06,9.9952414062e+04,2.4252994917e-03
590,9.9952260000e+06,0.0000000000e+00,6.9997926183e+00,0.0000000000e+00,9.9952265625e+04,0.0000000000e+00,2.4335866328e-03,0.0000000000e+00,9.9952260000e+06,9.9952265625e+04,2.4335866328e-03
595,9.9952930000e+06,0.0000000000e+00,6.9997955295e+00,0.0000000000e+00,9.9952929688e+04,0.0000000000e+00,2.4010909256e-03,0.0000000000e+00,9.9952930000e+06,9.9952929688e+04,2.4010909256e-03
600,9.9952410000e+06,0.0000000000e+00,6.9997932701e+00,0.0000000000e+00,9.9952414062e+04,0.0000000000e+00,2.4230042472e-03,0.0000000000e+00,9.9952410000e+06,9.9952414062e+04,2.4230042472e-03
