step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,qy_mean,qy_std,loss_replica_1,loss_replica_2,loss_replica_3,loss_replica_4,loss_replica_5,qy_replica_1,qy_replica_2,qy_replica_3,qy_replica_4,qy_replica_5
17,1.0000880599e+00,4.5770568874e-03,3.3686494832e-05,1.9900514805e-03,6.2154119834e-03,1.2320503761e-03,9.9302291870e-01,1.0042721033e+00,1.0039445162e+00,9.9628549814e-01,1.0029152632e+00,7.7839093283e-03,7.5150816701e-03,5.5919298902e-03,4.5771333389e-03,5.6090056896e-03
18,1.0000224710e+00,4.5760103577e-03,5.2046377320e-06,1.9897261102e-03,7.6911763288e-03,1.2373665058e-03,9.9295926094e-01,1.0042058229e+00,1.0038783550e+00,9.9622040987e-01,1.0028485060e+00,9.2583671212e-03,9.0014962479e-03,7.0754732005e-03,6.0380767100e-03,7.0824683644e-03
19,9.9995024204e-01,4.5749149090e-03,-2.6162881785e-05,1.9893927226e-03,9.4256749377e-03,1.2436598041e-03,9.9288898706e-01,1.0041328669e+00,1.0038052797e+00,9.9614876509e-01,1.0027753115e+00,1.0991323739e-02,1.0748476721e-02,8.8191302493e-03,7.7551258728e-03,8.8143181056e-03
20,9.9987168312e-01,4.5738276741e-03,-6.0282175203e-05,1.9890754562e-03,1.1445225403e-02,1.2510490386e-03,9.9281239510e-01,1.0040534735e+00,1.0037260056e+00,9.9607074261e-01,1.0026957989e+00,1.3009071350e-02,1.2782512233e-02,1.0849366896e-02,9.7543150187e-03,1.0830861516e-02
21,9.9978735447e-01,4.5726869557e-03,-9.6910382775e-05,1.9887462499e-03,1.3776819222e-02,1.2596606123e-03,9.9273020029e-01,1.0039682388e+00,1.0036410093e+00,9.9598687887e-01,1.0026104450e+00,1.5338574536e-02,1.5130762942e-02,1.3193323277e-02,1.2062343769e-02,1.3159091584e-02
22,9.9969786406e-01,4.5715029480e-03,-1.3578403777e-04,1.9884085235e-03,1.6448020935e-02,1.2696311627e-03,9.9264281988e-01,1.0038777590e+00,1.0035507679e+00,9.9589800835e-01,1.0025199652e+00,1.8007369712e-02,1.7820959911e-02,1.5878727660e-02,1.4706470072e-02,1.5826577321e-02
23,9.9960411787e-01,4.5703138731e-03,-1.7651018748e-04,1.9880769146e-03,1.9486847520e-02,1.2811043157e-03,9.9255126715e-01,1.0037831068e+00,1.0034562349e+00,9.9580478668e-01,1.0024251938e+00,2.1043436602e-02,2.0881285891e-02,1.8933763728e-02,1.7714401707e-02,1.8861349672e-02
24,9.9950696230e-01,4.5691214191e-03,-2.1872158667e-04,1.9877506233e-03,2.2921665758e-02,1.2942366659e-03,9.9245625734e-01,1.0036851168e+00,1.0033581257e+00,9.9570822716e-01,1.0023270845e+00,2.4475114420e-02,2.4340257049e-02,2.2386966273e-02,2.1114174277e-02,2.2291816771e-02
25,9.9940756559e-01,4.5678989678e-03,-2.6191093825e-04,1.9874156820e-03,2.6781063154e-02,1.3091910141e-03,9.9235904217e-01,1.0035847425e+00,1.0032578707e+00,9.9560946226e-01,1.0022267103e+00,2.8330953792e-02,2.8226602823e-02,2.6267109439e-02,2.4934045970e-02,2.6146603748e-02
26,9.9930713177e-01,4.5667283450e-03,-3.0555542593e-04,1.9871052581e-03,3.1093740463e-02,1.3261397959e-03,9.9226075411e-01,1.0034834146e+00,1.0031566620e+00,9.9550956488e-01,1.0021252632e+00,3.2639611512e-02,3.2569155097e-02,3.0603082851e-02,2.9202373698e-02,3.0454479158e-02
27,9.9920685291e-01,4.5655381859e-03,-3.4913690343e-04,1.9867860672e-03,3.5888381302e-02,1.3452625660e-03,9.9216252565e-01,1.0033823252e+00,1.0030554533e+00,9.9541002512e-01,1.0020239353e+00,3.7429735065e-02,3.7396699190e-02,3.5423759371e-02,3.3947493881e-02,3.5244219005e-02
28,9.9910800457e-01,4.5643639159e-03,-3.9210095494e-04,1.9864707731e-03,4.1193530709e-02,1.3667520510e-03,9.9206584692e-01,1.0032825470e+00,1.0029557943e+00,9.9531167746e-01,1.0019241571e+00,4.2729821056e-02,4.2737878859e-02,4.0757913142e-02,3.9197586477e-02,4.0544454008e-02
29,9.9901190996e-01,4.5632952216e-03,-4.3387232656e-04,1.9861960177e-03,4.7037458420e-02,1.3907938959e-03,9.9197167158e-01,1.0031856298e+00,1.0028589964e+00,9.9521613121e-01,1.0018271208e+00,4.8568092287e-02,4.8621013761e-02,4.6634010971e-02,4.4980581850e-02,4.6383593231e-02
30,9.9891976118e-01,4.5622183321e-03,-4.7393215662e-04,1.9859097989e-03,5.3448033333e-02,1.4175797612e-03,9.9188143015e-01,1.0030927658e+00,1.0027660131e+00,9.9512457848e-01,1.0017340183e+00,5.4972361773e-02,5.5073987693e-02,5.3080182523e-02,5.1323987544e-02,5.2789647132e-02
31,9.9883298874e-01,4.5612229609e-03,-5.1165814714e-04,1.9856483806e-03,6.0452575982e-02,1.4472999136e-03,9.9179643393e-01,1.0030052662e+00,1.0026785135e+00,9.9503833055e-01,1.0016463995e+00,6.1969880015e-02,6.2124118209e-02,6.0123994946e-02,5.8254785836e-02,5.9790100902e-02
32,9.9875254631e-01,4.5601658578e-03,-5.4663470287e-04,1.9853474771e-03,6.8077726662e-02,1.4801429950e-03,9.9171781540e-01,1.0029238462e+00,1.0025974512e+00,9.9495851994e-01,1.0015650988e+00,6.9587215781e-02,6.9797985256e-02,6.7792363465e-02,6.5799266100e-02,6.7411802709e-02
33,9.9867957830e-01,4.5592556957e-03,-5.7836389583e-04,1.9850956615e-03,7.6349262893e-02,1.5162822190e-03,9.9164646864e-01,1.0028501749e+00,1.0025238991e+00,9.9488604069e-01,1.0014913082e+00,7.7850081027e-02,7.8121252358e-02,7.6111353934e-02,7.3982916772e-02,7.5680710375e-02
34,9.9861481190e-01,4.5584879612e-03,-6.0652875136e-04,1.9848895302e-03,8.5291986167e-02,1.5558737210e-03,9.9158310890e-01,1.0027849674e+00,1.0024586916e+00,9.9482166767e-01,1.0014256239e+00,8.6783163249e-02,8.7118543684e-02,8.5106119514e-02,8.2830242813e-02,8.4621861577e-02
35,9.9855899811e-01,4.5577116806e-03,-6.3080163497e-04,1.9846619479e-03,9.4929502904e-02,1.5990518323e-03,9.9152863026e-01,1.0027285814e+00,1.0024024248e+00,9.9476635456e-01,1.0013689995e+00,9.6409976482e-02,9.6813216805e-02,9.4800591469e-02,9.2364624143e-02,9.4259105623e-02
36,9.9851270914e-01,4.5570384561e-03,-6.5093323489e-04,1.9844602784e-03,1.0528408289e-01,1.6459258507e-03,9.9148356915e-01,1.0026818514e+00,1.0023556948e+00,9.9472039938e-01,1.0013220310e+00,1.0675265640e-01,1.0722721368e-01,1.0521745682e-01,1.0260812938e-01,1.0461495817e-01
37,9.9847621918e-01,4.5564107474e-03,-6.6680360144e-04,1.9842590683e-03,1.1637640595e-01,1.6965761210e-03,9.9144810438e-01,1.0026448965e+00,1.0023188591e+00,9.9468439817e-01,1.0012848377e+00,1.1783175915e-01,1.1838082969e-01,1.1637778580e-01,1.1358133703e-01,1.1571031809e-01
38,9.9844967127e-01,4.5559495752e-03,-6.7835028323e-04,1.9841105176e-03,1.2822544575e-01,1.7510403557e-03,9.9142247438e-01,1.0026180744e+00,1.0022921562e+00,9.9465799332e-01,1.0012576580e+00,1.2966610491e-01,1.3029253483e-01,1.2830102444e-01,1.2530317903e-01,1.2756438553e-01
39,9.9843297005e-01,4.5554603740e-03,-6.8561403229e-04,1.9839301959e-03,1.4084804952e-01,1.8093089224e-03,9.9140667915e-01,1.0026010275e+00,1.0022753477e+00,9.9464154243e-01,1.0012402534e+00,1.4227232337e-01,1.4297859371e-01,1.4100454748e-01,1.3779056072e-01,1.4019422233e-01
40,9.9842586517e-01,4.5550732879e-03,-6.8870378763e-04,1.9837754406e-03,1.5425887704e-01,1.8713047650e-03,9.9140018225e-01,1.0025937557e+00,1.0022680759e+00,9.9463480711e-01,1.0012325048e+00,1.5566492081e-01,1.5645293891e-01,1.5450347960e-01,1.5105837584e-01,1.5361467004e-01
41,9.9842791557e-01,4.5547944298e-03,-6.8781133323e-04,1.9836495275e-03,1.6846992671e-01,1.9369260680e-03,9.9140280485e-01,1.0025956631e+00,1.0022702217e+00,9.9463695288e-01,1.0012339354e+00,1.6985565424e-01,1.7072680593e-01,1.6881042719e-01,1.6511893272e-01,1.6783781350e-01
42,9.9843863249e-01,4.5545253610e-03,-6.8314909997e-04,1.9835108023e-03,1.8349027336e-01,2.0060125736e-03,9.9141395092e-01,1.0026062727e+00,1.0022808313e+00,9.9464792013e-01,1.0012441874e+00,1.8485337496e-01,1.8580837548e-01,1.8393504620e-01,1.7998175323e-01,1.8287281692e-01
43,9.9845716953e-01,4.5543098785e-03,-6.7508545187e-04,1.9833797999e-03,1.9932561219e-01,2.0783012711e-03,9.9143290520e-01,1.0026247501e+00,1.0022994280e+00,9.9466657639e-01,1.0012621880e+00,2.0066356659e-01,2.0170231164e-01,1.9988359511e-01,1.9565325975e-01,1.9872532785e-01
44,9.9848281145e-01,4.5541679507e-03,-6.6393172862e-04,1.9832668245e-03,2.1597789228e-01,2.1535159773e-03,9.9145877361e-01,1.0026503801e+00,1.0023251772e+00,9.9469238520e-01,1.0012873411e+00,2.1728791296e-01,2.1840952337e-01,2.1665863693e-01,2.1213620901e-01,2.1539717913e-01
45,9.9851472378e-01,4.5540826483e-03,-6.5005108438e-04,1.9831660616e-03,2.3344482481e-01,2.2312971428e-03,9.9149084091e-01,1.0026823282e+00,1.0023572445e+00,9.9472439289e-01,1.0013188124e+00,2.3472392559e-01,2.3592653871e-01,2.3425839841e-01,2.2942933440e-01,2.3288592696e-01
46,9.9855192900e-01,4.5540338529e-03,-6.3386889483e-04,1.9830706954e-03,2.5171920955e-01,2.3112169958e-03,9.9152815342e-01,1.0027196407e+00,1.0023945570e+00,9.9476164579e-01,1.0013556480e+00,2.5296419859e-01,2.5424495339e-01,2.5267618895e-01,2.4752672017e-01,2.5118398666e-01
47,9.9859347343e-01,4.5539768755e-03,-6.1580009568e-04,1.9829631374e-03,2.7078871727e-01,2.3928868202e-03,9.9156981707e-01,1.0027612448e+00,1.0024362803e+00,9.9480324984e-01,1.0013967752e+00,2.7199628949e-01,2.7335128188e-01,2.7190005779e-01,2.6641729474e-01,2.7027866244e-01
48,9.9863851070e-01,4.5539747883e-03,-5.9621313732e-04,1.9828725921e-03,2.9063500762e-01,2.4757498319e-03,9.9161487818e-01,1.0028064251e+00,1.0024814606e+00,9.9484831095e-01,1.0014414787e+00,2.9180172086e-01,2.9322588444e-01,2.9191198945e-01,2.8608441353e-01,2.9015102983e-01
49,9.9868612289e-01,4.5539392307e-03,-5.7550722620e-04,1.9827624266e-03,3.1123346090e-01,2.5593439543e-03,9.9166250229e-01,1.0028541088e+00,1.0025291443e+00,9.9489605427e-01,1.0014888048e+00,3.1235590577e-01,3.1384307146e-01,3.1268742681e-01,3.0650505424e-01,3.1077584624e-01
50,9.9873559475e-01,4.5539003839e-03,-5.5399361307e-04,1.9826470205e-03,3.3255257010e-01,2.6430985628e-03,9.9171209335e-01,1.0029036999e+00,1.0025787354e+00,9.9494552612e-01,1.0015379190e+00,3.3362746239e-01,3.3517012000e-01,3.3419483900e-01,3.2764956355e-01,3.3212086558e-01
51,9.9878604412e-01,4.5539517373e-03,-5.3205619036e-04,1.9825691319e-03,3.5455370545e-01,2.7265356097e-03,9.9176239967e-01,1.0029543638e+00,1.0026292801e+00,9.9499607086e-01,1.0015881062e+00,3.5557800531e-01,3.5716763139e-01,3.5639521480e-01,3.4948110580e-01,3.5414656997e-01
52,9.9883683920e-01,4.5539991004e-03,-5.0996955105e-04,1.9824887836e-03,3.7719078660e-01,2.8091147324e-03,9.9181312323e-01,1.0030053854e+00,1.0026800632e+00,9.9504685402e-01,1.0016387701e+00,3.7816190720e-01,3.7978863716e-01,3.7924188375e-01,3.7195545435e-01,3.7680605054e-01
53,9.9888741970e-01,4.5539764933e-03,-4.8797719139e-04,1.9823784569e-03,4.0041040182e-01,2.8903055578e-03,9.9186366796e-01,1.0030560493e+00,1.0027306080e+00,9.9509757757e-01,1.0016891956e+00,4.0132617950e-01,4.0297913551e-01,4.0268069506e-01,3.9502111077e-01,4.0004488826e-01
54,9.9893721342e-01,4.5540043001e-03,-4.6632811089e-04,1.9822916885e-03,4.2415177226e-01,2.9697004180e-03,9.9191331863e-01,1.0031059980e+00,1.0027804375e+00,9.9514752626e-01,1.0017387867e+00,4.2501088977e-01,4.2667809129e-01,4.2664968967e-01,4.1861888766e-01,4.2380130291e-01
55,9.9898576736e-01,4.5539858471e-03,-4.4521900290e-04,1.9821870964e-03,4.4834736586e-01,3.0468008914e-03,9.9196189642e-01,1.0031547546e+00,1.0028290749e+00,9.9519616365e-01,1.0017869473e+00,4.4914934039e-01,4.5081782341e-01,4.5107990503e-01,4.4268292189e-01,4.4800683856e-01
56,9.9903275967e-01,4.5540076736e-03,-4.2478988372e-04,1.9821032330e-03,4.7292343378e-01,3.1212283788e-03,9.9200886488e-01,1.0032018423e+00,1.0028760433e+00,9.9524313211e-01,1.0018339157e+00,4.7366881371e-01,4.7532489896e-01,4.7589588165e-01,4.6714079380e-01,4.7258678079e-01
57,9.9907797575e-01,4.5539952501e-03,-4.0513378690e-04,1.9820080753e-03,4.9780089855e-01,3.1926420097e-03,9.9205398560e-01,1.0032472610e+00,1.0029211044e+00,9.9528855085e-01,1.0018789768e+00,4.9849119782e-01,5.0012075901e-01,5.0101697445e-01,4.9191465974e-01,4.9746090174e-01
58,9.9912110567e-01,4.5540324290e-03,-3.8638550163e-04,1.9819385498e-03,5.2289638519e-01,3.2605978761e-03,9.9209707975e-01,1.0032906532e+00,1.0029641390e+00,9.9533164501e-01,1.0019220114e+00,5.2353459597e-01,5.2512264252e-01,5.2635741234e-01,5.1692211628e-01,5.2254515886e-01
59,9.9916206598e-01,4.5539716118e-03,-3.6858088954e-04,1.9818307715e-03,5.4812353849e-01,3.3248132892e-03,9.9213802814e-01,1.0033316612e+00,1.0030050278e+00,9.9537283182e-01,1.0019627810e+00,5.4871386290e-01,5.5024534464e-01,5.5182868242e-01,5.4207742214e-01,5.4775238037e-01
60,9.9920059443e-01,4.5539551964e-03,-3.5183410862e-04,1.9817471379e-03,5.7339444160e-01,3.3850390288e-03,9.9217653275e-01,1.0033704042e+00,1.0030432940e+00,9.9541145563e-01,1.0020012856e+00,5.7394230366e-01,5.7540208101e-01,5.7734102011e-01,5.6729316711e-01,5.7299363613e-01
61,9.9923692942e-01,4.5539107608e-03,-3.3604126787e-04,1.9816557066e-03,5.9862080812e-01,3.4409560137e-03,9.9221283197e-01,1.0034068823e+00,1.0030794144e+00,9.9544799328e-01,1.0020375252e+00,5.9913277626e-01,6.0050600767e-01,6.0280370712e-01,5.9248125553e-01,5.9818029404e-01
62,9.9927085638e-01,4.5538874655e-03,-3.2129562024e-04,1.9815783105e-03,6.2371579409e-01,3.4924513251e-03,9.9224668741e-01,1.0034408569e+00,1.0031131506e+00,9.9548208714e-01,1.0020714998e+00,6.2419956923e-01,6.2547177076e-01,6.2812799215e-01,6.1755460501e-01,6.2322503328e-01
63,9.9930230379e-01,4.5538393044e-03,-3.0762805307e-04,1.9814949925e-03,6.4859498739e-01,3.5392941281e-03,9.9227809906e-01,1.0034725666e+00,1.0031441450e+00,9.9551373720e-01,1.0021029711e+00,6.4905959368e-01,6.5021663904e-01,6.5322738886e-01,6.4242869616e-01,6.4804261923e-01
64,9.9933147430e-01,4.5537963307e-03,-2.9495045101e-04,1.9814183657e-03,6.7317796946e-01,3.5814304703e-03,9.9230730534e-01,1.0035018921e+00,1.0031731129e+00,9.9554300308e-01,1.0021320581e+00,6.7363274097e-01,6.7466157675e-01,6.7802011967e-01,6.6702264547e-01,6.7255276442e-01
65,9.9935834408e-01,4.5537116900e-03,-2.8327299620e-04,1.9813282548e-03,6.9738942385e-01,3.6188056289e-03,9.9233418703e-01,1.0035289526e+00,1.0031995773e+00,9.9557012320e-01,1.0021588802e+00,6.9784450531e-01,6.9873279333e-01,7.0242923498e-01,6.9126045704e-01,6.9668012857e-01
66,9.9938292503e-01,4.5536481904e-03,-2.7259055197e-04,1.9812519384e-03,7.2116010189e-01,3.6515768969e-03,9.9235874414e-01,1.0035536289e+00,1.0032237768e+00,9.9559491873e-01,1.0021835566e+00,7.2162592411e-01,7.2236251831e-01,7.2638463974e-01,7.1507209539e-01,7.2035533190e-01
67,9.9940538406e-01,4.5536234829e-03,-2.6283055469e-04,1.9811968064e-03,7.4442740679e-01,3.6798674078e-03,9.9238103628e-01,1.0035762787e+00,1.0032458305e+00,9.9561768770e-01,1.0022060871e+00,7.4491447210e-01,7.4548923969e-01,7.4982309341e-01,7.3839432001e-01,7.4351590872e-01
68,9.9942579269e-01,4.5535515285e-03,-2.5396168917e-04,1.9811250479e-03,7.6713620424e-01,3.7039382134e-03,9.9240148067e-01,1.0035967827e+00,1.0032658577e+00,9.9563825130e-01,1.0022265911e+00,7.6765471697e-01,7.6805919409e-01,7.7268880606e-01,7.6117086411e-01,7.6610743999e-01
69,9.9944406748e-01,4.5534883510e-03,-2.4602027397e-04,1.9810614587e-03,7.8923906088e-01,3.7243045247e-03,9.9241966009e-01,1.0036152601e+00,1.0032836199e+00,9.9565684795e-01,1.0022449493e+00,7.8979873657e-01,7.9002583027e-01,7.9493474960e-01,7.8335332870e-01,7.8808265924e-01
70,9.9946048260e-01,4.5534085124e-03,-2.3888706502e-04,1.9809942536e-03,8.1069638729e-01,3.7412619760e-03,9.9243605137e-01,1.0036318302e+00,1.0032995939e+00,9.9567353725e-01,1.0022614002e+00,8.1130617857e-01,8.1135040522e-01,8.1652122736e-01,8.0490124226e-01,8.0940288305e-01
71,9.9947503805e-01,4.5533011384e-03,-2.3256200111e-04,1.9809187596e-03,8.3147636652e-01,3.7553743428e-03,9.9245065451e-01,1.0036464930e+00,1.0033135414e+00,9.9568831921e-01,1.0022761822e+00,8.3214420080e-01,8.3200132847e-01,8.3741718531e-01,8.2578176260e-01,8.3003735542e-01
72,9.9948778152e-01,4.5531960697e-03,-2.2702438651e-04,1.9808479400e-03,8.5155481100e-01,3.7671647441e-03,9.9246335030e-01,1.0036593676e+00,1.0033257008e+00,9.9570143223e-01,1.0022890568e+00,8.5228759050e-01,8.5195517540e-01,8.5759902000e-01,8.4596979618e-01,8.4996247292e-01
73,9.9949882030e-01,4.5530808399e-03,-2.2222754703e-04,1.9807760632e-03,8.7091474533e-01,3.7772328940e-03,9.9247437716e-01,1.0036705732e+00,1.0033360720e+00,9.9571281672e-01,1.0023002625e+00,8.7171787024e-01,8.7119531631e-01,8.7705075741e-01,8.6544734240e-01,8.6916244030e-01
74,9.9950814247e-01,4.5529720922e-03,-2.1817667108e-04,1.9807104335e-03,8.8954609632e-01,3.7861789315e-03,9.9248367548e-01,1.0036799908e+00,1.0033447742e+00,9.9572247267e-01,1.0023097992e+00,8.9042347670e-01,8.8971143961e-01,8.9576363564e-01,8.8420349360e-01,8.8762843609e-01
75,9.9951591492e-01,4.5528718474e-03,-2.1479922456e-04,1.9806516300e-03,9.0744478703e-01,3.7942772635e-03,9.9249136448e-01,1.0036878586e+00,1.0033519268e+00,9.9573063850e-01,1.0023177862e+00,9.0839880705e-01,9.0750002861e-01,9.1373407841e-01,9.0223348141e-01,9.0535753965e-01
76,9.9952207804e-01,4.5528000028e-03,-2.1212113001e-04,1.9806084030e-03,9.2461265326e-01,3.8023297566e-03,9.9249738455e-01,1.0036942959e+00,1.0033572912e+00,9.9573719501e-01,1.0023242235e+00,9.2564415932e-01,9.2456257343e-01,9.3096578121e-01,9.1953790188e-01,9.2235285044e-01
77,9.9952676296e-01,4.5526348051e-03,-2.1008515554e-04,1.9805274208e-03,9.4105623960e-01,3.8104019718e-03,9.9250209332e-01,1.0036991835e+00,1.0033611059e+00,9.9574232101e-01,1.0023291111e+00,9.4216424227e-01,9.4090557098e-01,9.4746601582e-01,9.3612307310e-01,9.3862229586e-01
78,9.9952996969e-01,4.5525275644e-03,-2.0869159262e-04,1.9804746929e-03,9.5678676367e-01,3.8188885011e-03,9.9250519276e-01,1.0037025213e+00,1.0033634901e+00,9.9574595690e-01,1.0023326874e+00,9.5796883106e-01,9.5654016733e-01,9.6324723959e-01,9.5199936628e-01,9.5417821407e-01
79,9.9953178167e-01,4.5523736680e-03,-2.0790396918e-04,1.9804043972e-03,9.7181886435e-01,3.8279470423e-03,9.9250698090e-01,1.0037044287e+00,1.0033644438e+00,9.9574822187e-01,1.0023348331e+00,9.7307103872e-01,9.7148096561e-01,9.7832500935e-01,9.6718060970e-01,9.6903669834e-01
80,9.9953212738e-01,4.5522253131e-03,-2.0775346380e-04,1.9803394111e-03,9.8617022038e-01,3.8377134118e-03,9.9250727892e-01,1.0037050247e+00,1.0033638477e+00,9.9574905634e-01,1.0023354292e+00,9.8748701811e-01,9.8574548960e-01,9.9271810055e-01,9.8168385029e-01,9.8321664333e-01
81,9.9953114986e-01,4.5520398661e-03,-2.0817783478e-04,1.9802609752e-03,9.9986128807e-01,3.8480006493e-03,9.9250626564e-01,1.0037041903e+00,1.0033618212e+00,9.9574863911e-01,1.0023348331e+00,1.0012358427e+00,9.9935400486e-01,1.0064475536e+00,9.9552941322e-01,9.9673962593e-01
82,9.9952878952e-01,4.5519048918e-03,-2.0920315601e-04,1.9802072785e-03,1.0129142046e+00,3.8588694924e-03,9.9250376225e-01,1.0037020445e+00,1.0033584833e+00,9.9574685097e-01,1.0023328066e+00,1.0143384933e+00,1.0123287439e+00,1.0195363760e+00,1.0087383986e+00,1.0096290112e+00
83,9.9952508211e-01,4.5517042999e-03,-2.1081366228e-04,1.9801277182e-03,1.0253526926e+00,3.8701876255e-03,9.9250000715e-01,1.0036984682e+00,1.0033535957e+00,9.9574375153e-01,1.0023295879e+00,1.0268174410e+00,1.0246931314e+00,1.0320091248e+00,1.0213344097e+00,1.0219093561e+00
84,9.9952001572e-01,4.5515688890e-03,-2.1301479929e-04,1.9800792766e-03,1.0372012138e+00,3.8814516432e-03,9.9249476194e-01,1.0036935806e+00,1.0033473969e+00,9.9573928118e-01,1.0023250580e+00,1.0386960506e+00,1.0364720821e+00,1.0438901186e+00,1.0333414078e+00,1.0336064100e+00
