lambda	t	m_w	m_x	m_y
1.	0	0.01	0.01	0.0001
1.	1	0.0079369016320254	0.0079369016320254	0.00006299440751644747
1.	2	0.0063096567422483195	0.0063096567422483195	0.000039811768204999676
1.	3	0.005022473304531205	0.005022473304531205	0.000025225238094728605
1.	4	0.004001949371579958	0.004001949371579958	0.000016015598772689222
1.	5	0.003191367699528585	0.003191367699528585	0.000010184827793594372
1.	6	0.0025466054046062556	0.0025466054046062556	6.485199086769791e-6
1.	7	0.0020331488141656024	0.0020331488141656024	4.133694100542995e-6
1.	8	0.0016238811340447902	0.0016238811340447902	2.636989937506594e-6
1.	9	0.0012974211317200977	0.0012974211317200977	1.683301593033859e-6
1.	10	0.001036861581150611	0.001036861581150611	1.0750819384661449e-6
1.	11	0.000828802227884869	0.000828802227884869	6.869131329469223e-7
1.	12	0.0006626026766234651	0.0006626026766234651	4.3904230706858034e-7
1.	13	0.000529801419330569	0.000529801419330569	2.8068954392468537e-7
1.	14	0.00042366162969696653	0.00042366162969696653	1.794891764774896e-7
1.	15	0.00033881450000175246	0.00033881450000175246	1.1479526541143752e-7
1.	16	0.00027097816648931485	0.00027097816648931485	7.342916671391084e-8
1.	17	0.0002167355566658009	0.0002167355566658009	4.697430152323459e-8
1.	18	0.0001733583910624237	0.0001733583910624237	3.005313175175223e-8
1.	19	0.00013866748359615594	0.00013866748359615594	1.9228671006890177e-8
1.	20	0.00011092168295884129	0.00011092168295884129	1.2303619750421701e-8
1.	21	0.00008872947329491515	0.00008872947329491515	7.872919431193062e-9
1.	22	0.00007097854060451783	0.00007097854060451783	5.037953226347186e-9
1.	23	0.00005677960851964172	0.00005677960851964172	3.2239239436437707e-9
1.	24	0.000045421623671323	0.000045421623671323	2.0631238969392897e-9
1.	25	0.00003633597862322381	0.00003633597862322381	1.3203033425073777e-9
1.	26	0.000029067937948190766	0.000029067937948190766	8.449450165598689e-10
1.	27	0.000023253809616140723	0.000023253809616140723	5.407396616637188e-10
1.	28	0.000018602701630996533	0.000018602701630996533	3.460605079718811e-10
1.	29	0.000014881939831943147	0.000014881939831943147	2.2147213316157603e-10
1.	30	0.000011905410126395138	0.000011905410126395138	1.417387902776719e-10
1.	31	9.524237389829276e-6	9.524237389829276e-6	9.071109785782198e-11
1.	32	7.61933185754871e-6	7.61933185754871e-6	5.805421795545668e-11
1.	33	6.095428331742884e-6	6.095428331742884e-6	3.715424654741384e-11
1.	34	4.876318886883058e-6	4.876318886883058e-6	2.377848588657242e-11
1.	35	3.901039891381226e-6	3.901039891381226e-6	1.521811223414765e-11
1.	36	3.1208221735672932e-6	3.1208221735672932e-6	9.739531039029285e-12
1.	37	2.496651505581691e-6	2.496651505581691e-6	6.2332687403233236e-12
1.	38	1.9973172151875515e-6	1.9973172151875515e-6	3.989276058084556e-12
1.	39	1.5978512190206307e-6	1.5978512190206307e-6	2.5531285181257155e-12
1.	40	1.2782793412179734e-6	1.2782793412179734e-6	1.633998074184656e-12
1.	41	1.0226224272175163e-6	1.0226224272175163e-6	1.0457566286482444e-12
1.	42	8.18097272490746e-7	8.18097272490746e-7	6.692831472567979e-13
1.	43	6.544773896518819e-7	6.544773896518819e-7	4.2834065356554127e-13
1.	44	5.23581637583743e-7	5.23581637583743e-7	2.7413773121487394e-13
1.	45	4.1886513461897734e-7	4.1886513461897734e-7	1.75448000999374e-13
1.	46	3.350919954085283e-7	3.350919954085283e-7	1.1228664538686914e-13
1.	47	2.680735244634039e-7	2.680735244634039e-7	7.186341451823122e-14
1.	48	2.1445877357815544e-7	2.1445877357815544e-7	4.599256556464654e-14
1.	49	1.715669894272914e-7	1.715669894272914e-7	2.9435231861144324e-14
1.	50	1.3725357270328934e-7	1.3725357270328934e-7	1.883854321981713e-14
1.	51	1.098028461059662e-7	1.098028461059662e-7	1.2056665012970496e-14
1.	52	8.784226916850857e-8	8.784226916850857e-8	7.716264252672711e-15
1.	53	7.027381039639835e-8	7.027381039639835e-8	4.938408427628945e-15
1.	54	5.6219045156537604e-8	5.6219045156537604e-8	3.1605810383128143e-15
1.	55	4.4975234102458375e-8	4.4975234102458375e-8	2.0227716825709348e-15
1.	56	3.5980185987392915e-8	3.5980185987392915e-8	1.2945737836873855e-15
1.	57	2.8784147961387152e-8	2.8784147961387152e-8	8.285271738630281e-16
1.	58	2.3027317838852356e-8	2.3027317838852356e-8	5.30257366851528e-16
1.	59	1.8421853931717184e-8	1.8421853931717184e-8	3.393647022815239e-16
1.	60	1.4737482928180344e-8	1.4737482928180344e-8	2.1719340305840709e-16
1.	61	1.1789986203540502e-8	1.1789986203540502e-8	1.390037746796754e-16
1.	62	9.431988873869988e-9	9.431988873869988e-9	8.896241411680723e-17
1.	63	7.545591042160046e-9	7.545591042160046e-9	5.693594417552593e-17
1.	64	6.0364727972890334e-9	6.0364727972890334e-9	3.643900383241049e-17
1.	65	4.8291782145102645e-9	4.8291782145102645e-9	2.3320962227500547e-17
1.	66	3.863342556682797e-9	3.863342556682797e-9	1.492541571027637e-17
1.	67	3.0906740357939717e-9	3.0906740357939717e-9	9.552265995530997e-18
1.	68	2.472539222521727e-9	2.472539222521727e-9	6.113450206908347e-18
1.	69	1.978031374104774e-9	1.978031374104774e-9	3.91260811694282e-18
1.	70	1.5824250967797499e-9	1.5824250967797499e-9	2.5040691869184007e-18
1.	71	1.2659400758211959e-9	1.2659400758211959e-9	1.602604275570175e-18
1.	72	1.01275205963129e-9	1.01275205963129e-9	1.0256667342874199e-18
1.	73	8.102016470486053e-10	8.102016470486053e-10	6.564267088802727e-19
1.	74	6.481613172187711e-10	6.481613172187711e-10	4.201130931387724e-19
1.	75	5.185290535061446e-10	5.185290535061446e-10	2.6887237932997814e-19
1.	76	4.148232426328374e-10	4.148232426328374e-10	1.7207832262842189e-19
1.	77	3.318585939961398e-10	3.318585939961398e-10	1.1013012640909475e-19
1.	78	2.654868751264285e-10	2.654868751264285e-10	7.048328086439585e-20
1.	79	2.1238950005603352e-10	2.1238950005603352e-10	4.5109299734051866e-20
1.	80	1.6991160001595686e-10	1.6991160001595686e-10	2.886995181998251e-20
1.	81	1.3592927999428872e-10	1.3592927999428872e-10	1.8476769159765738e-20
1.	82	1.0874342398360585e-10	1.0874342398360585e-10	1.1825132259678264e-20
1.	83	8.699473917931662e-11	8.699473917931662e-11	7.568084644877325e-21
1.	84	6.959579133860972e-11	6.959579133860972e-11	4.843574172047304e-21
1.	85	5.56766330677879e-11	5.56766330677879e-11	3.099887469765093e-21
1.	86	4.4541306452246395e-11	4.4541306452246395e-11	1.9839279804729263e-21
1.	87	3.5633045160527404e-11	3.5633045160527404e-11	1.2697139074121854e-21
1.	88	2.8506436127609306e-11	2.8506436127609306e-11	8.12616900697469e-22
1.	89	2.2805148901567373e-11	2.2805148901567373e-11	5.200748164226595e-22
1.	90	1.824411912092105e-11	1.824411912092105e-11	3.3284788249835714e-22
1.	91	1.459529529652382e-11	1.459529529652382e-11	2.1302264479273034e-22
1.	92	1.1676236237082722e-11	1.1676236237082722e-11	1.363344926641637e-22
1.	93	9.340988989578926e-12	9.340988989578926e-12	8.725407530343472e-23
1.	94	7.472791191607298e-12	7.472791191607298e-12	5.584260819336362e-23
1.	95	5.9782329532500994e-12	5.9782329532500994e-12	3.5739269243325404e-23
1.	96	4.7825863625772065e-12	4.7825863625772065e-12	2.2873132315509475e-23
1.	97	3.8260690900471265e-12	3.8260690900471265e-12	1.4638804681814046e-23
1.	98	3.0608552720283323e-12	3.0608552720283323e-12	9.368834996303636e-24
1.	99	2.44868421761667e-12	2.44868421761667e-12	5.9960543976049625e-24
1.	100	1.9589473740894987e-12	1.9589473740894987e-12	3.837474814452142e-24
1.	101	1.567157899269143e-12	1.567157899269143e-12	2.4559838812416737e-24
1.	102	1.2537263194137428e-12	1.2537263194137428e-12	1.5718296839907303e-24
1.	103	1.0029810555299882e-12	1.0029810555299882e-12	1.0059709977520492e-24
1.	104	8.023848444233468e-13	8.023848444233468e-13	6.438214385602784e-25
1.	105	6.419078755382654e-13	6.419078755382654e-13	4.1204572067804923e-25
1.	106	5.135263004303486e-13	5.135263004303486e-13	2.6370926123368067e-25
1.	107	4.1082104034411014e-13	4.1082104034411014e-13	1.6877392718941697e-25
1.	108	3.2865683227518013e-13	3.2865683227518013e-13	1.0801531340115589e-25
1.	109	2.62925465820075e-13	2.62925465820075e-13	6.912980057670343e-26
1.	110	2.103403726560158e-13	2.103403726560158e-13	4.4243072369071595e-26
1.	111	1.6827229812478434e-13	1.6827229812478434e-13	2.83155663161963e-26
1.	112	1.3461783849980935e-13	1.3461783849980935e-13	1.8121962442360754e-26
1.	113	1.076942707998359e-13	1.076942707998359e-13	1.1598055963108387e-26
1.	114	8.61554166398613e-14	8.61554166398613e-14	7.42275581638809e-27
1.	115	6.89243333118843e-14	6.89243333118843e-14	4.750563722487723e-27
1.	116	5.51394666495044e-14	5.51394666495044e-14	3.040360782391808e-27
1.	117	4.411157331960157e-14	4.411157331960157e-14	1.945830900730585e-27
