lambda	t	m_w	m_x	m_y
2.	0	0.01	0.01	0.0001
2.	1	0.012639229007030572	0.012639229007030572	0.00015975010989216303
2.	2	0.0159226480510716	0.0159226480510716	0.0002535307209582942
2.	3	0.019977872695205123	0.019977872695205123	0.0003991153974258224
2.	4	0.024941836206066388	0.024941836206066388	0.0006220951933302442
2.	5	0.030952770564654897	0.030952770564654897	0.0009580740056281666
2.	6	0.03813777598973266	0.03813777598973266	0.0014544899574430292
2.	7	0.04659592860352031	0.04659592860352031	0.0021711805624243623
2.	8	0.05637816346474478	0.05637816346474478	0.003178497315657483
2.	9	0.06746691797831299	0.06746691797831299	0.004551785021492412
2.	10	0.07976019279947091	0.07976019279947091	0.006361688355408772
2.	11	0.09306536262947075	0.09306536262947075	0.008661161721354891
2.	12	0.10710684059150917	0.10710684059150917	0.011471875301494957
2.	13	0.12154837792011178	0.12154837792011178	0.014774008175010317
2.	14	0.1360263990060151	0.1360263990060151	0.018503181226543625
2.	15	0.15018726969700866	0.15018726969700866	0.022556215979042015
2.	16	0.1637204629716779	0.1637204629716779	0.026804389995660552
2.	17	0.17638153159635994	0.17638153159635994	0.03111044468827772
2.	18	0.18800243118471305	0.18800243118471305	0.035344914131362766
2.	19	0.19849028888681	0.19849028888681	0.03939839478236929
2.	20	0.20781792805612453	0.20781792805612453	0.04318829122154055
2.	21	0.21601005629336104	0.21601005629336104	0.046660344419861007
2.	22	0.22312844704575602	0.22312844704575602	0.04978630388105075
2.	23	0.22925835531790387	0.22925835531790387	0.05255939348307026
2.	24	0.23449732227955417	0.23449732227955417	0.05498899415628109
2.	25	0.23894670078282165	0.23894670078282165	0.0570955258149953
2.	26	0.24270572778687238	0.24270572778687238	0.0589060703005554
2.	27	0.24586772594072281	0.24586772594072281	0.06045093865926238
2.	28	0.24851794886363907	0.24851794886363907	0.06176117090739032
2.	29	0.25073261563691823	0.25073261563691823	0.06286684454413058
2.	30	0.252578754724271	0.252578754724271	0.06379602733806344
2.	31	0.2541145627542862	0.2541145627542862	0.06457421100380205
2.	32	0.2553900622259082	0.2553900622259082	0.06522408388375327
2.	33	0.256447907330827	0.256447907330827	0.06576552917436043
2.	34	0.2573242374768576	0.2573242374768576	0.06621576319304621
2.	35	0.25804951519082125	0.25804951519082125	0.06658955229021789
2.	36	0.2586493113020714	0.2586493113020714	0.06689946623703585
2.	37	0.25914501817070196	0.25914501817070196	0.06715614044269345
2.	38	0.259554483434865	0.259554483434865	0.0673685298711396
2.	39	0.2598925640880977	0.2598925640880977	0.06754414486828596
2.	40	0.2601716050172095	0.2601716050172095	0.06768926405723086
2.	41	0.26040184843039693	0.26040184843039693	0.06780912266596742
2.	42	0.2605917815936429	0.2605917815936429	0.06790807663414887
2.	43	0.2607484304641477	0.2607484304641477	0.06798974398951646
2.	44	0.2608776064969857	0.2608776064969857	0.06805712557159613
2.	45	0.2609841133268357	0.2609841133268357	0.06811270740899461
2.	46	0.26107191933316715	0.26107191933316715	0.06815854706430373
2.	47	0.26114430137345934	0.26114430137345934	0.06819634613983216
2.	48	0.2612039642675374	0.2612039642675374	0.06822751094907695
2.	49	0.26125313996583327	0.26125313996583327	0.06825320314200727
2.	50	0.2612936697489922	0.2612936697489922	0.0682743818508954
2.	51	0.2613270722899555	0.2613270722899555	0.06829183871163963
2.	52	0.2613545999610296	0.2613545999610296	0.06830622692078982
2.	53	0.26137728538295657	0.26137728538295657	0.06831808531416353
2.	54	0.26139597988454283	0.26139597988454283	0.06832785829980031
2.	55	0.2614113852634045	0.2614113852634045	0.06833591234533211
2.	56	0.261424080004293	0.261424080004293	0.068342549606091
2.	57	0.2614345409151688	0.2614345409151688	0.06834801918352508
2.	58	0.2614431609771159	0.2614431609771159	0.06835252642170614
2.	59	0.2614502640674201	0.2614502640674201	0.06835624058092371
2.	60	0.2614561171013589	0.2614561171013589	0.0683593011697195
2.	61	0.2614609400437745	0.2614609400437745	0.06836182316857425
2.	62	0.2614649141631564	0.2614649141631564	0.06836390133834676
2.	63	0.26146818883606854	0.26146818883606854	0.068365613773214
2.	64	0.2614708871560584	0.2614708871560584	0.06836702483017622
2.	65	0.2614731105567804	0.2614731105567804	0.0683681875442383
2.	66	0.2614749426223753	0.2614749426223753	0.06836914561937446
2.	67	0.2614764522278402	0.2614764522278402	0.06836993506965801
2.	68	0.2614776961271035	0.2614776961271035	0.06837058557193787
2.	69	0.2614787210858693	0.2614787210858693	0.06837112158070183
2.	70	0.26147956563925945	0.26147956563925945	0.06837156324689579
2.	71	0.2614802615402259	0.2614802615402259	0.06837192717514494
2.	72	0.26148083495311675	0.26148083495311675	0.06837222704777908
2.	73	0.26148130743722153	0.26148130743722153	0.06837247413907876
