replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,1155.5193,8.7888143957e-02,1774,9.0283226967e-01
2,101,1148.8458,1.1032842845e-01,403,8.9015442133e-01
3,102,1147.7807,9.0827189386e-02,611,9.0121155977e-01
