step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,9.9713879824e-01,2.6893815809e-03,-1.2459629068e-03,1.1702765972e-03,5.0050272544e-01,1.6241885710e-04,9.9490451813e-01,9.9559038877e-01,1.0009214878e+00,5.0069630146e-01,5.0051301718e-01,5.0029885769e-01
2,9.8452699184e-01,2.7340531457e-03,-6.7740456385e-03,1.2051316765e-03,5.0329699119e-01,2.5043709086e-04,9.8188787699e-01,9.8339933157e-01,9.8829376698e-01,5.0365114212e-01,5.0312322378e-01,5.0311660767e-01
3,9.6748403708e-01,2.7038525756e-03,-1.4357886782e-02,1.2131443374e-03,5.0709499915e-01,3.1821410746e-04,9.6455103159e-01,9.6682584286e-01,9.7107523680e-01,5.0754147768e-01,5.0682294369e-01,5.0692057610e-01
4,9.4538877408e-01,3.0855487537e-03,-2.4391870244e-02,1.4165878473e-03,5.1211202145e-01,3.6280979579e-04,9.4207811356e-01,9.4458228350e-01,9.4950592518e-01,5.1262348890e-01,5.1189160347e-01,5.1182097197e-01
5,9.1740240653e-01,3.7676567250e-03,-3.7443782835e-02,1.7819042398e-03,5.1856434345e-01,4.7155620189e-04,9.1355174780e-01,9.1613835096e-01,9.2251712084e-01,5.1919788122e-01,5.1842790842e-01,5.1806724072e-01
6,8.8328083356e-01,4.8136132807e-03,-5.3907630204e-02,2.3634200612e-03,5.2658949296e-01,6.7307404642e-04,8.7855279446e-01,8.8140332699e-01,8.8988637924e-01,5.2739983797e-01,5.2661681175e-01,5.2575182915e-01
7,8.4293136994e-01,6.3583082288e-03,-7.4220102348e-02,3.2686744643e-03,5.3620201349e-01,9.9083222326e-04,8.3704042435e-01,8.3999341726e-01,8.5176026821e-01,5.3726667166e-01,5.3645867109e-01,5.3488069773e-01
8,7.9699412982e-01,8.3779213008e-03,-9.8568767988e-02,4.5503759420e-03,5.4733552535e-01,1.4533113602e-03,7.8954684734e-01,7.9273730516e-01,8.0869823694e-01,5.4874145985e-01,5.4793089628e-01,5.4533421993e-01
9,7.4628017346e-01,1.0910546638e-02,-1.2714421805e-01,6.3193587361e-03,5.5977761745e-01,2.0622409615e-03,7.3700410128e-01,7.4023991823e-01,7.6159650087e-01,5.6160867214e-01,5.6082797050e-01,5.5689620972e-01
10,6.9222960869e-01,1.3846234884e-02,-1.5983594973e-01,8.6298555765e-03,5.7316271464e-01,2.8108977664e-03,6.8082511425e-01,6.8414670229e-01,7.1171700954e-01,5.7552367449e-01,5.7475191355e-01,5.6921255589e-01
11,6.3625168800e-01,1.7101134988e-02,-1.9652607596e-01,1.1569284668e-02,5.8707171679e-01,3.6825524289e-03,6.2253999710e-01,6.2585455179e-01,6.6036051512e-01,5.9003257751e-01,5.8930164576e-01,5.8188092709e-01
