step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,4.6856657028e+06,4.2304846636e+03,6.6707711238e+00,3.9207729058e-04,7.1706059389e-03,6.0665611458e-04,4.6910611153e+06,4.6807291031e+06,4.6852068901e+06,6.4777084626e-03,7.9551953822e-03,7.0789139718e-03
2,4.4585988045e+06,3.5388773495e+03,6.6491982584e+00,3.4469955132e-04,2.2826006636e-02,4.5031734669e-04,4.4630055428e+06,4.4543409348e+06,4.4584499359e+06,2.2361436859e-02,2.3435531184e-02,2.2681051865e-02
3,4.0947986603e+06,2.5163941934e+03,6.6122324705e+00,2.6690832048e-04,5.1308479160e-02,2.2930124465e-04,4.0976586342e+06,4.0915346146e+06,4.0952027321e+06,5.1234632730e-02,5.1618859172e-02,5.1071945578e-02
4,3.5405853271e+06,1.2343308789e+03,6.5490750388e+00,1.5141956812e-04,1.0550280909e-01,4.3429171683e-04,3.5410881042e+06,3.5388862610e+06,3.5417816162e+06,1.0611099750e-01,1.0527283698e-01,1.0512459278e-01
5,2.7231783867e+06,1.9939636029e+03,6.4350759750e+00,3.1808104034e-04,2.3127118746e-01,1.5081147901e-03,2.7203590393e+06,2.7246359825e+06,2.7245401382e+06,2.3329335451e-01,2.2967295349e-01,2.3084725440e-01
6,2.5613145828e+06,1.1943805110e+04,6.4084581941e+00,2.0271766900e-03,5.2375471592e-01,2.1484791343e-03,2.5738557816e+06,2.5452449799e+06,2.5648429871e+06,5.2598083019e-01,5.2085077763e-01,5.2443253994e-01
7,3.9485300064e+06,5.6264120152e+03,6.5964350021e+00,6.1853980806e-04,2.1952203164e-02,2.3007272946e-04,3.9450860023e+06,3.9564640045e+06,3.9440400124e+06,2.2092474625e-02,2.2136317566e-02,2.1627817303e-02
8,2.6805018425e+06,5.0292779863e+03,6.4282153451e+00,8.1531218261e-04,4.4378268719e-01,2.7575647276e-03,2.6850751877e+06,2.6734977722e+06,2.6829325676e+06,4.4633880258e-01,4.3995395303e-01,4.4505530596e-01
9,3.6053221703e+06,6.6678139094e+03,6.5569433364e+00,8.0320402077e-04,2.9495390256e-01,1.2033644764e-03,3.6134811401e+06,3.5971484184e+06,3.6053369522e+06,2.9325628281e-01,2.9590612650e-01,2.9569929838e-01
10,3.4531836510e+06,1.4496416515e+04,6.5382158429e+00,1.8254498444e-03,1.4375610650e-01,1.7853268460e-03,3.4666279793e+06,3.4330578804e+06,3.4598650932e+06,1.4150577784e-01,1.4388975501e-01,1.4587278664e-01
11,2.9948118210e+06,2.1357115319e+04,6.4763584885e+00,3.0985518927e-03,4.4770574570e-01,2.7480396566e-03,3.0200520515e+06,2.9678255081e+06,2.9965579033e+06,4.4386133552e-01,4.4913503528e-01,4.5012086630e-01
12,3.3425941467e+06,1.8448072796e+04,6.5240770185e+00,2.4011018994e-03,2.3304404318e-01,1.0883685219e-02,3.3168339729e+06,3.3518955231e+06,3.3590529442e+06,2.4765409529e-01,2.2154477239e-01,2.2993326187e-01
13,4.3647002220e+06,8.0556468493e+03,6.6399536815e+00,8.0112460518e-04,7.7617414296e-02,3.0292068046e-03,4.3611431122e+06,4.3571059227e+06,4.3758516312e+06,7.3429986835e-02,8.0494217575e-02,7.8928038478e-02
14,3.8525923729e+06,1.6458165075e+04,6.5857491010e+00,1.8541168402e-03,2.4227508406e-01,6.1925750911e-03,3.8742359161e+06,3.8343561172e+06,3.8491850853e+06,2.3371191323e-01,2.4496731162e-01,2.4814602733e-01
15,3.7464441299e+06,7.4075003129e+04,6.5735336159e+00,8.6439223023e-03,2.1250401437e-01,1.5263496316e-02,3.6426180840e+06,3.7862834930e+06,3.8104308128e+06,2.3356154561e-01,1.9786468148e-01,2.0608581603e-01
16,4.3609160423e+06,6.1945623294e+04,6.6395336115e+00,6.2005633435e-03,1.1319311460e-01,1.9396466484e-02,4.2733380318e+06,4.4065649986e+06,4.4028450966e+06,1.4019443095e-01,9.5505446196e-02,1.0387946665e-01
17,4.7197089195e+06,4.1188640427e+04,6.6738986964e+00,3.7867617026e-03,1.4700631145e-02,5.4442709660e-03,4.7138814926e+06,4.6724301338e+06,4.7728151321e+06,7.4542514049e-03,2.0577177405e-02,1.6070464626e-02
18,4.4348410606e+06,8.5612759464e+04,6.6467963791e+00,8.4425065180e-03,1.0005246600e-01,1.2175571628e-02,4.3138086319e+06,4.4925859451e+06,4.4981286049e+06,1.1715363711e-01,8.9761398733e-02,9.3242362142e-02
19,4.0681091309e+06,7.6292718161e+04,6.6093157768e+00,8.1802760301e-03,1.5465501944e-01,2.2050496468e-02,3.9649191856e+06,4.1469941139e+06,4.0924140930e+06,1.8477131426e-01,1.3259021938e-01,1.4660352468e-01
