replica,seed,runtime_sec,final_loss,estimated_convergence_step,cosine_similarity
1,100,26.8613,6.4461559296e+06,,1.1436877400e-01
2,101,27.2811,1.0103716278e+07,,7.7162101865e-02
3,102,26.2783,7.5562070847e+06,,-4.1621055454e-02
