alpha,cosine_similarity_mean,cosine_similarity_std,Loss_mean,Loss_std,Steps_mean,cosine_similarity_replica_0
0.1,0.0,0.0,1.0160131454467773,0.0,501.0,0.0
1.1,0.25632041692733765,0.0,9.411293029785156,0.0,2000.0,0.25632041692733765
2.1,0.48752906918525696,0.0,3.411965847015381,0.0,2000.0,0.48752906918525696
3.1,0.4633103609085083,0.0,3.9190351963043213,0.0,2000.0,0.4633103609085083
4.1,1.0,0.0,0.0006073195254430175,0.0,801.0,1.0
5.1,1.0,0.0,0.0006041481392458081,0.0,551.0,1.0
6.1,0.4639090299606323,0.0,4.414085865020752,0.0,2000.0,0.4639090299606323
7.1,-0.013120054267346859,0.0,11.128570556640625,0.0,2000.0,-0.013120054267346859
8.1,0.04294375330209732,0.0,96.57369232177734,0.0,801.0,0.04294375330209732
