replica,seed,runtime_sec,initial_loss,final_loss,final_mse,estimated_convergence_step,cosine_similarity
1,100,58.3785,1.0040653992e+02,1.4935676575e+01,1.4935676754e-01,,6.0485434532e-01
2,101,51.0084,1.0040644073e+02,1.4915396690e+01,1.4915396273e-01,,6.0410934687e-01
3,102,50.7565,1.0040658569e+02,1.4874897003e+01,1.4874896407e-01,,6.0673975945e-01
