step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,9.9907298883e-01,1.4933895399e-03,-4.0326761765e-04,6.4904878662e-04,5.0015200178e-01,5.8674109353e-04,1.0010185242e+00,9.9881190062e-01,9.9738854170e-01,5.0005024672e-01,4.9948969483e-01,5.0091606379e-01
2,9.9907131990e-01,1.4933895399e-03,-4.0399309952e-04,6.4904987064e-04,5.0015244881e-01,5.8678507384e-04,1.0010168552e+00,9.9881023169e-01,9.9738687277e-01,5.0005060434e-01,4.9949014187e-01,5.0091660023e-01
3,9.9906820059e-01,1.4933930137e-03,-4.0534906517e-04,6.4905338831e-04,5.0015343229e-01,5.8677041310e-04,1.0010137558e+00,9.9880707264e-01,9.9738377333e-01,5.0005161762e-01,4.9949112535e-01,5.0091755390e-01
4,9.9906384945e-01,1.4935378945e-03,-4.0724060576e-04,6.4911918207e-04,5.0015494227e-01,5.8677731070e-04,1.0010095835e+00,9.9880272150e-01,9.9737924337e-01,5.0005304813e-01,4.9949267507e-01,5.0091910362e-01
5,9.9905798833e-01,1.4936190205e-03,-4.0978851030e-04,6.4915820291e-04,5.0015697877e-01,5.8681439727e-04,1.0010038614e+00,9.9879676104e-01,9.9737334251e-01,5.0005507469e-01,4.9949467182e-01,5.0092118979e-01
6,9.9905071656e-01,1.4937534796e-03,-4.1294968218e-04,6.4922142043e-04,5.0015954177e-01,5.8684372326e-04,1.0009967089e+00,9.9878960848e-01,9.9736583233e-01,5.0005757809e-01,4.9949723482e-01,5.0092381239e-01
7,9.9904183547e-01,1.4938017734e-03,-4.1681041351e-04,6.4924818040e-04,5.0016263127e-01,5.8688426288e-04,1.0009878874e+00,9.9878072739e-01,9.9735689163e-01,5.0006061792e-01,4.9950030446e-01,5.0092697144e-01
8,9.9903130531e-01,1.4940984822e-03,-4.2138821446e-04,6.4938394464e-04,5.0016637643e-01,5.8695413665e-04,1.0009777546e+00,9.9877011776e-01,9.9734604359e-01,5.0006425381e-01,4.9950402975e-01,5.0093084574e-01
9,9.9901906649e-01,1.4943434241e-03,-4.2670882416e-04,6.4949834092e-04,5.0017059843e-01,5.8699468141e-04,1.0009658337e+00,9.9875783920e-01,9.9733352661e-01,5.0006842613e-01,4.9950823188e-01,5.0093513727e-01
10,9.9900509914e-01,1.4945211360e-03,-4.3278089706e-04,6.4958461549e-04,5.0017542640e-01,5.8710165451e-04,1.0009521246e+00,9.9874377251e-01,9.9731940031e-01,5.0007313490e-01,4.9951300025e-01,5.0094014406e-01
11,9.9898932377e-01,1.4947591308e-03,-4.3963909728e-04,6.4969833364e-04,5.0018093983e-01,5.8714566832e-04,1.0009366274e+00,9.9872803688e-01,9.9730330706e-01,5.0007855892e-01,4.9951851368e-01,5.0094574690e-01
12,9.9897158146e-01,1.4950454220e-03,-4.4735255470e-04,6.4983432689e-04,5.0018698970e-01,5.8720009546e-04,1.0009192228e+00,9.9871033430e-01,9.9728518724e-01,5.0008440018e-01,4.9952462316e-01,5.0095194578e-01
13,9.9895183245e-01,1.4953093041e-03,-4.5593854434e-04,6.4996188087e-04,5.0019371510e-01,5.8727001298e-04,1.0008997917e+00,9.9869060516e-01,9.9726510048e-01,5.0009101629e-01,4.9953132868e-01,5.0095880032e-01
