step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,loss_replica_2,loss_replica_3,cosine_similarity_replica_1,cosine_similarity_replica_2,cosine_similarity_replica_3
1,1.5953632991e+00,1.1522118173e-03,2.0285948375e-01,3.1359872622e-04,2.0084800323e-01,5.6889971700e-04,1.5949109793e+00,1.5969451666e+00,1.5942337513e+00,2.0102806389e-01,2.0007888973e-01,2.0143705606e-01
2,1.5880773067e+00,1.2682624604e-03,2.0087150136e-01,3.4677776370e-04,2.0216711859e-01,5.9634435795e-04,1.5877124071e+00,1.5897805691e+00,1.5867389441e+00,2.0229049027e-01,2.0138292015e-01,2.0282794535e-01
3,1.5802921851e+00,1.2958594972e-03,1.9873724645e-01,3.5607665915e-04,2.0361198982e-01,6.0335308956e-04,1.5799820423e+00,1.5820114613e+00,1.5788830519e+00,2.0371972024e-01,2.0282508433e-01,2.0429116488e-01
4,1.5718553464e+00,1.3023583052e-03,1.9641242754e-01,3.5979359434e-04,2.0520877838e-01,6.0578835855e-04,1.5716135502e+00,1.5735574961e+00,1.5703949928e+00,2.0531097054e-01,2.0442104340e-01,2.0589432120e-01
5,1.5627924999e+00,1.3080527414e-03,1.9390116619e-01,3.6346229700e-04,2.0694552362e-01,6.0708003935e-04,1.5625517368e+00,1.5645012856e+00,1.5613244772e+00,2.0704741776e-01,2.0615631342e-01,2.0763283968e-01
6,1.5532674789e+00,1.3055293320e-03,1.9124609605e-01,3.6499498649e-04,2.0879384379e-01,6.0656675741e-04,1.5530840158e+00,1.5549502373e+00,1.5517681837e+00,2.0888543129e-01,2.0800940692e-01,2.0948669314e-01
7,1.5433330933e+00,1.3025642532e-03,1.8845951410e-01,3.6651457142e-04,2.1074256301e-01,6.0621390331e-04,1.5431765318e+00,1.5450009108e+00,1.5418218374e+00,2.1083077788e-01,2.0995993912e-01,2.1143697202e-01
8,1.5330816507e+00,1.2948062211e-03,1.8556513078e-01,3.6677209085e-04,2.1277145545e-01,6.0438936902e-04,1.5329504013e+00,1.5347290039e+00,1.5315655470e+00,2.1285650134e-01,2.1199238300e-01,2.1346548200e-01
9,1.5225791931e+00,1.2832543797e-03,1.8257973639e-01,3.6601031263e-04,2.1486823261e-01,6.0140435086e-04,1.5224663019e+00,1.5242042542e+00,1.5210670233e+00,2.1495479345e-01,2.1409220994e-01,2.1555769444e-01
10,1.5118845304e+00,1.2681429363e-03,1.7951847059e-01,3.6426116280e-04,2.1701976657e-01,5.9774456436e-04,1.5117857456e+00,1.5134847164e+00,1.5103831291e+00,2.1710954607e-01,2.1624693274e-01,2.1770282090e-01
