step,loss_mean,loss_std,log10_loss_mean,log10_loss_std,clean_loss_mean,clean_loss_std,log10_clean_loss_mean,log10_clean_loss_std,cosine_similarity_mean,cosine_similarity_std,loss_replica_1,clean_loss_replica_1,cosine_similarity_replica_1
101,1.2628820419e+06,0.0000000000e+00,6.1013627877e+00,0.0000000000e+00,1.2631718636e+06,0.0000000000e+00,6.1014624434e+00,0.0000000000e+00,3.5573476553e-01,0.0000000000e+00,1.2628820419e+06,1.2631718636e+06,3.5573476553e-01
102,1.2810324669e+06,0.0000000000e+00,6.1075601368e+00,0.0000000000e+00,1.2813220024e+06,0.0000000000e+00,6.1076582838e+00,0.0000000000e+00,3.5437116027e-01,0.0000000000e+00,1.2810324669e+06,1.2813220024e+06,3.5437116027e-01
103,1.2984700203e+06,0.0000000000e+00,6.1134319269e+00,0.0000000000e+00,1.2987590790e+06,0.0000000000e+00,6.1135285965e+00,0.0000000000e+00,3.5307329893e-01,0.0000000000e+00,1.2984700203e+06,1.2987590790e+06,3.5307329893e-01
104,1.3152074814e+06,0.0000000000e+00,6.1189942706e+00,0.0000000000e+00,1.3154963493e+06,0.0000000000e+00,6.1190896472e+00,0.0000000000e+00,3.5183900595e-01,0.0000000000e+00,1.3152074814e+06,1.3154963493e+06,3.5183900595e-01
105,1.3312607765e+06,0.0000000000e+00,6.1242631364e+00,0.0000000000e+00,1.3315492630e+06,0.0000000000e+00,6.1243572386e+00,0.0000000000e+00,3.5066574812e-01,0.0000000000e+00,1.3312607765e+06,1.3315492630e+06,3.5066574812e-01
106,1.3466492653e+06,0.0000000000e+00,6.1292544985e+00,0.0000000000e+00,1.3469376564e+06,0.0000000000e+00,6.1293474947e+00,0.0000000000e+00,3.4955078363e-01,0.0000000000e+00,1.3466492653e+06,1.3469376564e+06,3.4955078363e-01
107,1.3613958359e+06,0.0000000000e+00,6.1339844179e+00,0.0000000000e+00,1.3616838455e+06,0.0000000000e+00,6.1340762852e+00,0.0000000000e+00,3.4849125147e-01,0.0000000000e+00,1.3613958359e+06,1.3616838455e+06,3.4849125147e-01
108,1.3755249023e+06,0.0000000000e+00,6.1384684572e+00,0.0000000000e+00,1.3758127213e+06,0.0000000000e+00,6.1385593208e+00,0.0000000000e+00,3.4748423100e-01,0.0000000000e+00,1.3755249023e+06,1.3758127213e+06,3.4748423100e-01
109,1.3890629768e+06,0.0000000000e+00,6.1427219361e+00,0.0000000000e+00,1.3893507957e+06,0.0000000000e+00,6.1428119141e+00,0.0000000000e+00,3.4652668238e-01,0.0000000000e+00,1.3890629768e+06,1.3893507957e+06,3.4652668238e-01
110,1.4020392418e+06,0.0000000000e+00,6.1467601693e+00,0.0000000000e+00,1.4023269653e+06,0.0000000000e+00,6.1468492852e+00,0.0000000000e+00,3.4561541677e-01,0.0000000000e+00,1.4020392418e+06,1.4023269653e+06,3.4561541677e-01
111,1.4144831657e+06,0.0000000000e+00,6.1505977831e+00,0.0000000000e+00,1.4147708893e+06,0.0000000000e+00,6.1506861151e+00,0.0000000000e+00,3.4474736452e-01,0.0000000000e+00,1.4144831657e+06,1.4147708893e+06,3.4474736452e-01
112,1.4264252663e+06,0.0000000000e+00,6.1542490229e+00,0.0000000000e+00,1.4267129898e+06,0.0000000000e+00,6.1543366154e+00,0.0000000000e+00,3.4391942620e-01,0.0000000000e+00,1.4264252663e+06,1.4267129898e+06,3.4391942620e-01
113,1.4378972054e+06,0.0000000000e+00,6.1577278396e+00,0.0000000000e+00,1.4381848335e+06,0.0000000000e+00,6.1578147046e+00,0.0000000000e+00,3.4312865138e-01,0.0000000000e+00,1.4378972054e+06,1.4381848335e+06,3.4312865138e-01
114,1.4489302635e+06,0.0000000000e+00,6.1610474835e+00,0.0000000000e+00,1.4492177963e+06,0.0000000000e+00,6.1611336585e+00,0.0000000000e+00,3.4237185121e-01,0.0000000000e+00,1.4489302635e+06,1.4492177963e+06,3.4237185121e-01
115,1.4595551491e+06,0.0000000000e+00,6.1642205094e+00,0.0000000000e+00,1.4598428726e+06,0.0000000000e+00,6.1643061138e+00,0.0000000000e+00,3.4164628386e-01,0.0000000000e+00,1.4595551491e+06,1.4598428726e+06,3.4164628386e-01
116,1.4698031425e+06,0.0000000000e+00,6.1672591716e+00,0.0000000000e+00,1.4700908661e+06,0.0000000000e+00,6.1673441793e+00,0.0000000000e+00,3.4094920754e-01,0.0000000000e+00,1.4698031425e+06,1.4700908661e+06,3.4094920754e-01
117,1.4797044754e+06,0.0000000000e+00,6.1701749873e+00,0.0000000000e+00,1.4799922943e+06,0.0000000000e+00,6.1702594542e+00,0.0000000000e+00,3.4027788043e-01,0.0000000000e+00,1.4797044754e+06,1.4799922943e+06,3.4027788043e-01
118,1.4892877579e+06,0.0000000000e+00,6.1729786196e+00,0.0000000000e+00,1.4895754814e+06,0.0000000000e+00,6.1730625152e+00,0.0000000000e+00,3.3962982893e-01,0.0000000000e+00,1.4892877579e+06,1.4895754814e+06,3.3962982893e-01
119,1.4985822678e+06,0.0000000000e+00,6.1756805894e+00,0.0000000000e+00,1.4988702774e+06,0.0000000000e+00,6.1757640476e+00,0.0000000000e+00,3.3900260925e-01,0.0000000000e+00,1.4985822678e+06,1.4988702774e+06,3.3900260925e-01
120,1.5076142311e+06,0.0000000000e+00,6.1782902283e+00,0.0000000000e+00,1.5079025269e+06,0.0000000000e+00,6.1783732690e+00,0.0000000000e+00,3.3839395642e-01,0.0000000000e+00,1.5076142311e+06,1.5079025269e+06,3.3839395642e-01
121,1.5164089203e+06,0.0000000000e+00,6.1808163305e+00,0.0000000000e+00,1.5166970253e+06,0.0000000000e+00,6.1808988350e+00,0.0000000000e+00,3.3780187368e-01,0.0000000000e+00,1.5164089203e+06,1.5166970253e+06,3.3780187368e-01
122,1.5249919891e+06,0.0000000000e+00,6.1832675623e+00,0.0000000000e+00,1.5252800941e+06,0.0000000000e+00,6.1833496025e+00,0.0000000000e+00,3.3722442389e-01,0.0000000000e+00,1.5249919891e+06,1.5252800941e+06,3.3722442389e-01
123,1.5333845139e+06,0.0000000000e+00,6.1856510729e+00,0.0000000000e+00,1.5336729050e+06,0.0000000000e+00,6.1857327451e+00,0.0000000000e+00,3.3665966988e-01,0.0000000000e+00,1.5333845139e+06,1.5336729050e+06,3.3665966988e-01
124,1.5416085243e+06,0.0000000000e+00,6.1879741031e+00,0.0000000000e+00,1.5418971062e+06,0.0000000000e+00,6.1880553934e+00,0.0000000000e+00,3.3610615134e-01,0.0000000000e+00,1.5416085243e+06,1.5418971062e+06,3.3610615134e-01
125,1.5496837616e+06,0.0000000000e+00,6.1902430823e+00,0.0000000000e+00,1.5499723434e+06,0.0000000000e+00,6.1903239490e+00,0.0000000000e+00,3.3556234837e-01,0.0000000000e+00,1.5496837616e+06,1.5499723434e+06,3.3556234837e-01
126,1.5576269150e+06,0.0000000000e+00,6.1924634430e+00,0.0000000000e+00,1.5579154968e+06,0.0000000000e+00,6.1925438973e+00,0.0000000000e+00,3.3502689004e-01,0.0000000000e+00,1.5576269150e+06,1.5579154968e+06,3.3502689004e-01
127,1.5654557228e+06,0.0000000000e+00,6.1946407886e+00,0.0000000000e+00,1.5657444954e+06,0.0000000000e+00,6.1947208935e+00,0.0000000000e+00,3.3449858427e-01,0.0000000000e+00,1.5654557228e+06,1.5657444954e+06,3.3449858427e-01
128,1.5731844902e+06,0.0000000000e+00,6.1967796561e+00,0.0000000000e+00,1.5734732628e+06,0.0000000000e+00,6.1968593676e+00,0.0000000000e+00,3.3397647738e-01,0.0000000000e+00,1.5731844902e+06,1.5734732628e+06,3.3397647738e-01
129,1.5808264732e+06,0.0000000000e+00,6.1988842002e+00,0.0000000000e+00,1.5811155319e+06,0.0000000000e+00,6.1989636049e+00,0.0000000000e+00,3.3345937729e-01,0.0000000000e+00,1.5808264732e+06,1.5811155319e+06,3.3345937729e-01
130,1.5883939743e+06,0.0000000000e+00,6.2009582309e+00,0.0000000000e+00,1.5886830330e+06,0.0000000000e+00,6.2010372573e+00,0.0000000000e+00,3.3294680715e-01,0.0000000000e+00,1.5883939743e+06,1.5886830330e+06,3.3294680715e-01
131,1.5958970070e+06,0.0000000000e+00,6.2030048602e+00,0.0000000000e+00,1.5961859703e+06,0.0000000000e+00,6.2030834893e+00,0.0000000000e+00,3.3243787289e-01,0.0000000000e+00,1.5958970070e+06,1.5961859703e+06,3.3243787289e-01
132,1.6033456802e+06,0.0000000000e+00,6.2050271660e+00,0.0000000000e+00,1.6036348343e+06,0.0000000000e+00,6.2051054815e+00,0.0000000000e+00,3.3193200827e-01,0.0000000000e+00,1.6033456802e+06,1.6036348343e+06,3.3193200827e-01
133,1.6107465744e+06,0.0000000000e+00,6.2070272164e+00,0.0000000000e+00,1.6110355377e+06,0.0000000000e+00,6.2071051206e+00,0.0000000000e+00,3.3142879605e-01,0.0000000000e+00,1.6107465744e+06,1.6110355377e+06,3.3142879605e-01
134,1.6181068420e+06,0.0000000000e+00,6.2090071943e+00,0.0000000000e+00,1.6183959961e+06,0.0000000000e+00,6.2090847953e+00,0.0000000000e+00,3.3092784882e-01,0.0000000000e+00,1.6181068420e+06,1.6183959961e+06,3.3092784882e-01
135,1.6254327774e+06,0.0000000000e+00,6.2109690132e+00,0.0000000000e+00,1.6257219315e+06,0.0000000000e+00,6.2110462645e+00,0.0000000000e+00,3.3042874932e-01,0.0000000000e+00,1.6254327774e+06,1.6257219315e+06,3.3042874932e-01
136,1.6327278137e+06,0.0000000000e+00,6.2129137911e+00,0.0000000000e+00,1.6330167770e+06,0.0000000000e+00,6.2129906465e+00,0.0000000000e+00,3.2993140817e-01,0.0000000000e+00,1.6327278137e+06,1.6330167770e+06,3.2993140817e-01
137,1.6399951935e+06,0.0000000000e+00,6.2148425752e+00,0.0000000000e+00,1.6402841568e+06,0.0000000000e+00,6.2149190901e+00,0.0000000000e+00,3.2943564653e-01,0.0000000000e+00,1.6399951935e+06,1.6402841568e+06,3.2943564653e-01
138,1.6472387314e+06,0.0000000000e+00,6.2167565453e+00,0.0000000000e+00,1.6475280762e+06,0.0000000000e+00,6.2168328243e+00,0.0000000000e+00,3.2894134521e-01,0.0000000000e+00,1.6472387314e+06,1.6475280762e+06,3.2894134521e-01
139,1.6544591904e+06,0.0000000000e+00,6.2186560591e+00,0.0000000000e+00,1.6547485352e+06,0.0000000000e+00,6.2187320053e+00,0.0000000000e+00,3.2844847441e-01,0.0000000000e+00,1.6544591904e+06,1.6547485352e+06,3.2844847441e-01
140,1.6616579056e+06,0.0000000000e+00,6.2205416181e+00,0.0000000000e+00,1.6619470596e+06,0.0000000000e+00,6.2206171855e+00,0.0000000000e+00,3.2795718312e-01,0.0000000000e+00,1.6616579056e+06,1.6619470596e+06,3.2795718312e-01
141,1.6688354492e+06,0.0000000000e+00,6.2224135164e+00,0.0000000000e+00,1.6691244125e+06,0.0000000000e+00,6.2224887092e+00,0.0000000000e+00,3.2746741176e-01,0.0000000000e+00,1.6688354492e+06,1.6691244125e+06,3.2746741176e-01
142,1.6759897232e+06,0.0000000000e+00,6.2242713513e+00,0.0000000000e+00,1.6762786865e+06,0.0000000000e+00,6.2243462231e+00,0.0000000000e+00,3.2697936893e-01,0.0000000000e+00,1.6759897232e+06,1.6762786865e+06,3.2697936893e-01
143,1.6831216812e+06,0.0000000000e+00,6.2261155144e+00,0.0000000000e+00,1.6834108353e+06,0.0000000000e+00,6.2261901182e+00,0.0000000000e+00,3.2649323344e-01,0.0000000000e+00,1.6831216812e+06,1.6834108353e+06,3.2649323344e-01
144,1.6902284622e+06,0.0000000000e+00,6.2279454106e+00,0.0000000000e+00,1.6905172348e+06,0.0000000000e+00,6.2280196028e+00,0.0000000000e+00,3.2600909472e-01,0.0000000000e+00,1.6902284622e+06,1.6905172348e+06,3.2600909472e-01
145,1.6973093033e+06,0.0000000000e+00,6.2297609917e+00,0.0000000000e+00,1.6975980759e+06,0.0000000000e+00,6.2298348743e+00,0.0000000000e+00,3.2552722096e-01,0.0000000000e+00,1.6973093033e+06,1.6975980759e+06,3.2552722096e-01
146,1.7043613434e+06,0.0000000000e+00,6.2315616754e+00,0.0000000000e+00,1.7046499252e+06,0.0000000000e+00,6.2316352038e+00,0.0000000000e+00,3.2504782081e-01,0.0000000000e+00,1.7043613434e+06,1.7046499252e+06,3.2504782081e-01
147,1.7113819122e+06,0.0000000000e+00,6.2333469376e+00,0.0000000000e+00,1.7116704941e+06,0.0000000000e+00,6.2334201643e+00,0.0000000000e+00,3.2457119226e-01,0.0000000000e+00,1.7113819122e+06,1.7116704941e+06,3.2457119226e-01
148,1.7183679581e+06,0.0000000000e+00,6.2351161659e+00,0.0000000000e+00,1.7186565399e+06,0.0000000000e+00,6.2351890950e+00,0.0000000000e+00,3.2409754395e-01,0.0000000000e+00,1.7183679581e+06,1.7186565399e+06,3.2409754395e-01
149,1.7253171921e+06,0.0000000000e+00,6.2368689499e+00,0.0000000000e+00,1.7256055832e+06,0.0000000000e+00,6.2369415373e+00,0.0000000000e+00,3.2362714410e-01,0.0000000000e+00,1.7253171921e+06,1.7256055832e+06,3.2362714410e-01
150,1.7322265625e+06,0.0000000000e+00,6.2386046939e+00,0.0000000000e+00,1.7325149536e+06,0.0000000000e+00,6.2386769918e+00,0.0000000000e+00,3.2316035032e-01,0.0000000000e+00,1.7322265625e+06,1.7325149536e+06,3.2316035032e-01
151,1.7390922546e+06,0.0000000000e+00,6.2403226209e+00,0.0000000000e+00,1.7393804550e+06,0.0000000000e+00,6.2403945857e+00,0.0000000000e+00,3.2269719243e-01,0.0000000000e+00,1.7390922546e+06,1.7393804550e+06,3.2269719243e-01
152,1.7459114075e+06,0.0000000000e+00,6.2420222026e+00,0.0000000000e+00,1.7461997986e+06,0.0000000000e+00,6.2420939338e+00,0.0000000000e+00,3.2223817706e-01,0.0000000000e+00,1.7459114075e+06,1.7461997986e+06,3.2223817706e-01
153,1.7526811600e+06,0.0000000000e+00,6.2437029183e+00,0.0000000000e+00,1.7529691696e+06,0.0000000000e+00,6.2437742780e+00,0.0000000000e+00,3.2178336382e-01,0.0000000000e+00,1.7526811600e+06,1.7529691696e+06,3.2178336382e-01
154,1.7593976974e+06,0.0000000000e+00,6.2453640193e+00,0.0000000000e+00,1.7596855164e+06,0.0000000000e+00,6.2454350595e+00,0.0000000000e+00,3.2133311033e-01,0.0000000000e+00,1.7593976974e+06,1.7596855164e+06,3.2133311033e-01
155,1.7660575867e+06,0.0000000000e+00,6.2470048607e+00,0.0000000000e+00,1.7663454056e+06,0.0000000000e+00,6.2470756330e+00,0.0000000000e+00,3.2088762522e-01,0.0000000000e+00,1.7660575867e+06,1.7663454056e+06,3.2088762522e-01
156,1.7726593018e+06,0.0000000000e+00,6.2486252739e+00,0.0000000000e+00,1.7729469299e+06,0.0000000000e+00,6.2486957359e+00,0.0000000000e+00,3.2044708729e-01,0.0000000000e+00,1.7726593018e+06,1.7729469299e+06,3.2044708729e-01
157,1.7791992188e+06,0.0000000000e+00,6.2502245792e+00,0.0000000000e+00,1.7794866562e+06,0.0000000000e+00,6.2502947357e+00,0.0000000000e+00,3.2001164556e-01,0.0000000000e+00,1.7791992188e+06,1.7794866562e+06,3.2001164556e-01
158,1.7856750488e+06,0.0000000000e+00,6.2518024303e+00,0.0000000000e+00,1.7859626770e+06,0.0000000000e+00,6.2518723788e+00,0.0000000000e+00,3.1958153844e-01,0.0000000000e+00,1.7856750488e+06,1.7859626770e+06,3.1958153844e-01
159,1.7920850754e+06,0.0000000000e+00,6.2533586230e+00,0.0000000000e+00,1.7923725128e+06,0.0000000000e+00,6.2534282751e+00,0.0000000000e+00,3.1915691495e-01,0.0000000000e+00,1.7920850754e+06,1.7923725128e+06,3.1915691495e-01
160,1.7984260559e+06,0.0000000000e+00,6.2548925861e+00,0.0000000000e+00,1.7987133026e+06,0.0000000000e+00,6.2549619465e+00,0.0000000000e+00,3.1873786449e-01,0.0000000000e+00,1.7984260559e+06,1.7987133026e+06,3.1873786449e-01
161,1.8046964645e+06,0.0000000000e+00,6.2564041675e+00,0.0000000000e+00,1.8049835205e+06,0.0000000000e+00,6.2564732412e+00,0.0000000000e+00,3.1832453609e-01,0.0000000000e+00,1.8046964645e+06,1.8049835205e+06,3.1832453609e-01
162,1.8108951569e+06,0.0000000000e+00,6.2578933072e+00,0.0000000000e+00,1.8111822128e+06,0.0000000000e+00,6.2579621444e+00,0.0000000000e+00,3.1791701913e-01,0.0000000000e+00,1.8108951569e+06,1.8111822128e+06,3.1791701913e-01
163,1.8170207977e+06,0.0000000000e+00,6.2593598983e+00,0.0000000000e+00,1.8173074722e+06,0.0000000000e+00,6.2594284123e+00,0.0000000000e+00,3.1751540303e-01,0.0000000000e+00,1.8170207977e+06,1.8173074722e+06,3.1751540303e-01
164,1.8230709076e+06,0.0000000000e+00,6.2608035607e+00,0.0000000000e+00,1.8233577728e+06,0.0000000000e+00,6.2608718927e+00,0.0000000000e+00,3.1711968780e-01,0.0000000000e+00,1.8230709076e+06,1.8233577728e+06,3.1711968780e-01
165,1.8290464401e+06,0.0000000000e+00,6.2622247325e+00,0.0000000000e+00,1.8293329239e+06,0.0000000000e+00,6.2622927508e+00,0.0000000000e+00,3.1672996283e-01,0.0000000000e+00,1.8290464401e+06,1.8293329239e+06,3.1672996283e-01
166,1.8349445343e+06,0.0000000000e+00,6.2636229412e+00,0.0000000000e+00,1.8352312088e+06,0.0000000000e+00,6.2636907860e+00,0.0000000000e+00,3.1634622812e-01,0.0000000000e+00,1.8349445343e+06,1.8352312088e+06,3.1634622812e-01
167,1.8407672882e+06,0.0000000000e+00,6.2649988880e+00,0.0000000000e+00,1.8410537720e+06,0.0000000000e+00,6.2650664732e+00,0.0000000000e+00,3.1596857309e-01,0.0000000000e+00,1.8407672882e+06,1.8410537720e+06,3.1596857309e-01
168,1.8465120316e+06,0.0000000000e+00,6.2663521418e+00,0.0000000000e+00,1.8467985153e+06,0.0000000000e+00,6.2664195167e+00,0.0000000000e+00,3.1559678912e-01,0.0000000000e+00,1.8465120316e+06,1.8467985153e+06,3.1559678912e-01
169,1.8521802902e+06,0.0000000000e+00,6.2676832584e+00,0.0000000000e+00,1.8524665833e+06,0.0000000000e+00,6.2677503825e+00,0.0000000000e+00,3.1523099542e-01,0.0000000000e+00,1.8521802902e+06,1.8524665833e+06,3.1523099542e-01
170,1.8577713013e+06,0.0000000000e+00,6.2689922496e+00,0.0000000000e+00,1.8580574036e+06,0.0000000000e+00,6.2690591271e+00,0.0000000000e+00,3.1487116218e-01,0.0000000000e+00,1.8577713013e+06,1.8580574036e+06,3.1487116218e-01
171,1.8632854462e+06,0.0000000000e+00,6.2702793918e+00,0.0000000000e+00,1.8635715485e+06,0.0000000000e+00,6.2703460714e+00,0.0000000000e+00,3.1451719999e-01,0.0000000000e+00,1.8632854462e+06,1.8635715485e+06,3.1451719999e-01
172,1.8687236786e+06,0.0000000000e+00,6.2715450886e+00,0.0000000000e+00,1.8690097809e+06,0.0000000000e+00,6.2716115741e+00,0.0000000000e+00,3.1416901946e-01,0.0000000000e+00,1.8687236786e+06,1.8690097809e+06,3.1416901946e-01
173,1.8740865707e+06,0.0000000000e+00,6.2727896486e+00,0.0000000000e+00,1.8743722916e+06,0.0000000000e+00,6.2728558556e+00,0.0000000000e+00,3.1382656097e-01,0.0000000000e+00,1.8740865707e+06,1.8743722916e+06,3.1382656097e-01
174,1.8793745041e+06,0.0000000000e+00,6.2740133308e+00,0.0000000000e+00,1.8796602249e+06,0.0000000000e+00,6.2740793515e+00,0.0000000000e+00,3.1348979473e-01,0.0000000000e+00,1.8793745041e+06,1.8796602249e+06,3.1348979473e-01
175,1.8845876694e+06,0.0000000000e+00,6.2752163453e+00,0.0000000000e+00,1.8848735809e+06,0.0000000000e+00,6.2752822273e+00,0.0000000000e+00,3.1315860152e-01,0.0000000000e+00,1.8845876694e+06,1.8848735809e+06,3.1315860152e-01
176,1.8897281647e+06,0.0000000000e+00,6.2763993359e+00,0.0000000000e+00,1.8900136948e+06,0.0000000000e+00,6.2764649510e+00,0.0000000000e+00,3.1283286214e-01,0.0000000000e+00,1.8897281647e+06,1.8900136948e+06,3.1283286214e-01
177,1.8947969437e+06,0.0000000000e+00,6.2775626755e+00,0.0000000000e+00,1.8950824738e+06,0.0000000000e+00,6.2776281152e+00,0.0000000000e+00,3.1251248717e-01,0.0000000000e+00,1.8947969437e+06,1.8950824738e+06,3.1251248717e-01
178,1.8997932434e+06,0.0000000000e+00,6.2787063388e+00,0.0000000000e+00,1.9000785828e+06,0.0000000000e+00,6.2787715627e+00,0.0000000000e+00,3.1219747663e-01,0.0000000000e+00,1.8997932434e+06,1.9000785828e+06,3.1219747663e-01
179,1.9047197342e+06,0.0000000000e+00,6.2798310814e+00,0.0000000000e+00,1.9050050735e+06,0.0000000000e+00,6.2798961367e+00,0.0000000000e+00,3.1188765168e-01,0.0000000000e+00,1.9047197342e+06,1.9050050735e+06,3.1188765168e-01
180,1.9095769882e+06,0.0000000000e+00,6.2809371725e+00,0.0000000000e+00,1.9098621368e+06,0.0000000000e+00,6.2810020189e+00,0.0000000000e+00,3.1158289313e-01,0.0000000000e+00,1.9095769882e+06,1.9098621368e+06,3.1158289313e-01
181,1.9143661499e+06,0.0000000000e+00,6.2820250064e+00,0.0000000000e+00,1.9146512985e+06,0.0000000000e+00,6.2820896906e+00,0.0000000000e+00,3.1128314137e-01,0.0000000000e+00,1.9143661499e+06,1.9146512985e+06,3.1128314137e-01
182,1.9190883636e+06,0.0000000000e+00,6.2830949721e+00,0.0000000000e+00,1.9193733215e+06,0.0000000000e+00,6.2831594540e+00,0.0000000000e+00,3.1098824739e-01,0.0000000000e+00,1.9190883636e+06,1.9193733215e+06,3.1098824739e-01
183,1.9237447739e+06,0.0000000000e+00,6.2841474530e+00,0.0000000000e+00,1.9240297318e+06,0.0000000000e+00,6.2842117788e+00,0.0000000000e+00,3.1069821119e-01,0.0000000000e+00,1.9237447739e+06,1.9240297318e+06,3.1069821119e-01
184,1.9283363342e+06,0.0000000000e+00,6.2851827844e+00,0.0000000000e+00,1.9286211014e+06,0.0000000000e+00,6.2852469141e+00,0.0000000000e+00,3.1041288376e-01,0.0000000000e+00,1.9283363342e+06,1.9286211014e+06,3.1041288376e-01
185,1.9328639984e+06,0.0000000000e+00,6.2862012970e+00,0.0000000000e+00,1.9331487656e+06,0.0000000000e+00,6.2862652765e+00,0.0000000000e+00,3.1013211608e-01,0.0000000000e+00,1.9328639984e+06,1.9331487656e+06,3.1013211608e-01
186,1.9373287201e+06,0.0000000000e+00,6.2872033167e+00,0.0000000000e+00,1.9376134872e+06,0.0000000000e+00,6.2872671488e+00,0.0000000000e+00,3.0985587835e-01,0.0000000000e+00,1.9373287201e+06,1.9376134872e+06,3.0985587835e-01
187,1.9417320251e+06,0.0000000000e+00,6.2881892935e+00,0.0000000000e+00,1.9420164108e+06,0.0000000000e+00,6.2882528956e+00,0.0000000000e+00,3.0958411098e-01,0.0000000000e+00,1.9417320251e+06,1.9420164108e+06,3.0958411098e-01
188,1.9460741043e+06,0.0000000000e+00,6.2891593737e+00,0.0000000000e+00,1.9463586807e+06,0.0000000000e+00,6.2892228764e+00,0.0000000000e+00,3.0931663513e-01,0.0000000000e+00,1.9460741043e+06,1.9463586807e+06,3.0931663513e-01
189,1.9503564835e+06,0.0000000000e+00,6.2901139984e+00,0.0000000000e+00,1.9506410599e+06,0.0000000000e+00,6.2901773616e+00,0.0000000000e+00,3.0905345082e-01,0.0000000000e+00,1.9503564835e+06,1.9506410599e+06,3.0905345082e-01
190,1.9545799255e+06,0.0000000000e+00,6.2910534340e+00,0.0000000000e+00,1.9548643112e+06,0.0000000000e+00,6.2911166180e+00,0.0000000000e+00,3.0879437923e-01,0.0000000000e+00,1.9545799255e+06,1.9548643112e+06,3.0879437923e-01
191,1.9587451935e+06,0.0000000000e+00,6.2919779438e+00,0.0000000000e+00,1.9590297699e+06,0.0000000000e+00,6.2920410357e+00,0.0000000000e+00,3.0853953958e-01,0.0000000000e+00,1.9587451935e+06,1.9590297699e+06,3.0853953958e-01
192,1.9628538132e+06,0.0000000000e+00,6.2928879560e+00,0.0000000000e+00,1.9631380081e+06,0.0000000000e+00,6.2929508315e+00,0.0000000000e+00,3.0828863382e-01,0.0000000000e+00,1.9628538132e+06,1.9631380081e+06,3.0828863382e-01
193,1.9669057846e+06,0.0000000000e+00,6.2937835576e+00,0.0000000000e+00,1.9671899796e+06,0.0000000000e+00,6.2938463035e+00,0.0000000000e+00,3.0804166198e-01,0.0000000000e+00,1.9669057846e+06,1.9671899796e+06,3.0804166198e-01
194,1.9709020615e+06,0.0000000000e+00,6.2946650438e+00,0.0000000000e+00,1.9711862564e+06,0.0000000000e+00,6.2947276625e+00,0.0000000000e+00,3.0779853463e-01,0.0000000000e+00,1.9709020615e+06,1.9711862564e+06,3.0779853463e-01
195,1.9748437881e+06,0.0000000000e+00,6.2955327483e+00,0.0000000000e+00,1.9751277924e+06,0.0000000000e+00,6.2955952001e+00,0.0000000000e+00,3.0755931139e-01,0.0000000000e+00,1.9748437881e+06,1.9751277924e+06,3.0755931139e-01
196,1.9787311554e+06,0.0000000000e+00,6.2963867919e+00,0.0000000000e+00,1.9790151596e+06,0.0000000000e+00,6.2964491210e+00,0.0000000000e+00,3.0732381344e-01,0.0000000000e+00,1.9787311554e+06,1.9790151596e+06,3.0732381344e-01
197,1.9825645447e+06,0.0000000000e+00,6.2972273352e+00,0.0000000000e+00,1.9828485489e+06,0.0000000000e+00,6.2972895438e+00,0.0000000000e+00,3.0709201097e-01,0.0000000000e+00,1.9825645447e+06,1.9828485489e+06,3.0709201097e-01
198,1.9863460541e+06,0.0000000000e+00,6.2980549120e+00,0.0000000000e+00,1.9866296768e+06,0.0000000000e+00,6.2981169188e+00,0.0000000000e+00,3.0686378479e-01,0.0000000000e+00,1.9863460541e+06,1.9866296768e+06,3.0686378479e-01
199,1.9900747299e+06,0.0000000000e+00,6.2988693850e+00,0.0000000000e+00,1.9903585434e+06,0.0000000000e+00,6.2989313173e+00,0.0000000000e+00,3.0663916469e-01,0.0000000000e+00,1.9900747299e+06,1.9903585434e+06,3.0663916469e-01
200,1.9937522888e+06,0.0000000000e+00,6.2996711990e+00,0.0000000000e+00,1.9940359116e+06,0.0000000000e+00,6.2997329755e+00,0.0000000000e+00,3.0641809106e-01,0.0000000000e+00,1.9937522888e+06,1.9940359116e+06,3.0641809106e-01
201,1.9973789215e+06,0.0000000000e+00,6.3004604624e+00,0.0000000000e+00,1.9976623535e+06,0.0000000000e+00,6.3005220853e+00,0.0000000000e+00,3.0620041490e-01,0.0000000000e+00,1.9973789215e+06,1.9976623535e+06,3.0620041490e-01
202,2.0009550095e+06,0.0000000000e+00,6.3012373238e+00,0.0000000000e+00,2.0012384415e+06,0.0000000000e+00,6.3012988366e+00,0.0000000000e+00,3.0598616600e-01,0.0000000000e+00,2.0009550095e+06,2.0012384415e+06,3.0598616600e-01
203,2.0044815063e+06,0.0000000000e+00,6.3020020537e+00,0.0000000000e+00,2.0047649384e+06,0.0000000000e+00,6.3020634583e+00,0.0000000000e+00,3.0577528477e-01,0.0000000000e+00,2.0044815063e+06,2.0047649384e+06,3.0577528477e-01
204,2.0079584122e+06,0.0000000000e+00,6.3027547137e+00,0.0000000000e+00,2.0082418442e+06,0.0000000000e+00,6.3028160119e+00,0.0000000000e+00,3.0556768179e-01,0.0000000000e+00,2.0079584122e+06,2.0082418442e+06,3.0556768179e-01
205,2.0113878250e+06,0.0000000000e+00,6.3034958170e+00,0.0000000000e+00,2.0116710663e+06,0.0000000000e+00,6.3035569695e+00,0.0000000000e+00,3.0536335707e-01,0.0000000000e+00,2.0113878250e+06,2.0116710663e+06,3.0536335707e-01
